,PPRC1 (23082)
ACH-000004,-0.5508875861105407
ACH-000005,-0.4759396377300394
ACH-000007,-0.3739429503760205
ACH-000009,-0.4676157420567346
ACH-000011,-0.3741514912850338
ACH-000012,-0.29492903424701666
ACH-000013,-0.25830781702715433
ACH-000014,-0.6686176952801709
ACH-000015,-0.5762938475833315
ACH-000017,-0.4142318587553304
ACH-000018,-0.7328514180763229
ACH-000019,-0.37544858918665575
ACH-000021,-0.544733715172234
ACH-000022,-0.4727004161758943
ACH-000025,-0.7143732109000805
ACH-000028,-0.362028795873308
ACH-000030,-0.4522922103416174
ACH-000035,-0.777430497749763
ACH-000036,-0.6571283146067034
ACH-000037,-0.6796789264250224
ACH-000039,-0.3396608830208915
ACH-000040,-0.5835187646459074
ACH-000041,-0.8619041176064295
ACH-000042,-0.4830810503520471
ACH-000045,-0.5397285388034888
ACH-000047,-0.11043298827832387
ACH-000052,-0.3709542121287319
ACH-000053,-0.6842003678076551
ACH-000054,-0.5481312079563664
ACH-000055,-0.29185648894131744
ACH-000060,-0.453025318536245
ACH-000067,-0.6901244433746083
ACH-000070,-0.5508760307460443
ACH-000075,-0.6674559063380765
ACH-000078,-0.5661824906923271
ACH-000082,-0.4350455551822731
ACH-000085,-1.004544940481272
ACH-000086,-0.6860725301265647
ACH-000087,-0.5729955337075071
ACH-000092,-0.4120807330651377
ACH-000095,-0.6172199425054068
ACH-000097,-0.4651695108579254
ACH-000098,-0.7142610935471813
ACH-000099,-0.4201317410135632
ACH-000108,-0.4681880866655441
ACH-000113,-0.4837952694157281
ACH-000116,-0.5260845493911598
ACH-000118,-0.2819841433679203
ACH-000120,-0.5311198631523912
ACH-000123,-0.6143648319789611
ACH-000127,-0.5702605138081932
ACH-000128,-0.366090887429576
ACH-000132,-0.566568585921464
ACH-000133,-0.531645686714265
ACH-000137,-0.6619897507052483
ACH-000138,-0.4857216131539439
ACH-000142,-0.6221757142818932
ACH-000143,-0.5186876596936826
ACH-000146,-0.19814729741622875
ACH-000148,-0.5399859333325583
ACH-000150,-0.8055013433412546
ACH-000152,-0.484034590045882
ACH-000153,-0.4103376719474015
ACH-000159,-0.4898957583817316
ACH-000160,-0.48018446693092204
ACH-000163,-0.60865252877505
ACH-000167,-0.5475619387531486
ACH-000168,-0.6096562526170861
ACH-000169,-0.58730445484199
ACH-000178,-0.7830700858940948
ACH-000183,-0.6876323621356676
ACH-000188,-0.4130319202429184
ACH-000189,-0.6135129757675047
ACH-000190,-0.6662553891278988
ACH-000198,-0.5805233641897459
ACH-000203,-0.5652744082264519
ACH-000204,-0.6290158885924978
ACH-000206,-0.5192527085803267
ACH-000207,-0.8127004552936323
ACH-000208,-0.5469259881931339
ACH-000210,-0.7663662141909388
ACH-000211,-0.5966829125275855
ACH-000215,-0.6438169228784514
ACH-000221,-0.44710718666095695
ACH-000222,-0.3084109901082477
ACH-000223,-0.4640878330927735
ACH-000226,-0.5108481387648791
ACH-000227,-0.486459469785252
ACH-000228,-0.5492526249446467
ACH-000231,-0.3762802496840768
ACH-000232,-0.4804840238264262
ACH-000233,-0.6286460889205799
