,HMBS (3145)
ACH-000004,-0.2320187136837169
ACH-000005,-0.014907938139075197
ACH-000007,-0.07604371853373441
ACH-000009,-0.18163722284826855
ACH-000011,0.0660062330787803
ACH-000012,-0.3095895380643812
ACH-000013,-0.09910564147690136
ACH-000014,-0.15296254532857115
ACH-000015,-0.1319723073177181
ACH-000017,-0.3040637087796694
ACH-000018,-0.38353461108346204
ACH-000019,-0.3669017646437235
ACH-000021,-0.24589623845221645
ACH-000022,-0.24633439156355705
ACH-000025,-0.3062554832674557
ACH-000028,-0.4594053053667096
ACH-000030,-0.6693183093959559
ACH-000035,-0.1853045847734982
ACH-000036,-0.06940640133928147
ACH-000037,-0.3248832564547971
ACH-000039,-0.14614521931939686
ACH-000040,-0.32213311712562176
ACH-000041,-0.3414275746964435
ACH-000042,-0.22975216063847914
ACH-000045,-0.4075690952412168
ACH-000047,-0.5898275961163364
ACH-000052,-0.3151750959572034
ACH-000053,-0.2455864703628621
ACH-000054,-0.09570071477767098
ACH-000055,0.06158395310433281
ACH-000060,-0.07789668364367933
ACH-000067,0.03777794127476773
ACH-000070,-0.14831426682852947
ACH-000075,-0.053014149679575226
ACH-000078,-0.12775838551018887
ACH-000082,-0.11456223612344844
ACH-000085,-0.2929469354319249
ACH-000086,-0.2557954867690438
ACH-000087,-0.2501693752446885
ACH-000092,-0.3405403307423023
ACH-000095,-0.09529636337546102
ACH-000097,-0.2844558757410365
ACH-000098,-0.18755905415576068
ACH-000099,-0.2812916106287456
ACH-000108,-0.2715992256505123
ACH-000113,-0.7071899238908742
ACH-000116,-0.26477952394869625
ACH-000118,-0.5459834341068535
ACH-000120,-0.1770354084372224
ACH-000123,0.06340122812382025
ACH-000127,-0.19447623520365012
ACH-000128,0.005478156138155385
ACH-000132,-0.1805881937903245
ACH-000133,-0.05310521996311016
ACH-000137,-0.3221182560136167
ACH-000138,-0.4540192075771073
ACH-000142,-0.20640824758469775
ACH-000143,-0.3890215703863781
ACH-000146,-0.3775108907797513
ACH-000148,-0.10237978602860626
ACH-000150,-0.819700939221553
ACH-000152,-0.2871335820232693
ACH-000153,-0.28230038164970106
ACH-000159,-0.25886983701739624
ACH-000160,-0.3906648112513137
ACH-000163,-0.17848081818986114
ACH-000167,-0.4765050424600042
ACH-000168,-0.2517791279960524
ACH-000169,-0.289235293287507
ACH-000178,-0.14807554497766773
ACH-000183,-0.4840709091896182
ACH-000188,-0.06243626693488495
ACH-000189,-0.2705318975118746
ACH-000190,-0.6254667468893873
ACH-000198,-0.6149428973753105
ACH-000203,-0.16451523198261747
ACH-000204,-0.09199135187595
ACH-000206,-0.23959801524895225
ACH-000207,-0.3496325365294019
ACH-000208,-0.012269980632464796
ACH-000210,-0.3191319819724548
ACH-000211,-0.17899964600715107
ACH-000215,-0.17709915956845504
ACH-000221,-0.8473116128842563
ACH-000222,-0.2220389444172752
ACH-000223,-0.21686211395218127
ACH-000226,-0.5133839242158201
ACH-000227,-0.3350576640592033
ACH-000228,-0.21843101813477625
ACH-000231,-0.1521958117883566
ACH-000232,-0.047011896308899216
ACH-000233,-0.3323436118253407
ACH-000234,-0.2392776276253258
ACH-000235,-0.19222335231622809
ACH-000237,0.013666079427742792
ACH-000238,-0.2678369362221381
ACH-000242,-0.16422635561909085
ACH-000243,-0.3020923948011885
ACH-000244,-0.19897161977425545
ACH-000246,-0.2760583102355301
ACH-000248,-0.2493880959750326
ACH-000250,-0.1857195004028685
ACH-000251,-0.1408886860806489
ACH-000252,-0.09123317695739286
ACH-000253,-0.15349914552453578
ACH-000255,-0.10279237845978943
ACH-000256,-0.07721116446876776
ACH-000257,-0.010821154883612473
ACH-000258,-0.2549950445299347
ACH-000259,-0.2026395778827424
ACH-000260,-0.05016137806809904
ACH-000261,-0.2116197113531077
ACH-000262,0.20252613060252392
ACH-000263,-0.27826348771680304
ACH-000264,-0.1798703851228678
ACH-000265,-0.06162827167284266
ACH-000266,-0.3124566178684869
ACH-000272,-0.27894565480229794
ACH-000274,-0.24574032617459
ACH-000277,-0.6033897285852363
ACH-000278,-0.14125144980210347
ACH-000279,-0.4145844756466915
ACH-000280,-0.20288589354077696
ACH-000281,-0.6232232509650991
ACH-000288,-0.3172634330930241
ACH-000291,-0.1226186190895958
ACH-000293,-0.21412197888944326
ACH-000294,0.5095319624467572
ACH-000295,-0.5973550171659793
ACH-000296,0.02610730080664536
ACH-000302,-0.2242980410918089
ACH-000304,-0.3227561223891745
ACH-000307,-0.3408374133179055
ACH-000308,-0.301982092541263
ACH-000310,-0.3146760250327788
ACH-000311,-0.3507678397367312
ACH-000312,-0.3561194770540031
ACH-000315,-0.3351102917062381
ACH-000316,-0.3325146754417688
ACH-000317,-0.5611076985553074
ACH-000318,-0.29813906399510864
ACH-000319,-0.2907668145540513
ACH-000320,-0.41910611752896737
ACH-000322,-0.14090393616359287
ACH-000323,-0.21870674417288027
ACH-000324,-0.1877034952645345
ACH-000329,-0.4683482919714384
ACH-000330,-0.3858458863707783
ACH-000331,-0.06704797522916175
ACH-000332,-0.3256376564574222
ACH-000334,-0.4561652137655211
ACH-000335,-0.4966335635422182
ACH-000336,-0.3141534862240521
ACH-000337,-0.4399053156590866
ACH-000338,0.123884984993932
ACH-000339,-0.270316824253508
ACH-000341,-0.29917953847651113
ACH-000348,-0.20177394546408114
ACH-000350,-0.3702739348261351
ACH-000352,-0.13494935622452
ACH-000356,-0.33689387174544405
ACH-000361,-0.17583958032179142
ACH-000362,-0.6127371361404564
ACH-000363,-0.1938343343147976
ACH-000364,-0.3802405664319695
ACH-000365,-0.4872694669833325
ACH-000366,-0.14322894631460453
ACH-000368,-0.26626806102916056
ACH-000374,-0.4957093740767897
ACH-000375,-0.1200434173326652
ACH-000376,-0.3964458902769935
ACH-000381,-0.1997342858333591
ACH-000383,-0.4014776537536359
ACH-000387,-0.1342661356971834
ACH-000389,0.016605487186006827
ACH-000390,-0.3553449154250147
ACH-000393,-0.2533055083619436
ACH-000395,-0.10135863430741683
ACH-000396,-0.2294131118439713
ACH-000397,-0.13998155747064456
ACH-000401,-0.15720610541804322
ACH-000402,-0.8157637413256809
ACH-000403,-0.23697813296252254
ACH-000404,-0.34446467886417403
ACH-000406,-0.7362349331217757
ACH-000407,-0.17631196733571985
ACH-000408,-0.35141300350035004
ACH-000410,-0.2459971229575411
ACH-000411,-0.34441935859006323
ACH-000414,-0.2559622198357905
ACH-000415,-0.10794838202188076
ACH-000416,-0.18074559724514985
ACH-000420,-0.3666509693188891
ACH-000421,-0.2923375433066324
ACH-000424,-0.4217637821353611
ACH-000425,-0.24637003257376736
ACH-000426,-0.2919819210891084
ACH-000427,-0.3924662768591255
ACH-000433,-0.2669298711917423
ACH-000435,-0.3247497826201151
ACH-000436,-0.3152519220263855
