,GFOD2 (81577)
ACH-000004,-0.11334546416412478
ACH-000005,-0.1534870937685522
ACH-000007,-0.058707825805733124
ACH-000009,0.05128692889901832
ACH-000011,0.13886236899350027
ACH-000012,-0.19090548848695468
ACH-000013,-0.06544524744188114
ACH-000014,0.05867450040748561
ACH-000015,0.11935518097616148
ACH-000017,0.03330791963324608
ACH-000018,0.10241136292207648
ACH-000019,-0.0921352831463937
ACH-000021,0.026211413526820552
ACH-000022,-0.07703328622697203
ACH-000025,-0.08359567785234202
ACH-000028,0.1278375307110876
ACH-000030,0.012518927307160008
ACH-000035,-0.03960051118839787
ACH-000036,0.02853890528599785
ACH-000037,-0.0074304104741391855
ACH-000039,0.2495845763765117
ACH-000040,-0.08543751305807334
ACH-000041,0.17701066111835684
ACH-000042,-0.09688740904843844
ACH-000045,-0.1331205355341243
ACH-000047,-0.06755491562609654
ACH-000052,-0.04617415604696333
ACH-000053,-0.014927506096235424
ACH-000054,0.04069257936066655
ACH-000055,0.1246648838352498
ACH-000060,-0.0063370026909606155
ACH-000067,0.21426312858532345
ACH-000070,0.031142492713411345
ACH-000075,0.15395439447999487
ACH-000078,-0.04173298726045045
ACH-000082,-0.08518382133327612
ACH-000085,-0.23513669634643575
ACH-000086,-0.11544238449481753
ACH-000087,0.02227204776553744
ACH-000092,0.009602129030486949
ACH-000095,-0.03147351319251624
ACH-000097,0.04580354924756014
ACH-000098,0.030076896335718993
ACH-000099,-0.01186647720215902
ACH-000108,0.0288625292321005
ACH-000113,-0.005966030751249727
ACH-000116,-0.013257647713050831
ACH-000118,-0.08065858882818175
ACH-000120,-0.058232155440005526
ACH-000123,-0.09145201664355106
ACH-000127,-0.07977559670428377
ACH-000128,-0.1329109768605483
ACH-000132,-0.06412293451269592
ACH-000133,-0.07400325304093296
ACH-000137,-0.006279943245045425
ACH-000138,0.046494391899366584
ACH-000142,-0.06672449398720558
ACH-000143,-0.013880593960576828
ACH-000146,-0.012445297441149335
ACH-000148,-0.030798312685140918
ACH-000150,0.021766056855750324
ACH-000152,-0.04979371815587887
ACH-000153,-0.20055762213509554
ACH-000159,0.08378726103393425
ACH-000160,-0.1251982166553624
ACH-000163,0.00521875428405359
ACH-000167,0.1056153559196215
ACH-000168,0.07213617329519302
ACH-000169,-0.0006291343087413012
ACH-000178,0.029860073171905567
ACH-000183,-0.14114322176952998
ACH-000188,0.050701712778910994
ACH-000189,-0.1183805234620218
ACH-000190,-0.06223654262617455
ACH-000198,-0.01284153944691308
ACH-000203,-0.3552863642765789
ACH-000204,-0.32289783052940396
ACH-000206,-0.12689275356738935
ACH-000207,-0.1324276841836632
ACH-000208,0.214603804595218
ACH-000210,0.010745241796957114
ACH-000211,-0.07064816317628048
ACH-000215,-0.03501846673073948
ACH-000221,-0.0857098485276451
ACH-000222,0.06023291808847909
ACH-000223,0.0116544712736111
ACH-000226,-0.04983368991094322
ACH-000227,0.22064500386879454
ACH-000228,0.08167047229444413
ACH-000231,-0.021744899510365415
ACH-000232,0.06406646613054187
ACH-000233,-0.06115601967608189
ACH-000234,0.07352560808908176
ACH-000235,-0.10783051543193352
ACH-000237,-0.10378299098455436
ACH-000238,0.006315190519839375
ACH-000242,0.3405265584495927
ACH-000243,-0.06146546778197104
ACH-000244,0.09385808701670073
ACH-000246,0.18448313895687127
ACH-000248,0.0353350353597033
ACH-000250,0.02490437228922911
ACH-000251,-0.07967534558180757
ACH-000252,0.014042959131998923
ACH-000253,0.03936439253288097
ACH-000255,-0.06425769536123396
ACH-000256,-0.0011078850058371963
ACH-000257,-0.07615366881178859
ACH-000258,0.0436763317559371
ACH-000259,-0.0005879738278709482
ACH-000260,0.013144369183955205
ACH-000261,0.022278637662649262
ACH-000262,0.3501943134023221
ACH-000263,-0.04049720719286951
ACH-000264,0.014642954314297725
ACH-000265,0.10348287980959243
ACH-000266,-0.06317540893760598
ACH-000272,-0.0312842411558728
ACH-000274,0.051503850202276616
ACH-000277,-0.01901990346070001
ACH-000278,-0.12589434068219446
ACH-000279,-0.013117658857195682
ACH-000280,0.013083632592529652
ACH-000281,-0.08290581882342696
ACH-000288,-0.16058663833853104
ACH-000291,0.0786086185127397
ACH-000293,-0.07656803373269065
ACH-000294,0.059740920174761625
ACH-000295,0.039700418640604494
ACH-000296,0.2240980537975805
ACH-000302,0.000572632094823942
ACH-000304,0.08959359877759734
ACH-000307,-0.019571692653280875
ACH-000308,-0.007948153119212948
ACH-000310,-0.11084512343793226
ACH-000311,0.02724919381554473
ACH-000312,-0.04057488702202351
ACH-000315,0.16075151073744742
ACH-000316,-0.14910019298037874
ACH-000317,0.038723115321714775
ACH-000318,0.02172112991836227
ACH-000319,0.02946185061665355
ACH-000320,0.1825722493957852
ACH-000322,-0.06848386150919078
ACH-000323,0.12538588359394034
