,APIP (51074)
ACH-000004,-0.160821131144771
ACH-000005,-0.057319126264457634
ACH-000007,0.0873943248914261
ACH-000009,-0.057465806590407474
ACH-000011,-0.07465295008408787
ACH-000012,-0.031646235332878934
ACH-000013,-0.05749566019607564
ACH-000014,0.02121279231267434
ACH-000015,-0.04121220737291832
ACH-000017,0.027645610508933792
ACH-000018,-0.3065512973478937
ACH-000019,0.06133171722030389
ACH-000021,0.04276469511162978
ACH-000022,0.007543656897604166
ACH-000025,-0.24982165910857096
ACH-000028,0.0806070111661654
ACH-000030,-0.05343810558562512
ACH-000035,-0.14515219801978207
ACH-000036,-0.04010670519935627
ACH-000037,-0.09933621599275373
ACH-000039,0.12400386128578955
ACH-000040,-0.053597738128032084
ACH-000041,-0.10500177021901272
ACH-000042,-0.028385573246891744
ACH-000045,0.06131612862787535
ACH-000047,-0.08315897539413586
ACH-000052,0.011166211682963969
ACH-000053,0.08067333937720901
ACH-000054,-0.03534409578677456
ACH-000055,0.278063547817238
ACH-000060,-0.035095005843136955
ACH-000067,-0.15625868677551294
ACH-000070,-0.07162269009641248
ACH-000075,-0.06718728865261342
ACH-000078,0.052583785240768496
ACH-000082,-0.03717021130967388
ACH-000085,0.20783793541955609
ACH-000086,-0.09848207709924084
ACH-000087,-0.35928193909991274
ACH-000092,-0.01617920899645718
ACH-000095,0.02496975610468137
ACH-000097,-0.039866303883651366
ACH-000098,0.013540942476715884
ACH-000099,-0.0167178177219654
ACH-000108,-0.07923622369473836
ACH-000113,-0.13225544738982378
ACH-000116,-0.1205394135896606
ACH-000118,-0.040191900349611454
ACH-000120,-0.17953386777235425
ACH-000123,0.12674700352329932
ACH-000127,0.023259869981760658
ACH-000128,0.026711868432820404
ACH-000132,-0.025304688484299908
ACH-000133,-0.0992768438492108
ACH-000137,0.011920016780936005
ACH-000138,-0.07108213556127517
ACH-000142,-0.13716399745734895
ACH-000143,-0.16139058967170314
ACH-000146,0.051704217080865526
ACH-000148,0.08777133789852253
ACH-000150,0.08523629765737219
ACH-000152,0.07021483217056274
ACH-000153,0.13792930516623664
ACH-000159,0.011725854901964292
ACH-000160,0.10936442275886896
ACH-000163,-0.06554151347379708
ACH-000167,-0.04024109337038343
ACH-000168,0.1915511209714591
ACH-000169,0.0452685733022242
ACH-000178,0.08540532490083855
ACH-000183,0.037225165619904785
ACH-000188,0.0333664701654602
ACH-000189,-0.0871491525267415
ACH-000190,-0.12928064610082976
ACH-000198,0.02916222012804929
ACH-000203,-0.37881785344640895
ACH-000204,0.27559638673605696
ACH-000206,0.17135422124000066
ACH-000207,-0.056181487689514836
ACH-000208,0.18716224386409347
ACH-000210,0.08334931005028964
ACH-000211,0.005265219871294303
ACH-000215,0.03729307862216468
ACH-000221,0.003274932731893149
ACH-000222,0.12238374820352572
ACH-000223,-0.03138697638223447
ACH-000226,0.05589253893689969
ACH-000227,-0.007965693301808404
ACH-000228,0.22653759062555376
ACH-000231,-0.09413972248560708
ACH-000232,-0.06262212997431489
ACH-000233,-0.10556037648553986
ACH-000234,0.03149838229287728
ACH-000235,-0.04771643172692692
ACH-000237,-0.012123869838552813
ACH-000238,-0.0078605190149025
ACH-000242,-0.21100983150980684
