,SOCS7 (30837)
ACH-000004,-0.0311880603786508
ACH-000005,-0.13789930832740888
ACH-000007,0.12810120101104236
ACH-000009,-0.114143592235476
ACH-000011,-0.2338391298259572
ACH-000012,-0.21757186955826305
ACH-000013,-0.08460058453410242
ACH-000014,-0.15512946784300058
ACH-000015,0.034968765997241115
ACH-000017,-0.07406496780456406
ACH-000018,-0.03404726859285484
ACH-000019,0.014008349210969192
ACH-000021,-0.003983787521800311
ACH-000022,-0.12186151194504705
ACH-000025,0.03376275914722393
ACH-000028,-0.10119692591724848
ACH-000030,-0.1054250824190684
ACH-000035,-0.102636193241762
ACH-000036,-0.0205129508946437
ACH-000037,-0.1319007719994026
ACH-000039,-0.18140124908308208
ACH-000040,-0.08969024566740487
ACH-000041,-0.1808363258068393
ACH-000042,-0.03177994226392939
ACH-000045,-0.06664074903845768
ACH-000047,-0.15658594457980252
ACH-000052,0.004491631077372503
ACH-000053,-0.06227061823982171
ACH-000054,-0.07063424907399568
ACH-000055,-0.12757814607022286
ACH-000060,0.04011409841235935
ACH-000067,-0.2917452048289985
ACH-000070,0.1783703718274167
ACH-000075,-0.27275825926335595
ACH-000078,-0.2291466136672568
ACH-000082,-0.1346699296245629
ACH-000085,0.13146310576909198
ACH-000086,-0.04153184707151653
ACH-000087,0.33072840854441904
ACH-000092,0.017487300675049448
ACH-000095,-0.17172092322589072
ACH-000097,-0.10619706006812504
ACH-000098,-0.0378038725678393
ACH-000099,-0.04074054504024362
ACH-000108,0.0389412612169666
ACH-000113,0.06373431870647968
ACH-000116,-0.04459896090765332
ACH-000118,0.02430077571559059
ACH-000120,-0.24295307628690024
ACH-000123,0.05265666877230914
ACH-000127,-0.016098350766963126
ACH-000128,-0.14191326793191425
ACH-000132,-0.07353632517301109
ACH-000133,0.005703705660427472
ACH-000137,0.08077301605672259
ACH-000138,-0.15796349256135692
ACH-000142,-0.025305504058646115
ACH-000143,-0.0039546033183160976
ACH-000146,-0.059805184365350116
ACH-000148,-0.0625788622973784
ACH-000150,-0.013294704578498705
ACH-000152,-0.14909413449936798
ACH-000153,-0.2770419295352465
ACH-000159,-0.05757509845942604
ACH-000160,-0.13488787866203433
ACH-000163,-0.10168301886178008
ACH-000167,-0.2062159005461386
ACH-000168,0.06665613864875734
ACH-000169,-0.1736530237471081
ACH-000178,0.008789594752769487
ACH-000183,-0.13917736892805424
ACH-000188,-0.0677731808953612
ACH-000189,-0.06247134544457372
ACH-000190,0.02818310918819432
ACH-000198,-0.07448600356289525
ACH-000203,0.003349959589109944
ACH-000204,-0.097341515315722
ACH-000206,-0.1149679023920771
ACH-000207,-0.13396854380667755
ACH-000208,-0.10112631141377884
ACH-000210,-0.18128341668970646
ACH-000211,-0.12418859360254525
ACH-000215,-0.06137193342643527
ACH-000221,-0.2053736700863276
ACH-000222,0.1332245159620198
ACH-000223,-0.06510206582219816
ACH-000226,-0.19047526984896385
ACH-000227,-0.042846398060474696
ACH-000228,-0.09353545332455243
ACH-000231,-0.07126021268142259
ACH-000232,-0.04928202521637399
ACH-000233,0.013302565870780887
ACH-000234,-0.14198614396710113
ACH-000235,-0.06475669734663085
ACH-000237,-0.066384929257703
ACH-000238,-0.013130249079660155
ACH-000242,-0.17777776726682878
ACH-000243,-0.09517614991508347
ACH-000244,0.16699691594531516
ACH-000246,-0.006621608582283825
ACH-000248,-0.12113180739494475
ACH-000250,-0.09281801145293918
ACH-000251,0.05342372198512104
ACH-000252,0.0499419771926947
ACH-000253,-0.028463164160611686
ACH-000255,-0.20537121859333032
ACH-000256,-0.0637124544412657
ACH-000257,0.1432964495840069
ACH-000258,-0.09985331896502952
ACH-000259,-0.04126042499300246
ACH-000260,-0.04198961989657152
ACH-000261,-0.09734022859997048
ACH-000262,0.03581577365639785
ACH-000263,-0.1012502322736409
ACH-000264,-0.09200488325101534
ACH-000265,0.024498245085568887
ACH-000266,0.003656992995590783
ACH-000272,-0.08440851629338281
ACH-000274,-0.05432660375790856
ACH-000277,-0.07247560545017592
ACH-000278,-0.0825944352751796
ACH-000279,-0.07963041214625736
ACH-000280,-0.22014368083944932
ACH-000281,0.05986628559256173
ACH-000288,-0.04672373815591136
ACH-000291,-0.06724996117079197
ACH-000293,-0.3375450558052251
ACH-000294,-0.052951841394383636
ACH-000295,-0.39371117683526863
ACH-000296,0.05714741893192811
ACH-000302,-0.09377482995144312
ACH-000304,-0.2562042101373027
ACH-000307,-0.07193429612609169
ACH-000308,-0.10136005408691943
ACH-000310,-0.1602570647182348
