,PDZK1IP1 (10158)
ACH-000004,-0.3765608972432597
ACH-000005,-0.6212945700901997
ACH-000007,-0.5591291759085852
ACH-000009,-0.22411883719475287
ACH-000011,-0.31575192372420496
ACH-000012,-0.5105319709251728
ACH-000013,-0.3601520231940205
ACH-000014,-0.1974873935542841
ACH-000015,-0.3290774964883868
ACH-000017,-0.38746996384703547
ACH-000018,-0.3428231094245011
ACH-000019,-0.35368712535249136
ACH-000021,-0.3638732625917826
ACH-000022,-0.2471500263051888
ACH-000025,-0.22001329841766054
ACH-000028,-0.3587342711059673
ACH-000030,-0.3946092416035539
ACH-000035,-0.5732558558527007
ACH-000036,-0.3560148825069895
ACH-000037,-0.3416538721185056
ACH-000039,-0.3345950718598293
ACH-000040,-0.41755490569299547
ACH-000041,-0.2569424399926797
ACH-000042,-0.21767688194293705
ACH-000045,-0.004559465906032886
ACH-000047,-0.4096264048333039
ACH-000052,-0.3756247198218294
ACH-000053,-0.4261986306973199
ACH-000054,-0.4444961153032812
ACH-000055,-0.3963318102796144
ACH-000060,-0.3721634484136245
ACH-000067,-0.3341665442690258
ACH-000070,-0.2749705931904331
ACH-000075,-0.23830872462484134
ACH-000078,-0.3433407328699651
ACH-000082,-0.38843907126394095
ACH-000085,-0.22786566717654316
ACH-000086,-0.4144737229552604
ACH-000087,-0.4359743111399245
ACH-000092,-0.4755118315438051
ACH-000095,-0.3687946793995959
ACH-000097,-0.2699091688542557
ACH-000098,-0.4615745279713605
ACH-000099,-0.27094790900516963
ACH-000108,-0.31051088196975096
ACH-000113,-0.2623820406345884
ACH-000116,-0.39116453517337024
ACH-000118,-0.34941664556545765
ACH-000120,-0.3390883652914525
ACH-000123,-0.34187064738421324
ACH-000127,-0.4260212917972151
ACH-000128,-0.26820428797658963
ACH-000132,-0.3945244650461737
ACH-000133,-0.3162813318018348
ACH-000137,-0.3992027639131412
ACH-000138,-0.17285939396928893
ACH-000142,-0.6353585634024471
ACH-000143,-0.2965046642715564
ACH-000146,-0.2876667501043929
ACH-000148,-0.18683208746595356
ACH-000150,-0.26564574405611074
ACH-000152,-0.3924549364901096
ACH-000153,-0.2010688623208048
ACH-000159,-0.2736548175290888
ACH-000160,-0.23497499718015194
ACH-000163,-0.1722664673574886
ACH-000167,-0.3031177451615681
ACH-000168,-0.4662388998485444
ACH-000169,-0.3482781185452491
ACH-000178,-0.4786042788438208
ACH-000183,-0.14026734104140798
ACH-000188,-0.5395674946698645
ACH-000189,-0.35408417961771244
ACH-000190,-0.3668299665824089
ACH-000198,-0.11648898431141905
ACH-000203,0.12072391914528872
ACH-000204,-0.3476191978948531
ACH-000206,-0.2933885072235181
ACH-000207,-0.28696345909547616
ACH-000208,-0.3128585794320738
ACH-000210,-0.1825646457999431
ACH-000211,-0.12100542351534035
ACH-000215,-0.3163154593647677
ACH-000221,-0.1591528075928956
ACH-000222,-0.19356826975129807
ACH-000223,-0.3873339772239502
ACH-000226,-0.4037438599220328
ACH-000227,-0.3644067619179924
ACH-000228,-0.4423193850111777
ACH-000231,-0.2777444105425732
ACH-000232,-0.279351604578377
ACH-000233,-0.2461016883396102
ACH-000234,-0.3492180468053336
ACH-000235,-0.3342436047079557
ACH-000237,-0.5316000814659808
ACH-000238,-0.4916948995586163
ACH-000242,-0.3645606550553859
ACH-000243,-0.2891603235789452
ACH-000244,-0.4704806568687326
ACH-000246,-0.2706919789951337
ACH-000248,-0.16365207676192753
ACH-000250,-0.2540855698459327
ACH-000251,-0.4473936694963399
ACH-000252,-0.15938126037425707
ACH-000253,-0.4957740060984202
ACH-000255,-0.4210793644371782
ACH-000256,-0.3359460551386864
ACH-000257,-0.17354913299806118
ACH-000258,-0.4658768987239426
ACH-000259,-0.3508236724185605
ACH-000260,-0.2952894742052192
ACH-000261,-0.26383361850870257
ACH-000262,-0.5751760116495129
ACH-000263,-0.5148422809116204
ACH-000264,-0.28483554623898644
ACH-000265,-0.20761682324192773
ACH-000266,-0.20959586869398952
ACH-000272,-0.3135089577603923
ACH-000274,-0.5055224220149994
ACH-000277,-0.22132576364372766
ACH-000278,-0.3216640416991156
ACH-000279,-0.1955346686875869
ACH-000280,-0.22379516690697665
ACH-000281,0.08612311811425077
ACH-000288,-0.2736017666777324
ACH-000291,-0.25938504501179005
ACH-000293,-0.3939953217836419
ACH-000294,-0.32003147700836354
ACH-000295,-0.2380625645652381
ACH-000296,-0.3754487156409223
ACH-000302,-0.32484682586988617
ACH-000304,-0.5231344089708293
ACH-000307,-0.26626183993197483
ACH-000308,-0.2312629341742352
ACH-000310,-0.2358496314518597
ACH-000311,-0.3804448929096153
ACH-000312,-0.3912839329609833
ACH-000315,-0.32154901734494107
ACH-000316,-0.22284440173587428
ACH-000317,-0.3674546101160287
ACH-000318,-0.4340722239230116
ACH-000319,-0.37759319663605534
ACH-000320,-0.4070962170361005
ACH-000322,-0.33239434031903103
ACH-000323,-0.5406274516873577
ACH-000324,-0.23858075426280714
ACH-000329,-0.40791271009854985
ACH-000330,-0.2483463090529395
ACH-000331,-0.4101813893424136
ACH-000332,-0.3278415214267581
ACH-000334,-0.15446445877505124
ACH-000335,-0.2705871095520615
ACH-000336,-0.05093435167656537
ACH-000337,-0.3348779971415257
ACH-000338,0.33972416780796033
ACH-000339,-0.24918176085369784
ACH-000341,-0.3785913924544206
ACH-000348,-0.29318170499186624
ACH-000350,-0.3115043887984583
ACH-000352,-0.3991491859385042
ACH-000356,-0.3199035158767132
ACH-000361,-0.2374557018354607
ACH-000362,-0.18001720172903193
ACH-000363,-0.228624590291968
ACH-000364,-0.4995604498426555
ACH-000365,-0.23277731810276026
ACH-000366,-0.23784126194231625
ACH-000368,-0.4695872431491453
ACH-000374,-0.2995139112828509
ACH-000375,-0.2570134706658965
ACH-000376,-0.3527850366360621
ACH-000381,-0.14238103475989508
ACH-000383,-0.2918693220894457
ACH-000387,-0.3255358392223122
ACH-000389,-0.5488028534273346
ACH-000390,-0.27273054068003033
ACH-000393,-0.3754498945135937
ACH-000395,-0.280618482860318
ACH-000396,-0.1899440811476606
ACH-000397,-0.1301348273729851
ACH-000401,-0.1884603430301053
ACH-000402,-0.5294750828835231
ACH-000403,-0.2862341105410888
ACH-000404,0.012273902920950236
ACH-000406,-0.2959080944633533
ACH-000407,-0.3856434464418241
ACH-000408,-0.18254210645937347
ACH-000410,-0.3988691692762882
ACH-000411,-0.46555927651539
ACH-000414,-0.30676425808222946
ACH-000415,-0.3605804345299821
ACH-000416,-0.28161606449588183
ACH-000420,-0.23895309687572575
ACH-000421,-0.25484704033805466
ACH-000424,-0.3117551971893865
ACH-000425,-0.28727165527948123
ACH-000426,-0.10149782926095097
ACH-000427,-0.4665273206353808
ACH-000433,-0.2824502083552059
ACH-000435,-0.4885640420446109
ACH-000436,-0.276338131574419
ACH-000444,-0.18862657775129124
ACH-000445,-0.3731546657535025
ACH-000448,-0.2462183264348405
ACH-000450,-0.3475550848656457
ACH-000452,-0.1648411343493699
ACH-000454,-0.3265995812170058
ACH-000458,-0.2880341122577409
ACH-000459,0.056633072458263725
ACH-000460,-0.14277692438610107
ACH-000461,-0.3579982578527361
ACH-000463,-0.4273280435856615
ACH-000464,-0.3241956025946052
ACH-000466,-0.3265724041627123
ACH-000467,-0.7040419119024773
ACH-000468,-0.3585968061414801
ACH-000469,-0.1825445914247666
ACH-000470,-0.12692518157870414
ACH-000471,-0.21337333659847654
ACH-000472,-0.268486259620251
ACH-000473,-0.2704653594820113
ACH-000475,-0.2219023062922954
ACH-000476,-0.2577021799204517
ACH-000477,-0.34289376702337504
ACH-000479,-0.031738006512695364
ACH-000480,-0.3157049835366877
ACH-000481,-0.1951289478724179
ACH-000483,-0.2002188764837775
ACH-000484,-0.4477014820528548
ACH-000485,-0.4894360554441025
ACH-000486,-0.4176368816988451
ACH-000487,-0.3216843753481608
ACH-000488,-0.35445610532775274
ACH-000490,-0.5079548166249129
ACH-000491,-0.3746438930354483
ACH-000495,-0.3490143268522159
ACH-000496,-0.3024569076941446
ACH-000499,-0.2876918599875711
ACH-000500,-0.4587412644944221
ACH-000502,-0.36651605740778254
ACH-000503,-0.3861186823100872
ACH-000505,-0.2743254199398367
ACH-000507,-0.4183680457949892
ACH-000510,-0.2033796738213708
ACH-000511,-0.4267478815373685
ACH-000512,-0.12478626946238235
ACH-000516,-0.3496906007756039
ACH-000517,-0.30361087105935786
ACH-000518,-0.234325815814125
ACH-000520,-0.3184848140213041
ACH-000521,-0.3984531231995526
ACH-000522,-0.4980481131182808
ACH-000524,-0.3338421240728305
ACH-000527,-0.2558472436393023
ACH-000528,-0.3684627925395352
ACH-000537,-0.3511902862786252
ACH-000541,-0.6789719396763759
ACH-000542,-0.2930132633507818
ACH-000544,-0.3916485070549995
ACH-000545,-0.3970608187957006
ACH-000547,-0.38156780682780816
ACH-000548,-0.4099110986242208
ACH-000549,-0.2989033535146488
ACH-000550,-0.5024763615953316
ACH-000552,-0.3843921377630593
ACH-000556,-0.4226770961578887
ACH-000557,-0.15231478820300695
ACH-000569,-0.3612179186509659
ACH-000570,-0.34807221821143663
ACH-000571,-0.34184413242862594
ACH-000573,-0.5452493710117909
ACH-000576,-0.4711526371817796
ACH-000579,-0.16036405681701008
ACH-000580,-0.23082278542028206
ACH-000584,-0.3065136443158743
ACH-000585,-0.4366293891316603
ACH-000588,-0.3427756344899112
ACH-000589,-0.2655603063300246
ACH-000591,-0.22098310498603926
ACH-000593,-0.489353084220846
ACH-000600,-0.4035973930548535
ACH-000601,-0.4261355513991877
ACH-000605,-0.3487740602294749
ACH-000606,-0.4491601581936995
ACH-000608,-0.2383509767481085
ACH-000614,-0.3627943883916094
ACH-000616,-0.4472168271280319
ACH-000618,-0.31315147799230075
ACH-000619,-0.2467600783263073
ACH-000620,-0.3373922394187986
ACH-000621,-0.3302083126168689
ACH-000622,-0.15774685524519885
ACH-000623,-0.3012675820461355
ACH-000624,-0.3738713565437351
ACH-000627,-0.29689725637291803
ACH-000630,-0.3776373903186621
ACH-000631,-0.32760873214638203
ACH-000632,-0.3188521207718192
ACH-000633,-0.3118797618719133
