,DEPTOR (64798)
ACH-000004,-0.04424482792649599
ACH-000005,-0.19247576550765305
ACH-000007,0.02399521275941593
ACH-000009,-0.09530052141995034
ACH-000011,-0.04453393744515218
ACH-000012,0.05137146969359516
ACH-000013,-0.03827243736731789
ACH-000014,-0.005438959615192402
ACH-000015,-0.04541358178601925
ACH-000017,-0.3039561417811546
ACH-000018,0.1954319897696581
ACH-000019,-0.05127519921035836
ACH-000021,0.029171770465751
ACH-000022,-0.07835781023919476
ACH-000025,-0.07544833741706776
ACH-000028,0.10125970273879174
ACH-000030,-0.07222255523180633
ACH-000035,-0.04611477341539715
ACH-000036,-0.1129433560195068
ACH-000037,-0.07062315100399247
ACH-000039,0.16559530299201608
ACH-000040,0.02228938188822179
ACH-000041,-0.16169949442411127
ACH-000042,-0.07413556294774855
ACH-000045,-0.2146952504719979
ACH-000047,0.06628293289025601
ACH-000052,0.06483744407455569
ACH-000053,-0.048699593070259936
ACH-000054,-0.1397250084589204
ACH-000055,-0.1958484196306428
ACH-000060,-0.131075185909909
ACH-000067,-0.01272400504251931
ACH-000070,-0.0611680981652824
ACH-000075,-0.3270045780563013
ACH-000078,0.03321479696594614
ACH-000082,0.005932927118077811
ACH-000085,0.08240366377955392
ACH-000086,0.0016923873562018606
ACH-000087,-0.026955017221142533
ACH-000092,-0.040087760677816116
ACH-000095,0.023638511805285527
ACH-000097,-0.15862337206760502
ACH-000098,-0.09519370718390664
ACH-000099,0.09423635888598028
ACH-000108,0.021842551805708443
ACH-000113,-0.05395869023748159
ACH-000116,0.04609640692787122
ACH-000118,-0.10704546731721737
ACH-000120,-0.01637404938049483
ACH-000123,-0.06851338898497468
ACH-000127,0.005032603463352394
ACH-000128,-0.03747748616216795
ACH-000132,-0.07087558741021192
ACH-000133,-0.06020931306537796
ACH-000137,0.03658409317367228
ACH-000138,0.0011812531651442446
ACH-000142,0.1117448319491498
ACH-000143,-0.002764058868451999
ACH-000146,-0.009413026059457284
ACH-000148,0.03808691875943783
ACH-000150,-0.06327033365077815
ACH-000152,-0.09281040179279676
ACH-000153,-0.08963404384632212
ACH-000159,0.022678932767657745
ACH-000160,-0.08826200780207624
ACH-000163,0.1253733559529713
ACH-000167,-0.07152615180626917
ACH-000168,-0.1155775969002874
ACH-000169,-0.0010360482872043752
ACH-000178,0.07067729655219195
ACH-000183,-0.049235567767482766
ACH-000188,-0.09454054608883423
ACH-000189,0.3952960284805107
ACH-000190,-0.2895554009695337
ACH-000198,0.027103014319457063
ACH-000203,0.035643521339693965
ACH-000204,0.12902817650218013
ACH-000206,-0.12005012457329894
ACH-000207,-0.12672842805830886
ACH-000208,-0.1402715072533598
ACH-000210,-0.2546828554090249
ACH-000211,-0.04871812599340167
ACH-000215,0.002247430688333744
ACH-000221,0.06522606518553058
ACH-000222,0.08637214567040191
ACH-000223,-0.02202171976233432
ACH-000226,-0.022860192372055808
ACH-000227,-0.01521233648986193
ACH-000228,-0.1018681317932379
ACH-000231,-0.06493720434004756
ACH-000232,-0.07309216767346663
ACH-000233,-0.04927448014117468
ACH-000234,0.0021778525433000925
ACH-000235,0.010694641519692169
ACH-000237,-0.055539606945039934
ACH-000238,0.06218221440930285
ACH-000242,0.2823363995678076
ACH-000243,-0.02273574044776685
ACH-000244,0.004245352008794692
ACH-000246,-0.09200545591384587
ACH-000248,-0.12113710875891613
ACH-000250,-0.015384535970868456
ACH-000251,-0.031046524699572087
ACH-000252,-0.2437869814225295
ACH-000253,-0.08903486975895852
ACH-000255,0.019691434154117598
ACH-000256,-0.140706252421166
ACH-000257,-0.013297397581591205
ACH-000258,-0.20946960165519615
ACH-000259,-0.10675132650941817
ACH-000260,-0.09269624143036374
ACH-000261,-0.03296278726122048
ACH-000262,-0.11264915091562812
ACH-000263,-0.002285110482245265
ACH-000264,-0.030174049743052687
ACH-000265,-0.10066088210228187
ACH-000266,0.031181908490893508
ACH-000272,-0.09811471194473073
ACH-000274,-0.0810700511645092
ACH-000277,-0.19090172599092087
ACH-000278,-0.05143562272774569
ACH-000279,-0.09683229000583436
ACH-000280,0.006699548362526866
ACH-000281,0.006835303943519756
ACH-000288,0.10127227973115402
ACH-000291,-0.08757791154180981
ACH-000293,-0.001326125084423286
ACH-000294,0.019851035987446586
ACH-000295,-0.011926038355903244
ACH-000296,0.1498698242952172
ACH-000302,-0.050136365119144766
ACH-000304,-0.05504908522291406
ACH-000307,-0.04692981155669182
ACH-000308,0.01060713254245407
ACH-000310,-0.08654608750052037
ACH-000311,-0.05198956905009953
ACH-000312,0.013778297153255854
ACH-000315,-0.015174751152043338
ACH-000316,-0.01653734027497585
ACH-000317,-0.04615561368437762
ACH-000318,-0.16232298785526678
ACH-000319,0.004106261455886603
ACH-000320,0.10490778677491834
ACH-000322,-0.13568896694253826
ACH-000323,0.08545634425042098
ACH-000324,0.0753358030417793
ACH-000329,-0.0026383964679081644
ACH-000330,0.07530147959297152
ACH-000331,-0.02549773818225024
ACH-000332,-0.01705506355448718
ACH-000334,0.0052158838265943365
ACH-000335,-0.009649804617653518
ACH-000336,0.017896151017027462
ACH-000337,-0.2895291100864173
ACH-000338,0.03145912091772048
ACH-000339,0.012036473670091486
ACH-000341,-0.06561354751257736
