,NACA (4666)
ACH-000232,-0.9476957256068956
ACH-000233,-0.9121019892386464
ACH-000234,-1.121201420991588
ACH-000235,-1.115775585476919
ACH-000237,-0.9298015620507976
ACH-000238,-1.2308317012717085
ACH-000242,-1.4336577598057183
ACH-000243,-1.3479062701858815
ACH-000244,-1.0366256714136055
ACH-000246,-1.1755622723423036
ACH-000248,-1.122060286484648
ACH-000250,-1.1828371410636518
ACH-000251,-1.046597389233787
ACH-000252,-1.2332282071546776
ACH-000253,-1.1749675126938155
ACH-000255,-1.0427116854120824
ACH-000256,-1.2769919042616042
ACH-000257,-1.0525321716868392
ACH-000258,-0.9870584062627611
ACH-000259,-1.1000195186706314
ACH-000260,-1.0747159811691644
ACH-000261,-1.110993996995864
ACH-000262,-1.1196759272219798
ACH-000263,-0.9299467724933416
ACH-000264,-0.9447083616123616
ACH-000265,-1.2133631706449743
ACH-000266,-1.1366776487835928
ACH-000272,-0.8897788271239795
ACH-000274,-1.0160327620804994
ACH-000277,-1.1656609427287072
ACH-000278,-0.9747703835746988
ACH-000279,-0.9328477348164608
ACH-000280,-1.294046807529188
ACH-000281,-1.3389456541207383
ACH-000288,-1.2227113670451522
ACH-000291,-1.0533425021112222
ACH-000293,-1.010733409974649
ACH-000294,-0.7491061638779057
ACH-000295,-0.973042798165037
ACH-000296,-1.0477115920488047
ACH-000302,-1.143009780875175
ACH-000304,-1.4407263501178436
ACH-000307,-1.1557593950504057
ACH-000308,-0.9339983314553908
ACH-000310,-0.9875342531004702
ACH-000311,-1.252189813922694
ACH-000312,-1.133641867005811
ACH-000315,-0.8956465867162334
ACH-000316,-0.9300951060121058
ACH-000317,-0.9948419380303742
ACH-000318,-1.317320552319644
ACH-000319,-1.154409164091405
ACH-000320,-0.923908472563897
ACH-000322,-1.152495214196123
ACH-000323,-1.3407460446459574
ACH-000324,-1.2286610133415672
ACH-000329,-1.1059390461595502
ACH-000330,-1.1941608196313669
ACH-000331,-1.1616270516628628
ACH-000332,-1.196796943117793
ACH-000334,-0.7789033228852358
ACH-000335,-1.1647579278419091
ACH-000336,-0.8190579783471623
ACH-000337,-1.3149231932712357
ACH-000338,-1.3430315297836113
ACH-000339,-1.142261830030893
ACH-000341,-0.8928599091968323
ACH-000348,-1.1171658199555237
ACH-000350,-1.065309474308069
ACH-000352,-1.0804303950230212
ACH-000356,-1.2012255530422742
ACH-000361,-1.003287619159996
ACH-000362,-1.0228203179398268
ACH-000363,-1.1212245242057537
ACH-000364,-1.0757916307444209
ACH-000365,-0.9157484805967256
ACH-000366,-0.8334859874348564
ACH-000368,-1.179190193637539
ACH-000374,-0.972629856964814
ACH-000375,-1.1553386523894098
ACH-000376,-1.0442195442532736
ACH-000381,-1.0985707152106403
ACH-000383,-1.3280433851034408
ACH-000387,-0.9430607556545479
ACH-000389,-1.0521683620933713
ACH-000390,-0.9061613067551612
ACH-000393,-1.084903479539812
ACH-000395,-1.3615389430640648
ACH-000396,-0.9525266165981676
ACH-000397,-0.8233804078060522
ACH-000401,-1.3399840148534206
ACH-000402,-0.5821312140978709
ACH-000403,-1.0973957339353475
ACH-000404,-1.2082735127929978
ACH-000406,-0.9508264301734244
ACH-000407,-1.0713983942341538
ACH-000408,-1.0444412276509196
ACH-000410,-1.186054209637729
ACH-000411,-1.0715860494269418
ACH-000414,-1.2018905401700326
ACH-000415,-1.1578698842155621
ACH-000416,-1.1683233263435873
ACH-000420,-1.2285780370456858
ACH-000421,-1.2038978858097484
ACH-000424,-1.104501448403883
ACH-000425,-1.1047610212242354
ACH-000426,-1.328836247575239
ACH-000427,-1.2999460452930798
ACH-000433,-1.1402244349378423
ACH-000435,-0.9700400017463195
ACH-000436,-1.188148914399444
ACH-000444,-1.077541190712618
ACH-000445,-1.3308653572409737
ACH-000448,-1.1445965209347702
ACH-000450,-1.1480090189406893
ACH-000452,-0.8787526053862742
ACH-000454,-1.1555996320073687
ACH-000458,-1.1380625370457578
ACH-000459,-1.0261503170257695
ACH-000460,-1.310898464755228
ACH-000461,-1.2753450796599222
ACH-000463,-1.1216934486455337
ACH-000464,-1.3285355020956948
ACH-000466,-1.2187038049022587
ACH-000467,-1.0563504237077224
ACH-000468,-1.3364401286622585
ACH-000469,-0.9804737356675928
ACH-000470,-1.0673640442586392
ACH-000471,-1.2552944066082918
ACH-000472,-1.2559058425212704
ACH-000473,-1.5502868344821112
ACH-000475,-1.1092627030510942
ACH-000476,-1.0746187440429082
ACH-000477,-1.2361265685852365
ACH-000479,-1.0019102028951
ACH-000480,-1.0216811039588911
ACH-000481,-1.2566086399164096
ACH-000483,-1.3974418041422387
ACH-000484,-0.9901985712006008
ACH-000485,-1.0302178285883044
ACH-000486,-1.0728658123146058
ACH-000487,-0.9631703509913958
ACH-000488,-1.2639255868241461
ACH-000490,-1.1539397804673186
ACH-000491,-1.0937212417162734
ACH-000495,-1.1259894746861483
ACH-000496,-1.205825631507604
ACH-000499,-0.8552154990359181
ACH-000500,-1.101298378857961
ACH-000502,-1.061816402569349
ACH-000503,-1.1427673730496473
ACH-000505,-1.1615553934763347
ACH-000507,-1.0072311146292674
ACH-000510,-0.9121529700020315
ACH-000511,-1.2020363036828232
ACH-000512,-0.8975281849584521
ACH-000516,-1.1265524956729334
ACH-000517,-0.8807944028132682
ACH-000518,-1.1050147482061636
ACH-000520,-1.0998785954794974
ACH-000521,-0.9634987626380036
ACH-000522,-1.0316941791566532
ACH-000524,-1.2014752545471497
ACH-000527,-1.0946215823987833
ACH-000528,-1.047255570629477
ACH-000537,-0.9977580498103934
ACH-000541,-1.1575173659493792
ACH-000542,-1.1540913555248242
ACH-000544,-0.9917424323644414
ACH-000545,-1.1569606070228968
ACH-000547,-0.8283737279613008
ACH-000548,-1.2468157323120683
ACH-000549,-1.027897066103492
ACH-000550,-1.1248655043487157
ACH-000552,-1.037218669096075
ACH-000556,-1.0374222221779088
ACH-000557,-0.8332612031759141
ACH-000569,-0.966878164717751
ACH-000570,-1.1549175794560358
ACH-000571,-0.6423309815476113
ACH-000573,-1.0823027572547577
ACH-000576,-1.062847194934608
ACH-000579,-1.3273522658011854
ACH-000580,-1.2837763827563846
ACH-000584,-1.1525677034295707
ACH-000585,-1.1328108715703908
ACH-000588,-1.212498040125895
ACH-000589,-1.2042571819081738
ACH-000591,-1.057543791436747
ACH-000593,-1.033300338487801
ACH-000600,-1.2170978053898038
ACH-000601,-1.1837860729900436
ACH-000605,-1.2106369635369862
ACH-000606,-1.138798599699915
ACH-000608,-1.01683502588373
ACH-000614,-1.4203173610773283
ACH-000616,-1.1308129285753128
ACH-000618,-1.0736072067160831
ACH-000619,-1.2560985621344507
ACH-000620,-1.0822315887796865
ACH-000621,-0.8816084301493687
ACH-000622,-0.5607572081767566
ACH-000623,-1.24656260439125
ACH-000624,-1.0756447873782606
ACH-000627,-1.1415198498518426
ACH-000630,-1.1188663571137878
ACH-000631,-1.1022001021094634
ACH-000632,-1.14679060865102
ACH-000633,-1.1766808726722569
ACH-000637,-1.1493438665750182
ACH-000638,-1.1619428859069856
ACH-000646,-1.3864701977127118
ACH-000647,-1.0833466515563424
ACH-000648,-1.055524387528753
ACH-000649,-1.1977110354719045
ACH-000651,-1.1000804658866623
ACH-000652,-0.9521639771970792
ACH-000653,-1.1988762181010213
ACH-000657,-1.1737898796914037
ACH-000658,-0.9056544220911594
ACH-000661,-1.3463131834898765
ACH-000662,-1.5505268299815598
ACH-000663,-1.3468688364439223
ACH-000665,-1.152304177180827
ACH-000671,-1.1132455723440453
ACH-000672,-1.4753361764385189
ACH-000673,-1.0656828216475622
ACH-000676,-1.261266881555776
ACH-000677,-1.0327600810152149
ACH-000681,-1.228443733260602
ACH-000683,-1.046439475833909
ACH-000684,-1.194745799049051
ACH-000688,-1.1426787910501393
ACH-000693,-1.136270513991809
ACH-000694,-1.0802225266670438
ACH-000695,-0.8080465057985614
ACH-000696,-0.9555541626451052
ACH-000697,-1.0358404634589415
ACH-000699,-1.3938773271906766
ACH-000701,-1.2820315186295492
ACH-000706,-1.1456228816187346
ACH-000711,-1.0429875241087347
ACH-000713,-1.0196314497534589
ACH-000714,-0.9205699004377552
ACH-000718,-1.2624092183454214
ACH-000720,-1.2687132455598231
ACH-000721,-0.9423203506759459
ACH-000724,-0.8633621296631044
ACH-000725,-1.1002458698236477
ACH-000732,-1.2227557541545455
ACH-000734,-1.112374310281491
ACH-000735,-1.0769098895308733
ACH-000736,-1.2065760786389552
ACH-000738,-0.8044690557691039
ACH-000746,-1.192022193314515
ACH-000747,-1.2180549665126978
ACH-000748,-1.124468943962578
ACH-000753,-1.2135215377196888
ACH-000756,-1.0959599602180266
ACH-000757,-0.8824021175066213
ACH-000758,-1.1278508861163894
ACH-000760,-1.1537883291049855
ACH-000762,-1.1102660954379484
ACH-000763,-1.0852769751422289
ACH-000764,-1.0406699912592952
ACH-000765,-1.3367392733115069
ACH-000766,-0.8692735129119422
ACH-000767,-1.000728640856256
ACH-000768,-1.1983084097816823
ACH-000769,-0.9729341941176072
ACH-000770,-0.9997082058197913
ACH-000771,-1.0013967391350946
ACH-000773,-0.9701321476606112
ACH-000776,-1.1629395325409793
ACH-000777,-0.9993464440460516
ACH-000778,-1.2595792371798686
ACH-000781,-0.9644808868116128
ACH-000782,-1.1631597133703473
ACH-000783,-1.0892407234161483
ACH-000784,-1.1772921780148675
ACH-000785,-1.1322056977022086
ACH-000787,-1.0144676638332863
ACH-000788,-1.1005544206643267
ACH-000791,-1.0467867832006656
ACH-000792,-0.9822295242249224
ACH-000794,-1.0660095546325048
ACH-000796,-1.0165952932092472
ACH-000798,-1.2270942763324229
ACH-000799,-1.150649981583143
ACH-000800,-0.9701597393335428
ACH-000802,-1.0385034624991427
ACH-000804,-1.1296727432472535
ACH-000805,-1.4456574780112972
ACH-000809,-1.0977227619294456
ACH-000810,-1.2529219488669885
ACH-000811,-0.8303578540722361
ACH-000817,-1.0128697405124611
ACH-000819,-1.0873600923695244
ACH-000820,-1.0493254143558597
ACH-000821,-1.0217552347540897
ACH-000822,-1.0261566746422242
ACH-000823,-1.1308112331098206
ACH-000824,-0.7402487036756152
ACH-000827,-1.1771186478698863
ACH-000829,-0.913483300856996
ACH-000831,-1.2223222539618015
ACH-000832,-1.1622364585938691
ACH-000833,-1.1347429311797852
ACH-000834,-1.3239896152372603
ACH-000835,-1.0460864915329122
ACH-000836,-0.6182852630315423
ACH-000837,-1.274892034325897
ACH-000838,-0.8191261396505032
ACH-000839,-1.0617887941844533
ACH-000840,-1.14797567246191
ACH-000841,-1.0856342160981856
ACH-000843,-1.096692068218282
ACH-000846,-1.0217834993227608
ACH-000847,-0.981124273991904
ACH-000848,-1.1246490432884897
ACH-000849,-1.153393890412879
ACH-000851,-1.069757652128302
ACH-000855,-1.022444788748133
ACH-000856,-1.033154317671277
ACH-000858,-1.2158444776654846
ACH-000859,-1.3496930701757195
ACH-000861,-1.2735219075390212
ACH-000862,-1.064606494827229
ACH-000865,-0.9441294177061924
ACH-000866,-0.8900685451132683
ACH-000867,-1.0846475233919126
ACH-000869,-0.9761841225954208
ACH-000872,-0.9022058253673102
ACH-000873,-0.9852620877441391
ACH-000876,-0.9635453604991788
ACH-000878,-0.9306081990877818
ACH-000880,-1.1361027604236096
ACH-000881,-1.1646679131815634
ACH-000882,-1.2535294874758869
ACH-000884,-1.2991331753538484
ACH-000885,-0.9799685298514856
ACH-000887,-1.0747527121373772
ACH-000889,-0.8882492062031471
ACH-000896,-1.4246844343458858
ACH-000898,-1.1567461792482312
ACH-000900,-1.105558862899032
ACH-000901,-1.07626595106977
ACH-000905,-1.1046584179110503
ACH-000906,-1.0220658952051005
ACH-000907,-1.0941525590600314
ACH-000910,-0.9132608944927552
ACH-000911,-1.0564722172068333
ACH-000912,-1.142369089468214
ACH-000913,-1.1316132097392049
ACH-000915,-1.086893349765691
ACH-000916,-1.075059870622876
ACH-000917,-1.0779055108719915
ACH-000920,-0.9148162751771948
ACH-000921,-1.0767602089127937
ACH-000924,-1.216343258006406
ACH-000926,-0.9128024923103724
ACH-000928,-1.5418102961378202
ACH-000929,-0.9611418231552769
ACH-000932,-1.0054684807485788
ACH-000935,-1.1944717890385392
ACH-000936,-1.1088876183237697
ACH-000937,-1.3255252246046485
ACH-000938,-1.1684423403899848
ACH-000939,-0.8035506297698578
ACH-000941,-1.1631891364556353
ACH-000943,-0.9508971525167532
ACH-000946,-1.0580542279384888
ACH-000947,-1.0703561035418203
ACH-000948,-1.2832512534055769
ACH-000950,-1.2427325322576663
ACH-000953,-1.0021632433587642
ACH-000954,-1.2431158402003173
ACH-000957,-1.117060005184224
ACH-000958,-0.9378309551120484
ACH-000960,-0.9854653235275458
ACH-000963,-1.1805953985253317
ACH-000968,-1.204520439595122
ACH-000969,-1.1135289440604428
ACH-000972,-1.070260792516759
ACH-000973,-0.9115853461727887
ACH-000974,-0.936690503513326
ACH-000978,-1.598872045236842
ACH-000984,-1.033818336142445
ACH-000986,-1.023318161709295
ACH-000988,-1.1137857145973593
ACH-000993,-1.26386666882375
ACH-000994,-1.2485574979969492
ACH-000996,-0.9371352475028228
ACH-001001,-0.9606945898246864
ACH-001020,-1.0504514109694691
ACH-001028,-1.0044371143634327
ACH-001031,-1.2540172508417389
ACH-001038,-1.0461058569227306
ACH-001048,-0.8995731785918023
ACH-001050,-1.2170617262657215
ACH-001053,-1.2091618492428118
ACH-001054,-0.9731782864493596
ACH-001061,-0.9217721505331412
ACH-001067,-1.1821783884825712
ACH-001075,-1.1834159695279904
ACH-001096,-1.0583691681020628
ACH-001111,-0.8699443150587178
ACH-001119,-0.8718627837689008
ACH-001128,-0.6485369899082701
ACH-001134,-0.9345730377251288
ACH-001151,-1.0172030728782442
ACH-001163,-0.9268881810172579
ACH-001164,-1.1260998924042138
ACH-001183,-1.2447630154458964
ACH-001192,-1.0846828963679929
ACH-001193,-0.988607955863873
ACH-001196,-0.9301059359783934
ACH-001197,-1.0614627934054681
ACH-001205,-1.0075874038013537
ACH-001211,-1.0828937665044358
ACH-001212,-1.14540040541815
ACH-001228,-1.1885582053453068
ACH-001232,-1.1973800081964332
ACH-001239,-1.2069847815030614
ACH-001270,-1.171349380054396
ACH-001274,-1.2142659059168008
ACH-001275,-1.1524154947106569
ACH-001277,-1.1816011912552855
ACH-001278,-0.9936683256116304
ACH-001280,-1.1147417074906676
ACH-001283,-0.7730775047554633
ACH-001289,-1.1881716357633991
ACH-001300,-0.9293780220990788
ACH-001301,-1.0273016566623199
ACH-001302,-0.7217044503571247
ACH-001306,-1.1513543335967475
ACH-001318,-0.9494180659650262
ACH-001322,-0.9998472112880143
ACH-001328,-1.0574328978028409
ACH-001332,-1.1087394641848125
ACH-001336,-1.0173861790168466
ACH-001346,-1.147836190887075
ACH-001353,-1.1472945089234683
ACH-001354,-1.0658928127325933
ACH-001367,-0.8631966156391295
ACH-001368,-1.0737194832023156
ACH-001374,-1.2935212548521091
ACH-001377,-1.1382759704831371
ACH-001380,-1.1655176239400151
ACH-001391,-1.103252061493022
ACH-001408,-1.1749018035259735
ACH-001430,-1.1733373012973567
ACH-001431,-1.182328130522173
ACH-001450,-1.1980692050283692
ACH-001496,-0.93658449477675
ACH-001500,-1.051506539404248
ACH-001523,-1.1160501807266208
ACH-001532,-1.1173000814567553
ACH-001550,-0.8325750495979489
ACH-001552,-1.1339911800676572
ACH-001554,-1.2222581221696944
ACH-001654,-1.343633629290914
ACH-001735,-0.9977184985574524
ACH-001736,-1.1421991409683088
ACH-001737,-1.1751176645745387
ACH-001740,-0.8264650319261106
ACH-001745,-1.0103762175651851
ACH-001765,-0.9503626801648496
