,GAB2 (9846)
ACH-000004,-0.22354394191722848
ACH-000005,-0.4322303484544461
ACH-000007,-0.4968932649059759
ACH-000009,-0.3767383890612159
ACH-000011,-0.316174346687354
ACH-000012,-0.2501323620878701
ACH-000013,-0.19048512575384355
ACH-000014,-0.4788496901020662
ACH-000015,-0.3323057033572783
ACH-000017,-0.30764785764010466
ACH-000018,-0.4279857718351099
ACH-000019,-0.08743979903029145
ACH-000021,-0.29321825583664723
ACH-000022,-0.16356920068811828
ACH-000025,-0.23486005279890926
ACH-000028,-0.4791293982870803
ACH-000030,-0.1816057356748909
ACH-000035,-0.1996446847860644
ACH-000036,-0.2803920407449803
ACH-000037,-0.38946839024127256
ACH-000039,-0.20597379448846428
ACH-000040,-0.20316057927073128
ACH-000041,-0.31917015941413784
ACH-000042,-0.3867284818487872
ACH-000045,-0.4372823117452746
ACH-000047,-0.32919752612778724
ACH-000052,-0.22352641127639755
ACH-000053,-0.6198061380333649
ACH-000054,-0.2338465641817457
ACH-000055,-0.3417021894488849
ACH-000060,-0.3130634612632993
ACH-000067,-0.27554657637578084
ACH-000070,0.06722628174449892
ACH-000075,0.03187295506355767
ACH-000078,-0.4520461112475794
ACH-000082,-0.4126750376265821
ACH-000085,-0.23560755221707966
ACH-000086,-0.21329384379758495
ACH-000087,-0.13089700635926613
ACH-000092,-0.31876321639173033
ACH-000095,-0.3005465105470216
ACH-000097,-0.3783879025548211
ACH-000098,-0.1154432762716168
ACH-000099,-0.4489678556076447
ACH-000108,-0.4265529398465529
ACH-000113,-0.22363893531475668
ACH-000116,-0.33600433199116764
ACH-000118,-0.28392628023370503
ACH-000120,-0.4075507651463909
ACH-000123,-0.30219024351500223
ACH-000127,-0.4067837127287999
ACH-000128,-0.2758874090687309
ACH-000132,-0.5481283203335602
ACH-000133,-0.2859944092476729
ACH-000137,-0.16817237427366538
ACH-000138,-0.29199413517825684
ACH-000142,-0.24879321334072724
ACH-000143,-0.2874669005007537
ACH-000146,-0.3048246212550991
ACH-000148,-0.011287111420708509
ACH-000150,-0.3300647903266197
ACH-000152,-0.19967270656269726
ACH-000153,-0.2667365379902322
ACH-000159,-0.2888691125648218
ACH-000160,-0.104104145770084
ACH-000163,-0.20866314491773036
ACH-000167,-0.553632407171633
ACH-000168,-0.2511494807491429
ACH-000169,-0.24255096957180336
ACH-000178,-0.4179226725465091
ACH-000183,-0.14702877066177375
ACH-000188,-0.2557974807192155
ACH-000189,-0.3540572076323118
ACH-000190,-0.2386264038505698
ACH-000198,-1.1008721807171906
ACH-000203,-0.4679730528917029
ACH-000204,-0.1833094695727136
ACH-000206,-0.032952576059571616
ACH-000207,-0.3822244286472071
ACH-000208,-0.03495886762808958
ACH-000210,-0.31807838140661204
ACH-000211,-0.2520607782109777
ACH-000215,-0.19619872604932415
ACH-000221,-0.20235911051166808
ACH-000222,-0.400954308393106
ACH-000223,-0.3844273586290845
ACH-000226,-0.5146182293204701
ACH-000227,-0.2731813174575116
ACH-000228,-0.5917474588264153
ACH-000231,-0.16995223967631032
ACH-000232,-0.21959589023507972
ACH-000233,-0.3173933678960949
ACH-000234,-0.27022816654073545
ACH-000235,-0.2529027360775651
ACH-000237,-0.3983876159486379
ACH-000238,-0.11434743159506346
ACH-000242,-0.2775894610711843
ACH-000243,-0.18443242074499785
ACH-000244,-0.4030259964932386
ACH-000246,-0.3457212437601331
ACH-000248,-0.1786929474724645
ACH-000250,-0.2836094498457675
ACH-000251,-0.1276374597560793
ACH-000252,-0.2093574997558294
ACH-000253,-0.26474136582764063
ACH-000255,-0.25788282518210365
ACH-000256,-0.296611427232737
ACH-000257,-0.307133058152238
ACH-000258,-0.24359907248613516
ACH-000259,-0.215581523876888
ACH-000260,-0.2445360947021336
ACH-000261,-0.37121740429594346
ACH-000262,-0.040690633940429065
ACH-000263,-0.16474944451859028
ACH-000264,-0.3709272927527544
ACH-000265,-0.16060895335494396
ACH-000266,-0.3070523176492529
ACH-000272,-0.2481890664492807
ACH-000274,-0.4789734833234439
ACH-000277,-0.2025116230056372
ACH-000278,-0.3886469484636383
ACH-000279,-0.27995721229418313
ACH-000280,-0.32045356019413523
