,COX7A2 (1347)
ACH-000004,0.012076934994971427
ACH-000005,0.144453308162513
ACH-000007,-0.05140241984828989
ACH-000009,-0.1012763572704464
ACH-000011,-0.1700289227455309
ACH-000012,-0.03770782420129072
ACH-000013,-0.06159352015679832
ACH-000014,-0.1194183584208926
ACH-000015,-0.005542741060046282
ACH-000017,0.004173516027273936
ACH-000018,0.1339532135990112
ACH-000019,-0.02526131330818514
ACH-000021,-0.18787629278450224
ACH-000022,-0.06568022842080809
ACH-000025,-0.08358552348464032
ACH-000028,-0.013556746436959505
ACH-000030,-0.1477259551785662
ACH-000035,0.04592792207328439
ACH-000036,-0.18136458005930164
ACH-000037,0.05806411729403671
ACH-000039,-0.2805566453560018
ACH-000040,-0.1633008776053897
ACH-000041,-0.02708758622128771
ACH-000042,-0.0535649736316585
ACH-000045,0.08489039306120412
ACH-000047,-0.12695659928442932
ACH-000052,0.030192336620146292
ACH-000053,-0.15929842523213705
ACH-000054,-0.09232239541362447
ACH-000055,-0.16034560099393685
ACH-000060,-0.18161398453222835
ACH-000067,-0.22055024460034167
ACH-000070,0.04375422588720088
ACH-000075,-0.04974285899776455
ACH-000078,-0.15525915048069533
ACH-000082,-0.10335287502761413
ACH-000085,-0.01842746642016217
ACH-000086,-0.04951561479063663
ACH-000087,-0.061383206395094723
ACH-000092,-0.07117954068078781
ACH-000095,-0.10451834439807793
ACH-000097,-0.0956565000242784
ACH-000098,-0.11960514787308987
ACH-000099,-0.11633607208724843
ACH-000108,-0.0871781451853395
ACH-000113,-0.0417600278495417
ACH-000116,-0.1648148153179317
ACH-000118,-0.08270914399213146
ACH-000120,-0.07073401173523666
ACH-000123,-0.17937495038696175
ACH-000127,-0.12836505954867644
ACH-000128,-0.14168192609161262
ACH-000132,-0.06442826940442659
ACH-000133,-0.275863491057367
ACH-000137,-0.19703572263751426
ACH-000138,-0.09206758624281183
ACH-000142,-0.041494100078518135
ACH-000143,-0.004730089630509137
ACH-000146,-0.07945715531462297
ACH-000148,-0.1125597909594954
ACH-000150,-0.08136936111200208
ACH-000152,-0.2724603888574416
ACH-000153,-0.056821392166358876
ACH-000159,-0.1909790033036661
ACH-000160,-0.1593122320954968
ACH-000163,0.09123385594345652
ACH-000167,0.013034015352942529
ACH-000168,-0.054563969576321536
ACH-000169,-0.07710312440415304
ACH-000178,-0.04726404389346865
ACH-000183,-0.14756644858200085
ACH-000188,-0.11861418192470265
ACH-000189,-0.12239477992865183
ACH-000190,-0.029737161346926427
ACH-000198,-0.03605614516876605
ACH-000203,0.2615844488155788
ACH-000204,-0.09142726454161364
ACH-000206,-0.08798753611578795
ACH-000207,0.050217288425566116
ACH-000208,-0.461821149219525
ACH-000210,0.09176138102306504
ACH-000211,-0.12146723470532154
ACH-000215,-0.041324987525353366
ACH-000221,-0.18949212723338646
ACH-000222,0.03961052571611701
