,DAXX (1616)
ACH-000004,-0.6299358249511817
ACH-000005,-0.3028289909695441
ACH-000007,-0.3141935710141339
ACH-000009,-0.18997194807177026
ACH-000011,-0.5347535344737716
ACH-000012,-0.3345695098662834
ACH-000013,-0.20387169893155926
ACH-000014,-0.2653033874921176
ACH-000015,-0.3028733518747899
ACH-000017,-0.3631887410020148
ACH-000018,-0.3041908921461365
ACH-000019,-0.3279254283105274
ACH-000021,-0.3250222517211437
ACH-000022,-0.21032851154402946
ACH-000025,-0.4402380098085028
ACH-000028,-0.1248816782779943
ACH-000030,-0.1953096439136664
ACH-000035,-0.3895161251943257
ACH-000036,-0.451922389843414
ACH-000037,-0.17211258942152266
ACH-000039,-0.3748292560541783
ACH-000040,-0.4298425323586247
ACH-000041,-0.23517813886640165
ACH-000042,-0.267864745644818
ACH-000045,-0.6059748011498042
ACH-000047,-0.3223220340496679
ACH-000052,-0.37920331594288015
ACH-000053,-0.16526279158544566
ACH-000054,-0.3551627163048416
ACH-000055,-0.3454848725998204
ACH-000060,-0.18141123588857894
ACH-000067,-0.6091234600138017
ACH-000070,-0.14843108062985902
ACH-000075,-0.3495341681695383
ACH-000078,-0.10596734932296333
ACH-000082,-0.4223582095082994
ACH-000085,-0.36704085364939903
ACH-000086,-0.316739204099704
ACH-000087,-0.05560507771083312
ACH-000092,-0.36118285864949773
ACH-000095,-0.11193269853299977
ACH-000097,-0.2784213884369245
ACH-000098,-0.3671371149078818
ACH-000099,-0.299778854297136
ACH-000108,-0.21110543011309832
ACH-000113,-0.5179586536601869
ACH-000116,-0.1714534310392506
ACH-000118,-0.2499357583166741
ACH-000120,-0.5735058446393242
ACH-000123,-0.6306674393556193
ACH-000127,-0.41638939086778776
ACH-000128,-0.3627019767313201
ACH-000132,-0.1769062613843205
ACH-000133,-0.27924377174225457
ACH-000137,-0.3452584412635585
ACH-000138,-0.4154296358074498
ACH-000142,-0.3523425222612861
ACH-000143,-0.4929572113925016
ACH-000146,-0.4531232836482326
ACH-000148,-0.23246126872034265
ACH-000150,-0.26139775811842386
ACH-000152,-0.1340113345634064
ACH-000153,-0.5213657917432002
ACH-000159,-0.4328943880930449
ACH-000160,0.10596160075021767
ACH-000163,-0.2890312807340098
ACH-000167,0.5938234509941345
ACH-000168,-0.3140303127933564
ACH-000169,-0.3251849263665717
ACH-000178,-0.2703379124103752
ACH-000183,-0.34827810862521885
ACH-000188,-0.4079014743682959
ACH-000189,-0.3634401817826109
ACH-000190,0.012082996360377386
ACH-000198,-0.4997971676038274
ACH-000203,-1.004768294309658
ACH-000204,-0.4836929234565052
ACH-000206,-0.4187708131243713
ACH-000207,-0.34134594697227005
ACH-000208,-0.2903446135252217
ACH-000210,-0.3611599380029174
ACH-000211,-0.4402347329905965
ACH-000215,-0.3715135872814072
ACH-000221,-0.16037756991142094
ACH-000222,-0.12218872110354595
ACH-000223,-0.31836464426573835
ACH-000226,-0.4833247489602504
ACH-000227,-0.10304580920189924
ACH-000228,-0.3861066980312767
ACH-000231,-0.3005742167514536
ACH-000232,-0.2721435659060473
ACH-000233,-0.2888634477660826
ACH-000234,-0.10248303192949126
ACH-000235,-0.2714529841770349
ACH-000237,-0.2098509120313667
ACH-000238,-0.4558770594824579
ACH-000242,0.3219359287098865
ACH-000243,-0.24976696232292844
ACH-000244,-0.7066629459832073
ACH-000246,-0.3905275558590055
ACH-000248,-0.28495130947825265
ACH-000250,-0.5501696376438024
ACH-000251,-0.3257647802519462
ACH-000252,-0.184515736120006
ACH-000253,-0.1761870323184016
ACH-000255,-0.2340592768246651
ACH-000256,-0.06420948666349915
ACH-000257,-0.4514289095876495
ACH-000258,-0.4107168831100405
ACH-000259,-0.1352799084621516
ACH-000260,-0.26032834726686704
ACH-000261,-0.2474123747545102
ACH-000262,-0.3254949326906441
ACH-000263,-0.06552514933811522
ACH-000264,-0.3681099623094041
ACH-000265,-0.18663887581249244
ACH-000266,-0.31024719037033954
ACH-000272,-0.27358284580018216
ACH-000274,-0.3687224460240642
ACH-000277,-0.03793842035335555
ACH-000278,-0.2719912228374615
ACH-000279,-0.37603023964055865
ACH-000280,-0.2946764155078991
ACH-000281,-0.3169164717077585
ACH-000288,-0.3658383994883286
ACH-000291,-0.2678533323441873
ACH-000293,-0.2977586226005776
ACH-000294,-0.6174076761172012
ACH-000295,-0.3723256099270428
ACH-000296,-0.31180184816379863
ACH-000302,-0.08458141045315093
ACH-000304,-0.32442887562252115
ACH-000307,-0.6168014432940031
ACH-000308,-0.3471277621933418
ACH-000310,-0.0201147668294202
ACH-000311,-0.5728138539104253
ACH-000312,-0.19276809160369016
ACH-000315,-0.7571456038182005
ACH-000316,-0.4906670210262885
ACH-000317,-0.43403597367878416
ACH-000318,-0.14386890525852605
ACH-000319,-0.4206695012097626
ACH-000320,-0.3063636782347969
ACH-000322,-0.3298364175698424
ACH-000323,-0.3047612601782702
ACH-000324,-0.40216990360064797
ACH-000329,-0.20985696830886674
ACH-000330,-0.10390728770656417
ACH-000331,-0.5402562166432933
ACH-000332,-0.7468647147166673
ACH-000334,0.051549014923102994
ACH-000335,-0.6494896549855383
ACH-000336,-0.3774610838147602
ACH-000337,-0.08787093512230351
ACH-000338,-0.5221684020427326
ACH-000339,-0.1987320744234505
ACH-000341,-0.20521828935078293
