,RFK (55312)
ACH-000252,-0.3043384928539349
ACH-000253,-0.4841712695831055
ACH-000255,-0.1473301183791753
ACH-000256,-0.5690017653490126
ACH-000257,-0.4370571380078617
ACH-000258,-0.508850541103139
ACH-000259,-0.3015146581143923
ACH-000260,-0.13270950105035972
ACH-000261,-0.3311125209172281
ACH-000262,-0.3141431478315252
ACH-000263,-0.2913572537648828
ACH-000264,-0.3269769388774454
ACH-000265,-0.05135425001299335
ACH-000266,-0.6388739833999181
ACH-000272,-0.9273473606579486
ACH-000274,-0.2657645894620519
ACH-000277,-0.5871470073097592
ACH-000278,-0.5870110071650316
ACH-000279,-0.37295032081673946
ACH-000280,-0.2722579126200056
ACH-000281,-0.5485577357729481
ACH-000288,-0.2328134182939127
ACH-000291,-0.12680291213348993
ACH-000293,-0.32015497052945513
ACH-000294,-0.8062799618058302
ACH-000295,-0.9781290734789292
ACH-000296,-0.4326268740988736
ACH-000302,-0.16486565073587325
ACH-000304,-0.3366801738846871
ACH-000307,-0.8888813046757471
ACH-000308,-0.5833829575266366
ACH-000310,-0.3148839733527139
ACH-000311,-0.17032919062260013
ACH-000312,-0.3159852078251307
ACH-000315,-0.6241761054700962
ACH-000316,-0.1237839129005011
ACH-000317,-0.4511977629719739
ACH-000318,-0.5553970017522623
ACH-000319,-0.18786871292546284
ACH-000320,-0.16276511370073493
ACH-000322,-0.4435212562551207
ACH-000323,-0.2268006303799165
ACH-000324,-0.4427557734460717
ACH-000329,-0.28776003400221284
ACH-000330,-0.11775165196804735
ACH-000331,-0.26190292651624897
ACH-000332,-0.21613418444874868
ACH-000334,-0.5890914416431705
ACH-000335,-0.4809666994280744
ACH-000336,-0.5860699098437316
ACH-000337,-0.6655139981380914
ACH-000338,-1.1143069316064955
ACH-000339,-0.9080556750715412
ACH-000341,-0.1944929605405244
ACH-000348,-0.32833531452888953
ACH-000350,-0.15492729668047098
ACH-000352,-0.3760057706413709
ACH-000356,-0.14331143375412514
ACH-000361,-0.17694652809137998
ACH-000362,-0.5656145716710953
ACH-000363,-0.5317513926721388
ACH-000364,-0.2414914943144359
ACH-000365,-0.595154548549902
ACH-000366,-0.5134436651184245
ACH-000368,-0.34030202126543896
ACH-000374,-0.2787155046235323
ACH-000375,-0.5430829060410299
ACH-000376,-0.10663513221626944
ACH-000381,-0.4195034731782769
ACH-000383,-0.5455216447049938
ACH-000387,-0.6012809533024241
ACH-000389,-0.3150089263004945
ACH-000390,-0.4812647313724359
ACH-000393,-0.45132204505074397
ACH-000395,-0.4903934489875221
ACH-000396,-0.18739123789540094
ACH-000397,-0.4609462456490664
ACH-000401,-0.4830529274635193
ACH-000402,-0.3892696773120103
ACH-000403,-0.1874876034448962
ACH-000404,-0.4910276196900331
ACH-000406,-0.6241983093239488
ACH-000407,-0.43928537274454826
ACH-000408,-0.358905245489972
ACH-000410,-0.3777249889314529
ACH-000411,-0.9221812462403262
ACH-000414,-0.016019119063323126
ACH-000415,-0.22116486882738426
ACH-000416,-0.9132068980950776
ACH-000420,-0.1944563019393684
ACH-000421,-0.4828769115516837
ACH-000424,-0.3757534732100068
ACH-000425,-0.6322186885227228
ACH-000426,-0.4548512653746937
ACH-000427,-0.32558131489453673
ACH-000433,-0.1689246984740117
ACH-000435,-0.7139627279711642
ACH-000436,-0.6353827142556042
ACH-000444,-0.3274190352158807
ACH-000445,-0.5192190503143647
ACH-000448,-0.25553831485346906
ACH-000450,-0.4414155979702739
ACH-000452,-0.350052768674435
ACH-000454,-0.6282008202844995
ACH-000458,-0.12089126459201628
ACH-000459,-0.6018906940278542
ACH-000460,-0.5792133381267917
ACH-000461,-0.3837606153575427
ACH-000463,-0.240619441500286
ACH-000464,-0.3293697993958825
ACH-000466,-0.4060166679632453
ACH-000467,-0.3316112857896083
ACH-000468,-0.3860721586685052
ACH-000469,-0.29989700626308163
ACH-000470,-0.20766496595434988
ACH-000471,-0.32052483010159183
ACH-000472,-0.3635322814138167
ACH-000473,-0.2205714912022132
ACH-000475,-0.1181334395994645
ACH-000476,-0.2585724429565917
ACH-000477,-0.6735612857913503
ACH-000479,-0.6769515810513294
ACH-000480,-0.1625956875240199
ACH-000481,-0.4354661812019504
ACH-000483,-0.3957029466679528
ACH-000484,-0.402357851444769
ACH-000485,-0.2213307893399816
ACH-000486,-0.17708261376135925
ACH-000487,-0.9041277993899912
ACH-000488,-0.12235619984886945
ACH-000490,-0.1261442209252766
ACH-000491,-0.6938518730001314
ACH-000495,-0.663392016194755
ACH-000496,-0.2414498170516827
ACH-000499,-0.13855718767191
ACH-000500,-0.4825828960602392
ACH-000502,-0.6580990952213402
ACH-000503,-0.381687537535529
ACH-000505,-0.3368244416304473
ACH-000507,-0.7865670996084747
ACH-000510,-0.15893044783595595
ACH-000511,-0.1646947881009769
ACH-000512,-0.6300332120967215
ACH-000516,-0.30150618983433203
ACH-000517,-0.3195184513377249
ACH-000518,-0.22051670137524834
ACH-000520,-0.34725755802635205
ACH-000521,-0.3169204454512367
ACH-000522,-0.2492651838766572
ACH-000524,-0.3060250860411928
ACH-000527,-0.2648885585925053
ACH-000528,-0.3641078115082999
ACH-000537,-0.3316020421029213
ACH-000541,-0.13201100986286907
ACH-000542,-0.07903849755150955
ACH-000544,-0.3481013130226692
ACH-000545,-0.10175184657785097
ACH-000547,-0.21693588880386447
ACH-000548,-0.4629692728921176
ACH-000549,-0.1724373408891232
ACH-000550,-0.28258232708084235
ACH-000552,-0.2970008757874251
ACH-000556,-0.8743114426214232
ACH-000557,-0.2455862847267173
ACH-000569,-0.16088362391620026
ACH-000570,-0.2707293418938994
ACH-000571,-0.4471569839990957
ACH-000573,-0.362958690638335
ACH-000576,-0.10886765448183586
ACH-000579,-0.3754609797203837
ACH-000580,-0.1326785881751406
ACH-000584,-0.21790519574858805
ACH-000585,-0.31373464948050883
ACH-000588,-0.7965682828752885
ACH-000589,-0.13999510061667275
ACH-000591,-0.36650486512312863
ACH-000593,-0.16014076504762614
ACH-000600,-0.17608088910331435
ACH-000601,-0.4959373742878161
ACH-000605,-0.3563718800648027
ACH-000606,-0.1034968424025908
ACH-000608,-0.26314728890650496
ACH-000614,-0.5827047091161361
ACH-000616,-0.2667158598379613
ACH-000618,-0.5048471704137466
ACH-000619,-0.4889276281376969
ACH-000620,-0.2670828767094953
ACH-000621,-0.6627692082006732
ACH-000622,-0.6259532575084121
ACH-000623,-0.2677795145094472
ACH-000624,-0.7441579166540254
ACH-000627,-0.2730298394410474
ACH-000630,-0.2324934092263078
ACH-000631,-0.1767679881900614
ACH-000632,-0.18002878041165268
ACH-000633,-0.32331831444695625
ACH-000637,-0.11547596691347063
ACH-000638,-0.6019577947805783
ACH-000646,-0.5100027235014695
ACH-000647,-0.3972950402778665
ACH-000648,-0.35696018679425473
ACH-000649,-0.26104613926305786
ACH-000651,-0.3465082908275903
ACH-000652,-0.4388521760269195
ACH-000653,-0.5138666440818728
ACH-000657,-0.045995630291181325
ACH-000658,-0.3957620226923601
ACH-000661,-0.5335349082164301
ACH-000662,-0.4243759941542509
ACH-000663,-0.751942668283484
ACH-000665,-0.3439237587310728
ACH-000671,-0.25875763569663257
ACH-000672,-0.8269260445070559
ACH-000673,-0.17935085068550158
ACH-000676,-0.8120980593270293
ACH-000677,-0.3841579305160552
ACH-000681,-0.2076009715197233
ACH-000683,-0.42196483514217786
ACH-000684,-0.5399787744032776
ACH-000688,-0.36991362215140605
ACH-000693,-0.11089985031585556
ACH-000694,-0.2694948913269544
ACH-000695,-0.19719769784978625
ACH-000696,-0.1742876907118769
ACH-000697,-0.7249683293987088
ACH-000699,-0.5454525205150371
ACH-000701,-0.41475347140198027
ACH-000706,-0.4125272134812735
ACH-000711,-0.8490239074939704
ACH-000713,-0.7866511950064432
ACH-000714,-0.29240657121357283
ACH-000718,-0.3915477721817588
ACH-000720,-0.18601761716370885
ACH-000721,-0.2208297343342526
ACH-000724,-0.5614408383956443
ACH-000725,-0.3375655518628534
ACH-000732,-0.5556394627318442
ACH-000734,-0.27700175462347376
ACH-000735,-0.3215425514755525
ACH-000736,-0.7978163357732037
ACH-000738,-0.1814618895552922
ACH-000746,-0.3486537327875949
ACH-000747,-0.7124469229570293
ACH-000748,-0.19285103387894004
ACH-000753,-0.60667366405821
ACH-000756,-0.2540720339678008
ACH-000757,-0.29716584935992985
ACH-000758,-0.6916168101688924
ACH-000760,-0.2848851896284062
ACH-000762,-0.3179318523065784
ACH-000763,-0.5964918906281464
ACH-000764,-0.4870120637069715
ACH-000765,-0.6508723276378503
ACH-000766,-0.5810372561612142
ACH-000767,-0.3713771522617816
ACH-000768,-0.9841231258368478
ACH-000769,-0.2517023290998257
ACH-000770,-0.6412152233959895
ACH-000771,-0.3451019749610897
ACH-000773,-0.28149660940503546
ACH-000776,-0.01124782185326674
ACH-000777,-0.5263294460779854
ACH-000778,-0.184478202406014
ACH-000781,-0.4107682080921263
ACH-000782,-0.6160998945565896
ACH-000783,-0.3397563121120549
ACH-000784,-0.11313780954052785
ACH-000785,-0.014392948099625429
ACH-000787,-0.2641310896141635
ACH-000788,-0.12798773070202313
ACH-000791,-0.2448158608580424
ACH-000792,-0.15467063399350145
ACH-000794,-0.263953497821032
ACH-000796,-0.4096993249408078
ACH-000798,-0.3120025100057067
ACH-000799,-0.6562461144800616
ACH-000800,-0.4635537658606893
ACH-000802,-0.1367007495421611
ACH-000804,-0.4032350614859765
ACH-000805,-0.10840197935562168
ACH-000809,-0.2089361184480357
ACH-000810,-0.5491797160919165
ACH-000811,-0.4087944750236075
ACH-000817,-0.911282489228288
ACH-000819,-0.2580555190609205
ACH-000820,-0.19965308137988366
ACH-000821,-0.4341532267318515
ACH-000822,-0.8386459950819759
ACH-000823,-0.3762112631443128
ACH-000824,-0.2574775675760543
ACH-000827,-0.2511155474144513
ACH-000829,-0.5906764258712127
ACH-000831,-0.42240581766453583
ACH-000832,-0.3014966762045283
ACH-000833,-0.43305606000118935
ACH-000834,-0.1789589075897889
ACH-000835,-0.6312246494627757
ACH-000836,-0.8322896726740895
ACH-000837,-0.7343596068909628
ACH-000838,-0.5369000209842172
ACH-000839,-0.17172197118785282
ACH-000840,-0.6437743302526877
ACH-000841,-0.6584953134886578
ACH-000843,-0.4865747690717057
ACH-000846,-0.2418213887772672
ACH-000847,-0.4750990045154441
ACH-000848,-0.4856082481577373
ACH-000849,-0.5652603467170209
ACH-000851,-0.6732290751093004
ACH-000855,-0.3788748799244719
ACH-000856,-0.7689700452867363
ACH-000858,-0.20120005072810876
ACH-000859,-0.6774503018552811
ACH-000861,-0.3958275784635825
ACH-000862,-0.4812537504124637
ACH-000865,-0.1931885940572152
ACH-000866,-0.37540852203631797
ACH-000867,-0.5022777061801575
ACH-000869,-0.4322407817107075
ACH-000872,-0.6115725800186734
ACH-000873,-0.4969553299004789
ACH-000876,-0.4839899734608873
ACH-000878,-0.09999782623770788
ACH-000880,-0.5419541533975555
ACH-000881,-0.35787226313112114
ACH-000882,-0.7423615029639359
ACH-000884,-0.34571305381078626
ACH-000885,-0.2723442895620825
ACH-000887,-0.286113924990858
ACH-000889,-0.8082991050805669
ACH-000896,-0.7903048937609758
ACH-000898,-0.5028839689645089
ACH-000900,-0.12437406722944172
ACH-000901,-0.28698874768137744
ACH-000905,-0.11423402735707586
ACH-000906,-0.17723608876116256
ACH-000907,-0.4401300832235477
ACH-000910,-0.7398911567414722
ACH-000911,-0.7176497394437314
ACH-000912,-0.5120164980692257
ACH-000913,-0.3043630806248669
ACH-000915,-0.4355456928467193
ACH-000916,-0.8824127825066905
ACH-000917,-0.7629295415812677
ACH-000920,-0.5509976333752391
ACH-000921,-0.9077404569191686
ACH-000924,-0.6111746041953965
ACH-000926,-0.3812240992698165
ACH-000928,-0.2696336989052247
ACH-000929,-0.4461476790671722
ACH-000932,-0.4498295243569479
ACH-000935,-0.08122944678119022
ACH-000936,-0.5255453357208247
ACH-000937,-0.6822241700979426
ACH-000938,-0.519019214898914
ACH-000939,-0.2737663394643702
ACH-000941,-0.41425302904396616
ACH-000943,-0.6467160366883675
ACH-000946,-0.8334853502308841
ACH-000947,-0.5541818787938584
ACH-000948,-0.3909398383625316
ACH-000950,-0.229038723527124
ACH-000953,-0.7118227562533019
ACH-000954,-0.3674500042210616
ACH-000957,-0.3231823003186149
ACH-000958,-0.2119595836133833
ACH-000960,-0.3586981953587451
ACH-000963,-0.2833217941572517
ACH-000968,-0.7296780492515154
ACH-000969,-0.3649063479809585
ACH-000972,-0.5723521751627357
ACH-000973,-0.21545776120891613
ACH-000974,-0.6901501769399778
ACH-000978,-0.6375187830096595
ACH-000984,-0.5142459159677275
ACH-000986,-0.17296973247559794
ACH-000988,-0.4692304326658221
ACH-000993,-0.3058722880918225
ACH-000994,-0.4435082080104916
ACH-000996,-0.3641930943605631
ACH-001001,-0.05066008398661903
ACH-001020,-0.15820434200459982
ACH-001028,-0.21496144708647136
ACH-001031,0.08263545561231771
ACH-001038,-0.3371020971330086
ACH-001048,-0.418400085442594
ACH-001050,-0.5144607147263879
ACH-001053,-0.14349358968622447
ACH-001054,-0.6789331120634656
ACH-001061,-0.7730345784352727
ACH-001067,-0.19513262967528666
ACH-001075,-0.364012350819969
ACH-001096,-0.30330319717809096
ACH-001111,-0.3558938813809109
ACH-001119,-0.3749279892611199
ACH-001128,-0.33151710884088503
ACH-001134,-0.7824099095205647
ACH-001151,-0.8089008107919963
ACH-001163,-0.6127359996197921
ACH-001164,-0.3788146387933899
ACH-001183,-0.1528384527180697
ACH-001192,-0.19873052858272267
ACH-001193,-0.20641439332959827
ACH-001196,-0.2629273834144871
ACH-001197,-0.4610537726784461
ACH-001205,-0.3117386939865994
ACH-001211,-0.3806135502236466
ACH-001212,-0.2512195829224886
ACH-001228,-0.2881321292228561
ACH-001232,-0.10897482458507682
ACH-001239,-0.22027563560630029
ACH-001270,-0.11508911512814148
ACH-001274,-0.3661029112813848
ACH-001275,-0.046068450595353534
ACH-001277,-0.31673091943503384
ACH-001278,-0.2384650552147021
ACH-001280,-0.2846802700393664
ACH-001283,-0.2426645920388585
ACH-001289,-0.4148502255370805
ACH-001300,-0.1585743121280394
ACH-001301,-0.20522735008848195
ACH-001302,-0.5039768061279275
ACH-001306,-0.20814158742401365
ACH-001318,-0.07240206406693839
ACH-001322,-0.2878606437005619
ACH-001328,-0.3434717779966848
ACH-001332,-0.3762596987663966
ACH-001336,-0.4694208800058984
ACH-001346,-0.2158017672696834
ACH-001353,-0.34074718053558234
ACH-001354,-0.41976287792849465
ACH-001367,-0.510449549245472
ACH-001368,-0.6643447827996534
ACH-001374,-0.4830164352346966
ACH-001377,-0.13323226651552206
ACH-001380,-0.8476907795061073
ACH-001391,-0.500174244909099
ACH-001408,-0.4734697880819888
ACH-001430,-0.4575121721600724
ACH-001431,-0.44237644273662985
ACH-001450,-0.8927992814432733
ACH-001496,-0.7865591403841542
ACH-001500,-0.3509873346795716
ACH-001523,-0.14416862811674366
ACH-001532,-0.14658187061657346
ACH-001550,-0.3300614308548628
ACH-001552,-0.2806903382000991
ACH-001554,-0.4834491632282503
ACH-001654,-0.10573759665073004
ACH-001735,-0.4470841030835072
ACH-001736,-0.6882452837839447
ACH-001737,-0.1089953791628659
ACH-001740,-0.24146311300656406
ACH-001745,-0.2907702815037348
ACH-001765,-0.1333626034199347
