,GLTSCR1 (29998)
ACH-000004,0.06653544747042887
ACH-000005,0.16572187654720558
ACH-000007,0.10261319227503199
ACH-000009,-0.0837682233869276
ACH-000011,0.062319464569719166
ACH-000012,0.1240482519922215
ACH-000013,-0.0503531538583892
ACH-000014,0.2130627688758412
ACH-000015,-0.07234369012006878
ACH-000017,0.026990879287917074
ACH-000018,0.012618559516803808
ACH-000019,0.04422924357802237
ACH-000021,-0.012663215186584422
ACH-000022,0.039500168929068664
ACH-000025,0.4924625129313232
ACH-000028,0.14795776655249882
ACH-000030,-0.20553092712104507
ACH-000035,0.040152795537305705
ACH-000036,0.20180482954152876
ACH-000037,0.2815069168474222
ACH-000039,-0.14618706518115615
ACH-000040,-0.04558371414146685
ACH-000041,-0.06738276664511852
ACH-000042,-0.0931174675007286
ACH-000045,0.12503338842960068
ACH-000047,-0.029214176312979487
ACH-000052,0.12808694611090612
ACH-000053,-0.4619675360224233
ACH-000054,0.053734789909792365
ACH-000055,-0.041451190565679585
ACH-000060,0.3018048618495942
ACH-000067,0.393560251554462
ACH-000070,0.16452869979530574
ACH-000075,0.007877983698963479
ACH-000078,-0.007631839310706458
ACH-000082,0.0302156540822822
ACH-000085,0.14896667963573518
ACH-000086,0.16898205724849344
ACH-000087,0.06871831698146967
ACH-000092,0.0723498960803838
ACH-000095,-0.05992069471655565
ACH-000097,-0.05908469001917735
ACH-000098,-0.051206429156783306
ACH-000099,-0.14510407700597466
ACH-000108,-0.028163246847981493
ACH-000113,-0.13335293518605598
ACH-000116,-0.04637064963885863
ACH-000118,-0.11963789439377308
ACH-000120,-0.14583545114783206
ACH-000123,0.07358559472078255
ACH-000127,0.0030795062972235245
ACH-000128,0.09551301631063153
ACH-000132,0.11720961626095705
ACH-000133,0.09317665625075018
ACH-000137,-0.07947936962754673
ACH-000138,-0.017879316555555396
ACH-000142,-0.09409972989504067
ACH-000143,-0.3357349130230477
ACH-000146,-0.06872274653787197
ACH-000148,0.05534886045656856
ACH-000150,0.085893516057707
ACH-000152,-0.004696774432873416
ACH-000153,-0.06780692455020018
ACH-000159,0.09781528853533064
ACH-000160,-0.02998209810547523
ACH-000163,-0.14844275690906567
ACH-000167,0.3588489898942323
ACH-000168,-0.06747386354340265
ACH-000169,0.17131092533126546
ACH-000178,0.01546857963949264
ACH-000183,-0.02285262153381519
ACH-000188,0.1731624434743928
ACH-000189,0.417444287822086
ACH-000190,-0.12225383946246307
ACH-000198,0.008519187032616848
ACH-000203,0.014532358670354684
ACH-000204,-0.11562064746961412
ACH-000206,0.2449124320388376
ACH-000207,-0.15615395970291618
ACH-000208,0.2313398262949184
ACH-000210,0.11048713881543533
ACH-000211,0.23469939926196665
ACH-000215,0.09828819907206554
ACH-000221,-0.05208519177864475
ACH-000222,-0.10773386466219784
ACH-000223,-0.04724818302492402
ACH-000226,-0.10326579195511454
ACH-000227,0.04722912019942078
ACH-000228,-0.017677127152906737
ACH-000231,0.1514867591158807
ACH-000232,0.054525927721588964
ACH-000233,0.01054484215999817
ACH-000234,0.06309856633206244
ACH-000235,0.004511509274401943
ACH-000237,0.0032545853807034605
ACH-000238,0.059344933706235135
ACH-000242,-0.2722172660578148
ACH-000243,-0.03397125835546083
ACH-000244,0.07585387690686059
ACH-000246,0.241158908570002
ACH-000248,-0.13027515835860026
ACH-000250,0.1261242886005622
ACH-000251,0.23899213278741585
ACH-000252,0.3093877382496381
ACH-000253,0.04790393380286576
ACH-000255,-0.15681707652115212
ACH-000256,0.034483310782951984
ACH-000257,-0.10005578739972994
ACH-000258,-0.3972063047203613
ACH-000259,-0.025391816324872585
ACH-000260,0.006923942877945128
ACH-000261,0.163156844637353
ACH-000262,0.22076927447070568
ACH-000263,0.055395815094125285
ACH-000264,0.04775438023458335
ACH-000265,-0.003080521581544721
ACH-000266,0.1737179070191144
ACH-000272,0.06371926502064787
ACH-000274,0.2626075148595892
ACH-000277,-0.1812149556097874
ACH-000278,0.0775224255460705
ACH-000279,0.16345649498014647
ACH-000280,-0.051142373187368965
ACH-000281,0.39769892329950784
ACH-000288,0.5377496292628323
ACH-000291,-0.23674433310372264
ACH-000293,0.15607619572922968
ACH-000294,-0.2503225921677294
ACH-000295,0.07525033452596366
ACH-000296,0.05607405282196518
ACH-000302,-0.1548300459441455
ACH-000304,0.2353446396390412
ACH-000307,0.10817240668099444
ACH-000308,-0.08777698318548986
ACH-000310,0.13855783426341892
ACH-000311,0.12348640651408667
ACH-000312,0.028507163324902537
ACH-000315,-0.3674570139281824
ACH-000316,0.2609736140921031
ACH-000317,0.22005115026263936
ACH-000318,-0.03630648654763681
ACH-000319,0.2303338512027721
ACH-000320,0.1817419679666582
ACH-000322,0.3885290520889911
ACH-000323,-0.24927355900774376
ACH-000324,0.023581331767695567
ACH-000329,-0.01979613408672829
ACH-000330,0.22755655055562185
