,DDX39B (7919)
ACH-000004,-0.2943175733086875
ACH-000005,-0.16770214970165825
ACH-000007,-0.4937792714122539
ACH-000009,-0.11726512489535508
ACH-000011,-0.059541722717415375
ACH-000012,-0.3516820253494439
ACH-000013,-0.7139482914228126
ACH-000014,-0.006325575636388897
ACH-000015,-0.33651379676130805
ACH-000017,-0.4054669235096937
ACH-000018,-0.7175274421821978
ACH-000019,-0.3836296010034047
ACH-000021,-0.2784168709229979
ACH-000022,-0.3704558766664711
ACH-000025,-0.12635204357447838
ACH-000028,-0.5409085793838587
ACH-000030,-0.3779228831911189
ACH-000035,-0.4714916786231013
ACH-000036,-0.07732521312667417
ACH-000037,-0.19414552829708626
ACH-000039,-0.5051016977303104
ACH-000040,-0.07567819742161762
ACH-000041,-0.5763260567912581
ACH-000042,-0.5822224321802517
ACH-000045,-0.019034186995429497
ACH-000047,-0.6171675219467331
ACH-000052,-0.4562591476154106
ACH-000053,-0.1899677470232915
ACH-000054,-0.12612077115199946
ACH-000055,-0.5502344976288039
ACH-000060,-0.2917417441570715
ACH-000067,-0.4514717320910319
ACH-000070,-0.5369866155047726
ACH-000075,-0.35084432246076164
ACH-000078,-0.1241148626128271
ACH-000082,-0.2970854516518216
ACH-000085,-0.5819642959061804
ACH-000086,-0.4501814462842325
ACH-000087,-0.6435121462389854
ACH-000092,-0.3737182270407439
ACH-000095,-0.28311970708657674
ACH-000097,-0.627841140062644
ACH-000098,-0.04282199236865784
ACH-000099,0.03394707887108475
ACH-000108,-0.6901858488726027
ACH-000113,-0.34587345130843794
ACH-000116,-0.2367949114213631
ACH-000118,-0.2911623375650472
ACH-000120,-0.4052591946550643
ACH-000123,-0.2983714877037437
ACH-000127,-0.10794526401265116
ACH-000128,-0.5267382992806231
ACH-000132,-0.25181514542821776
ACH-000133,-0.1993141532807253
ACH-000137,-0.7139468157123184
ACH-000138,-0.2653504650026382
ACH-000142,-0.5882516109793015
ACH-000143,-0.4760287674529489
ACH-000146,-0.3706546367393921
ACH-000148,-0.2363223400347368
ACH-000150,-0.24216597745144636
ACH-000152,-0.5990821265946707
ACH-000153,-0.6792162054311072
ACH-000159,-0.23142815285999915
ACH-000160,-0.39699379292474457
ACH-000163,-0.34996751159364364
ACH-000167,0.6526311191317367
ACH-000168,-0.481463128477633
ACH-000169,-0.4744675115106786
ACH-000178,-0.648195567829686
ACH-000183,-0.19628424877191375
ACH-000188,-0.3286973681021143
ACH-000189,0.02131682322839213
ACH-000190,-0.8086063131975028
ACH-000198,-0.14145866308938174
ACH-000203,-0.3850640648322997
ACH-000204,-0.04240240075701684
ACH-000206,-0.7769199687235679
ACH-000207,-0.6268547075748279
ACH-000208,-0.4737032995246126
ACH-000210,0.051756043599839666
ACH-000211,-0.2401857178120016
ACH-000215,-0.2481233955177886
ACH-000221,-0.4288239807494316
ACH-000222,-0.6191138674021032
ACH-000223,-0.3287420477338837
ACH-000226,-0.7674058804982796
ACH-000227,-0.08882789072410023
ACH-000228,-0.5561133384641527
ACH-000231,-0.6675125917561272
ACH-000232,-0.5428424536635666
ACH-000233,-0.3227872785833968
ACH-000234,-0.15673821405586827
ACH-000235,-0.6014421818997365
ACH-000237,-0.3768974611795604
ACH-000238,-0.3920215104950939
ACH-000242,-0.28526120483519896
ACH-000243,-0.3955518472169266
ACH-000244,-0.34193512594671865
ACH-000246,-0.30954505933441073
ACH-000248,-0.5033805901500708
ACH-000250,-0.5230686359266665
ACH-000251,-0.06188409034464296
ACH-000252,-0.4118058731615589
ACH-000253,-0.35461919092823746
ACH-000255,-0.5338628456401068
ACH-000256,-0.1882713610181885
ACH-000257,-0.5820746160453074
ACH-000258,-0.12214238435887728
ACH-000259,-0.4967104758040789
ACH-000260,-0.5806323862330693
ACH-000261,-0.17210300121383346
ACH-000262,-0.1526701683301945
ACH-000263,-0.3066557886085543
ACH-000264,-0.5913732122067552
ACH-000265,-0.516486214722207
ACH-000266,-0.5560867007107386
ACH-000272,-0.044844899798474544
ACH-000274,-0.12508000074532566
ACH-000277,-0.6143056303139188
ACH-000278,0.0911693537864876
ACH-000279,-0.26764662147493906
ACH-000280,-0.5935463763299687
ACH-000281,-0.2880452406517157
ACH-000288,0.1648858227619695
ACH-000291,-0.7197158006442671
ACH-000293,-0.4867948435241205
ACH-000294,-0.07422910432341184
ACH-000295,-0.5298036951524395
ACH-000296,-0.6764491897280277
ACH-000302,-0.39906106386784895
ACH-000304,-0.43190361018137
ACH-000307,-0.6497253596489897
ACH-000308,-0.3338461437202413
ACH-000310,-0.2894863922409276
ACH-000311,-0.5118038439202932
ACH-000312,-0.2430549163802603
ACH-000315,-0.3364937204890729
ACH-000316,-0.4347242500326439
ACH-000317,-0.23296363480988966
ACH-000318,-0.4368434317957714
ACH-000319,-0.4130499845133651
ACH-000320,-0.5217974802557874
ACH-000322,-0.5577689554531279
ACH-000323,-0.3936252361183577
ACH-000324,-0.4857517104149217
ACH-000329,-0.24777812631548904
ACH-000330,-0.4461009727615552
ACH-000331,-0.6386416519408176
ACH-000332,-0.12157422537943165
ACH-000334,-0.2769309967918461
ACH-000335,-0.5528045177045376
ACH-000336,-0.5545646743738589
ACH-000337,-0.6058894347456045
ACH-000338,-0.8457200151359224
ACH-000339,-0.3128822092606402
ACH-000341,-0.1811320024121084
ACH-000348,-0.3144855603294265
ACH-000350,-0.4946717118915416
ACH-000352,-0.35555935364768
ACH-000356,-0.6018684156651273
ACH-000361,-0.6620724412049258
ACH-000362,0.02166310473420241
ACH-000363,-0.12139426594748502
ACH-000364,-0.37519750962683296
ACH-000365,0.07500300040202622
ACH-000366,-0.06156822421748762
ACH-000368,-0.06837294968588982
ACH-000374,-0.6627296966558177
ACH-000375,-0.4840686871210171
ACH-000376,-0.15189160663622536
ACH-000381,-0.4484668653838296
ACH-000383,-0.41881254046532507
ACH-000387,-0.8498969636522384
ACH-000389,-0.20557353805298426
ACH-000390,-0.32403585246103905
ACH-000393,-0.4684023241414438
ACH-000395,-0.18247693471471965
ACH-000396,-0.5781738405283022
ACH-000397,-0.2946264674869462
ACH-000401,-0.5637691713101981
ACH-000402,0.008588283156550724
ACH-000403,-0.1992448403142822
ACH-000404,-0.3361797665953856
ACH-000406,-0.2220207382362729
ACH-000407,-0.4612596477453405
ACH-000408,-0.41150872744969214
ACH-000410,-0.3182174000019227
ACH-000411,-0.2697870033017417
ACH-000414,-0.4835951915665793
ACH-000415,-0.2633664443190225
ACH-000416,-0.11460134282988566
ACH-000420,-0.2915418292577322
ACH-000421,-0.2077298334378512
ACH-000424,-0.5207630474221897
ACH-000425,-0.05234735459374252
ACH-000426,-0.2973303229889132
ACH-000427,-0.44443686041109226
ACH-000433,-0.10247119832421236
ACH-000435,-0.466159944828127
ACH-000436,-0.2315082602187397
ACH-000444,-0.7591865824418023
ACH-000445,-0.18614333383476525
ACH-000448,-0.1997579489358304
ACH-000450,-0.4582404758198919
ACH-000452,-0.6032579592222576
ACH-000454,-0.09086606400857387
ACH-000458,-0.593124439170991
ACH-000459,-0.2428809836463737
ACH-000460,-0.5714271609355149
ACH-000461,-0.5431525164013632
ACH-000463,-0.3210897815582456
ACH-000464,-0.3835733416985796
ACH-000466,-0.3611589299336659
ACH-000467,-0.6459595567816866
ACH-000468,-0.4635968219945921
ACH-000469,-0.33558582266659065
ACH-000470,-0.5908758791875577
ACH-000471,-0.5203198304529798
ACH-000472,-0.30548398645524805
ACH-000473,-0.5592865122029903
ACH-000475,-0.8483527458157394
ACH-000476,-0.2536105739672408
ACH-000477,-0.4254002047704379
ACH-000479,-0.22160595751111656
ACH-000480,-0.5638713430726854
ACH-000481,-0.4688541712153274
ACH-000483,-0.5758659003805559
ACH-000484,-0.21174973573378866
ACH-000485,-0.9146479768492722
ACH-000486,-0.26968899743737834
ACH-000487,-0.43557504658782936
ACH-000488,-0.4068568948919064
ACH-000490,-0.7671428428311524
ACH-000491,-0.32011104097324755
ACH-000495,-0.140185784719723
ACH-000496,-0.25705335250450634
ACH-000499,-0.4741640905727839
ACH-000500,-0.10836335578400826
ACH-000502,-0.10731322059427814
ACH-000503,-0.0928431515252608
ACH-000505,-0.2884285192992037
ACH-000507,-0.4855645092048231
ACH-000510,-0.11134734928430183
ACH-000511,-0.538879619420248
ACH-000512,-0.2699725110510205
ACH-000516,-0.33712657071287305
ACH-000517,-0.058293923019030774
ACH-000518,-0.25458917038629675
ACH-000520,-0.2762667261171067
ACH-000521,-0.2740564924890962
ACH-000522,-0.4101107562869552
ACH-000524,-0.683623540383426
ACH-000527,-0.07905619734931008
ACH-000528,-0.4971947226473574
ACH-000537,-0.14406921157381114
ACH-000541,0.005551744194241154
ACH-000542,-0.5414248335470188
ACH-000544,-0.4652116393058217
ACH-000545,-0.5346924901750563
ACH-000547,-0.11740602185700648
ACH-000548,-0.2089924785448228
ACH-000549,-0.6109823692889771
ACH-000550,-0.213137835236305
ACH-000552,-0.4960334204156702
ACH-000556,-0.7432664883511135
ACH-000557,-0.2640133972938506
ACH-000569,-0.22532562056247
ACH-000570,-0.1496153145704411
ACH-000571,-0.4976515229152971
ACH-000573,-0.5328509571931074
ACH-000576,-0.1505186867378142
ACH-000579,-0.3520353866801569
ACH-000580,-0.33768368996727793
ACH-000584,-0.5092701357271575
ACH-000585,-0.3880778590278821
ACH-000588,-0.4878787177214364
ACH-000589,-0.7061959026454913
ACH-000591,-0.26384360041865323
ACH-000593,-0.5834722159441244
ACH-000600,-0.06298026806965376
ACH-000601,-0.4267684850977527
ACH-000605,-0.2662094630156482
ACH-000606,-0.5189480934193412
ACH-000608,-0.579868705919324
ACH-000614,0.2842304352936573
ACH-000616,-0.2553619292910829
ACH-000618,-0.3907138572575615
ACH-000619,-0.3427930251750269
ACH-000620,-0.3274162040677461
ACH-000621,-0.16444779349930905
ACH-000622,-0.28312057943621616
ACH-000623,-0.3229005590933222
ACH-000624,-0.4263962432159123
ACH-000627,-0.4384186220562679
ACH-000630,-0.4883464542734259
ACH-000631,-0.16365041892762833
ACH-000632,-0.1467205116376702
ACH-000633,-0.11944199884696055
ACH-000637,-0.5759268475412012
ACH-000638,-0.4591330782152103
ACH-000646,-0.4449189509084386
ACH-000647,-0.4883468882442885
ACH-000648,-0.4998467782145481
ACH-000649,0.005344066521634189
ACH-000651,-0.5502957380266902
ACH-000652,-0.4434024188747373
ACH-000653,-0.11829199874243708
ACH-000657,-0.4685731764420331
ACH-000658,-0.0753726608440946
ACH-000661,-0.511343793707802
ACH-000662,-0.8556942165371628
ACH-000663,-0.3803887391943038
ACH-000665,-0.2319312675978417
ACH-000671,-0.4717418218725944
ACH-000672,-0.6336788729205433
ACH-000673,-0.21093279940033446
ACH-000676,-0.368800935295088
ACH-000677,-0.5329526631782325
ACH-000681,-0.3220730614141118
ACH-000683,-0.109432678290454
ACH-000684,0.025576714177779084
ACH-000688,-0.6043789187677968
ACH-000693,-0.33690452152034817
ACH-000694,-0.4091499213790941
ACH-000695,0.22545963908933314
ACH-000696,-0.2538433767451225
ACH-000697,-0.6880372490855848
ACH-000699,-0.25873757897377875
ACH-000701,-0.49301863257700895
ACH-000706,-0.7014062724713452
ACH-000711,-0.4844857375149827
ACH-000713,-0.2636418207082851
ACH-000714,-0.4074776824114424
ACH-000718,-0.19607984806948514
ACH-000720,-0.5454894380969696
ACH-000721,-0.42742333549787104
ACH-000724,-0.6726117897136377
ACH-000725,-0.02619213167606142
ACH-000732,-0.3441956578077173
ACH-000734,-0.2148923205064464
ACH-000735,-0.4542429656358848
ACH-000736,-0.6680002418981512
ACH-000738,-0.6561589055326935
ACH-000746,-0.23534469735450306
ACH-000747,-0.5247746009135972
ACH-000748,-0.19287892624033695
ACH-000753,-0.2060644505734324
ACH-000756,-0.4138632055237801
ACH-000757,-0.21609474219533148
ACH-000758,-0.20458325104390107
ACH-000760,0.012949423086667305
ACH-000762,-0.4112681896409463
ACH-000763,-0.2432288333289125
ACH-000764,-0.6414489620883285
ACH-000765,-0.3739437362899611
ACH-000766,-0.5244948433373954
ACH-000767,-0.3281677877420124
ACH-000768,-0.3313582564973801
ACH-000769,-0.30832762515288936
ACH-000770,-0.08934874213038269
ACH-000771,-0.5132592687262119
ACH-000773,-0.4813532537751305
ACH-000776,-0.16723311118815026
ACH-000777,-0.057870378004997065
ACH-000778,-0.4853485795823574
ACH-000781,-0.6644442099654336
ACH-000782,-0.34437299906586244
ACH-000783,-0.5222057247414075
ACH-000784,-0.17998107250821624
ACH-000785,-0.6409442898958311
ACH-000787,-0.406586690424413
ACH-000788,-0.45522461873820297
ACH-000791,-0.4942429603884785
ACH-000792,-0.21522733681184
ACH-000794,-0.4448330094830931
ACH-000796,-0.5852252782967956
ACH-000798,-0.6631054645144759
ACH-000799,-0.4716120709269079
ACH-000800,-0.6084261647007724
ACH-000802,-0.3065219771665757
ACH-000804,-0.070677572522092
ACH-000805,-0.5607161303302394
ACH-000809,-0.5072585922994188
ACH-000810,0.019772507765825283
ACH-000811,-0.3884885750889205
ACH-000817,-0.7225549402536066
ACH-000819,-0.7022155259690837
ACH-000820,-0.6530127924254678
ACH-000821,-0.12100461018596033
ACH-000822,-0.3105690108091645
ACH-000823,-0.38618182130345297
ACH-000824,-0.4760954069873454
ACH-000827,-0.611102089511092
ACH-000829,-0.5533511269556209
ACH-000831,-0.3342482590344989
ACH-000832,-0.3252219328139677
ACH-000833,-0.15236781643393565
ACH-000834,-0.3582892379839474
ACH-000835,-0.14969619028325035
ACH-000836,-0.2083146064201513
ACH-000837,-0.4366759872777214
ACH-000838,-0.17749148848148824
ACH-000839,-0.4701548456116844
ACH-000840,-0.7048811106752961
ACH-000841,-0.4551634198220973
ACH-000843,-0.2103000132868904
ACH-000846,-0.6863857781099248
ACH-000847,-0.10436647569699356
ACH-000848,-0.60392675484664
ACH-000849,-0.17250750769113735
ACH-000851,-0.4878154444524488
ACH-000855,-0.581467300742712
ACH-000856,-0.557188870216544
ACH-000858,-0.5178748352987499
ACH-000859,-0.5548986713314142
ACH-000861,-0.3497675739971223
ACH-000862,-0.4531847481688402
ACH-000865,-0.3892174249768631
ACH-000866,-0.4451823881511464
ACH-000867,-0.4172722651689788
ACH-000869,-0.5077163966582396
ACH-000872,-0.467896709751696
ACH-000873,-0.2267414199666117
ACH-000876,-0.6740751336783846
ACH-000878,-0.7046615807563994
ACH-000880,-0.7800261958337648
ACH-000881,-0.12153557322862345
ACH-000882,-0.03631437526849755
ACH-000884,-0.30715348530253106
ACH-000885,-0.604821514549746
ACH-000887,-0.22350702635723088
ACH-000889,-0.21414784912298465
ACH-000896,-0.24234218452758716
ACH-000898,-0.6370165322577483
ACH-000900,-0.6218890869731475
ACH-000901,-0.11791507557018707
ACH-000905,-0.34704163015377626
ACH-000906,-0.14173547626601285
ACH-000907,-0.20895395353334548
ACH-000910,-0.3314050958010524
ACH-000911,-0.2916462329698271
ACH-000912,-0.5495630287132001
ACH-000913,-0.5302426830089308
ACH-000915,-0.08873461706656012
ACH-000916,-1.013705973716548
ACH-000917,-0.360648445554176
ACH-000920,-0.09431132479061173
ACH-000921,-0.5093240287116283
ACH-000924,-0.034684290953404216
ACH-000926,-0.31076221249788993
