,USF1 (7391)
ACH-000004,-0.1360459300755381
ACH-000005,-0.18530465489628728
ACH-000007,-0.08873325346176064
ACH-000009,-0.2964085088143539
ACH-000011,-0.17211295141704994
ACH-000012,-0.3793686362091783
ACH-000013,-0.19741697987417745
ACH-000014,-0.02770254373367262
ACH-000015,-0.10887224479839967
ACH-000017,-0.2164749137893584
ACH-000018,-0.2601661440490214
ACH-000019,-0.2583179552453612
ACH-000021,-0.11441949152501353
ACH-000022,-0.011189882422756524
ACH-000025,-0.1250288551322579
ACH-000028,-0.07585951701980546
ACH-000030,-0.15639384989599026
ACH-000035,-0.0643795485131263
ACH-000036,-0.07834446652646611
ACH-000037,-0.15882979829603733
ACH-000039,-0.010552967372187076
ACH-000040,-0.19925391017001712
ACH-000041,-0.37232255234301204
ACH-000042,-0.1810624247224018
ACH-000045,-0.23859078481144336
ACH-000047,-0.23259445408425164
ACH-000052,-0.19033805634416384
ACH-000053,-0.2242396653112104
ACH-000054,-0.030552638932633762
ACH-000055,-0.22821116910115194
ACH-000060,-0.2259649798418994
ACH-000067,-0.0966691539310051
ACH-000070,-0.017219254228097076
ACH-000075,-0.04898015524409372
ACH-000078,0.10992154823378142
ACH-000082,-0.03249331533323288
ACH-000085,-0.034322381279587484
ACH-000086,-0.2691536837780327
ACH-000087,-0.3411199075755048
ACH-000092,-0.2416428971198075
ACH-000095,-0.1906080409946536
ACH-000097,-0.13805089885946326
ACH-000098,-0.2150156865834469
ACH-000099,-0.009580034988176831
ACH-000108,-0.12708552727507244
ACH-000113,-0.1613521734376125
ACH-000116,-0.13570431146744946
ACH-000118,-0.2293455420058429
ACH-000120,-0.17473754269282074
ACH-000123,-0.1179879350714832
ACH-000127,-0.20893551406474226
ACH-000128,-0.08814907222342165
ACH-000132,-0.19019283191673494
ACH-000133,-0.09537565135006568
ACH-000137,-0.07392406371552901
ACH-000138,0.01428517293203394
ACH-000142,-0.2511998321820158
ACH-000143,-0.007299699166591745
ACH-000146,-0.1929907482812296
ACH-000148,-0.2320399522785869
ACH-000150,-0.1402872150841389
ACH-000152,-0.06748987585457436
ACH-000153,-0.040474507138464885
ACH-000159,-0.12679263392524825
ACH-000160,-0.14354216118047236
ACH-000163,-0.2980229216313152
ACH-000167,-0.4102119390231321
ACH-000168,-0.1323151135138066
ACH-000169,-0.06038151465730024
ACH-000178,-0.20476297976610125
ACH-000183,-0.14886667772375606
ACH-000188,-0.27979974686037273
ACH-000189,-0.4164156161136068
ACH-000190,-0.10023121299573433
ACH-000198,-0.12472750435172793
ACH-000203,0.08780988406472295
ACH-000204,-0.2323940037634185
ACH-000206,0.01144686291576416
ACH-000207,0.11530938541810765
ACH-000208,-0.1137862938803213
ACH-000210,-0.18000584039209055
ACH-000211,-0.15618223606464726
ACH-000215,-0.2731742369554099
ACH-000221,-0.17728462511695858
ACH-000222,0.02349734931983461
ACH-000223,-0.21954003670445368
ACH-000226,-0.16054639538848736
ACH-000227,-0.2044306871078339
ACH-000228,-0.22183056273388987
ACH-000231,-0.05453420291424597
ACH-000232,-0.23473101784079425
ACH-000233,-0.14331480877808053
ACH-000234,-0.2378664906618325
ACH-000235,-0.1631253781471762
ACH-000237,-0.1034313690618674
ACH-000238,-0.1620764021875065
ACH-000242,-0.3109096395783085
ACH-000243,-0.0728266920935469
ACH-000244,-0.26307676602698393
ACH-000246,-0.12564072115383085
ACH-000248,-0.17440074654488988
ACH-000250,-0.22435148955871495
ACH-000251,-0.14378147651243292
ACH-000252,-0.16934598115294947
ACH-000253,-0.005833821437794007
ACH-000255,-0.16677368966212766
ACH-000256,-0.11030290263322833
ACH-000257,-0.027726403643408774
ACH-000258,-0.14095950926876188
ACH-000259,-0.12222588028612685
ACH-000260,-0.08357743999335109
ACH-000261,-0.1983564192492195
ACH-000262,0.17414086217618066
ACH-000263,-0.09607086158108727
ACH-000264,-0.1995452622996411
ACH-000265,-0.09088577548999507
ACH-000266,-0.12775417263811814
ACH-000272,-0.18611177754330813
ACH-000274,-0.017621848333359738
ACH-000277,-0.1904045460876049
ACH-000278,-0.14214300038265468
ACH-000279,-0.10390058367070333
ACH-000280,-0.07385201896775938
ACH-000281,-0.005757556434743903
ACH-000288,-0.20084717095279425
ACH-000291,-0.08927156449772154
ACH-000293,-0.14237097265021045
ACH-000294,0.002054029113305161
ACH-000295,-0.052275588518224884
ACH-000296,0.050354479342706884
ACH-000302,-0.19175869459593106
ACH-000304,-0.21602821613678708
ACH-000307,-0.06413775442019412
ACH-000308,-0.16349760050058346
ACH-000310,0.12265965979100545
ACH-000311,-0.4432078935916295
ACH-000312,-0.13188084319243032
ACH-000315,-0.02619568197277416
ACH-000316,-0.09997072702708652
ACH-000317,-0.03286782187087832
ACH-000318,-0.05860511190276399
ACH-000319,-0.11600893906960573
ACH-000320,-0.09155719479303658
ACH-000322,0.04090820330497294
ACH-000323,-0.010332081263201693
ACH-000324,-0.08526986765380502
ACH-000329,-0.1308995437274063
ACH-000330,-0.15120744820269635
ACH-000331,-0.003171991610668696
ACH-000332,-0.12683474676421075
ACH-000334,-0.09920228335521812
ACH-000335,-0.3156093371061965
ACH-000336,-0.13016653071520554
ACH-000337,-0.2464645423178098
ACH-000338,0.22261558155591246
ACH-000339,-0.1398711728793655
ACH-000341,-0.22587692980658705
ACH-000348,-0.2055833638664949
ACH-000350,-0.06016978108778055
ACH-000352,-0.1740996843492619
ACH-000356,-0.006792850335000339
ACH-000361,-0.0982000668584817
ACH-000362,0.034661523487841635
ACH-000363,-0.06609288676688095
ACH-000364,-0.2068090591373345
ACH-000365,-0.1430582009809451
ACH-000366,-0.1245000149833226
ACH-000368,-0.024142855743810518
ACH-000374,-0.05222753801949052
ACH-000375,-0.3206419138535062
ACH-000376,-0.11252789480670204
ACH-000381,-0.04603820899499406
ACH-000383,-0.15418447696435772
ACH-000387,-0.20825600759430496
ACH-000389,-0.2492001814055388
ACH-000390,-0.22119784666954373
ACH-000393,-0.14224969583860975
ACH-000395,0.07267161385524526
ACH-000396,0.09653332459058007
ACH-000397,-0.12249064182027583
ACH-000401,-0.07556356633200416
ACH-000402,-0.4603119505871362
ACH-000403,-0.13032514979504614
ACH-000404,-0.07222949806024159
ACH-000406,-0.028153222669266363
ACH-000407,-0.0781375887694962
ACH-000408,-0.24040541558896464
ACH-000410,-0.20079302280137054
ACH-000411,-0.06784058427506368
ACH-000414,-0.1480576583163036
ACH-000415,-0.11883904711509588
ACH-000416,-0.13330220707967966
ACH-000420,-0.11837790217350533
ACH-000421,-0.037554840728732566
ACH-000424,0.04026217299967207
ACH-000425,-0.04667221013285378
ACH-000426,-0.23447215077042804
ACH-000427,-0.16439313578245476
ACH-000433,-0.10047426942222604
ACH-000435,-0.6040364444242659
ACH-000436,-0.166257376176548
ACH-000444,-0.15182173179617134
ACH-000445,-0.06430812326883929
ACH-000448,-0.2164530976246346
ACH-000450,-0.3182467308952753
ACH-000452,-0.06579084204528943
ACH-000454,-0.07939777799478567
ACH-000458,-0.3756832702488584
ACH-000459,-0.18723837466853036
ACH-000460,-0.1005883942860896
ACH-000461,-0.22767328761505554
ACH-000463,-0.16150822433016884
ACH-000464,-0.04340600311150398
ACH-000466,-0.1365694341539954
ACH-000467,-0.15918613626771252
ACH-000468,-0.05856688513241684
ACH-000469,-0.11933561680225573
ACH-000470,0.11969129842278645
ACH-000471,-0.2831514237373787
ACH-000472,-0.10990253085239388
ACH-000473,-0.05994352678565321
ACH-000475,-0.15123415718424693
ACH-000476,-0.09084721773624957
ACH-000477,-0.06556118031401295
ACH-000479,-0.2694856344558669
ACH-000480,-0.09200506203160456
ACH-000481,-0.09511183382164456
ACH-000483,-0.07144910458954043
ACH-000484,-0.05023565852543838
ACH-000485,0.0010376508741687218
ACH-000486,-0.0827716303672691
ACH-000487,-0.034621608937590115
ACH-000488,-0.09610441123211592
ACH-000490,-0.06579823995590628
ACH-000491,-0.2155120485286396
ACH-000495,-0.38052735115528974
ACH-000496,-0.3882669004468247
ACH-000499,-0.22775703115036655
