,PPBP (5473)
ACH-000004,-0.01750181984390798
ACH-000005,-0.15766794195592285
ACH-000007,0.02149141292658498
ACH-000009,0.20886927000079308
ACH-000011,0.003949429060904271
ACH-000012,0.0493723145809801
ACH-000013,0.1615428145130437
ACH-000014,0.1588277729300459
ACH-000015,0.18042303724603004
ACH-000017,0.2187606178916873
ACH-000018,-0.02418807320248249
ACH-000019,0.2875897749848671
ACH-000021,0.16940104349483565
ACH-000022,-0.010170229411373284
ACH-000025,-0.040677267312370216
ACH-000028,0.15135388376167488
ACH-000030,0.18348138491149094
ACH-000035,0.16648212908550752
ACH-000036,0.03555444588739993
ACH-000037,0.06425602851521707
ACH-000039,-0.014949163079816453
ACH-000040,0.030607069421324882
ACH-000041,0.1267897855272347
ACH-000042,0.07725431136554532
ACH-000045,0.08977662713339997
ACH-000047,0.11073086522915353
ACH-000052,0.05531217401140229
ACH-000053,0.07236041596601618
ACH-000054,0.2342034462698225
ACH-000055,-0.07451050244061334
ACH-000060,-0.007220949117073362
ACH-000067,-0.1046028502616409
ACH-000070,0.03955191903815964
ACH-000075,0.08527996100677085
ACH-000078,0.2142548522642784
ACH-000082,0.0993847485996431
ACH-000085,0.08927983642320518
ACH-000086,0.2125220044015795
ACH-000087,0.09013767784832967
ACH-000092,0.1831035956720965
ACH-000095,0.13932505711804302
ACH-000097,0.11766100765497065
ACH-000098,0.06674684123669994
ACH-000099,0.1880693407247146
ACH-000108,0.0658114641315933
ACH-000113,0.0300811975424983
ACH-000116,0.2201561539506388
ACH-000118,0.06999521021296654
ACH-000120,0.2382780802920201
ACH-000123,0.08024626592013404
ACH-000127,0.08603592604621117
ACH-000128,0.11844218234702256
ACH-000132,0.22487914472777165
ACH-000133,0.04046502528408115
ACH-000137,0.07460710757677592
ACH-000138,0.13190929981223426
ACH-000142,0.024760838672808632
ACH-000143,-0.16133671749355516
ACH-000146,0.015900283972017957
ACH-000148,0.05235107467678645
ACH-000150,-0.002828410587924185
ACH-000152,0.1089128493419254
ACH-000153,-0.03866824350544496
ACH-000159,0.14136704786348106
ACH-000160,0.07888465804193211
ACH-000163,0.10045521116096423
ACH-000167,0.32908531309111383
ACH-000168,0.01299340844741335
ACH-000169,0.09860626749993368
ACH-000178,0.13123769365887014
ACH-000183,0.03630752389966409
ACH-000188,0.018177395686108933
ACH-000189,0.3850655071580728
ACH-000190,-0.010450317016304986
ACH-000198,0.15295877235031474
ACH-000203,0.07200306174137122
ACH-000204,0.14767070527880236
ACH-000206,0.2204425646213259
ACH-000207,0.163978970370389
ACH-000208,-0.014721296154875713
ACH-000210,-0.1313860775692737
ACH-000211,0.01694092592892195
ACH-000215,0.12589400217585653
ACH-000221,0.2315376630751156
ACH-000222,0.19109037803122114
ACH-000223,0.14490004457075084
ACH-000226,0.07851553491475431
ACH-000227,0.12020238008047368
ACH-000228,0.09191764350041554
ACH-000231,0.03376037001683162
ACH-000232,-0.009438840502181741
ACH-000233,0.27795279342581297
ACH-000234,0.1229115795162084
ACH-000235,0.0866387280254859
ACH-000237,0.16228372879140185
ACH-000238,0.036963483647496936
ACH-000242,-0.07882592216175957
ACH-000243,0.13652453363237166
ACH-000244,0.0695751455382123
ACH-000246,0.13979406473016745
ACH-000248,-0.1468049227400314
ACH-000250,0.09430013725636127
ACH-000251,0.16816837883966107
ACH-000252,0.37072849052252455
ACH-000253,0.08328122851285377
ACH-000255,0.02742998296874365
ACH-000256,0.19518073729439656
ACH-000257,0.2925850928582492
ACH-000258,0.08546914850181472
ACH-000259,0.07254636866297506
ACH-000260,0.043887503660742094
ACH-000261,0.21960422386728173
ACH-000262,-0.028009771102316526
ACH-000263,0.08766136714322807
ACH-000264,0.09193183018247147
ACH-000265,0.10671826855060944
ACH-000266,0.1954701086459055
ACH-000272,0.023463789837726186
ACH-000274,0.2323400510238275
ACH-000277,0.07526433626728181
ACH-000278,0.22676699891071286
ACH-000279,0.1082493450294913
ACH-000280,0.12229537348341254
ACH-000281,0.2670932525547411
ACH-000288,0.11387185536627226
ACH-000291,0.15624218920005378
ACH-000293,0.027087871550193505
ACH-000294,0.21975942923526215
ACH-000295,-0.29251137264948807
ACH-000296,0.1106984419485512
ACH-000302,0.08617529496504081
ACH-000304,0.03319782996893579
ACH-000307,0.16724023736967494
ACH-000308,0.07986245565593525
ACH-000310,0.1975064020765744
