,PLA2G4D (283748)
ACH-000004,-0.19657168277431733
ACH-000005,-0.2546408304770941
ACH-000007,-0.15239379736770178
ACH-000009,-0.3827715007128919
ACH-000011,-0.02011192915468926
ACH-000012,-0.2576042587158469
ACH-000013,-0.3052952262779365
ACH-000014,-0.18832175262811504
ACH-000015,-0.012968121246585002
ACH-000017,-0.15802535227484385
ACH-000018,-0.0794740769900737
ACH-000019,-0.08490911483036279
ACH-000021,-0.09940113992467058
ACH-000022,-0.25824594002040746
ACH-000025,-0.2584026667313402
ACH-000028,-0.08019149293566116
ACH-000030,-0.2652448298786748
ACH-000035,-0.21227426582743275
ACH-000036,-0.15934623447181587
ACH-000037,-0.1896457870040616
ACH-000039,-0.11634143758449204
ACH-000040,-0.06455718454635256
ACH-000041,-0.12942292252740148
ACH-000042,-0.057276406491442035
ACH-000045,-0.2864996488439664
ACH-000047,-0.1819973897631656
ACH-000052,-0.3415148352389412
ACH-000053,-0.2386328580675192
ACH-000054,-0.11859019353743913
ACH-000055,-0.18626429625235244
ACH-000060,-0.09304496828599124
ACH-000067,-0.2576048516092124
ACH-000070,-0.17469184583528222
ACH-000075,-0.2598254132681791
ACH-000078,-0.1368604598163753
ACH-000082,-0.15222607706349933
ACH-000085,-0.21772290406905806
ACH-000086,-0.2204991025610608
ACH-000087,0.0009168876711266057
ACH-000092,-0.1772804237215073
ACH-000095,-0.16093223631769152
ACH-000097,-0.15608580911303754
ACH-000098,-0.0768747319688302
ACH-000099,-0.2355049734150945
ACH-000108,-0.31344260557990633
ACH-000113,-0.3286736919819157
ACH-000116,-0.1854000882901164
ACH-000118,-0.06021408438355402
ACH-000120,-0.2015732626882156
ACH-000123,-0.16540786495151127
ACH-000127,-0.13068440577028625
ACH-000128,-0.18250080025423052
ACH-000132,-0.32977326783810595
ACH-000133,-0.12198901145865312
ACH-000137,-0.17074859111964405
ACH-000138,-0.08648479584688401
ACH-000142,-0.22763299501029985
ACH-000143,-0.4085879975598263
ACH-000146,-0.2418663784042043
ACH-000148,-0.2808915523834356
ACH-000150,-0.25104022786225233
ACH-000152,-0.09434962433719912
ACH-000153,-0.3655093241434813
ACH-000159,-0.11570978556670687
ACH-000160,-0.3830055749807533
ACH-000163,-0.21186631339165435
ACH-000167,-0.05089164432448087
ACH-000168,-0.10741591867001583
ACH-000169,-0.2452718794023107
ACH-000178,-0.19949402779526
ACH-000183,-0.19573025687783527
ACH-000188,-0.18160328609121876
ACH-000189,-0.16849940631296456
ACH-000190,-0.16536207056765526
ACH-000198,-0.2992213867405042
ACH-000203,0.07508948323444138
ACH-000204,-0.2943596095845105
ACH-000206,-0.41319344257451057
ACH-000207,-0.25553167009603645
ACH-000208,-0.09251527346468004
ACH-000210,-0.18034843550183446
ACH-000211,-0.035483045308299155
ACH-000215,-0.17052997097441155
ACH-000221,-0.2846386804887418
ACH-000222,-0.3088189785522831
ACH-000223,-0.2594247463062577
ACH-000226,-0.31039968609248275
ACH-000227,-0.451181143355744
ACH-000228,-0.07835668693503281
ACH-000231,-0.12153450638116745
ACH-000232,-0.17127665219117316
ACH-000233,-0.2474514311353279
ACH-000234,-0.07708673566380382
ACH-000235,-0.17234309614882354
ACH-000237,-0.11974946302274032
ACH-000238,-0.03291776338259348
ACH-000242,0.00655183305129773
ACH-000243,-0.27123509352708103
ACH-000244,-0.2586631445135492
ACH-000246,-0.021049647105184043
ACH-000248,-0.1425493997553223
ACH-000250,-0.28788748644909423
ACH-000251,-0.5008779635000896
ACH-000252,-0.2630770872263057
ACH-000253,-0.2049818948645321
ACH-000255,-0.32301538640835753
ACH-000256,-0.3363376746102787
ACH-000257,-0.13900036773933394
ACH-000258,-0.04533903876619861
ACH-000259,-0.041822547772555535
ACH-000260,-0.14321463248053656
ACH-000261,-0.26167281756313865
ACH-000262,-0.23930939749514885
ACH-000263,-0.15866002510801158
ACH-000264,-0.16255062496541567
ACH-000265,-0.3899946903624275
ACH-000266,-0.10610491414391612
ACH-000272,-0.2265302529971861
ACH-000274,-0.31721829419698644
ACH-000277,-0.12300802569716435
ACH-000278,-0.2089883514601327
ACH-000279,-0.21265253020266736
ACH-000280,-0.04063137932210186
ACH-000281,-0.07049616710384053
ACH-000288,-0.16829885038124295
ACH-000291,-0.2841971114627471
ACH-000293,-0.08185280907908926
ACH-000294,-0.16938969841039914
ACH-000295,-0.5302476777699574
ACH-000296,-0.15530631142107973
ACH-000302,-0.19269352803489853
ACH-000304,-0.06450864777721285
ACH-000307,-0.08485999437780765
ACH-000308,-0.14513815425875706
ACH-000310,-0.2834297646978307
ACH-000311,-0.1226546678599343
ACH-000312,-0.2454989692766328
ACH-000315,-0.14882950534098385
ACH-000316,-0.27457994068697783
ACH-000317,-0.0835477630046458
ACH-000318,-0.3156487751251948
ACH-000319,-0.20480433290789307
ACH-000320,-0.057368799178943934
ACH-000322,-0.2538109589576303
ACH-000323,-0.14343812534775086
ACH-000324,-0.2186498288540757
ACH-000329,-0.1490573359587184
ACH-000330,-0.3075885703928429
ACH-000331,-0.3026303678751871
ACH-000332,-0.1276787640079616
ACH-000334,-0.2584803546847033
ACH-000335,-0.3768380399191952
ACH-000336,-0.045180961613702594
ACH-000337,-0.14422781720221975
ACH-000338,0.15006507818502687
ACH-000339,-0.245783906064176
ACH-000341,-0.15665470819247848
ACH-000348,-0.20994563140977668
ACH-000350,-0.2236498568726013
ACH-000352,-0.2703562648744986
ACH-000356,-0.07071032666281411
ACH-000361,-0.3515346612532367
ACH-000362,-0.2338589633261777
ACH-000363,-0.3479278723584855
ACH-000364,-0.07824607936962867
ACH-000365,-0.18195114003736454
ACH-000366,-0.2037734441748885
ACH-000368,-0.2706577293444484
ACH-000374,-0.16627718200738492
ACH-000375,-0.4253257508293716
ACH-000376,-0.17775218744140994
ACH-000381,-0.016063363283524257
ACH-000383,-0.1505339109392242
ACH-000387,-0.17110477505581587
ACH-000389,-0.1335841101228585
ACH-000390,-0.21561280086447115
ACH-000393,-0.16252519246327718
ACH-000395,-0.19002962141130816
ACH-000396,-0.0765920495458745
ACH-000397,-0.08900167389491857
ACH-000401,-0.13161632610319454
ACH-000402,-0.16931215497623828
ACH-000403,-0.138073121082085
ACH-000404,-0.16425071223478088
ACH-000406,-0.15304316108033567
ACH-000407,-0.2862887386863148
ACH-000408,-0.018116832704125948
ACH-000410,-0.2095170850375689
ACH-000411,-0.04037730014315168
ACH-000414,-0.04006211424874144
ACH-000415,-0.17082453200516606
ACH-000416,-0.08106173701864207
ACH-000420,-0.17656472849757432
ACH-000421,-0.3196761229571013
ACH-000424,-0.33961015363569275
ACH-000425,-0.1666399117220596
ACH-000426,-0.0892717172824069
ACH-000427,-0.19366886608673908
ACH-000433,-0.031254145302256515
ACH-000435,-0.27824028741285856
ACH-000436,-0.019910990582628497
ACH-000444,-0.1739183950983635
ACH-000445,-0.1485481167113473
ACH-000448,-0.16503130821609888
ACH-000450,-0.2845431798133861
ACH-000452,-0.1646858197329676
ACH-000454,-0.23419100577065866
ACH-000458,-0.15065021230833425
ACH-000459,0.027766192604877667
ACH-000460,-0.25791614454149725
ACH-000461,-0.16237108614826826
ACH-000463,-0.16696350057597736
ACH-000464,-0.2583242114969158
ACH-000466,-0.29797008116086304
ACH-000467,-0.25210655090812384
ACH-000468,-0.42016275015479937
ACH-000469,-0.2319593538464077
ACH-000470,-0.17227690163083362
ACH-000471,-0.08958913161510393
ACH-000472,-0.15286928126983348
ACH-000473,-0.20868421379487875
ACH-000475,-0.10513321556245964
ACH-000476,-0.23397983046547
ACH-000477,0.01513282737537775
ACH-000479,-0.08471461649605477
ACH-000480,-0.15336584320344873
ACH-000481,-0.296463954287507
ACH-000483,-0.3415166224942225
ACH-000484,-0.31152238697406925
ACH-000485,-0.15061497574209212
ACH-000486,-0.1457248976119122
ACH-000487,-0.20597304245403264
ACH-000488,-0.3067365755419267
ACH-000490,-0.27360692008765186
ACH-000491,-0.2552531171569908
ACH-000495,-0.29052458464425485
ACH-000496,-0.24933803449342265
ACH-000499,-0.349310934350748
ACH-000500,-0.4592182349311636
ACH-000502,-0.16304839821929587
ACH-000503,-0.7184187420699852
ACH-000505,-0.20986270666944007
ACH-000507,-0.119945065705935
ACH-000510,-0.2542174028052954
ACH-000511,-0.20510519463890428
ACH-000512,-0.3973333663261555
ACH-000516,-0.13210094543477433
ACH-000517,-0.16555640091457405
ACH-000518,-0.19591259645743095
ACH-000520,-0.2358995430365745
ACH-000521,-0.2112278944916545
ACH-000522,-0.3427887314393573
ACH-000524,-0.24926867437766215
ACH-000527,-0.1639336439020037
ACH-000528,-0.2872361433389713
ACH-000537,-0.23004065657686884
ACH-000541,-0.25358551359347603
ACH-000542,-0.21481821742011606
ACH-000544,-0.1328916208310201
ACH-000545,-0.12511108779499727
ACH-000547,-0.30009642837512684
ACH-000548,-0.29288131680090435
ACH-000549,-0.32515452990035626
ACH-000550,-0.13551635181689506
ACH-000552,-0.19909034146146196
ACH-000556,-0.18552804545648935
ACH-000557,-0.21053124936529194
ACH-000569,-0.24035710589322395
ACH-000570,-0.22517429546123766
ACH-000571,-0.1157537982869817
ACH-000573,-0.29748212365398063
ACH-000576,-0.2204214912142279
ACH-000579,-0.12283083701923266
ACH-000580,-0.3004189657612847
ACH-000584,-0.18170067759024428
ACH-000585,-0.2752039558914934
ACH-000588,-0.1878305158425429
ACH-000589,-0.20262898355881026
ACH-000591,-0.3020626583790089
ACH-000593,-0.2884307383283504
ACH-000600,-0.17259350070309604
