,PCTP (58488)
ACH-000004,0.07725931603369128
ACH-000005,0.4987062299244173
ACH-000007,0.08769447146171026
ACH-000009,-0.03723121737660631
ACH-000011,0.010290621525814269
ACH-000012,-0.0421975527742301
ACH-000013,-0.06450560625584993
ACH-000014,0.17408991700450602
ACH-000015,-0.07625382110073882
ACH-000017,-0.006426785179445253
ACH-000018,-0.02116911045834441
ACH-000019,-0.3897453961344482
ACH-000021,0.03621925812480786
ACH-000022,-0.02193511534103956
ACH-000025,0.10845725341791253
ACH-000028,-0.08122335080821434
ACH-000030,-0.05081816079907636
ACH-000035,-0.06498507716280735
ACH-000036,-0.05913032225291628
ACH-000037,-0.027402566584349308
ACH-000039,-0.19725690609324206
ACH-000040,-0.09361005806863304
ACH-000041,-0.05718623488408705
ACH-000042,0.06901494049422173
ACH-000045,0.026883794937598647
ACH-000047,-0.14031453448296854
ACH-000052,0.04428595545942078
ACH-000053,-0.04517260678575229
ACH-000054,-0.07860562752783558
ACH-000055,-0.012961956987097012
ACH-000060,-0.1054431451885912
ACH-000067,-0.029292931063427827
ACH-000070,0.0568733220859819
ACH-000075,-0.11010588913916396
ACH-000078,-0.09861588910176554
ACH-000082,-0.10814529263605094
ACH-000085,0.06817980993461778
ACH-000086,0.023826873291356018
ACH-000087,-0.03672125318776268
ACH-000092,0.04976367667076023
ACH-000095,-0.10057071579252083
ACH-000097,0.005539182271452481
ACH-000098,0.012825270762113138
ACH-000099,-0.183411236825865
ACH-000108,-0.020379288183799832
ACH-000113,0.0256406505301803
ACH-000116,-0.04544673296802571
ACH-000118,-0.034520535302911395
ACH-000120,-0.4401543649460917
ACH-000123,-0.260972256143638
ACH-000127,-0.04419420403502467
ACH-000128,-0.13063320338839451
ACH-000132,0.030710897932053862
ACH-000133,0.10931204092332224
ACH-000137,-0.1463991530290816
ACH-000138,-0.049827737098462034
ACH-000142,-0.1030348564182867
ACH-000143,-0.077454272448175
ACH-000146,0.02149213689743159
ACH-000148,-0.04400395376730245
ACH-000150,0.0705871330424868
ACH-000152,-0.11016753257681912
ACH-000153,-0.08015356227810037
ACH-000159,-0.026836047892974762
ACH-000160,-0.07977818671375984
ACH-000163,-0.1496858355130655
ACH-000167,0.20034682824744965
ACH-000168,-0.038511404284287135
ACH-000169,-0.028020443290449427
ACH-000178,0.04627485020351855
ACH-000183,-0.037162166314205235
ACH-000188,-0.12970703548103724
ACH-000189,0.0732682256188961
ACH-000190,-0.2955870742136124
ACH-000198,0.017270453636744627
ACH-000203,-0.3119133204970365
ACH-000204,-0.21148831826976328
