,ARIH1 (25820)
ACH-000004,-0.9595549170552806
ACH-000005,-1.2003669885151431
ACH-000007,-1.2028748888535692
ACH-000009,-1.1237553379201721
ACH-000011,-0.9040386358045822
ACH-000012,-1.008493616567366
ACH-000013,-0.9027433699308768
ACH-000014,-0.7138815291615009
ACH-000015,-1.0602747784423523
ACH-000017,-1.343393309637404
ACH-000018,-0.9188987832337812
ACH-000019,-0.5929917817286627
ACH-000021,-0.9691206096116064
ACH-000022,-1.1036133092353224
ACH-000025,-0.9933587455899148
ACH-000028,-0.8982928167836228
ACH-000030,-1.1770228130715257
ACH-000035,-0.9860949925063228
ACH-000036,-0.914646412204982
ACH-000037,-0.7824752915476756
ACH-000039,-1.0348155258479113
ACH-000040,-1.0616723514462594
ACH-000041,-0.8155040447814842
ACH-000042,-1.1816865175314686
ACH-000045,-0.5204294861770545
ACH-000047,-1.0584716682564546
ACH-000052,-1.0150302483417353
ACH-000053,-0.8587256812621695
ACH-000054,-0.9539904159812193
ACH-000055,-1.033597984230188
ACH-000060,-1.0722672092446854
ACH-000067,-1.0392149215163962
ACH-000070,-1.1373723850757826
ACH-000075,-1.0211344860944485
ACH-000078,-0.3170235925724589
ACH-000082,-0.7598575428698364
ACH-000085,-1.2063541718188535
ACH-000086,-0.9610939133305866
ACH-000087,-0.8612591683005097
ACH-000092,-1.0231987092151722
ACH-000095,-1.048595829876014
ACH-000097,-1.121629763169177
ACH-000098,-0.9160232306163294
ACH-000099,-0.8988968126724557
ACH-000108,-0.9427873075621336
ACH-000113,-0.8949240576119256
ACH-000116,-1.2898166092909795
ACH-000118,-1.1895047188233479
ACH-000120,-0.8239737320466788
ACH-000123,-1.0005643200899093
ACH-000127,-1.088250303548811
ACH-000128,-1.0602089879873875
ACH-000132,-1.4295571845165471
ACH-000133,-0.9953342377002048
ACH-000137,-1.0248062796445383
ACH-000138,-1.1326876569292257
ACH-000142,-0.8167696736986233
ACH-000143,-1.2513766170618972
ACH-000146,-1.100348669194107
ACH-000148,-1.1304734240380576
ACH-000150,-0.9336259527602276
ACH-000152,-0.7634805715764276
ACH-000153,-0.91872393320044
ACH-000159,-1.0620787296470624
ACH-000160,-1.326398909139035
ACH-000163,-0.9934460507964348
ACH-000167,-1.718306928992679
ACH-000168,-0.9942501176354916
ACH-000169,-1.049518401133967
ACH-000178,-1.0678908063995842
ACH-000183,-1.326737912464437
ACH-000188,-0.9320249322813364
ACH-000189,-1.2288195582726638
ACH-000190,-1.2067967846958252
ACH-000198,-0.7124503460375681
ACH-000203,-1.0880356453560325
ACH-000204,-1.1922442671939233
ACH-000206,-0.8803175237580938
ACH-000207,-1.101628598950345
ACH-000208,-0.8466835674689872
ACH-000210,-0.9976809867688564
ACH-000211,-1.0303857233641394
ACH-000215,-0.9939568889084434
ACH-000221,-0.8037108584284067
ACH-000222,-1.1177154497864752
ACH-000223,-1.4674216669803934
ACH-000226,-0.5993988583023937
ACH-000227,-0.7234390236775122
ACH-000228,-0.9193145268584068
ACH-000231,-1.1497078783322117
ACH-000232,-1.0088929043109252
ACH-000233,-1.083509175150962
ACH-000234,-1.091861490857995
ACH-000235,-1.0421395071330606
ACH-000237,-0.9545338308577578
ACH-000238,-1.0526894448216415
ACH-000242,-0.7578365183019229
ACH-000243,-1.3227884124340992
ACH-000244,-0.7530836783120863
ACH-000246,-0.9552174355733534
ACH-000248,-1.1840915976499284
ACH-000250,-1.0804507137968618
ACH-000251,-1.4844302913405163
ACH-000252,-1.162256878027382
ACH-000253,-1.1534437156321775
ACH-000255,-1.0543754999265098
ACH-000256,-1.2777008053707446
ACH-000257,-0.8022867732778212
ACH-000258,-0.8229570147162198
ACH-000259,-1.0416144361782111
ACH-000260,-0.8543177884218649
ACH-000261,-0.9816030260277736
ACH-000262,-0.9871598571913496
ACH-000263,-1.2005786572219077
ACH-000264,-0.7357355002633228
ACH-000265,-0.9873732445943876
ACH-000266,-1.0624583812196164
ACH-000272,-1.0165045418338898
ACH-000274,-0.6356200981039057
ACH-000277,-1.3196225994477115
ACH-000278,-0.8925212082488428
ACH-000279,-1.0162336672452121
ACH-000280,-0.9619049658968216
ACH-000281,-1.0107316621180813
ACH-000288,-0.9879331251827944
ACH-000291,-1.0920923061291214
ACH-000293,-1.3019780856066945
ACH-000294,-1.0938952597986402
ACH-000295,-0.9411442839629957
ACH-000296,-1.178458395057179
ACH-000302,-1.1245176928578977
ACH-000304,-0.9847008442081404
ACH-000307,-0.9425705945413492
ACH-000308,-0.6276905069495813
ACH-000310,-0.6143902372450903
ACH-000311,-0.8599467655863396
ACH-000312,-0.7496679073809337
ACH-000315,-1.0349001693776831
ACH-000316,-0.8486336848690844
ACH-000317,-1.2378374253944642
ACH-000318,-1.0094058791354763
ACH-000319,-0.973210705997518
ACH-000320,-1.4052831455048354
ACH-000322,-0.8623988911436621
ACH-000323,-0.99839061728214
ACH-000324,-1.0742691299629572
ACH-000329,-1.2117394740348824
ACH-000330,-1.0762145915524093
ACH-000331,-1.1579774514114598
ACH-000332,-1.0841502682101043
ACH-000334,-1.2760299011437786
ACH-000335,-1.0842665063868444
ACH-000336,-1.015690206021877
ACH-000337,-0.6627338873074439
ACH-000338,-0.756483186226172
ACH-000339,-1.034810376537057
ACH-000341,-0.6492751669284017
ACH-000348,-0.9666345018331838
ACH-000350,-1.0260455905673629
ACH-000352,-1.3215607425704936
ACH-000356,-1.1507849109225254
ACH-000361,-1.0207819079435103
ACH-000362,-0.9403886486944464
ACH-000363,-1.1701546654155603
ACH-000364,-0.8919375067441991
ACH-000365,-1.1018058545819462
ACH-000366,-0.6216659663122567
ACH-000368,-1.104731734433205
ACH-000374,-1.3682089314574049
ACH-000375,-0.9827286723598604
ACH-000376,-1.055779581636208
ACH-000381,-0.986011830179318
ACH-000383,-1.033710813251418
ACH-000387,-1.159612995244956
ACH-000389,-0.9341517529684856
ACH-000390,-1.2075797113125684
ACH-000393,-1.0912114247369604
ACH-000395,-0.9660302261582828
ACH-000396,-0.9325204390669328
ACH-000397,-1.1453897445189545
ACH-000401,-1.0532502647520263
ACH-000402,-1.0750986920711454
ACH-000403,-0.9982459766492612
ACH-000404,-1.3205875817745538
ACH-000406,-0.9158538681563932
ACH-000407,-0.9068743029899202
ACH-000408,-1.0992602515904395
ACH-000410,-0.9644264525420496
ACH-000411,-0.8697750451389532
ACH-000414,-0.9244307221469472
ACH-000415,-0.9880128760701626
ACH-000416,-1.0843285021470632
ACH-000420,-1.1672972130805634
ACH-000421,-1.1383425915862684
ACH-000424,-0.9147462326695136
ACH-000425,-1.0761729122483363
ACH-000426,-1.4409052778090627
ACH-000427,-1.3334204606558888
ACH-000433,-0.5748866871177407
ACH-000435,-1.1690003512195
ACH-000436,-1.1995158245700692
ACH-000444,-0.8623771870687176
ACH-000445,-0.8953571065816215
ACH-000448,-0.9325077633810348
ACH-000450,-0.5903655896292229
ACH-000452,-1.0546460812023086
ACH-000454,-1.4796827739216631
