,UBE3A (7337)
ACH-000004,0.019080018627820848
ACH-000005,-0.08088463500981112
ACH-000007,-0.32183824790186216
ACH-000009,-0.16690452571477002
ACH-000011,-0.12464701791624272
ACH-000012,0.01760866957099374
ACH-000013,0.03227436055008084
ACH-000014,0.051904221313630934
ACH-000015,-0.012035999198956905
ACH-000017,-0.14552331015032507
ACH-000018,0.03172862990580882
ACH-000019,-0.06838972042238138
ACH-000021,0.07493990105997786
ACH-000022,-0.06869483165150593
ACH-000025,-0.06677495963938664
ACH-000028,0.02143661783044836
ACH-000030,-0.024928071894258504
ACH-000035,0.06614822355100937
ACH-000036,0.10627977710780888
ACH-000037,-0.15648261031934035
ACH-000039,0.18350067301656975
ACH-000040,0.05858056886708472
ACH-000041,0.0506812040639545
ACH-000042,0.10972634748712058
ACH-000045,-0.09973614444836837
ACH-000047,0.031693028751672334
ACH-000052,-0.261889328816308
ACH-000053,-0.19601818694525933
ACH-000054,0.07178880965525522
ACH-000055,-0.13707193794021635
ACH-000060,0.0855780906343966
ACH-000067,-0.0932753468648698
ACH-000070,-0.012429497724426343
ACH-000075,0.2979736408007155
ACH-000078,-0.04812739848579098
ACH-000082,-0.08771044730656928
ACH-000085,-0.14584956353494485
ACH-000086,-0.1040076385920109
ACH-000087,0.041717925318907965
ACH-000092,-0.09763050109539334
ACH-000095,-0.0008129203398485484
ACH-000097,-0.10296913171651058
ACH-000098,-0.018752501002786998
ACH-000099,0.0023028270427898232
ACH-000108,0.07844370021294557
ACH-000113,-0.02920725325823052
ACH-000116,0.09941013079168967
ACH-000118,0.01680588476495888
ACH-000120,0.011230856067867959
ACH-000123,-0.17771070185134913
ACH-000127,0.07677259942602789
ACH-000128,-0.12161922611212753
ACH-000132,-0.09231493499453587
ACH-000133,-0.04030383298704553
ACH-000137,0.002240928097272232
ACH-000138,0.10634205536161176
ACH-000142,0.2293635210007532
ACH-000143,0.04855427905861659
ACH-000146,-0.11699116251754715
ACH-000148,-0.039888588304356924
ACH-000150,-0.09688433300186083
ACH-000152,0.017787194964871973
ACH-000153,-0.050044620653208124
ACH-000159,-0.011225586275595629
ACH-000160,-0.03593011793900052
ACH-000163,0.16455243558108892
