,IDI2 (91734)
ACH-000004,0.0994822030684548
ACH-000005,0.2304463904969234
ACH-000007,0.07026921928088313
ACH-000009,-0.033363373315237345
ACH-000011,0.10199873650103572
ACH-000012,0.08094642696288587
ACH-000013,0.07031253837430926
ACH-000014,0.1343924668144978
ACH-000015,0.08789918386575851
ACH-000017,0.08769920570667712
ACH-000018,-0.003488245974409395
ACH-000019,-0.07525753897983364
ACH-000021,-0.1817546840317486
ACH-000022,0.07050304262357962
ACH-000025,0.0945071914854638
ACH-000028,0.15250190611090486
ACH-000030,0.062431856308537086
ACH-000035,0.09428525416573244
ACH-000036,0.08874279727630535
ACH-000037,-0.08277514022880356
ACH-000039,0.17243304988287542
ACH-000040,-0.04665352017725483
ACH-000041,0.011231340435836
ACH-000042,0.06333491874513512
ACH-000045,0.22775924072151005
ACH-000047,0.1163570001305776
ACH-000052,0.2215635099209841
ACH-000053,-0.009507333230695912
ACH-000054,0.010461613571981556
ACH-000055,0.036001265394331745
ACH-000060,-0.003003182900005865
ACH-000067,-0.03878755191596305
ACH-000070,-0.027092030735904986
ACH-000075,0.07023199294852008
ACH-000078,0.08261878486839758
ACH-000082,0.1157660425360872
ACH-000085,0.2702780553127969
ACH-000086,0.09125879529301352
ACH-000087,-0.006271178788852996
ACH-000092,0.06713040412246568
ACH-000095,0.09523330617737924
ACH-000097,0.1584574405474924
ACH-000098,-0.050823086338283946
ACH-000099,-0.003955801941150968
ACH-000108,-0.06760810511606821
ACH-000113,0.03230624970529477
ACH-000116,0.06899340845469562
ACH-000118,-0.04872917535488154
ACH-000120,0.24551244976696826
ACH-000123,0.09709836457835633
ACH-000127,0.03319289653340051
ACH-000128,0.15488329549064822
ACH-000132,0.03200315034408238
ACH-000133,0.0781694488166521
ACH-000137,0.08274962094853619
ACH-000138,0.01632238252966282
ACH-000142,0.1406673464414537
ACH-000143,-0.013580027773530524
ACH-000146,-0.02869086386709706
ACH-000148,0.005777093534051515
ACH-000150,-0.008792159167870356
ACH-000152,0.11440567916643685
ACH-000153,0.2713801740602998
ACH-000159,0.007480280006862944
ACH-000160,0.02836499863119598
ACH-000163,-0.18889731711025426
ACH-000167,0.006527106713032838
ACH-000168,0.11098245247979448
ACH-000169,-0.04156852950272726
ACH-000178,-0.04750799394142653
ACH-000183,0.13333393182065073
ACH-000188,0.10001978286626892
ACH-000189,0.08440200886909176
ACH-000190,0.04081486442294045
ACH-000198,0.10453995676571066
ACH-000203,0.012140943792698864
ACH-000204,-0.08506551440084374
ACH-000206,0.09151334191844417
ACH-000207,0.109733484933642
ACH-000208,0.2525184951573317
ACH-000210,-0.05189983339351181
ACH-000211,0.09728387513247044
ACH-000215,0.05446393596481552
ACH-000221,0.20994408525152525
ACH-000222,-0.2431466813099341
ACH-000223,0.09813229632089283
ACH-000226,0.2215018186254235
ACH-000227,-0.04304426709600612
ACH-000228,0.1750071232115792
ACH-000231,0.02858901345246528
ACH-000232,-0.018431264609878758
ACH-000233,0.0789511465200982
ACH-000234,0.14862184309910004
ACH-000235,0.0626833376632616
