,PCP4L1 (654790)
ACH-000004,0.15937350921188398
ACH-000005,0.04631266639530558
ACH-000007,0.1528926558379665
ACH-000009,-0.0633176006356562
ACH-000011,0.019494140379034543
ACH-000012,-0.020930279130827973
ACH-000013,0.06670177772022103
ACH-000014,0.19954744139894728
ACH-000015,0.07318597628311671
ACH-000017,0.07156682028105299
ACH-000018,0.07961152657781935
ACH-000019,0.1054892710072146
ACH-000021,0.05594357062293773
ACH-000022,-0.03369265677824148
ACH-000025,0.10728232581628712
ACH-000028,0.21170075069918812
ACH-000030,0.14454814937068827
ACH-000035,-0.051014192733239816
ACH-000036,0.12993851595152875
ACH-000037,0.17450327779872274
ACH-000039,-0.06016651606589684
ACH-000040,0.10125638724164472
ACH-000041,0.13713732189284944
ACH-000042,0.08847986965059347
ACH-000045,0.12013368280779302
ACH-000047,0.12887835400951875
ACH-000052,0.010907810629693414
ACH-000053,0.01981009639503069
ACH-000054,-0.02070968069210971
ACH-000055,0.05279637026010375
ACH-000060,0.0947175660880723
ACH-000067,0.11572536281387155
ACH-000070,0.1824963421088052
ACH-000075,-0.009047623559917528
ACH-000078,0.11906804767508135
ACH-000082,0.08112928067160044
ACH-000085,-0.07315187746638742
ACH-000086,0.09377905428784293
ACH-000087,0.11421008016441075
ACH-000092,0.04952017995619173
ACH-000095,0.09008615918904414
ACH-000097,0.017926170334300696
ACH-000098,-0.053217168468849406
ACH-000099,0.10418101170495356
ACH-000108,0.16269783576795188
ACH-000113,0.0487581727609628
ACH-000116,0.10092886264254916
ACH-000118,0.042880495848898637
ACH-000120,0.16739427402467885
ACH-000123,0.04245403985169564
ACH-000127,-0.009731926862267858
ACH-000128,-0.05202571734544261
ACH-000132,0.05225382778690516
ACH-000133,0.08841803153974112
ACH-000137,0.217619436195649
ACH-000138,0.12111698452497048
ACH-000142,-0.02488109504419665
ACH-000143,0.04129161624798746
ACH-000146,-0.04935279762908299
ACH-000148,0.044698466765752586
ACH-000150,0.01384722734541152
ACH-000152,0.05346030020434606
ACH-000153,0.1280776206415809
ACH-000159,-0.022431782753092988
ACH-000160,-0.020167718502704428
ACH-000163,0.0740644567802997
ACH-000167,0.07887605694556421
ACH-000168,0.16555472272052402
ACH-000169,0.11637469894993803
ACH-000178,0.09138000825871677
ACH-000183,0.05593497809879619
ACH-000188,0.09754913969303523
ACH-000189,0.0072971137882971455
ACH-000190,0.08730697864701345
ACH-000198,0.09686530340125746
ACH-000203,-0.14503467518335034
ACH-000204,-0.03154332416124466
ACH-000206,0.1760032120461035
ACH-000207,0.14150421970968569
ACH-000208,0.029906321600558224
ACH-000210,0.16983386287934302
ACH-000211,0.07135629694266016
ACH-000215,0.004617691720721024
ACH-000221,0.0016678686036800238
ACH-000222,0.05549303886920917
ACH-000223,0.07162085217812579
ACH-000226,0.12391078469588405
ACH-000227,0.1749630361880828
ACH-000228,-0.06782111574334901
ACH-000231,0.04776437450407612
ACH-000232,0.044729109735777366
ACH-000233,0.02859043119100946
ACH-000234,-0.013959880595135298
ACH-000235,0.041461962487644985
ACH-000237,0.07013544584839057
ACH-000238,0.1640249673350518
ACH-000242,0.12673297275347334
ACH-000243,0.10116712179189427
ACH-000244,0.362986175367912
ACH-000246,0.04942863863539833
ACH-000248,0.21369470088487155
ACH-000250,0.0648607399736668
ACH-000251,0.038501299147433415
ACH-000252,-0.0540802133657957
ACH-000253,0.18303593889794725
ACH-000255,0.15876932562694818
ACH-000256,0.0910331514861936
ACH-000257,0.28155773974768256
ACH-000258,0.3127076755274602
ACH-000259,0.032357034863926465
ACH-000260,0.03826203581730055
ACH-000261,0.10858342378432254
ACH-000262,0.03690983045483067
ACH-000263,0.06535309099070402
ACH-000264,0.03036788755183685
ACH-000265,0.12142121065489868
ACH-000266,0.051975867744318886
ACH-000272,-0.0037563153577253572
ACH-000274,0.14578354404173355
ACH-000277,0.054801399367309815
ACH-000278,0.12608729438497646
ACH-000279,0.2357329991106297
ACH-000280,-0.03041544161507702
ACH-000281,0.18639359826916602
ACH-000288,0.10795726175388766
ACH-000291,0.13714926716346354
ACH-000293,0.06809628646160046
ACH-000294,0.13121858317972182
ACH-000295,0.21701886201323
ACH-000296,0.0006649796367028736
ACH-000302,0.06287233070002712
ACH-000304,0.10726056629785792
ACH-000307,0.13442187217959395
ACH-000308,0.055178514928530084
ACH-000310,-0.06382563618986621
ACH-000311,-0.05236785386813509
ACH-000312,0.015351407914221753
ACH-000315,0.1671334289236729
ACH-000316,0.09742045053720133
ACH-000317,0.09807256562664902
ACH-000318,0.14346767791104453
ACH-000319,0.0507594219884878
ACH-000320,0.05292429523343496
ACH-000322,0.0220628600298006
ACH-000323,0.12741004706187048
ACH-000324,0.05676894687575404
