,REN (5972)
ACH-000004,0.14118622954776122
ACH-000005,0.2766523447806449
ACH-000007,0.16515889057547575
ACH-000009,-0.13816080389403654
ACH-000011,-0.08476018629700957
ACH-000012,-0.10734821391253528
ACH-000013,-0.07405166363429087
ACH-000014,-0.16115490255875958
ACH-000015,-0.05402364235451055
ACH-000017,0.005236016061583432
ACH-000018,-0.05581324813887495
ACH-000019,-0.2644472644674843
ACH-000021,-0.061936284311607914
ACH-000022,0.030188447494169417
ACH-000025,-0.1966608057470262
ACH-000028,-0.12203911877538184
ACH-000030,0.01775315209593261
ACH-000035,0.04875352076571039
ACH-000036,-0.08157265443163972
ACH-000037,-0.09440058129193007
ACH-000039,0.035230830082383056
ACH-000040,-0.045760097527851415
ACH-000041,-0.19085178321719787
ACH-000042,0.027073181944837
ACH-000045,0.1708097427662636
ACH-000047,-0.24302826290848914
ACH-000052,0.2082692854706612
ACH-000053,-0.03610644156166026
ACH-000054,0.0812871515114959
ACH-000055,-0.03744062292345846
ACH-000060,-0.11932104876277545
ACH-000067,0.034700181189326974
ACH-000070,-0.04758507016965709
ACH-000075,0.0197504223856837
ACH-000078,-0.04768908281364784
ACH-000082,-0.09174740448975316
ACH-000085,-0.11979873563673075
ACH-000086,-0.19402433268496447
ACH-000087,0.07267376813265118
ACH-000092,-0.1845701578972599
ACH-000095,-0.03754595063998
ACH-000097,-0.018975407485358798
ACH-000098,-0.047710780374839966
ACH-000099,-0.11248259553138902
ACH-000108,-0.0813764579576642
ACH-000113,-0.13303190767553796
ACH-000116,-0.09202033490521493
ACH-000118,-0.07321806226611365
ACH-000120,-0.2120243252273479
ACH-000123,0.029678412671295257
ACH-000127,0.03840808059810229
ACH-000128,0.050466465229625855
ACH-000132,-0.16119213285842354
ACH-000133,-0.13345181322896704
ACH-000137,0.07274284718080508
ACH-000138,-0.05843867493158182
ACH-000142,-0.29793259511221243
ACH-000143,-0.13667456350584764
ACH-000146,-0.030236740399863668
ACH-000148,0.002356182412826628
ACH-000150,-0.02600363495467191
ACH-000152,-0.014338136348795646
ACH-000153,0.05171996756213041
ACH-000159,-0.0819452718618698
ACH-000160,-0.12922666609023564
ACH-000163,-0.06751447693890647
ACH-000167,-0.4138549849220217
ACH-000168,-0.06670287161063869
ACH-000169,0.017893900182676604
ACH-000178,-0.02033581146569712
