,LPHN3 (23284)
ACH-000004,-0.35913679185099984
ACH-000005,-0.20104250337418975
ACH-000007,0.033204538987118636
ACH-000009,0.024405127190055758
ACH-000011,-0.13898793593287576
ACH-000012,0.014947169991078616
ACH-000013,0.08287300263146212
ACH-000014,0.0025526249361231264
ACH-000015,0.004272226806515288
ACH-000017,-0.15198946009446218
ACH-000018,-0.11747869434421945
ACH-000019,-0.01271164099827931
ACH-000021,0.1584134135033991
ACH-000022,0.10421416904592172
ACH-000025,-0.06022817789966901
ACH-000028,-0.10179166113762812
ACH-000030,0.010321621782348056
ACH-000035,0.06436450756104316
ACH-000036,-0.09747873391783396
ACH-000037,-0.06452394972101627
ACH-000039,0.25675473210572664
ACH-000040,-0.05444143730213488
ACH-000041,-0.169855276715597
ACH-000042,-0.002900016452723732
ACH-000045,-0.15529943023166465
ACH-000047,0.0435045089164688
ACH-000052,-0.1666453030035247
ACH-000053,0.07294323641508248
ACH-000054,0.03150754003339485
ACH-000055,-0.05504904429312718
ACH-000060,0.10190650486674067
ACH-000067,-0.07293409390970254
ACH-000070,-0.014277622196742869
ACH-000075,-0.18250814792378686
ACH-000078,0.027745442013567614
ACH-000082,0.08493434986263775
ACH-000085,0.16951443833203522
ACH-000086,-0.026116188067283882
ACH-000087,-0.13673483063170092
ACH-000092,-0.0004812448979386336
ACH-000095,-0.0466757565926272
ACH-000097,-0.0917385471258585
ACH-000098,-0.07982288408755701
ACH-000099,-0.013903887359381254
ACH-000108,-0.06276132813784242
ACH-000113,-0.12886069914839987
ACH-000116,-0.15198248229483668
ACH-000118,-0.052577007710114906
ACH-000120,-0.10888144440606742
ACH-000123,-0.030464364644350074
ACH-000127,-0.057307050435640425
ACH-000128,-0.17138040162762228
ACH-000132,-0.041067206571351496
ACH-000133,-0.015967689690546783
ACH-000137,0.12620366620055426
ACH-000138,0.04191547195435586
ACH-000142,0.013736273789446488
ACH-000143,-0.13414212774778994
ACH-000146,-0.022182726407192342
ACH-000148,-0.10004415446064073
ACH-000150,-0.04914241132453073
ACH-000152,-0.013918677141136971
ACH-000153,-0.2354355999307943
ACH-000159,-0.09155977372014608
ACH-000160,-0.1221462127191996
ACH-000163,-0.3268989643994877
ACH-000167,-0.376291753866964
ACH-000168,-0.05418417781538707
ACH-000169,-0.16962590197112792
ACH-000178,-0.18183756102880946
ACH-000183,-0.09179179828449932
ACH-000188,-0.0645441861474338
ACH-000189,-0.08367828469960129
ACH-000190,-0.1529157350575102
ACH-000198,-0.00045922014548000373
ACH-000203,-0.09925460117643696
ACH-000204,-0.07841871598021091
ACH-000206,-0.12526031003395496
ACH-000207,0.07587192594174426
ACH-000208,-0.17008228387008886
