,CCNJ (54619)
ACH-000470,-0.28977428809807904
ACH-000471,-0.2270773778869357
ACH-000472,-0.33664290699181604
ACH-000473,-0.10201239712399346
ACH-000475,-0.1105291668251246
ACH-000476,-0.09316909817430047
ACH-000477,-0.08179828151416316
ACH-000479,0.1824635040832763
ACH-000480,-0.2284373542524344
ACH-000481,-0.16468560065264812
ACH-000483,-0.08456016434460319
ACH-000484,-0.196666387826548
ACH-000485,-0.28625646781832936
ACH-000486,-0.18252912033147656
ACH-000487,-0.3349121025173065
ACH-000488,-0.08516114605965737
ACH-000490,-0.1953762124320853
ACH-000491,-0.09976792996071973
ACH-000495,-0.23076082536752374
ACH-000496,-0.18735135508746947
ACH-000499,-0.3647472723843812
ACH-000500,-0.1006901947248118
ACH-000502,-0.10580526862451617
ACH-000503,-0.1606151318092461
ACH-000505,-0.18481046113148944
ACH-000507,-0.2569071449484451
ACH-000510,-0.2420330012009315
ACH-000511,-0.21442413907048147
ACH-000512,0.07060939813191262
ACH-000516,-0.03710485050611631
ACH-000517,-0.11480828476952673
ACH-000518,-0.03714551697355395
ACH-000520,-0.03903819524897442
ACH-000521,-0.06848063415990302
ACH-000522,-0.1973961609382162
ACH-000524,-0.21472553643010533
ACH-000527,-0.20197240633652666
ACH-000528,-0.2607888603057789
ACH-000537,-0.17787612134863226
ACH-000541,-0.1336355285127058
ACH-000542,-0.15779905618657594
ACH-000544,-0.3133702102511794
ACH-000545,0.0403716520708182
ACH-000547,0.010478202207318012
ACH-000548,-0.14917252052733088
ACH-000549,-0.2991833594841872
ACH-000550,-0.1769042152950794
ACH-000552,-0.13758318630100438
ACH-000556,-0.11003081717141573
ACH-000557,-0.2642049985697835
ACH-000569,-0.09877212966088643
ACH-000570,-0.19719882328618102
ACH-000571,-0.17428343292859774
ACH-000573,-0.19009909325918087
ACH-000576,-0.259719278367218
ACH-000579,-0.2456646240324316
ACH-000580,-0.1235093708396904
ACH-000584,-0.2093071334641731
ACH-000585,-0.1556224155855024
ACH-000588,-0.149205075868233
ACH-000589,-0.06912592397363995
ACH-000591,-0.25368186980389545
ACH-000593,-0.15140055451010645
ACH-000600,-0.2314602756139378
ACH-000601,-0.1093557235115201
ACH-000605,-0.020374669837011986
ACH-000606,-0.07009669410295767
ACH-000608,-0.18873137326073908
ACH-000614,-0.1957273638290588
ACH-000616,-0.1007767820417929
ACH-000618,-0.07639869439180605
ACH-000619,-0.056305257671201925
ACH-000620,-0.25107118293348896
ACH-000621,-0.1836961673622032
ACH-000622,-0.2284912307333489
ACH-000623,-0.15553160011587466
ACH-000624,-0.1601637852605015
ACH-000627,-0.2230124072683156
ACH-000630,-0.06360341544835918
ACH-000631,-0.4135034895239163
ACH-000632,-0.16230228730489246
ACH-000633,-0.21034138401991076
ACH-000637,-0.29244463279956123
ACH-000638,-0.21609616331651746
ACH-000646,-0.12241055543032422
ACH-000647,-0.1552952563580734
ACH-000648,-0.11788630544203875
ACH-000649,-0.2508011746246065
ACH-000651,-0.23414348320770675
ACH-000652,-0.026136484566816637
ACH-000653,-0.005346859665746614
ACH-000657,-0.04958811879935317
ACH-000658,-0.07544563146993584
ACH-000661,-0.04945751751339709
ACH-000662,-0.08379199926523621
ACH-000663,-0.1104229998205729
ACH-000665,-0.1453253228426877
ACH-000671,-0.3813559452815573
ACH-000672,-0.18438425308366416
ACH-000673,-0.1283417112138135
ACH-000676,-0.2914557849244401
ACH-000677,-0.1917046796916812
ACH-000681,0.0244857429626691
ACH-000683,-0.1804858177917733
ACH-000684,-0.19988941233615184
ACH-000688,-0.19211030684633865
ACH-000693,-0.13941576569902867
ACH-000694,-0.1505650115352727
ACH-000695,-0.16246327035011332
ACH-000696,-0.12719207751762393
ACH-000697,-0.29248677356857544
ACH-000699,-0.12095426334001365
ACH-000701,-0.3076978341947035
ACH-000706,-0.20163080992895824
ACH-000711,-0.1443700636662687
ACH-000713,-0.10682069266907712
ACH-000714,-0.06222293549799578
ACH-000718,-0.11943469534762495
ACH-000720,-0.1088849992428583
ACH-000721,-0.2509360808423543
ACH-000724,-0.1343153712104561
ACH-000725,-0.12643571323448868
ACH-000732,-0.022604957819206142
ACH-000734,-0.17721835171703412
ACH-000735,-0.2113097745638624
ACH-000736,-0.12899131455401294
ACH-000738,-0.28778582597894004
ACH-000746,-0.18009994749117114
ACH-000747,-0.3875667680700397
ACH-000748,-0.16803017320820846
ACH-000753,-0.14202792072724765
ACH-000756,-0.022879030096689564
ACH-000757,-0.0054353933041150606
ACH-000758,-0.17100954502048638
ACH-000760,-0.2542108074005791
ACH-000762,-0.2133289123622573
ACH-000763,-0.14129951887648126
ACH-000764,-0.34938479166476555
ACH-000765,-0.07936434110918897
ACH-000766,-0.12371018540581473
ACH-000767,-0.2597547402369513
ACH-000768,-0.1176366557589514
ACH-000769,-0.3587057712312116
ACH-000770,-0.16794837300831944
ACH-000771,-0.1042104907261434
ACH-000773,-0.5469802998414125
ACH-000776,-0.27172479589500176
ACH-000777,-0.21893858970934615
ACH-000778,-0.08611842141767055
ACH-000781,-0.14933282810345444
ACH-000782,-0.21269057364155386
ACH-000783,-0.15327066733114916
ACH-000784,-0.16221333621563827
ACH-000785,-0.22220936103038666
ACH-000787,-0.1218445441026901
ACH-000788,-0.16280266503363722
ACH-000791,-0.05548804813210356
ACH-000792,-0.15958128580637726
ACH-000794,-0.10263340808049046
ACH-000796,-0.21032725375144573
ACH-000798,-0.04500834230449235
ACH-000799,-0.22274155465988035
ACH-000800,-0.08289971454451467
ACH-000802,-0.17495481061481252
ACH-000804,-0.20180996462187625
ACH-000805,-0.2744099653966143
ACH-000809,-0.15822509927500186
ACH-000810,-0.22377910482130867
ACH-000811,-0.23949996324625375
ACH-000817,-0.20706259444280584
ACH-000819,-0.038565330512430315
ACH-000820,-0.1939567071665736
ACH-000821,-0.1874069797115791
ACH-000822,-0.08982562044761783
ACH-000823,-0.23244796547059424
ACH-000824,-0.15907321132933974
ACH-000827,-0.11378590830342365
ACH-000829,-0.0667223285083853
ACH-000831,-0.14506687481546113
ACH-000832,-0.12526002385485766
ACH-000833,0.029774935611667438
ACH-000834,-0.08201830112453833
ACH-000835,-0.12531352557857278
ACH-000836,-0.1074041662292784
ACH-000837,-0.13003831401360924
ACH-000838,-0.060836781883580875
ACH-000839,-0.22172694131150195
ACH-000840,-0.08799901556527752
ACH-000841,-0.11757475988084168
ACH-000843,-0.08910447993753226
ACH-000846,-0.0978270764216645
ACH-000847,-0.27994290127175675
ACH-000848,-0.11889460146757205
ACH-000849,-0.2937246019620338
ACH-000851,-0.11827024645972375
ACH-000855,-0.21032942842754665
ACH-000856,-0.17875583103574494
ACH-000858,-0.1645032170894032
ACH-000859,-0.08645089751739628
ACH-000861,-0.3585561059404793
ACH-000862,-0.15801886374494084
ACH-000865,-0.2653874297369738
ACH-000866,-0.20980082013768728
ACH-000867,-0.07319310795790834
ACH-000869,-0.18164906769727895
ACH-000872,-0.18281177597412585
ACH-000873,-0.16075811017108474
ACH-000876,-0.16222537566679113
ACH-000878,-0.02626177677874199
ACH-000880,-0.09450144360035632
ACH-000881,-0.1667099420602509
ACH-000882,-0.1728397914138904
ACH-000884,-0.17135015059259134
ACH-000885,-0.21246301730211625
ACH-000887,-0.11918245462883735
ACH-000889,-0.27046716514854946
ACH-000896,-0.12359660368458772
ACH-000898,-0.14242068354591714
ACH-000900,-0.17013323570697353
ACH-000901,-0.1204874669228603
ACH-000905,-0.30789979216769675
ACH-000906,-0.15293092505464434
ACH-000907,-0.12716770756397794
ACH-000910,-0.1157586270457678
ACH-000911,-0.14491201649554386
ACH-000912,-0.2247947403849586
ACH-000913,-0.009073828092833091
ACH-000915,-0.2800698491680197
ACH-000916,-0.3280864017618397
ACH-000917,-0.10102027787799424
ACH-000920,-0.33107440578820224
ACH-000921,-0.07008009884133104
ACH-000924,-0.19468752304308265
ACH-000926,-0.1404268968778479
ACH-000928,-0.14427079991916528
ACH-000929,-0.07205334635312861
ACH-000932,-0.06804069094749912
ACH-000935,-0.14026227436761904
ACH-000936,-0.17245055580765148
ACH-000937,-0.17884887384109854
ACH-000938,-0.10679895529505344
ACH-000939,-0.0792088401468987
ACH-000941,-0.13518571683686018
ACH-000943,-0.19477714527153744
ACH-000946,-0.194247797607166
ACH-000947,-0.25483447259149794
ACH-000948,-0.05730772622900932
ACH-000950,-0.07292964357545062
ACH-000953,-0.1305912303483071
ACH-000954,-0.10076118402250192
ACH-000957,-0.05766564462623661
ACH-000958,-0.06405249335736576
ACH-000960,-0.14920181746106478
ACH-000963,-0.11467298909040613
ACH-000968,-0.2489819882892397
ACH-000969,-0.2689331266451122
ACH-000972,-0.01753389567340661
ACH-000973,-0.17032993449662304
ACH-000974,-0.18928121787681707
ACH-000978,-0.047797473694670266
ACH-000984,-0.06539489519256665
ACH-000986,-0.06354720436637687
ACH-000988,-0.039415171244172716
ACH-000993,-0.10766223780268787
ACH-000994,-0.32590433977054983
ACH-000996,-0.0814503922669438
ACH-001001,-0.16486621018044356
ACH-001020,-0.2648252006219298
ACH-001028,-0.16329020509763434
ACH-001031,-0.08277885128578921
ACH-001038,-0.2748789545395851
ACH-001048,-0.12597216532974068
ACH-001050,-0.1034503715609911
ACH-001053,-0.13718508317102798
ACH-001054,-0.27017284314223944
ACH-001061,-0.10142466470849236
ACH-001067,-0.3300021720610822
ACH-001075,-0.032814403789526984
ACH-001096,0.03879708046271986
ACH-001111,-0.061888414689649875
ACH-001119,-0.11610684460794995
ACH-001128,-0.15092247325874233
ACH-001134,-0.2033407310951003
ACH-001151,-0.16153335196544072
ACH-001163,-0.2063678790343492
ACH-001164,-0.21599670257657436
ACH-001183,-0.2415962356272252
ACH-001192,-0.12815708242586826
ACH-001193,0.08197322541408013
ACH-001196,-0.08401043209044709
ACH-001197,0.04022142210243914
ACH-001205,-0.3121066831435515
ACH-001211,-0.25875419029364755
ACH-001212,-0.1716088528001624
ACH-001228,-0.14796325938468974
ACH-001232,-0.24607434854580434
ACH-001239,-0.2155466519542423
ACH-001270,-0.20769861622877928
ACH-001274,0.03386473613195667
ACH-001275,-0.21085891354373487
ACH-001277,-0.056266359641116766
ACH-001278,-0.2259633852508916
ACH-001280,-0.28974372861931297
ACH-001283,-0.2173657037244262
ACH-001289,-0.0886552239540266
ACH-001300,-0.20178459993897613
ACH-001301,-0.17613011466244494
ACH-001302,-0.07175340628544143
ACH-001306,-0.27809521687569577
ACH-001318,-0.06763665089984175
ACH-001322,-0.13589677605652142
ACH-001328,-0.2367308766144447
ACH-001332,-0.3289656841615393
ACH-001336,-0.1981647100972722
ACH-001346,-0.18544957393817385
ACH-001353,-0.16162734328501674
ACH-001354,-0.19907440769968812
ACH-001367,-0.2697284030650081
ACH-001368,-0.13338036159986316
ACH-001374,-0.2889235201374426
ACH-001377,-0.13673097816010207
ACH-001380,-0.2569416663368424
ACH-001391,-0.2656727930328945
ACH-001408,-0.2204209077491889
ACH-001430,-0.13535929571195635
ACH-001431,-0.15775424619629802
ACH-001450,-0.19609961820043414
ACH-001496,-0.09553637230426676
ACH-001500,-0.08561791948368057
ACH-001523,-0.3456901869899057
ACH-001532,-0.22981236228053825
ACH-001550,-0.18454300987464126
ACH-001552,-0.07824366225295196
ACH-001554,-0.17032470414519027
ACH-001654,-0.2278193545809717
ACH-001735,-0.09008555132785527
ACH-001736,-0.021536716462994723
ACH-001737,-0.4653829384068117
ACH-001740,-0.2506957707872418
ACH-001745,-0.26303941593887376
ACH-001765,-0.24269572072004356
