,ARSJ (79642)
ACH-000004,0.1555776544006236
ACH-000005,0.022039366328203292
ACH-000007,-0.13292468821882872
ACH-000009,0.10055067098753087
ACH-000011,0.20593227745022247
ACH-000012,0.19840332269659924
ACH-000013,0.18413413675505585
ACH-000014,0.17708073703290225
ACH-000015,0.09256972861443366
ACH-000017,-0.03639481229386898
ACH-000018,-0.0033949959276094364
ACH-000019,-0.05874206006911337
ACH-000021,0.028293948950615093
ACH-000022,0.09011231497925057
ACH-000025,0.07394259539408381
ACH-000028,0.2276524871519313
ACH-000030,0.1335253105781704
ACH-000035,0.11192709597760914
ACH-000036,0.2040423182847112
ACH-000037,0.11481954776331035
ACH-000039,0.25465260275457663
ACH-000040,-0.01693706466787627
ACH-000041,-0.13871908277457246
ACH-000042,0.05048029722442031
ACH-000045,0.018042316981873342
ACH-000047,0.11431070760141895
ACH-000052,0.15998820744250378
ACH-000053,0.10838770078450698
ACH-000054,0.1133456634645403
ACH-000055,0.029273370397755162
ACH-000060,-0.16153918645762136
ACH-000067,0.17800634553027592
ACH-000070,0.1549005404930061
ACH-000075,-0.050292088909859374
ACH-000078,0.1698191915892071
ACH-000082,0.07445849192279133
ACH-000085,0.053130630629251815
ACH-000086,0.1121579361740828
ACH-000087,0.17158238605349027
ACH-000092,0.07760899223219697
ACH-000095,0.15181606533411396
ACH-000097,0.1292941704555267
ACH-000098,0.051120007324034766
ACH-000099,0.1363716728017875
ACH-000108,0.08533910207870088
ACH-000113,0.15406037936932926
ACH-000116,0.1840770289901082
ACH-000118,0.1930539554600032
ACH-000120,0.006272161816845998
ACH-000123,0.07410806350796581
ACH-000127,0.12798206814367918
ACH-000128,0.17862083978729193
ACH-000132,0.15276604175035674
ACH-000133,0.040544145187255416
ACH-000137,0.08519830214693618
ACH-000138,0.09896005188172262
ACH-000142,0.1851953769138774
ACH-000143,0.13474587029814278
ACH-000146,0.10840773115728504
ACH-000148,0.12020069940299685
ACH-000150,0.10021890081182794
ACH-000152,0.14138065292180688
ACH-000153,0.07624673751358847
ACH-000159,0.08732959845029377
ACH-000160,0.05316902780472929
ACH-000163,0.015171073688973066
ACH-000167,-0.009367841614821114
ACH-000168,-0.018499691992040386
ACH-000169,0.026596954938108545
ACH-000178,0.16651203707304535
ACH-000183,0.02203092060667975
ACH-000188,0.12160069518525304
ACH-000189,-0.0425259006625679
ACH-000190,0.2552759092081303
ACH-000198,-0.001884708976015448
ACH-000203,0.19808405186109976
ACH-000204,0.09967331198844803
ACH-000206,0.10375120064290687
ACH-000207,0.09156423879659616
ACH-000208,-0.014462719475288913
ACH-000210,0.07579091235791251
ACH-000211,0.005192943204617008
ACH-000215,0.024528750528881725
ACH-000221,0.11744141976306605
ACH-000222,-0.051367080695204737
ACH-000223,0.032838549045445066
ACH-000226,0.16182733749757394
ACH-000227,-0.09568898090199417
ACH-000228,0.12264226037396235
ACH-000231,0.03841990253935471
ACH-000232,0.05449644530430644
ACH-000233,0.13397218684872547
ACH-000234,0.06694266343708144
ACH-000235,0.06209809916951078
ACH-000237,0.15127796116807174
ACH-000238,0.0953948690917917
ACH-000242,0.022581972298022442
ACH-000243,0.019784164697052086
ACH-000244,0.25088788833185405
ACH-000246,0.19619386655222965
ACH-000248,0.13736883069866468
ACH-000250,0.08265135744196989
ACH-000251,0.10827031719689777
ACH-000252,0.15378204617789426
ACH-000253,0.03972170487330108
ACH-000255,0.08440820449143907
ACH-000256,0.08724634040332606
ACH-000257,-0.13810309150963354
ACH-000258,-0.03706516949153373
ACH-000259,0.04437036430238153
ACH-000260,0.12675509191615275
ACH-000261,0.07028119923497701
ACH-000262,0.15464234086535197
ACH-000263,-0.0518286856740476
ACH-000264,0.07453041495567753
ACH-000265,0.00321084441562275
ACH-000266,0.0651434991918669
ACH-000272,0.1472723809141045
ACH-000274,0.12547787895108034
ACH-000277,0.11332562729366367
ACH-000278,0.16677952271631452
ACH-000279,0.019652447086813445
ACH-000280,0.06021770195092972
ACH-000281,0.056469801212512036
ACH-000288,0.11422750143093398
ACH-000291,0.13388547435556514
ACH-000293,0.07778765053038053
ACH-000294,-0.08412300376056693
ACH-000295,0.07409121886348995
ACH-000296,-0.03822107603876505
ACH-000302,0.10703024474709298
ACH-000304,0.10614894265443578
ACH-000307,0.05505320524280041
ACH-000308,0.06737489793993652
ACH-000310,0.047374038828439886
ACH-000311,0.05793604254747285
ACH-000312,-0.06400645113944645
ACH-000315,-0.07424427615893614
ACH-000316,0.1387321909786572
ACH-000317,0.05384780469339452
ACH-000318,0.05401789708757666
ACH-000319,0.1037542338134971
ACH-000320,0.14850038386022055
ACH-000322,0.13751299257774025
ACH-000323,0.05502494947636242
ACH-000324,0.13588650815296044
ACH-000329,0.02166851780226925
ACH-000330,0.07778980761715171
ACH-000331,0.24462916355899125
ACH-000332,0.07884955821723924
ACH-000334,-0.22150400253013144
ACH-000335,0.027978103647515885
ACH-000336,0.21873320549108533
ACH-000337,0.18073263861227484
ACH-000338,0.07288424567391914
ACH-000339,0.16170816443253985
ACH-000341,0.15994116783263054
ACH-000348,0.10732202575971173
ACH-000350,0.16655247827438915
ACH-000352,0.13142319294774485
ACH-000356,0.16903772927484295
ACH-000361,0.1197780213259358
ACH-000362,0.10906740606506947
ACH-000363,0.10984718127232733
ACH-000364,0.056999728251945485
ACH-000365,0.030665673997974367
ACH-000366,0.11008742203777462
ACH-000368,0.05892286724575588
ACH-000374,0.1378985969811528
ACH-000375,0.05803157205638389
ACH-000376,0.0267126830711013
ACH-000381,0.0859694723927955
ACH-000383,0.12743145185251795
ACH-000387,0.11799840142489977
ACH-000389,0.2328003354929816
ACH-000390,0.10102638651928604
ACH-000393,0.11963934352926113
ACH-000395,0.20124353497504766
ACH-000396,0.02889077559260335
ACH-000397,0.11144431065549487
ACH-000401,-0.006690245349639304
ACH-000402,0.12195557185519985
ACH-000403,0.08580439361650258
ACH-000404,-0.16779189824350474
