,COMTD1 (118881)
ACH-000004,0.05769355345840967
ACH-000005,-0.030188970473222693
ACH-000007,-0.00570990141897181
ACH-000009,-0.056820276058676275
ACH-000011,-0.2246144696123409
ACH-000012,-0.18718433464135167
ACH-000013,-0.03196969227208228
ACH-000014,0.04408480681148718
ACH-000015,0.020940916056774752
ACH-000017,-0.2220556169450189
ACH-000018,-0.14944339181150426
ACH-000019,0.013123405547676444
ACH-000021,-0.11697136067889526
ACH-000022,-0.15509037196357914
ACH-000025,-0.34414362361849704
ACH-000028,-0.0841239512397305
ACH-000030,-0.3504251869668456
ACH-000035,-0.1876325480559552
ACH-000036,-0.1604473501408162
ACH-000037,-0.09373487371780176
ACH-000039,0.021373304912685603
ACH-000040,-0.09155215004326728
ACH-000041,-0.09433768211254487
ACH-000042,-0.05390786141725522
ACH-000045,-0.012773752564773156
ACH-000047,-0.014945378661888113
ACH-000052,-0.11996174695480218
ACH-000053,0.043510670878680366
ACH-000054,-0.07187442060903212
ACH-000055,0.02983088298117912
ACH-000060,-0.3151467103105129
ACH-000067,-0.11578605239134995
ACH-000070,0.04886913307985935
ACH-000075,-0.20670470275722608
ACH-000078,-0.19696438768278307
ACH-000082,-0.09418097013840146
ACH-000085,-0.06282835900299341
ACH-000086,-0.20066697181795787
ACH-000087,-0.0439003997579636
ACH-000092,-0.07871592049332707
ACH-000095,-0.0902386382039979
ACH-000097,-0.1405895160504101
ACH-000098,-0.2081368809753926
ACH-000099,-0.12984366976526066
ACH-000108,0.010976670445873641
ACH-000113,-0.07909661207519822
ACH-000116,-0.1268635941128335
ACH-000118,-0.11618440515187768
ACH-000120,-0.012046493482184293
ACH-000123,-0.09669271242647423
ACH-000127,-0.0593766624617077
ACH-000128,-0.19626732302375768
ACH-000132,-0.14515057506365225
ACH-000133,-0.1984228132698644
ACH-000137,-0.06397219437895188
ACH-000138,-0.06123748819338641
ACH-000142,-0.11408641129945525
ACH-000143,-0.1977604600253739
ACH-000146,-0.06562317089003447
ACH-000148,-0.1394934052756685
ACH-000150,0.03509024939634249
ACH-000152,-0.2468743601718647
ACH-000153,-0.03697714491251915
ACH-000159,-0.17340719334766874
ACH-000160,-0.1921636929761536
ACH-000163,-0.14071093595914902
ACH-000167,0.09337899240258804
ACH-000168,-0.09651574897964717
ACH-000169,-0.18851279286030947
ACH-000178,-0.08826874709027098
ACH-000183,-0.18500425247584
ACH-000188,-0.07154886248964698
ACH-000189,-0.1831754631796384
ACH-000190,-0.14429901291626204
ACH-000198,-0.09264911377196527
ACH-000203,-0.4401791795589627
ACH-000204,-0.10628965482775024
ACH-000206,-0.0014720221714819438
ACH-000207,-0.07352401973911224
ACH-000208,-0.4258307514540409
ACH-000210,-0.19545772328654587
ACH-000211,-0.18512146322479947
ACH-000215,-0.11331817102257205
ACH-000221,-0.1363867548270796
ACH-000222,0.047370118609415125
ACH-000223,-0.1882403219399125
ACH-000226,-0.2297541004284047
ACH-000227,-0.3286888028693352
ACH-000228,-0.13787541038248616
ACH-000231,-0.23871793108735534
ACH-000232,-0.19491787797312154
ACH-000233,-0.04809567249186715
ACH-000234,-0.1233639042702138
ACH-000235,-0.09793994240311768
ACH-000237,-0.21498300691571756
ACH-000238,-0.18945414490216086
ACH-000242,0.08807760466937371
ACH-000243,-0.125802663049995
ACH-000244,-0.2264589961073801
ACH-000246,-0.07067871530174565
ACH-000248,-0.35912377212294805
ACH-000250,-0.1371382231753645
ACH-000251,0.02139363509936976
ACH-000252,-0.26535593500846216
ACH-000253,-0.023573339080723482
ACH-000255,-0.09979695854767708
ACH-000256,-0.2326604561437918
ACH-000257,-0.2962158672628279
ACH-000258,-0.4258256527128261
ACH-000259,-0.15227557477318945
ACH-000260,-0.09230441499530592
ACH-000261,-0.05687802241375649
ACH-000262,-0.2488506932497556
ACH-000263,-0.05606885350663963
ACH-000264,-0.055230141148544916
ACH-000265,0.02056282320320021
ACH-000266,-0.02527273106269069
ACH-000272,-0.08249636281466666
ACH-000274,0.0017465230762317913
ACH-000277,-0.10415762406780404
ACH-000278,0.006751948929063249
ACH-000279,-0.03115828715594213
ACH-000280,0.018054045655921086
ACH-000281,-0.12472498536054173
ACH-000288,-0.20848107019017054
ACH-000291,-0.10659620822096637
ACH-000293,-0.19444417605992345
ACH-000294,-0.1052453203993164
ACH-000295,-0.032632537637105136
ACH-000296,-0.16689557407594693
ACH-000302,-0.13697507489723282
ACH-000304,-0.08965406413503503
ACH-000307,-0.10536430162459808
ACH-000308,-0.14642278382066495
