,SLFNL1 (200172)
ACH-000004,0.09005011227871383
ACH-000005,-0.2249874949565777
ACH-000007,-0.30165684570591605
ACH-000009,-0.0751955058421911
ACH-000011,-0.3104912346799577
ACH-000012,-0.3406139032486143
ACH-000013,-0.10319936961809408
ACH-000014,-0.2182935158367572
ACH-000015,-0.1742492864654478
ACH-000017,-0.2525447114823327
ACH-000018,-0.08560909835550298
ACH-000019,-0.1637972714968684
ACH-000021,-0.0905086372709962
ACH-000022,-0.18113460462438474
ACH-000025,-0.1924278132608583
ACH-000028,-0.17064354753360228
ACH-000030,-0.10925782800039484
ACH-000035,-0.3427537210327797
ACH-000036,-0.09274742402484744
ACH-000037,-0.11928384970769272
ACH-000039,-0.08894185127853704
ACH-000040,-0.21733170145777608
ACH-000041,-0.2117785698112611
ACH-000042,-0.09833480932480668
ACH-000045,-0.02235353824893361
ACH-000047,-0.13330367844095248
ACH-000052,-0.02972102297087745
ACH-000053,-0.18371554812169985
ACH-000054,-0.2436892300800404
ACH-000055,-0.2358692640714701
ACH-000060,-0.13124899730348522
ACH-000067,-0.1031625252295618
ACH-000070,-0.1850119390342891
ACH-000075,-0.12774506764833696
ACH-000078,-0.2262067035670853
ACH-000082,-0.15215685567946938
ACH-000085,-0.3651245403793457
ACH-000086,-0.28703270448450285
ACH-000087,0.2239038552558972
ACH-000092,-0.44650554284485183
ACH-000095,-0.09219489975746646
ACH-000097,-0.1679060982566133
ACH-000098,-0.14117634605186904
ACH-000099,-0.18228583339851773
ACH-000108,-0.192543606727626
ACH-000113,-0.08587990098957396
ACH-000116,-0.24769093771478196
ACH-000118,-0.1314280608600007
ACH-000120,-0.08293879167179442
ACH-000123,-0.2352492487844588
ACH-000127,-0.05464776713247378
ACH-000128,-0.31866761921674946
ACH-000132,-0.044463628764605634
ACH-000133,-0.1282398691418653
ACH-000137,-0.24196490545093935
ACH-000138,-0.09869877424979688
ACH-000142,-0.31224130415854995
ACH-000143,0.18212172879477864
ACH-000146,-0.31295344907396505
ACH-000148,-0.1625709181824887
ACH-000150,-0.2812436887958778
ACH-000152,-0.21764804192661447
ACH-000153,-0.2296434693960602
ACH-000159,-0.05583517395337032
ACH-000160,-0.05235414375902599
ACH-000163,-0.1512166678455309
ACH-000167,0.05260373840747413
ACH-000168,0.08110548075958722
ACH-000169,-0.28395447229076426
ACH-000178,-0.18166822784988387
ACH-000183,-0.16722203674213398
ACH-000188,-0.21480389705741212
ACH-000189,-0.2706265244084045
ACH-000190,-0.05829376714366901
ACH-000198,-0.1994348487669788
ACH-000203,0.08261661242027955
ACH-000204,-0.18785713812861152
ACH-000206,0.11385714076383305
ACH-000207,-0.15204511136180998
ACH-000208,0.13550330728675192
ACH-000210,-0.24118419166381205
ACH-000211,-0.059853460785238725
ACH-000215,-0.18923499566541052
ACH-000221,-0.14848451265916482
ACH-000222,-0.1975759126237216
ACH-000223,-0.1646366894378241
ACH-000226,-0.06886332284464705
ACH-000227,-0.1089175858224016
ACH-000228,-0.18840455114550994
ACH-000231,-0.2247021515865545
ACH-000232,-0.13974935440292752
ACH-000233,-0.055232397672518016
ACH-000234,-0.043720963045446634
ACH-000235,-0.1611736480325228
ACH-000237,-0.1755345845118231
ACH-000238,-0.15378555666827876
ACH-000242,-0.2435267695712096
ACH-000243,-0.21699582280705326
ACH-000244,-0.0007589421945861592
ACH-000246,-0.13210872988181074
ACH-000248,-0.2416253378119655
ACH-000250,-0.11221268098758122
ACH-000251,-0.02055365948726644
ACH-000252,-0.16562833340847294
ACH-000253,-0.22870980358274076
ACH-000255,-0.08371162002359768
ACH-000256,-0.1109332363383727
ACH-000257,-0.060750350605342125
ACH-000258,-0.2901081582839342
ACH-000259,-0.14885203485483134
ACH-000260,-0.14010980598272232
ACH-000261,-0.1431388335937887
ACH-000262,-0.2232628395964436
