,SNF8 (11267)
ACH-000004,-1.0768861509229473
ACH-000005,-0.5558122520542015
ACH-000007,-0.7892020598204754
ACH-000009,-0.7865299779606589
ACH-000011,-0.5568116026464517
ACH-000012,-1.021255051728327
ACH-000013,-0.7093321688380938
ACH-000014,-0.7129396264339839
ACH-000015,-0.6977822603546685
ACH-000017,-0.7503109671914441
ACH-000018,-0.8645213552402049
ACH-000019,-0.840057866538705
ACH-000021,-0.538030043025757
ACH-000022,-0.6971297594186614
ACH-000025,-0.8726834840455159
ACH-000028,-0.5848468804174003
ACH-000030,-0.8778192764639206
ACH-000035,-0.6870232379865661
ACH-000036,-0.8164887027221771
ACH-000037,-0.7183262753409952
ACH-000039,-0.8622402488144154
ACH-000040,-0.9894629139598571
ACH-000041,-0.774581267127742
ACH-000042,-0.6317046808376908
ACH-000045,-0.5540645382067027
ACH-000047,-0.8102266846491049
ACH-000052,-0.7406252700890921
ACH-000053,-0.6913132590454424
ACH-000054,-0.7359560518862559
ACH-000055,-0.8147626653962586
ACH-000060,-0.7961678218902062
ACH-000067,-1.0805926805796997
ACH-000070,-0.9754595983756368
ACH-000075,-0.6901460115778302
ACH-000078,-0.4982086836579052
ACH-000082,-0.7009722390802297
ACH-000085,-0.9397474208177404
ACH-000086,-1.0618439742588122
ACH-000087,-0.9804725139086662
ACH-000092,-0.8484077677454658
ACH-000095,-0.4524765147404126
ACH-000097,-0.6127995349422438
ACH-000098,-0.8060817660100141
ACH-000099,-0.5610994950517167
ACH-000108,-0.7750960370261539
ACH-000113,-0.5636295681909442
ACH-000116,-0.8123737610440561
ACH-000118,-0.7612763019432631
ACH-000120,-0.56321457417577
ACH-000123,-0.7772296963198777
ACH-000127,-0.9125899321964472
ACH-000128,-0.812946178435631
ACH-000132,-0.6100932386573895
ACH-000133,-0.7876289703298319
ACH-000137,-0.7838332490973794
ACH-000138,-0.8224038902241443
ACH-000142,-0.9412648521981628
ACH-000143,-0.9796155141195768
ACH-000146,-0.5204197717238966
ACH-000148,-0.775101901960984
ACH-000150,-0.5394852430745205
ACH-000152,-0.7916025399645747
ACH-000153,-0.8711042756609442
ACH-000159,-0.5331068814790338
ACH-000160,-0.8285734767891767
ACH-000163,-0.7968651034712327
ACH-000167,-1.30831655564824
ACH-000168,-0.7620249710169258
ACH-000169,-1.0190969710158084
ACH-000178,-0.8350532716771851
ACH-000183,-0.9277160228908768
ACH-000188,-0.800719185647586
ACH-000189,-0.7855101694456297
ACH-000190,-0.8947339264724324
ACH-000198,-0.6526789912136517
ACH-000203,-0.1414503404226604
ACH-000204,-0.6957096826113063
ACH-000206,-0.8226304995924962
ACH-000207,-0.9083612002983288
ACH-000208,-0.8368472114936142
ACH-000210,-1.0043421579551417
ACH-000211,-0.8486367231021761
ACH-000215,-0.8008178005462783
ACH-000221,-0.8782665815041574
ACH-000222,-0.6841330263858394
ACH-000223,-1.0749201856124877
ACH-000226,-0.6386122323612002
ACH-000227,-0.4551935159714986
ACH-000228,-0.8543229395957261
ACH-000231,-0.8737217363541926
ACH-000232,-0.7298041073421522
ACH-000233,-0.6601473359412439
ACH-000234,-0.7124096081826468
ACH-000235,-0.8430008270662843
ACH-000237,-0.7691404346352824
ACH-000238,-0.7022432931489461
ACH-000242,-0.7522826183792811
ACH-000243,-0.7597457112036302
ACH-000244,-0.8841202888240409
ACH-000246,-0.4790335707580366
ACH-000248,-1.2023660362738515
ACH-000250,-0.7803666432903613
ACH-000251,-0.8345379281689719
ACH-000252,-0.8513300872331439
