,UGT1A6 (54578)
ACH-000004,-0.11171296822081554
ACH-000005,-0.2161709643425548
ACH-000007,-0.01276783980556666
ACH-000009,-0.15030181195464787
ACH-000011,-0.16240205669579205
ACH-000012,-0.11675575225433542
ACH-000013,-0.2859346407013719
ACH-000014,-0.13709708021470285
ACH-000015,-0.17885196181801366
ACH-000017,-0.2320374311685111
ACH-000018,-0.4876742722646156
ACH-000019,-0.34500797524314675
ACH-000021,-0.1863859517197022
ACH-000022,-0.18170075312412096
ACH-000025,-0.2206723652920259
ACH-000028,-0.08657669923908838
ACH-000030,-0.2161282734832935
ACH-000035,-0.4239152705475099
ACH-000036,-0.2266904132317556
ACH-000037,-0.36706694212867497
ACH-000039,-0.041229796312348285
ACH-000040,-0.0962941951228642
ACH-000041,-0.054809474399161916
ACH-000042,-0.1570689029898476
ACH-000045,-0.11552579488965635
ACH-000047,-0.04032846137559398
ACH-000052,-0.0032659339286764564
ACH-000053,-0.17151648752781465
ACH-000054,-0.10089031200992744
ACH-000055,-0.3159730891987472
ACH-000060,-0.22268985533628446
ACH-000067,-0.1900473522062195
ACH-000070,-0.15122891870488084
ACH-000075,-0.19349186494622134
ACH-000078,-0.10461932366547452
ACH-000082,-0.2585364550947695
ACH-000085,-0.3442793079673312
ACH-000086,-0.33653376534666474
ACH-000087,-0.15389403432775778
ACH-000092,-0.2786479744226518
ACH-000095,-0.12014043445486708
ACH-000097,-0.1329699381548137
ACH-000098,-0.10994157876677464
ACH-000099,-0.012638152048491771
ACH-000108,-0.2296153932663843
ACH-000113,-0.15599552249204754
ACH-000116,-0.21273470194240207
ACH-000118,-0.20796127508468695
ACH-000120,0.020737698929285373
ACH-000123,-0.13343730737238352
ACH-000127,-0.16812035094200678
ACH-000128,-0.3296071898159698
ACH-000132,-0.13256173859219308
ACH-000133,-0.15550079740840736
ACH-000137,-0.20216421037836302
ACH-000138,-0.21109075017044795
ACH-000142,-0.24313660938885898
ACH-000143,-0.20065499131157746
ACH-000146,-0.2339434448365139
ACH-000148,-0.2289801133456651
ACH-000150,-0.12405045589800673
ACH-000152,-0.1983472024031243
ACH-000153,-0.07611592227944868
ACH-000159,-0.14068550596542634
ACH-000160,-0.2638337514461112
ACH-000163,-0.2694067402084102
ACH-000167,-0.2878292012830729
ACH-000168,-0.324510882236598
ACH-000169,-0.029167504053966963
ACH-000178,-0.2306267941380792
ACH-000183,-0.13921816517228833
ACH-000188,-0.16888273675477966
ACH-000189,-0.031584738434786284
ACH-000190,-0.2233464155740835
ACH-000198,-0.22191075303393404
ACH-000203,-0.4245491350727376
ACH-000204,0.021893245654492768
ACH-000206,-0.2827205631207351
ACH-000207,-0.15736872322233542
ACH-000208,-0.5682408078403509
ACH-000210,-0.016126094989825725
ACH-000211,-0.07075845020225183
ACH-000215,-0.10034457455879488
ACH-000221,-0.058610520186877436
ACH-000222,-0.3163230990674669
ACH-000223,-0.16483099248816405
ACH-000226,-0.24238108726003896
ACH-000227,-0.04118327156082068
ACH-000228,-0.12432841644401416
ACH-000231,-0.2304802469641846
ACH-000232,-0.16981017969273246
ACH-000233,-0.15594038945890784
ACH-000234,0.047354921835427485
ACH-000235,-0.200415077021368
ACH-000237,-0.2415746903749268
ACH-000238,-0.18963928527555413
ACH-000242,-0.31583527546736834
ACH-000243,-0.13097526211398353
ACH-000244,-0.35316178011267674
ACH-000246,-0.10112515611627956
ACH-000248,-0.3427433149668105
ACH-000250,-0.17493050713633765
ACH-000251,-0.2637858043910788
ACH-000252,-0.10468517016887964
ACH-000253,-0.0656876788663516
ACH-000255,-0.05253726104781455
ACH-000256,-0.23521408955738335
ACH-000257,-0.5317377979257212
ACH-000258,-0.10280369833733798
ACH-000259,-0.1046973429274442
ACH-000260,-0.3004135237651258
ACH-000261,-0.18919601335768774
ACH-000262,-0.4235689350477487
ACH-000263,-0.21597128604821345
ACH-000264,-0.14587897547758852
ACH-000265,-0.19936426802502086
ACH-000266,-0.26205058195244946
ACH-000272,-0.06139381483606712
ACH-000274,-0.22462378234048827
ACH-000277,-0.05167214601104072
ACH-000278,-0.090976293619279
ACH-000279,-0.2744056115549938
ACH-000280,-0.16983198199012775
ACH-000281,-0.24640254848287715
ACH-000288,-0.1835563332630864
ACH-000291,-0.12610913178630298
ACH-000293,-0.23813232890849306
ACH-000294,-0.07938609951772511
ACH-000295,-0.06006070332571211
ACH-000296,-0.30067436484530885
ACH-000302,-0.26357401340247016
ACH-000304,-0.04828428497585117
ACH-000307,-0.12561061374964091
ACH-000308,-0.27287233086317025
ACH-000310,-0.12789770392972855
ACH-000311,-0.2304588114662669
ACH-000312,-0.0313488706161892
ACH-000315,0.03554623594325332
ACH-000316,-0.20019485468028486
ACH-000317,-0.18188229054247707
ACH-000318,-0.14587198984365138
ACH-000319,0.05472812445235745
ACH-000320,-0.3463314321342694
ACH-000322,-0.10388606305768967
ACH-000323,-0.19286262113002056
ACH-000324,-0.05352843012509074
ACH-000329,-0.03829452580233623
ACH-000330,-0.2996735679183424
ACH-000331,-0.2086261727684952
ACH-000332,-0.1641498252496515
ACH-000334,-0.0335692444436697
ACH-000335,0.0063045569791759905
ACH-000336,-0.10563149036496217
ACH-000337,-0.04013834957516788
ACH-000338,-0.31815714397817463
ACH-000339,-0.1990935208186788
ACH-000341,-0.3450970761578997
ACH-000348,-0.1532171744614619
ACH-000350,-0.11030999744451904
ACH-000352,-0.2316437842316026
ACH-000356,-0.11745427757452136
ACH-000361,-0.20110231396216646
ACH-000362,-0.2935390594862358
ACH-000363,-0.2823647740829189
ACH-000364,-0.2615076377610658
ACH-000365,-0.19403994270536654
ACH-000366,-0.09786672722560864
ACH-000368,-0.05609371724831876
ACH-000374,-0.30904461213816303
ACH-000375,-0.2600129745391149
ACH-000376,-0.12561319842858726
ACH-000381,-0.18664989923443132
ACH-000383,-0.18298465038096265
ACH-000387,-0.17799904167086494
ACH-000389,-0.3957959779564137
ACH-000390,-0.0559648053108925
ACH-000393,-0.3113850905945918
ACH-000395,-0.028530618372921927
ACH-000396,-0.1715445998777121
ACH-000397,-0.13275585019114164
ACH-000401,-0.13114798141412162
ACH-000402,-0.17333519779226714
ACH-000403,-0.07766711789077102
ACH-000404,0.2556750117094655
ACH-000406,-0.2197533488376344
ACH-000407,-0.22540487669154535
ACH-000408,-0.13320481102289644
ACH-000410,-0.040803445902878835
ACH-000411,-0.14240195977892398
ACH-000414,-0.16710018635740256
ACH-000415,-0.1661204090598232
ACH-000416,-0.1300790551081512
ACH-000420,-0.17502871656225194
ACH-000421,-0.2398409206659135
ACH-000424,-0.10636262428861716
ACH-000425,-0.06080142732039475
ACH-000426,-0.16659359267235985
ACH-000427,-0.23115629638925145
ACH-000433,-0.08654615444809002
ACH-000435,-0.0719741942653693
ACH-000436,-0.12761887354029092
ACH-000444,-0.17355955665264905
