,NXPH2 (11249)
ACH-000004,0.028928386485170137
ACH-000005,0.0038236125602033604
ACH-000007,0.1699332905124932
ACH-000009,0.1711006589324834
ACH-000011,0.17027292973437244
ACH-000012,0.15571860655713934
ACH-000013,0.14396315254552566
ACH-000014,0.014481863965870853
ACH-000015,0.02376845073163209
ACH-000017,0.14960863109593758
ACH-000018,0.014094866625018531
ACH-000019,0.13479677154675035
ACH-000021,0.23874509719523804
ACH-000022,0.08392050311546592
ACH-000025,0.1228191749036257
ACH-000028,0.1541100466135485
ACH-000030,0.11479859141118348
ACH-000035,0.1601324090707541
ACH-000036,0.10754843235383907
ACH-000037,0.036644129314504885
ACH-000039,0.13457068842833633
ACH-000040,0.2651215374411093
ACH-000041,0.16266549802811184
ACH-000042,0.1621894698091284
ACH-000045,0.1908014264571488
ACH-000047,0.09510911383658163
ACH-000052,-0.05948157858029806
ACH-000053,0.08013193914499321
ACH-000054,0.06524154786024455
ACH-000055,0.1715698426824204
ACH-000060,0.11565289894188913
ACH-000067,0.14159362615316928
ACH-000070,0.14968146077437716
ACH-000075,-0.032338698480369216
ACH-000078,0.19889024187116092
ACH-000082,0.2427337133612742
ACH-000085,0.1898295637400484
ACH-000086,0.09948500047303044
ACH-000087,-0.007254608080527011
ACH-000092,0.09709087015643003
ACH-000095,0.10739762874140997
ACH-000097,0.17491984371134947
ACH-000098,0.10558119132205944
ACH-000099,0.2287947213041734
ACH-000108,0.07991526721943895
ACH-000113,0.1718887965358065
ACH-000116,0.16630024511782612
ACH-000118,0.10824416722722403
ACH-000120,0.17763341332985674
ACH-000123,0.11108709874012106
ACH-000127,0.12967402634570993
ACH-000128,0.17340133725827234
ACH-000132,0.12223293706352804
ACH-000133,0.0628612029548384
ACH-000137,0.03131784874210077
ACH-000138,0.17279747710517213
ACH-000142,0.015537141422894273
ACH-000143,-0.04478495030009404
ACH-000146,0.13955400801684356
ACH-000148,0.1001757799446392
ACH-000150,0.09894856256265666
ACH-000152,0.03785400859266494
ACH-000153,-0.07577975871693275
ACH-000159,0.16021255145212154
ACH-000160,0.1037830871844092
ACH-000163,0.01818980114477308
ACH-000167,-0.15212017749627713
ACH-000168,0.30747163884459605
ACH-000169,0.2286661566370217
ACH-000178,0.12185573861346218
