,POLD3 (10714)
ACH-000004,-1.4332981496862969
ACH-000005,-1.3616429297181631
ACH-000007,-1.2195746560312994
ACH-000009,-1.1840266435064657
ACH-000011,-1.3093073530600907
ACH-000012,-1.3137862049421332
ACH-000013,-1.2503739045542297
ACH-000014,-1.1667455124290658
ACH-000015,-1.2785116623116557
ACH-000017,-1.12924682213275
ACH-000018,-1.2217536860748142
ACH-000019,-1.4108843741533292
ACH-000021,-1.3774389801478262
ACH-000022,-1.1349085936946546
ACH-000025,-1.2584269924815004
ACH-000028,-1.177781542858977
ACH-000030,-1.1914142467179507
ACH-000035,-1.252220558141898
ACH-000036,-0.9585175566913074
ACH-000037,-1.4360368395609708
ACH-000039,-1.1608098676201444
ACH-000040,-1.2083498625508768
ACH-000041,-1.090418127779113
ACH-000042,-1.2904372606665269
ACH-000045,-0.8973154773024906
ACH-000047,-0.9971221679561318
ACH-000052,-1.0403854700576287
ACH-000053,-1.2405720636949222
ACH-000054,-1.1814328355517798
ACH-000055,-1.3561219813957486
ACH-000060,-1.1762074541712284
ACH-000067,-1.4022426185438304
ACH-000070,-1.1367441006965275
ACH-000075,-1.5330851347317722
ACH-000078,-1.3589280514023312
ACH-000082,-1.282964457945092
ACH-000085,-0.9589625034208538
ACH-000086,-1.2183067104763379
ACH-000087,-1.2166835077182545
ACH-000092,-1.331686452942739
ACH-000095,-1.3167488555503897
ACH-000097,-1.2841886680853645
ACH-000098,-1.2280925668533478
ACH-000099,-1.216609921945928
ACH-000108,-1.2649217967064037
ACH-000113,-1.18533287476192
ACH-000116,-1.2969758058133551
ACH-000118,-1.2271884912600968
ACH-000120,-1.2670774868515264
ACH-000123,-1.066090417205201
ACH-000127,-1.1989029218465546
ACH-000128,-1.194853274468532
ACH-000132,-1.146988001360001
ACH-000133,-1.1896332424245164
ACH-000137,-1.2631405858620508
ACH-000138,-1.371120232212114
ACH-000142,-1.33928793617315
ACH-000143,-1.157615820901812
ACH-000146,-1.4509649543092442
ACH-000148,-1.2629522423369035
ACH-000150,-1.3055870611610882
ACH-000152,-1.2631873066065191
ACH-000153,-1.0842140482889044
ACH-000159,-1.1392043945639272
ACH-000160,-1.790701766689024
ACH-000163,-1.2309523871568626
ACH-000167,-1.9801493006359427
ACH-000168,-1.377451201984303
ACH-000169,-1.2125882499435159
ACH-000178,-1.1706824144328165
ACH-000183,-1.5002548912438591
ACH-000188,-1.2774778748805624
ACH-000189,-1.2044709222828427
ACH-000190,-1.1288923368936885
ACH-000198,-1.1098107839069076
ACH-000203,-1.4352353226752297
ACH-000204,-1.1019972337460249
ACH-000206,-1.4726035820184846
ACH-000207,-1.1941062558845414
ACH-000208,-1.062532189336182
ACH-000210,-1.40203928420614
ACH-000211,-1.296540810790518
ACH-000215,-1.3692085446111866
ACH-000221,-1.5196975380283968
ACH-000222,-1.1331568279516993
ACH-000223,-1.3434098842319542
ACH-000226,-1.23308714260517
