,IGHMBP2 (3508)
ACH-000004,0.08877523918554525
ACH-000005,-0.3592688522074379
ACH-000007,0.0752214683370086
ACH-000009,-0.1231546649229856
ACH-000011,-0.03330729408361372
ACH-000012,-0.11659242359822053
ACH-000013,-0.2673751804898525
ACH-000014,0.01214872748218241
ACH-000015,-0.05591472308757392
ACH-000017,-0.07044362678018189
ACH-000018,-0.07065746162547988
ACH-000019,-0.12229464027296805
ACH-000021,-0.02482456388175469
ACH-000022,0.02645893879593166
ACH-000025,-0.02850528929810569
ACH-000028,-0.12870984881781786
ACH-000030,0.005245515336785234
ACH-000035,-0.05660668144577857
ACH-000036,-0.12345383529242868
ACH-000037,-0.17895644236617034
ACH-000039,-0.02362044740610333
ACH-000040,-0.02414491732090506
ACH-000041,-0.1382759812225236
ACH-000042,-0.3117027700546777
ACH-000045,-0.07801283774391568
ACH-000047,0.04555377551795399
ACH-000052,-0.04209319808320127
ACH-000053,0.02138286964177695
ACH-000054,-0.1272092471995881
ACH-000055,-0.21284164128781125
ACH-000060,0.14463874833401094
ACH-000067,0.1122569827220222
ACH-000070,-0.08474702015694961
ACH-000075,-0.3612403584559239
ACH-000078,-0.2229518133509416
ACH-000082,-0.31354555041113524
ACH-000085,-0.22308958497166867
ACH-000086,-0.277498219112639
ACH-000087,-0.23901796201500666
ACH-000092,-0.01870825234062089
ACH-000095,0.045348212179677314
ACH-000097,-0.35922235552893705
ACH-000098,0.018757764093503233
ACH-000099,-0.15020816707721446
ACH-000108,-0.13157392755596872
ACH-000113,0.05255968580171546
ACH-000116,-0.22198951525688448
ACH-000118,-0.26773831731797665
ACH-000120,-0.1695356987761887
ACH-000123,0.02771390437807293
ACH-000127,-0.1058104269939081
ACH-000128,-0.0010943471898284558
ACH-000132,0.004414909343574694
ACH-000133,-0.028945336070505482
ACH-000137,-0.1639657377511695
ACH-000138,-0.054506392137433
ACH-000142,-0.2238696500290917
ACH-000143,-0.06591527963767796
ACH-000146,-0.06910793589207663
ACH-000148,0.06907346016198952
ACH-000150,-0.1171068368874285
ACH-000152,0.05632378061139549
ACH-000153,-0.13734295970878346
ACH-000159,0.027992268998490076
ACH-000160,-0.395885237291509
ACH-000163,-0.1322338629139187
ACH-000167,-0.2535128050845121
ACH-000168,-0.02486040030458962
ACH-000169,-0.06330425507645387
ACH-000178,-0.046011175412431486
ACH-000183,-0.23691593993483134
ACH-000188,-0.25286982716001216
ACH-000189,-0.05596620569937257
ACH-000190,0.004587266915298403
ACH-000198,-0.09366787352143836
ACH-000203,-0.20445595664628186
ACH-000204,-0.3139309425079656
ACH-000206,0.01393933722852812
ACH-000207,-0.17781911550941765
ACH-000208,-0.11264921822531375
ACH-000210,-0.049597953897993166
ACH-000211,-0.19525054810951
ACH-000215,-0.09519099215878686
ACH-000221,-0.06742991313531814
ACH-000222,-0.27978399225582085
ACH-000223,-0.10837056141241776
ACH-000226,-0.01990015004413297
ACH-000227,-0.14913665319406
ACH-000228,-0.06656766268591767
