,LRIF1 (55791)
ACH-000004,0.011216655245236521
ACH-000005,-0.1791259241883551
ACH-000007,-0.18927843956137425
ACH-000009,-0.06472155667778286
ACH-000011,-0.2379565503728845
ACH-000012,-0.17387000122708732
ACH-000013,-0.16349807683425416
ACH-000014,-0.034308433505069916
ACH-000015,-0.14904611563676026
ACH-000017,-0.31686073102592194
ACH-000018,-0.12345485490411648
ACH-000019,-0.2509121231451999
ACH-000021,-0.17677558430260554
ACH-000022,-0.028827073214025382
ACH-000025,-0.10053965122630217
ACH-000028,-0.35609698185617084
ACH-000030,-0.21631494588056754
ACH-000035,-0.1516631031420101
ACH-000036,-0.23525969957856804
ACH-000037,-0.029067460700380326
ACH-000039,-0.26573800499506045
ACH-000040,-0.3097022169628466
ACH-000041,-0.19475289549463626
ACH-000042,-0.11805269987684508
ACH-000045,-0.1201259732654116
ACH-000047,-0.21734753500289733
ACH-000052,-0.3144709916856633
ACH-000053,-0.04761087311465606
ACH-000054,-0.21076136311164675
ACH-000055,-0.0594163896393023
ACH-000060,-0.3020250013057744
ACH-000067,-0.17956768374022794
ACH-000070,-0.07181559886531308
ACH-000075,-0.12144689893688733
ACH-000078,-0.09218736942716677
ACH-000082,-0.1854081699094598
ACH-000085,-0.17746818178612747
ACH-000086,-0.10177523348257222
ACH-000087,-0.17869532566151464
ACH-000092,-0.2679239887587699
ACH-000095,-0.15268021694624148
ACH-000097,-0.201470897002614
ACH-000098,-0.13611553848553593
ACH-000099,-0.11473078595566667
ACH-000108,-0.09580576890186332
ACH-000113,-0.19427788085168135
ACH-000116,-0.07288657267009488
ACH-000118,-0.168466845250699
ACH-000120,-0.06301865073398527
ACH-000123,-0.2255900326728188
ACH-000127,-0.10222853485035603
ACH-000128,-0.2031623832611654
ACH-000132,-0.2761075729993107
ACH-000133,-0.13109735833829236
ACH-000137,-0.33371146952788205
ACH-000138,-0.07019804909526348
ACH-000142,-0.1509735456779739
ACH-000143,0.010585994610275724
ACH-000146,-0.16190044937312822
ACH-000148,-0.017124924244134195
ACH-000150,0.18714529822548195
ACH-000152,-0.1588729494744078
ACH-000153,-0.17252802959892874
ACH-000159,-0.2108172447839332
ACH-000160,-0.06901438631526235
ACH-000163,0.005387915138534747
ACH-000167,-0.3936949641059384
ACH-000168,-0.004391505069075936
ACH-000169,-0.2057533137184345
ACH-000178,-0.12322756025295464
ACH-000183,-0.11933195778705988
ACH-000188,-0.338743737351938
ACH-000189,-0.08532176988340062
ACH-000190,0.1710261111693383
ACH-000198,-0.1728034678370696
ACH-000203,-0.1091824278182673
ACH-000204,-0.2582870146027905
ACH-000206,-0.03283427185698507
ACH-000207,-0.3440262684117734
ACH-000208,-0.09182864251656044
ACH-000210,0.1273160944163397
ACH-000211,-0.3179298126508401
ACH-000215,-0.15010014013246945
ACH-000221,-0.3031648541577545
ACH-000222,-0.10385504209685728
ACH-000223,-0.12819769881434806
ACH-000226,-0.10967811938689367
ACH-000227,-0.12245874391824273
ACH-000228,0.07181521705395785
ACH-000231,-0.3082093914614714
ACH-000232,-0.20345353606685834
ACH-000233,-0.15861465478337336
ACH-000234,-0.1245972147542149
ACH-000235,-0.15252744069861499
ACH-000237,-0.07456290782002623
ACH-000238,-0.496828866042446
ACH-000242,-0.4169098305831808
ACH-000243,-0.11768446120654412
ACH-000244,0.015155139327513174
ACH-000246,-0.17275041487438622
ACH-000248,-0.17044864949938646
ACH-000250,-0.2404488407597652
ACH-000251,-0.07894363746702661
ACH-000252,-0.1400563365342734
ACH-000253,-0.109895218121806
ACH-000255,-0.11951433259467832
ACH-000256,-0.17722892253470826
ACH-000257,-0.32576693784424793
ACH-000258,0.028162348407948037
ACH-000259,-0.08117634026771052
ACH-000260,0.004573697656715269
ACH-000261,-0.25993866945343586
ACH-000262,-0.01939449444719704
ACH-000263,-0.21725952400497786
ACH-000264,-0.106782043355197
ACH-000265,-0.18213488560134036
ACH-000266,-0.2491574146554021
ACH-000272,-0.19779253169668706
ACH-000274,-0.1833548134758085
ACH-000277,-0.22377705032022732
ACH-000278,-0.1136577552348892
ACH-000279,-0.03976907042520017
ACH-000280,-0.1808568503459836
ACH-000281,0.009698732804992777
ACH-000288,-0.08794243153597497
ACH-000291,-0.24686098759485495
ACH-000293,-0.2753580490080105
ACH-000294,-0.023660551639143854
ACH-000295,-0.33608793137686915
ACH-000296,-0.377025216459608
ACH-000302,-0.15344832929591246
ACH-000304,-0.3327052357794578
ACH-000307,-0.20060793148687936
ACH-000308,-0.3106459007384963
ACH-000310,-0.3134174461451804
ACH-000311,-0.14549152891678532
ACH-000312,-0.1750713061051514
ACH-000315,-0.03836934381561164
ACH-000316,-0.08616999485626872
ACH-000317,-0.2755132009658677
ACH-000318,-0.30380524917569635
ACH-000319,-0.2453351734932219
ACH-000320,-0.3022687087843484
ACH-000322,-0.08064429030760445
ACH-000323,-0.21995985306775515
ACH-000324,-0.1448854146637466
ACH-000329,-0.2349834396182239
ACH-000330,-0.24912959991324696
ACH-000331,-0.27319521382435313
ACH-000332,-0.17960467872816754
ACH-000334,-0.1995155623230032
ACH-000335,-0.12336283414096698
ACH-000336,0.14181733156575888
ACH-000337,-0.014520818549374537
ACH-000338,0.9180582735991308
ACH-000339,-0.1529996071203227
ACH-000341,-0.1455465131299622
ACH-000348,-0.2234878212350457
ACH-000350,-0.06502617708508397
ACH-000352,-0.4119831824885816
ACH-000356,-0.31895289921050285
ACH-000361,-0.07488102942376426
ACH-000362,-0.05139377207505225
ACH-000363,-0.21325008636996007
ACH-000364,-0.11201313531758313
ACH-000365,-0.22821156961435465
ACH-000366,-0.15616587502988533
ACH-000368,-0.17626040452516012
ACH-000374,-0.15649971925489256
ACH-000375,-0.15292668427964984
ACH-000376,-0.2081882109245459
ACH-000381,-0.17436269436492627
ACH-000383,-0.2504788533727829
ACH-000387,-0.16259555841804044
ACH-000389,-0.0635851568137352
ACH-000390,-0.19051149003638398
ACH-000393,-0.3030128227869363
ACH-000395,-0.29891300162959794
ACH-000396,0.026204991220795868
ACH-000397,-0.3028858684661393
ACH-000401,-0.24001076068370675
ACH-000402,-0.17036672988805415
ACH-000403,-0.11821857998854868
ACH-000404,-0.07384153099210468
ACH-000406,-0.015440546434538622
ACH-000407,-0.24432518949209014
ACH-000408,-0.14457142327594388
ACH-000410,-0.2590596668303325
ACH-000411,-0.11954003789526947
ACH-000414,-0.22873623902177495
ACH-000415,-0.20389236513353798
