,MOK (5891)
ACH-000004,-0.4829821682556537
ACH-000005,-0.2902086918344318
ACH-000007,-0.4822129028259068
ACH-000009,-0.27754255949750894
ACH-000011,-0.22378242187499106
ACH-000012,-0.4008658212001964
ACH-000013,-0.4142520914823285
ACH-000014,-0.3529669078148321
ACH-000015,-0.4283529127586996
ACH-000017,-0.40880960286905343
ACH-000018,-0.4921083701745173
ACH-000019,-0.3899641754680465
ACH-000021,-0.3488835080837306
ACH-000022,-0.2944702924491092
ACH-000025,-0.16962852462735753
ACH-000028,-0.3753932854527329
ACH-000030,-0.1616149335391648
ACH-000035,-0.2893194435531644
ACH-000036,-0.4099188857079701
ACH-000037,-0.27382967205047565
ACH-000039,-0.2884254460167098
ACH-000040,-0.4060832725479209
ACH-000041,-0.2937359727654005
ACH-000042,-0.4870648958163776
ACH-000045,-0.3533477115158686
ACH-000047,-0.4447745750672901
ACH-000052,-0.4522225090122465
ACH-000053,-0.3439986357551127
ACH-000054,-0.3918386947431077
ACH-000055,-0.5272240036808349
ACH-000060,-0.4387747047342704
ACH-000067,-0.41757924280512654
ACH-000070,-0.4020400376932433
ACH-000075,-0.20022169970573456
ACH-000078,-0.4805441102581882
ACH-000082,-0.3984659073227565
ACH-000085,-0.3053149932267079
ACH-000086,-0.26989085194790857
ACH-000087,-0.09219756394863812
ACH-000092,-0.3395419012494652
ACH-000095,-0.4860297991917689
ACH-000097,-0.4445017334502191
ACH-000098,-0.3863908682133676
ACH-000099,-0.3316317277858602
ACH-000108,-0.2781212457104485
ACH-000113,-0.4808651573184818
ACH-000116,-0.3278534790755012
ACH-000118,-0.2755557193300273
ACH-000120,-0.3747399348304983
ACH-000123,-0.34376643291972114
ACH-000127,-0.3648738279157025
ACH-000128,-0.3088725764457219
ACH-000132,-0.3809607498320858
ACH-000133,-0.4901397339652927
ACH-000137,-0.430662976903638
ACH-000138,-0.3854198528734694
ACH-000142,-0.4391268256683485
ACH-000143,-0.411173889339526
ACH-000146,-0.3537187452689705
ACH-000148,-0.5035159580450854
ACH-000150,-0.3151144375529784
ACH-000152,-0.40831440004548175
ACH-000153,-0.19326176044862575
ACH-000159,-0.3689185276245817
ACH-000160,-0.4539320134851672
ACH-000163,-0.38203556239608794
ACH-000167,0.18950162739401225
ACH-000168,-0.6754468262644836
ACH-000169,-0.3622592026421545
ACH-000178,-0.33466492165451395
ACH-000183,-0.2862646348491175
ACH-000188,-0.3766628265072569
ACH-000189,-0.3760494025627834
ACH-000190,-0.3756149777530322
ACH-000198,-0.4462121951960279
ACH-000203,-0.025279383028578063
ACH-000204,-0.4589381884717552
ACH-000206,-0.393562411583286
ACH-000207,-0.6937400438107842
ACH-000208,-0.5517573317501259
ACH-000210,-0.4105984785659879
ACH-000211,-0.4441081958924699
ACH-000215,-0.2971812240402457
ACH-000221,-0.470125777195463
ACH-000222,-0.301120373207771
ACH-000223,-0.4503212522207638
ACH-000226,-0.2920534528173246
ACH-000227,-0.4925594582621737
ACH-000228,-0.1809411000498724
ACH-000231,-0.4052548128091702
ACH-000232,-0.3369393033926185
ACH-000233,-0.3629575699817352
ACH-000234,-0.3543726815749008
ACH-000235,-0.3960734511587977
ACH-000237,-0.1916899895220788
ACH-000238,-0.357832249653438
ACH-000242,-0.15322109849916307
ACH-000243,-0.2992369409587036
ACH-000244,-0.4900676652866788
ACH-000246,-0.4129890649240297
ACH-000248,-0.4250222931700831
ACH-000250,-0.3140449475748543
ACH-000251,-0.26184683671001513
ACH-000252,-0.22418615833622127
ACH-000253,-0.4509077375144475
ACH-000255,-0.2348918373159186
ACH-000256,-0.4662064994813385
ACH-000257,-0.5689493226258671
ACH-000258,-0.3415802470028229
ACH-000259,-0.4562787253392275
ACH-000260,-0.4336891076898218
ACH-000261,-0.34298514861373586
ACH-000262,-0.2676044708844603
ACH-000263,-0.4920774391348614
ACH-000264,-0.4128521430763393
ACH-000265,-0.21634767527962812
ACH-000266,-0.38848122551491
ACH-000272,-0.3507454053826212
ACH-000274,-0.42282934268322464
ACH-000277,-0.5163206876115197
ACH-000278,-0.27710513391826913
ACH-000279,-0.3650608963300485
ACH-000280,-0.5505461669668186
ACH-000281,-0.3988302034803769
ACH-000288,-0.33019155775891185
ACH-000291,-0.3900983315357844
ACH-000293,-0.4638830686909299
ACH-000294,-0.3001358129287939
ACH-000295,-0.3521221766487853
ACH-000296,-0.2392475419319492
ACH-000302,-0.35215177557784016
ACH-000304,-0.08991309321171895
ACH-000307,-0.4175292413850992
ACH-000308,-0.3417060807969479
ACH-000310,-0.6157323029768097
ACH-000311,-0.4221301200445849
ACH-000312,-0.5739611611497739
ACH-000315,-0.5285694586667977
ACH-000316,-0.2735419699403746
ACH-000317,-0.18461826002377302
ACH-000318,-0.4140041663117381
ACH-000319,-0.4081555929319282
ACH-000320,-0.4457590100564997
ACH-000322,-0.1836565466946925
ACH-000323,-0.3728859575979678
ACH-000324,-0.4460133695284373
ACH-000329,-0.3526546418650819
ACH-000330,-0.4644831304088592
ACH-000331,-0.26855117017574875
ACH-000332,-0.4128237189569615
ACH-000334,-0.4322712773962448
ACH-000335,0.012386771665564041
ACH-000336,-0.5867157366262512
ACH-000337,-0.4083161190815904
ACH-000338,0.19530515324956996
ACH-000339,-0.3501783647135205
ACH-000341,-0.2418654732682739
ACH-000348,-0.35373257218870063
ACH-000350,-0.4254831498637987
ACH-000352,-0.3319042726757157
ACH-000356,-0.4080064437312738
ACH-000361,-0.2125485878552935
ACH-000362,-0.4518988680027726
ACH-000363,-0.4944803162110146
ACH-000364,-0.293467675592429
ACH-000365,-0.3111060330741384
ACH-000366,-0.4136550222826779
ACH-000368,-0.3223491186468041
ACH-000374,-0.32563558868184883
ACH-000375,-0.36910994538775055
ACH-000376,-0.3978106326017826
ACH-000381,-0.4109548117758276
ACH-000383,-0.3297579291487439
ACH-000387,-0.37626390089061373
ACH-000389,-0.3085639718316043
ACH-000390,-0.4967975944176035
ACH-000393,-0.43107055475407785
ACH-000395,-0.5402073806243983
ACH-000396,-0.26812741908007803
ACH-000397,-0.40110144192172537
ACH-000401,-0.26066305237877946
ACH-000402,-0.2491825253091423
ACH-000403,-0.3587775314630516
ACH-000404,-0.10686832724413643
ACH-000406,-0.42939115033377373
ACH-000407,-0.3048796985726373
ACH-000408,-0.304400479401693
ACH-000410,-0.2658204536880696
ACH-000411,-0.29984156291419484
ACH-000414,-0.42632854979643203
ACH-000415,-0.3253363258763301
ACH-000416,-0.4321573728841929
ACH-000420,-0.2987853354460563
ACH-000421,-0.3963789568174632
ACH-000424,-0.3903544124832079
ACH-000425,-0.40897262351396096
ACH-000426,-0.5096395870206758
ACH-000427,-0.402585247236048
ACH-000433,-0.3647793887426376
ACH-000435,-0.492980060588772
ACH-000436,-0.303710052230072
ACH-000444,-0.2264565845627474
ACH-000445,-0.6045529163020698
ACH-000448,-0.3860547238972281
ACH-000450,-0.4890965433339787
