,TSNARE1 (203062)
ACH-000004,-0.057313468379371985
ACH-000005,-0.2294599379807113
ACH-000007,-0.2301371152759696
ACH-000009,0.004030173159652375
ACH-000011,-0.017612527526477254
ACH-000012,-0.12664550308461575
ACH-000013,0.024414565055408226
ACH-000014,-0.14407755892539156
ACH-000015,0.06646398335649757
ACH-000017,-0.11378606843621115
ACH-000018,-0.0532926115345134
ACH-000019,0.15478339643076391
ACH-000021,-0.06517808629703903
ACH-000022,-0.2721013735768945
ACH-000025,-0.007157033109293328
ACH-000028,0.03382531231649026
ACH-000030,-0.09753532736866333
ACH-000035,-0.03552017946349625
ACH-000036,-0.04607891352448388
ACH-000037,-0.08599930507131841
ACH-000039,-0.014813115879769696
ACH-000040,-0.012225270494227327
ACH-000041,-0.1280144554110095
ACH-000042,-0.15805878911562754
ACH-000045,-0.22878215664330356
ACH-000047,-0.021644792000630263
ACH-000052,0.06519857566344997
ACH-000053,-0.13667508933019282
ACH-000054,-0.14743161667852792
ACH-000055,0.029063781602866264
ACH-000060,-0.21550380054295346
ACH-000067,-0.014855625151684947
ACH-000070,0.05167396344837255
ACH-000075,-0.03099206881687411
ACH-000078,-0.1336218864573036
ACH-000082,-0.06566174347152663
ACH-000085,-0.2197490236880554
ACH-000086,-0.014258699626954491
ACH-000087,-0.11526822883918025
ACH-000092,-0.020477746056080336
ACH-000095,0.049254334446246564
ACH-000097,0.016297062730415496
ACH-000098,-0.033397105576756604
ACH-000099,0.02031658160287301
ACH-000108,-0.0650168007784474
ACH-000113,0.002565991322469469
ACH-000116,0.0515803197149524
ACH-000118,-0.02496721444063032
ACH-000120,-0.06164031381758835
ACH-000123,-0.17911575339482536
ACH-000127,-0.06791472186248364
ACH-000128,-0.04933664050515939
ACH-000132,0.038151766063412286
ACH-000133,-0.03348475010472611
ACH-000137,0.0012313814968635867
ACH-000138,-0.11080089396722148
ACH-000142,0.03135509989684948
ACH-000143,-0.06269719427184425
ACH-000146,-0.10547711863855737
ACH-000148,-0.03216543687645465
ACH-000150,-0.4346005265242007
ACH-000152,-0.04705108591807857
ACH-000153,-0.27124337178983016
ACH-000159,-0.1318239417770161
ACH-000160,0.013408267437055138
ACH-000163,-0.05489981867419043
ACH-000167,0.19162422443464314
ACH-000168,-0.17418195983947554
ACH-000169,-0.0939118243425522
ACH-000178,-0.16968368874626846
ACH-000183,-0.0692301460671961
ACH-000188,0.0029149760554957297
ACH-000189,0.09629071549659132
ACH-000190,-0.08700379749258884
ACH-000198,-0.040216615570075366
ACH-000203,-0.028293865754541993
ACH-000204,-0.23039468300756535
ACH-000206,-0.13478608561488975
ACH-000207,-0.08333159708850171
ACH-000208,-0.010531776515079284
ACH-000210,-0.3295566268133278
ACH-000211,-0.01619197562481559
ACH-000215,-0.10459908104635852
ACH-000221,0.057881617672067114
ACH-000222,-0.2035428205714904
ACH-000223,-0.03945416599401151
ACH-000226,0.09863330688750414
ACH-000227,-0.057076944126472885
ACH-000228,0.02459034047209261
ACH-000231,-0.04697239007334726
ACH-000232,-0.13517161190828325
ACH-000233,-0.0639394562414223
ACH-000234,-0.134071021261879
ACH-000235,-0.06899437058924844
ACH-000237,-0.10435068190061346
ACH-000238,-0.07336136027393098
ACH-000242,-0.2448755346673133
ACH-000243,-0.006988796341769026
ACH-000244,0.16174978274578736
ACH-000246,-0.0588325428302003
ACH-000248,-0.17665930041487193
ACH-000250,-0.1258514009065514
ACH-000251,-0.10917649325338463
ACH-000252,-0.16418752513134066
ACH-000253,-0.04965773256368408
ACH-000255,0.04141072380270931
ACH-000256,-0.16329657276443707
ACH-000257,-0.06518508705357502
ACH-000258,-0.2531465962620528
ACH-000259,-0.06524880056512472
ACH-000260,-0.23526839588508816
ACH-000261,0.017140959349725222
ACH-000262,-0.009095528331287043
ACH-000263,-0.1218639872466342
ACH-000264,-0.027809791575408846
ACH-000265,-0.07793766979432985
ACH-000266,-0.05636223252165218
ACH-000272,-0.04925658096604346
ACH-000274,0.07072961770577035
ACH-000277,-0.3195137710776224
ACH-000278,-0.040862419373991536
ACH-000279,-0.2197986266964382
ACH-000280,-0.231705024096607
ACH-000281,-0.2227587075270885
ACH-000288,0.006696264280048735
ACH-000291,-0.1619106902061813
ACH-000293,0.011832156481006852
ACH-000294,-0.19316448047367699
ACH-000295,-0.2973765561575368
ACH-000296,-0.04243998378405514
ACH-000302,-0.06012269087315855
ACH-000304,0.10634464289965948
ACH-000307,-0.010210814919752642
ACH-000308,-0.040555646237596686
ACH-000310,-0.19071784544472012
ACH-000311,-0.1303052164938989
ACH-000312,-0.1420309911519616
ACH-000315,-0.1793786859025177
ACH-000316,-0.05946583782151956
ACH-000317,0.009269866222801569
ACH-000318,0.002790763437751506
ACH-000319,-0.08417118335232303
ACH-000320,-0.033903803881335084
ACH-000322,0.10565582879343012
ACH-000323,-0.020621685748219255
ACH-000324,-0.07208184867981911
ACH-000329,-0.21373673353251546
ACH-000330,0.11323668368438965
ACH-000331,-0.04891963698537277
ACH-000332,-0.08975676778480339
ACH-000334,-0.07968978808653551
ACH-000335,0.0336598449483587
ACH-000336,-0.2243909911005413
ACH-000337,0.06430001011419073
ACH-000338,-0.2227764097607281
ACH-000339,-0.06966319021147503
ACH-000341,-0.06971602839814241
ACH-000348,-0.10761248355603467
ACH-000350,-0.11424783827916145
ACH-000352,-0.20643061744406024
ACH-000356,0.31157335233575945
ACH-000361,-0.08659562003708034
ACH-000362,-0.2423930686905401
ACH-000363,-0.12651988382082258
ACH-000364,-0.05591856453942911
ACH-000365,0.047002852311074865
ACH-000366,0.005991958667829595
ACH-000368,-0.05302011763998133
ACH-000374,0.06095337570907666
ACH-000375,-0.08462639543135178
ACH-000376,-0.08461686060770575
ACH-000381,0.019393260061916585
ACH-000383,-0.036153285491245586
ACH-000387,-0.1154534597245744
ACH-000389,-0.1978292254085134
ACH-000390,-0.22102938252843632
ACH-000393,-0.1669599919683173
ACH-000395,-0.12874019069763667
ACH-000396,-0.13939808411988494
ACH-000397,0.0017758698153491515
ACH-000401,-0.08382085709633229
ACH-000402,-0.2710516707854798
ACH-000403,-0.13253383984964676
ACH-000404,-0.09919470596837003
ACH-000406,-0.1456063334963296
ACH-000407,-0.02542054659572426
ACH-000408,0.07409513123845485
ACH-000410,-0.060512888171443964
ACH-000411,-0.22719056354376316
ACH-000414,-0.15356635744603991
ACH-000415,0.032912526669492036
ACH-000416,-0.06461597721638236
ACH-000420,-0.2008740779237684
ACH-000421,-0.047446369458538
ACH-000424,0.3375454526224566
ACH-000425,-0.09292330088542608
ACH-000426,0.08273746495127053
ACH-000427,0.0665973891506449
ACH-000433,0.08209599317276778
ACH-000435,-0.07998585716970502
ACH-000436,-0.06646567301739986
ACH-000444,-0.041343525307889865
ACH-000445,-0.08966089381321114
ACH-000448,-0.11562424423716268
ACH-000450,-0.2691241395730162
ACH-000452,-0.049140742956269114
ACH-000454,-0.0124751950329236
ACH-000458,0.14026928129277302
ACH-000459,-0.09380742070116586
ACH-000460,-0.05494248270853206
ACH-000461,0.1107360273381225
ACH-000463,-0.03466692713541543
ACH-000464,-0.2216826389688978
ACH-000466,-0.1247598514980736
ACH-000467,-0.01082685596753217
ACH-000468,-0.1500118966782361
ACH-000469,-0.029651985489341268
ACH-000470,-0.2640819249474945
ACH-000471,-0.044538296483097095
ACH-000472,-0.14105005387753072
ACH-000473,-0.10175648773924302
ACH-000475,-0.08904187737493
ACH-000476,-0.010568330852363349
ACH-000477,0.05786424774338774
ACH-000479,0.11760117624230865
ACH-000480,0.05236603970315933
ACH-000481,0.035128435949537094
ACH-000483,0.11563949024951635
ACH-000484,-0.04544327718599642
ACH-000485,-0.09851185901082728
ACH-000486,-0.005566606873287676
ACH-000487,-0.18245942928271566
ACH-000488,-0.094895095968102
ACH-000490,0.08302459559752001
ACH-000491,-0.05291184591219416
ACH-000495,-0.23093655519638476
ACH-000496,-0.025702008543343625
ACH-000499,-0.25500506068367024
ACH-000500,-0.05573804896632332
ACH-000502,-0.09011960882628492
ACH-000503,-0.3136568382797251
ACH-000505,-0.045242794825408016
ACH-000507,-0.1831106447196859
ACH-000510,-0.04902466584119276
ACH-000511,-0.010924092070461385
