,EGLN1 (54583)
ACH-000004,0.004694979107449108
ACH-000005,-0.1368275250464942
ACH-000007,-0.22397668330062104
ACH-000009,-0.014984575045677262
ACH-000011,-0.6823273268386845
ACH-000012,-0.36158263171088095
ACH-000013,-0.17807884554592013
ACH-000014,-0.8496712815117249
ACH-000015,-0.11735610926683755
ACH-000017,-0.3738513775569406
ACH-000018,-0.4787198623524032
ACH-000019,-0.2832743632273107
ACH-000021,-0.15449373810718525
ACH-000022,-0.026096663220601543
ACH-000025,-0.5699425911769911
ACH-000028,-0.10184175566174017
ACH-000030,-0.1204899905121104
ACH-000035,-0.031201899188220576
ACH-000036,-0.6175544364070666
ACH-000037,-0.5982842117920321
ACH-000039,0.04579648965029465
ACH-000040,-0.5330600982641311
ACH-000041,-0.2239305852079839
ACH-000042,-0.2513169405411027
ACH-000045,-0.26664285869074195
ACH-000047,0.015494464692509138
ACH-000052,-0.09757217452849534
ACH-000053,-0.5368544180527174
ACH-000054,-0.19278464151425134
ACH-000055,-0.4212071308536248
ACH-000060,-0.38315710814921605
ACH-000067,-0.2900691163025123
ACH-000070,-0.4950897022511871
ACH-000075,-0.4561188765615449
ACH-000078,-0.4703360973439194
ACH-000082,-0.6338748696367639
ACH-000085,-0.24446080864046416
ACH-000086,-0.22020338479873355
ACH-000087,-0.2722718998207088
ACH-000092,-0.2692597220535548
ACH-000095,-0.13483184190321915
ACH-000097,-0.07748954606505366
ACH-000098,-0.3577573551999041
ACH-000099,-0.30409486401965896
ACH-000108,-0.00200465502101781
ACH-000113,-0.12490967731422838
ACH-000116,-0.14157400460777014
ACH-000118,-0.1446036383947139
ACH-000120,-0.0711205430960127
ACH-000123,-0.3374159907058504
ACH-000127,-0.3773166466103012
ACH-000128,-0.023528959372010255
ACH-000132,-0.007236709246855111
ACH-000133,-0.664176093821954
ACH-000137,0.03057987414559277
ACH-000138,-0.36671149691562216
ACH-000142,-0.2387886159552361
ACH-000143,-0.19599715735093093
ACH-000146,-0.19790876672665564
ACH-000148,-0.3349739689953294
ACH-000150,-0.2940733223181233
ACH-000152,0.015399872358634438
ACH-000153,-0.20503791699624535
ACH-000159,-0.06876518439520002
ACH-000160,-0.0248062010003632
ACH-000163,-0.4265241719750088
ACH-000167,0.13990318946751104
ACH-000168,-0.18455627756387788
ACH-000169,-0.08457460241089368
ACH-000178,-0.16121019750393828
ACH-000183,-0.09873771173307633
ACH-000188,-0.1380388716511637
ACH-000189,-0.03167905138852448
ACH-000190,-0.22405967153000772
ACH-000198,-0.17996834732045391
ACH-000203,-0.30617078319320445
ACH-000204,-0.3124223807316797
ACH-000206,-0.3287139766473385
ACH-000207,0.11557456783849705
ACH-000208,-0.3090798919905109
ACH-000210,-0.13574238874614733
ACH-000211,-0.020614633558756475
ACH-000215,-0.29391319692153306
ACH-000221,-0.026675115694581177
ACH-000222,-0.046897398454319485
ACH-000223,-0.07739898675768837
ACH-000226,-0.3296620651979628
ACH-000227,-0.1913534833608233
ACH-000228,-0.2127617596257192
ACH-000231,-0.2817364965666517
ACH-000232,-0.06698991679578821
ACH-000233,-0.3809728008986902
ACH-000234,0.017896312851429327
ACH-000235,-0.4096284958747846
ACH-000237,-0.5141840880624634
ACH-000238,-0.31892221730115444
ACH-000242,-0.6293739691912466
ACH-000243,0.030590891689636718
ACH-000244,-0.6490707824484571
ACH-000246,-0.05904027381891515
ACH-000248,-0.36156601831965
ACH-000250,-0.1170986277298943
ACH-000251,-0.3310483591425979
ACH-000252,-0.0984261294264909
ACH-000253,0.006707489168530492
ACH-000255,-0.5429931217444357
ACH-000256,-0.6156991037321878
ACH-000257,-0.33371971016453245
ACH-000258,-0.3516509092291235
ACH-000259,-0.6528454698357129
ACH-000260,-0.10531020880224592
ACH-000261,-0.1440362262825677
ACH-000262,-0.28909549278239344
ACH-000263,-0.26252926384056124
ACH-000264,-0.07393346973709712
ACH-000265,-0.17452269654556068
ACH-000266,-0.3720006936367961
ACH-000272,-0.14374744469149453
ACH-000274,-0.5313326161339992
ACH-000277,-0.15889761024475668
ACH-000278,-0.5627713713878071
ACH-000279,-0.0654830188148042
ACH-000280,-0.5221213291697437
ACH-000281,-0.17883605934765873
ACH-000288,-0.4725309316220373
ACH-000291,-0.08725588102608142
ACH-000293,-0.13761796588471065
ACH-000294,-0.020379073777451674
ACH-000295,-0.3156492517321557
ACH-000296,-0.06505816127164432
ACH-000302,-0.3228570760521976
ACH-000304,-0.8581569288471528
ACH-000307,-0.28537692874958315
ACH-000308,-0.2756267443553074
ACH-000310,-0.22664882278138596
ACH-000311,-0.32384650083777555
ACH-000312,-0.3528515246429102
ACH-000315,-0.3007281720778269
ACH-000316,-0.61560747870832
ACH-000317,-0.1959099382373625
ACH-000318,-0.16202399917150934
ACH-000319,0.03744125245178959
ACH-000320,-0.4488216812405905
ACH-000322,-0.8784968320039576
ACH-000323,-0.02328140556839358
ACH-000324,-0.5350506097303945
ACH-000329,0.06604208544390043
ACH-000330,-0.034105934074953465
ACH-000331,-0.32517459376198043
ACH-000332,-0.3375617453674898
ACH-000334,-0.3315830802405451
ACH-000335,-0.28940708218987315
ACH-000336,-0.2337132878679177
ACH-000337,-0.4205779370907569
ACH-000338,-0.7968681200468456
ACH-000339,-0.8242529439195561
ACH-000341,-0.0011525064699966915
ACH-000348,-0.2563040754311505
ACH-000350,-0.3142501793297717
ACH-000352,-0.015839098390537702
ACH-000356,-0.4269790319232237
ACH-000361,-0.4147666906206106
ACH-000362,-0.1277561099774345
ACH-000363,-0.10307945547847723
ACH-000364,-0.3143547957655817
ACH-000365,-0.18324306444834604
ACH-000366,-0.15764536130665152
ACH-000368,-0.011464506231774745
ACH-000374,-0.021408666375577676
ACH-000375,-0.15609981937984035
