,PTAR1 (375743)
ACH-000004,-0.5292684145922483
ACH-000005,-0.4917662415474358
ACH-000007,-0.4241231245753507
ACH-000009,-0.6605750178940287
ACH-000011,-0.485152009692789
ACH-000012,-0.23797626362835106
ACH-000013,-0.22703947815408385
ACH-000014,-0.05132143595489454
ACH-000015,-0.7695112509267099
ACH-000017,-0.18570071808222946
ACH-000018,-0.23230367254829504
ACH-000019,-0.2807587822437913
ACH-000021,-0.7780466486055819
ACH-000022,-0.2529933023647804
ACH-000025,-0.4557695108981016
ACH-000028,-0.353590803981939
ACH-000030,-0.3860037609961029
ACH-000035,-0.3848831522318327
ACH-000036,-0.2326389820237691
ACH-000037,-0.3969395505859487
ACH-000039,-0.38474893126747706
ACH-000040,-0.6219557142222479
ACH-000041,-0.20159042966109075
ACH-000042,-0.08099543853066138
ACH-000045,-0.10704059202335972
ACH-000047,-0.0811929758757721
ACH-000052,-0.35235416745835874
ACH-000053,-0.3285604478101411
ACH-000054,-0.17778495215364698
ACH-000055,-0.29919231522182754
ACH-000060,-0.4406247692387825
ACH-000067,0.19951810290844266
ACH-000070,-0.5399782856065709
ACH-000075,-0.2751140269848989
ACH-000078,-0.15071044657016971
ACH-000082,-0.4536759880570685
ACH-000085,-0.2634705559863952
ACH-000086,-0.5816500460536848
ACH-000087,-0.6036523839400496
ACH-000092,-0.3936019974739981
ACH-000095,-0.5647767307317653
ACH-000097,-0.1475735620792534
ACH-000098,-0.18812202601055936
ACH-000099,-0.29292361290119645
ACH-000108,-0.4096086045833456
ACH-000113,-0.4326321784398984
ACH-000116,-0.23997998978019935
ACH-000118,-0.4265028333036957
ACH-000120,-0.2318814084455961
ACH-000123,-0.4186739788886278
ACH-000127,-0.6248948486919248
ACH-000128,-0.3765574164148117
ACH-000132,-0.3905490340242099
ACH-000133,-0.4783886914771411
ACH-000137,-0.2821105092475907
ACH-000138,-0.4961094526200402
ACH-000142,-0.4440995466209905
ACH-000143,-0.6441557505188394
ACH-000146,-0.3249076589578798
ACH-000148,-0.37678087481670536
ACH-000150,-0.3487390393322323
ACH-000152,-0.300292870310363
ACH-000153,-0.3898386957059203
ACH-000159,-0.2798474406180841
ACH-000160,-0.4028218620886576
ACH-000163,-0.14111982024651887
ACH-000167,-0.6808642656567072
ACH-000168,-0.5683912718123949
ACH-000169,-0.14556990867114955
ACH-000178,-0.3612500539599533
ACH-000183,-0.6761513044130669
ACH-000188,-0.1819409508772713
ACH-000189,-0.53703476955142
ACH-000190,-0.4715167954907504
ACH-000198,0.11021391416185873
ACH-000203,-0.6214653180371849
ACH-000204,-0.3751027745855425
ACH-000206,-0.5361300455040868
ACH-000207,-0.28453418037214695
ACH-000208,-0.2268090496557318
ACH-000210,-0.453348903723131
ACH-000211,-0.36877696723859693
ACH-000215,-0.052739263052491984
ACH-000221,-0.3956194464426943
ACH-000222,-0.769091529794783
ACH-000223,-0.4933545123746113
ACH-000226,-0.4666629250348024
ACH-000227,-0.2980103776450237
ACH-000228,-0.3587454767937116
ACH-000231,-0.17081957941831571
ACH-000232,-0.19921417828403576
ACH-000233,-0.6916929288598704
ACH-000234,-0.6797539788750074
ACH-000235,-0.20107226773816667
ACH-000237,-0.8161739955978332
ACH-000238,-0.8753199685031283
ACH-000242,-0.4927354304613762
ACH-000243,-0.4731004474014236
ACH-000244,-0.2397979373774139
ACH-000246,-0.2940084392214571
ACH-000248,-0.17984098362665574
ACH-000250,-0.3226456380637964
ACH-000251,-0.1935299738612858
ACH-000252,-0.5500651241730481
ACH-000253,-0.4939883613167038
ACH-000255,-0.7476151050744635
ACH-000256,-0.04651427096729748
ACH-000257,-0.8023760291206313
ACH-000258,-0.31802951651649475
ACH-000259,-0.13748489640006353
ACH-000260,0.0107706097858905
ACH-000261,-0.12116080064677127
ACH-000262,-0.3924381696195288
ACH-000263,-0.6004734648173179
ACH-000264,-0.3359220805740777
ACH-000265,-0.02894270671398378
ACH-000266,-0.19067754487218747
ACH-000272,-0.7216005527782374
ACH-000274,-0.4089567117885346
ACH-000277,-0.3950492360272654
ACH-000278,-0.3720560712479824
ACH-000279,-0.4091489365875144
ACH-000280,-0.3067179962674245
ACH-000281,-0.2803325421123021
ACH-000288,-0.4718142454148013
ACH-000291,-0.624596725037772
ACH-000293,-0.38780062573500856
ACH-000294,0.17226752085518926
ACH-000295,-0.4047668675218568
ACH-000296,-0.3766818582861186
ACH-000302,-0.22019922603457
ACH-000304,-0.12203999650802234
ACH-000307,-0.2806830708152073
ACH-000308,-0.3367854075780756
ACH-000310,-0.2234053483612904
ACH-000311,-0.7436956269833584
ACH-000312,-0.20065882066132093
ACH-000315,-0.8329687759506673
ACH-000316,-0.15019424087885233
ACH-000317,-0.18701207499829656
ACH-000318,-0.4306160144824315
ACH-000319,-0.45602815232458793
ACH-000320,-0.3757654208709144
ACH-000322,-0.14212759769506544
ACH-000323,0.375021886543682
ACH-000324,-0.1964375465792851
ACH-000329,-0.18267648991962696
ACH-000330,-0.6152433753638517
ACH-000331,-0.4181913134263517
ACH-000332,-0.5215203246971525
ACH-000334,-0.09329461567900076
ACH-000335,-0.15667255015896844
ACH-000336,-0.4994118383462032
ACH-000337,-0.4046858792052971
ACH-000338,-0.0752016454041814
ACH-000339,-0.35849909603740404
ACH-000341,-0.0918257953648567
ACH-000348,-0.3931339602154892
ACH-000350,-0.09608064678516252
ACH-000352,-0.2315238140948168
ACH-000356,-0.4154364155161693
ACH-000361,-0.3194243475341493
ACH-000362,-0.4967183583695544
ACH-000363,-0.3859600160745292
ACH-000364,-0.4472688112138033
ACH-000365,-0.32880779445384023
ACH-000366,-0.2683107500663172
ACH-000368,-0.2239923256317941
ACH-000374,-0.24740735497058305
ACH-000375,-0.3380288234627974
ACH-000376,-0.2173366915191487
ACH-000381,-0.2662182833874092
ACH-000383,-0.25371635259683994
ACH-000387,-0.4547914942944146
ACH-000389,-0.11510481649553905
ACH-000390,-0.2714659244065569
ACH-000393,-0.3816219259931693
ACH-000395,-0.7102751916045313
ACH-000396,-0.4758759334050203
ACH-000397,-0.32273787975188184
ACH-000401,-0.17125255213509372
ACH-000402,0.3188681850069038
ACH-000403,-0.040337574794251166
ACH-000404,-0.4657946017972765
ACH-000406,-0.19594142075665905
ACH-000407,-0.3653631946216472
ACH-000408,-0.4369764130248764
ACH-000410,-0.5606413882415852
ACH-000411,-0.8243279766302956
ACH-000414,-0.6309882808815619
ACH-000415,-0.20767798057041686
ACH-000416,-0.21151069218954888
ACH-000420,-0.4971469107454344
ACH-000421,-0.16018858960566218
ACH-000424,-0.5218584469926851
ACH-000425,-0.31166151637947875
ACH-000426,-0.16513008717545394
ACH-000427,-0.3504945591469894
ACH-000433,-0.024633950209798656
ACH-000435,-0.4902231034754878
ACH-000436,-0.3898902867399171
ACH-000444,-0.5391754145712748
ACH-000445,-0.19667945652922264
ACH-000448,-0.4950826604763579
ACH-000450,-0.3727763313337457
ACH-000452,-0.12458985952759764
ACH-000454,-0.7071950879737575
ACH-000458,-0.25013211940155416
ACH-000459,-0.3766578644877396
ACH-000460,-0.21552336903545555
ACH-000461,-0.5938734836731844
ACH-000463,-0.3719759607954231
ACH-000464,-0.1996534786230818
ACH-000466,-0.5483873744577276
ACH-000467,-0.5758410553912955
ACH-000468,-0.3466090120457147
