,TOP1MT (116447)
ACH-000160,0.024894850875635248
ACH-000163,-0.19299523338464825
ACH-000167,0.6159809231057972
ACH-000168,-0.21606184071559786
ACH-000169,-0.19143707530843349
ACH-000178,-0.11388827600336107
ACH-000183,-0.023641419919364703
ACH-000188,-0.11442003773125008
ACH-000189,0.1530410222016583
ACH-000190,0.3184226765458245
ACH-000198,-0.026107349499883692
ACH-000203,-0.15906703534795338
ACH-000204,-0.1506314001883913
ACH-000206,0.1179363873383624
ACH-000207,0.03334946542954728
ACH-000208,-0.2581187964540189
ACH-000210,-0.2364425954290829
ACH-000211,-0.10291722756516718
ACH-000215,-0.10101232036302972
ACH-000221,-0.0902624465292341
ACH-000222,-0.10957457219748087
ACH-000223,-0.1960478150848992
ACH-000226,-0.13791142214614002
ACH-000227,0.1130134327072699
ACH-000228,-0.0868763468358871
ACH-000231,-0.10748759503396214
ACH-000232,-0.1671113266186554
ACH-000233,-0.17863416905289056
ACH-000234,-0.1794742592604367
ACH-000235,-0.06837897265721983
ACH-000237,-0.03719660665152552
ACH-000238,-0.24999220401917355
ACH-000242,-0.24602089635516114
ACH-000243,0.06118724766033237
ACH-000244,-0.08078346094286591
ACH-000246,-0.15431683475768956
ACH-000248,-0.07811731037981898
ACH-000250,-0.2855786243085912
ACH-000251,0.003525685628975789
ACH-000252,-0.21808662974000007
ACH-000253,-0.1715717901125955
ACH-000255,-0.12355698474271395
ACH-000256,-0.10293156729333036
ACH-000257,-0.16131662486012024
ACH-000258,-0.1383725477080313
ACH-000259,-0.09406180239384884
ACH-000260,-0.2316048057892517
ACH-000261,-0.1131655568081675
ACH-000262,-0.13593402187537024
ACH-000263,-0.3886097866195992
ACH-000264,-0.024640698791914488
ACH-000265,-0.06437714640184386
ACH-000266,-0.06388273835153836
ACH-000272,-0.1017741262504285
ACH-000274,-0.14663395535546475
ACH-000277,-0.2911631519358284
ACH-000278,-0.04711247814735548
ACH-000279,-0.1716132724088901
ACH-000280,-0.29592831885786186
ACH-000281,-0.14344423999499215
ACH-000288,0.09083933056521884
ACH-000291,-0.17101528478849884
ACH-000293,-0.09142238964881673
ACH-000294,0.14521047238799475
ACH-000295,-0.21814229637435004
ACH-000296,0.038889185212547764
ACH-000302,0.021723219460772842
ACH-000304,-0.4848242375732134
ACH-000307,-0.029979096257778382
ACH-000308,-0.01441908231455142
ACH-000310,0.03514175470425534
ACH-000311,-0.19199608182763755
ACH-000312,0.02453079209886482
ACH-000315,0.07220228178682563
ACH-000316,-0.28575773304755264
ACH-000317,0.013150538301711355
ACH-000318,-0.1957082965091745
ACH-000319,0.11950146446033826
ACH-000320,0.053226746557811865
ACH-000322,-0.18542948187292727
ACH-000323,-0.027286811447108303
ACH-000324,-0.03179056073581978
ACH-000329,-0.06868316635396426
ACH-000330,-0.07322591754276568
ACH-000331,-0.049405057399042655
ACH-000332,-0.06304247812895797
ACH-000334,0.21539513786289627
ACH-000335,-0.24011777631354675
ACH-000336,0.0965360774708722
ACH-000337,-0.08050496140904759
ACH-000338,-0.2057669623118637
ACH-000339,0.007637922835368345
ACH-000341,-0.05427331361257855
ACH-000348,-0.05266901935030428
ACH-000350,-0.07091584617725932
ACH-000352,-0.08079202491443692
ACH-000356,-0.07251234729083016
ACH-000361,-0.2944762620087557
ACH-000362,-0.12516126771836575
ACH-000363,-0.11089796074085233
ACH-000364,-0.11590367878115483
ACH-000365,0.032881356381507236
ACH-000366,-0.025806905749256568
ACH-000368,-0.20057767746649102
ACH-000374,-0.030550475143825823
ACH-000375,-0.023169049694954792
ACH-000376,-0.1594734703206729
ACH-000381,-0.14941053358249454
ACH-000383,-0.0696569674105267
ACH-000387,0.0331619822675855
ACH-000389,-0.1218418032570208
ACH-000390,-0.148964961866936
ACH-000393,-0.13566065175801478
ACH-000395,-0.1576615834485109
ACH-000396,-0.3229824416793701
ACH-000397,-0.02797966351554189
ACH-000401,-0.14429168329846845
ACH-000402,-0.1517699015793441
ACH-000403,-0.0901150301729267
ACH-000404,-0.12286692606868806
ACH-000406,-0.029959795235568132
ACH-000407,-0.09572540896530976
ACH-000408,-0.1794570600636691
ACH-000410,-0.07644878287780882
ACH-000411,-0.10801289024929604
ACH-000414,-0.32901387713241964
ACH-000415,0.12425569947927825
ACH-000416,-0.132225626185121
ACH-000420,-0.08424523832596946
ACH-000421,-0.1041214659391537
ACH-000424,0.13105421111576634
ACH-000425,-0.19449744925557214
ACH-000426,0.116577327758145
ACH-000427,0.06427552304831509
ACH-000433,-0.4016771606045891
ACH-000435,0.24704209349644804
ACH-000436,-0.20674896199054507
ACH-000444,-0.2306454589064905
ACH-000445,-0.1680462776019556
ACH-000448,-0.09320465566332524
ACH-000450,-0.11479675463402395
ACH-000452,-0.18126509912696326
ACH-000454,-0.03546001773915869
ACH-000458,-0.16372984038217867
ACH-000459,-0.11635952618458607
ACH-000460,-0.27720061454757
ACH-000461,-0.016384437844895232
ACH-000463,0.06169897601338789
ACH-000464,-0.23601207479238065
ACH-000466,-0.3409150569332579
ACH-000467,0.04904209601370642
ACH-000468,0.09281622444103167
ACH-000469,-0.007223630738114061
ACH-000470,-0.16657493274565094
ACH-000471,-0.06305783535655822
ACH-000472,-0.11156250949047262
ACH-000473,0.014566717508195753
ACH-000475,-0.0740272118787526
ACH-000476,-0.19222327096674732
ACH-000477,0.00743917705796338
ACH-000479,-0.4377495249643432
ACH-000480,-0.050063285700336205
ACH-000481,0.04135983127511182
ACH-000483,-0.2397487394598665
ACH-000484,-0.3133421853405437
ACH-000485,-0.2418828874055708
ACH-000486,-0.15943759496274074
ACH-000487,0.04407382045425269
ACH-000488,-0.2719411708762813
ACH-000490,-0.08333192267477295
ACH-000491,-0.03514331634006849
ACH-000495,-0.2876363070118788
ACH-000496,-0.015227749735049529
ACH-000499,-0.1411027554121804
ACH-000500,-0.6670218507486013
ACH-000502,-0.2768074967559966
ACH-000503,-0.03398779229405011
ACH-000505,-0.03169589426360901
ACH-000507,-0.12692429622094775
ACH-000510,-0.05133371703100893
ACH-000511,-0.004397520073306725
ACH-000512,-0.045607772578715136
ACH-000516,-0.09697451418592816
ACH-000517,-0.07802295461335218
ACH-000518,-0.16653592026470654
ACH-000520,-0.3023531536346551
ACH-000521,0.09642320899432803
ACH-000522,0.018339875795599102
ACH-000524,-0.17327387332202204
ACH-000527,-0.2037078109547288
ACH-000528,-0.1364864387903099
ACH-000537,-0.3411140122423306
ACH-000541,-0.3684477883391201
ACH-000542,-0.2157336479066171
ACH-000544,-0.08657550599184821
ACH-000545,-0.021497627182479426
ACH-000547,0.029771880639949688
ACH-000548,-0.09505512821430273
ACH-000549,-0.19038112522356826
ACH-000550,-0.11147692293978034
ACH-000552,-0.13475178254989795
ACH-000556,-0.14787167491071065
ACH-000557,0.13391363040892942
ACH-000569,-0.5816802757517524
ACH-000570,-0.13647479419632974
ACH-000571,-0.1855119868734526
ACH-000573,-0.013505566659425922
ACH-000576,-0.10399808470268848
ACH-000579,0.16285179781476095
ACH-000580,-0.2360548675721839
ACH-000584,-0.1968683251952916
ACH-000585,0.02292837343556637
ACH-000588,-0.059807185052494764
ACH-000589,0.005052583012984722
ACH-000591,-0.005403846717345241
ACH-000593,-0.0449811909045201
ACH-000600,-0.02621471975986504
ACH-000601,-0.04367837276817258
ACH-000605,-0.0043776741481837324
ACH-000606,-0.04171914416912634
ACH-000608,-0.036858495391244216
ACH-000614,-0.2405913077989197
ACH-000616,0.062204159252839376
ACH-000618,-0.14090952638445065
ACH-000619,-0.2595840263171971
ACH-000620,-0.04341906381115005
ACH-000621,-0.1708957984004862
ACH-000622,0.08023082171638347
ACH-000623,-0.04701219740581968
ACH-000624,-0.04373947428812594
ACH-000627,-0.08140834069507502
ACH-000630,-0.12649438140725727
ACH-000631,0.01172239627015643
ACH-000632,0.03269337869586448
ACH-000633,-0.019177070763048185
ACH-000637,-0.15808763123238326
ACH-000638,-0.1392420958513714
ACH-000646,-0.1566788452619524
ACH-000647,-0.06704414656012432
ACH-000648,-0.4211126019931768
ACH-000649,-0.1993529355576512
ACH-000651,-0.03173908171284729
ACH-000652,-0.15147163158656313
ACH-000653,0.09254487240062544
ACH-000657,-0.07944492769604834
ACH-000658,-0.29502006142589376
ACH-000661,0.0384296394242672
ACH-000662,-0.16681595671304414
ACH-000663,-0.18677166835395756
ACH-000665,0.04055635151599071
ACH-000671,-0.08739288849205568
ACH-000672,-0.1523809831660906
ACH-000673,-0.018220386863556214
ACH-000676,-0.17466096325470476
ACH-000677,-0.09101105380758057
ACH-000681,0.021020423758526047
ACH-000683,-0.13937347768209038
ACH-000684,-0.34490739188681496
ACH-000688,-0.1008058078816656
ACH-000693,-0.14902600794020254
ACH-000694,-0.17275988255710664
ACH-000695,-0.2892529176826797
ACH-000696,-0.0765459978862786
ACH-000697,-0.1403457403036381
ACH-000699,-0.19248694474039085
ACH-000701,-0.11156748957308288
ACH-000706,-0.07075938042680795
ACH-000711,0.012068142077207206
ACH-000713,0.09115190338396496
ACH-000714,-0.137837875087966
ACH-000718,-0.3832319504223639
ACH-000720,-0.1780235033937176
ACH-000721,-0.08383627947747803
ACH-000724,-0.1936490537774256
ACH-000725,-0.10302942427036972
ACH-000732,-0.12431193537027725
ACH-000734,-0.20331237041883474
ACH-000735,0.001805097273387749
ACH-000736,-0.12056784395753847
ACH-000738,-0.1389475352244554
ACH-000746,-0.00324145409717745
ACH-000747,-0.09645115344780927
ACH-000748,-0.10430790620478143
ACH-000753,-0.23798765889661316
ACH-000756,-0.01717480538494978
ACH-000757,-0.09423096120124816
ACH-000758,-0.07018559430443519
ACH-000760,0.010584433508879035
ACH-000762,-0.15459405249975208
ACH-000763,0.004470423564721786
ACH-000764,-0.22515255778297247
ACH-000765,-0.13728977638535586
ACH-000766,-0.16070736635044566
ACH-000767,-0.014078092155640626
ACH-000768,-0.18646758214632164
ACH-000769,-0.05024389843575031
ACH-000770,-0.11097651050317248
ACH-000771,-0.04909074153916
ACH-000773,-0.2377516297053792
ACH-000776,-0.3327393562516264
ACH-000777,-0.2616658958501853
ACH-000778,-0.08128576444061858
ACH-000781,-0.10837496721304024
ACH-000782,0.026206915295786854
ACH-000783,-0.36761845387585934
ACH-000784,-0.048022965272638725
ACH-000785,-0.09229050522314924
ACH-000787,-0.0872596054035779
ACH-000788,0.04148059143783708
ACH-000791,-0.04300769814430257
ACH-000792,-0.08129076280881385
ACH-000794,-0.12945719172138218
ACH-000796,-0.08336935594334638
ACH-000798,-0.1565242059641622
ACH-000799,-0.2146126778082376
ACH-000800,0.11300268930189344
ACH-000802,-0.06664192731729184
ACH-000804,-0.03765323890390099
ACH-000805,-0.13587391481841904
ACH-000809,-0.2479645790816949
ACH-000810,-0.28559438767703943
ACH-000811,0.006258769825123224
ACH-000817,0.0027289885423810397
ACH-000819,0.08872848548395791
ACH-000820,-0.09830534080686383
ACH-000821,0.1348302071780293
ACH-000822,-0.09242857564480336
ACH-000823,-0.2090673332234008
ACH-000824,-0.2208693613715784
ACH-000827,-0.042997261599567724
ACH-000829,0.033506507627931566
ACH-000831,0.0144407394776481
ACH-000832,-0.09332935285941034
ACH-000833,0.03605070431770434
ACH-000834,0.08387442009887576
ACH-000835,-0.13752860169637898
ACH-000836,0.054819993690702486
ACH-000837,-0.03917831533013941
ACH-000838,-0.0016284634367150106
ACH-000839,-0.10057548936637194
ACH-000840,-0.3489191452192292
ACH-000841,-0.026754242802499155
ACH-000843,-0.09811089098118857
ACH-000846,-0.12903650025948074
ACH-000847,0.04635725958601115
ACH-000848,0.01736818987371551
ACH-000849,-0.051533468596942
ACH-000851,-0.1455700708596709
ACH-000855,-0.09877399559111352
ACH-000856,-0.21358591569373053
ACH-000858,-0.10648548870717728
ACH-000859,-0.21781043402357628
ACH-000861,-0.016094012733151874
ACH-000862,-0.054136043288815314
ACH-000865,-0.08760661505291109
ACH-000866,0.1532166072368666
ACH-000867,-0.01095787475266555
ACH-000869,-0.041140752135759455
ACH-000872,-0.09778083917383147
ACH-000873,-0.05046301661852148
ACH-000876,0.046484873411341325
ACH-000878,0.03472063171783795
ACH-000880,-0.1337433052643435
ACH-000881,-0.24224491521739794
ACH-000882,0.009148977068274179
ACH-000884,-0.1185547755368008
ACH-000885,-0.07165163700000493
ACH-000887,-0.03238705641868757
ACH-000889,-0.12310187396707907
ACH-000896,-0.11421828397956325
ACH-000898,-0.0008972705825988002
ACH-000900,-0.3338846483684607
ACH-000901,0.04610258268607061
ACH-000905,0.031154331251143086
ACH-000906,-0.036193395737187065
ACH-000907,-0.18115738055046285
ACH-000910,-0.11807107802863452
ACH-000911,-0.2469644513687069
ACH-000912,-0.12953347728887218
ACH-000913,-0.02444884347790888
ACH-000915,-0.033792701213374673
ACH-000916,-0.4188306038443088
ACH-000917,-0.4665790955145164
ACH-000920,0.03660323387299593
ACH-000921,-0.06147783599533178
ACH-000924,-0.09679124980300698
ACH-000926,-0.3184781056629781
ACH-000928,-0.4819273694846459
ACH-000929,-0.2739813865610013
ACH-000932,-0.10483392474822964
ACH-000935,-0.18815137839731488
ACH-000936,0.10358184602217994
ACH-000937,-0.07653695819805602
ACH-000938,-0.05392916526569323
ACH-000939,0.2640063775350749
ACH-000941,-0.11601331656522057
ACH-000943,-0.00016032817752304038
ACH-000946,-0.1964650151009272
ACH-000947,-0.1151677687537719
ACH-000948,-0.13879755409275107
ACH-000950,-0.042980638724159165
ACH-000953,-0.22443527857931175
ACH-000954,-0.20886258758957169
ACH-000957,0.024710331483279804
ACH-000958,0.06757970422533867
ACH-000960,-0.024292785493243797
ACH-000963,-0.15177004778132008
ACH-000968,-0.18670838951992846
ACH-000969,-0.1619717712889719
ACH-000972,-0.4801507582222058
ACH-000973,-0.018354932604567237
ACH-000974,-0.0318742121734075
ACH-000978,0.0309647808854296
ACH-000984,-0.19668065821784755
ACH-000986,-0.16306324475061007
ACH-000988,0.005165063590563178
ACH-000993,-0.5466126374379533
ACH-000994,-0.3015584205161056
ACH-000996,-0.26570262206750983
ACH-001001,-0.0621093913408813
ACH-001020,0.20003132473559976
ACH-001028,-0.103018072453266
ACH-001031,-0.1695820774943219
ACH-001038,-0.08002497180506603
ACH-001048,-0.03035947670644705
ACH-001050,-0.05468187187161666
ACH-001053,0.0213891224246364
ACH-001054,0.014949068161224762
ACH-001061,-0.04364866055816125
ACH-001067,-0.2861367765876003
ACH-001075,-0.17701660493148244
ACH-001096,0.02646399031847612
ACH-001111,-0.2809913574244031
ACH-001119,0.03636656860495542
ACH-001128,0.5216531951317567
ACH-001134,-0.20541845110977008
ACH-001151,-0.02031287434725266
ACH-001163,0.0021438495139313963
ACH-001164,0.3064322279038668
ACH-001183,-0.07018269921471572
ACH-001192,-0.06982366822914263
ACH-001193,-0.1930456440760476
ACH-001196,0.0033892096809719453
ACH-001197,-0.34370328760688595
ACH-001205,-0.0135417812468238
ACH-001211,0.036766361134798746
ACH-001212,-0.00017778291959735839
ACH-001228,-0.24711398846378466
ACH-001232,-0.044349515770750685
ACH-001239,-0.09503577217777794
ACH-001270,-0.042195677200208406
ACH-001274,0.02639338783563814
ACH-001275,-0.27782798622045
ACH-001277,0.035104393179493334
ACH-001278,0.03936217139007291
ACH-001280,-0.2744877452127787
ACH-001283,-0.10706235592698428
ACH-001289,-0.06374535942527387
ACH-001300,-0.12254099762331395
ACH-001301,-0.04325341977029694
ACH-001302,0.12301099739370792
ACH-001306,-0.06767960020543964
ACH-001318,0.0030462234090512788
ACH-001322,-0.1185868110065436
ACH-001328,-0.10883683664096984
ACH-001332,0.0446999074065611
ACH-001336,0.03838871408344751
ACH-001346,-0.2147620016979227
ACH-001353,-0.1615564631640426
ACH-001354,0.20474558327016834
ACH-001367,-0.3273636127274249
ACH-001368,-0.04164383513441011
ACH-001374,-0.16749003716733116
ACH-001377,-0.10635579760397013
ACH-001380,-0.07117895174722623
ACH-001391,0.093570294309084
ACH-001408,-0.2119672677594065
ACH-001430,0.10760877950511756
ACH-001431,-0.011297009078725384
ACH-001450,-0.13176716572035496
ACH-001496,-0.05601207900427349
ACH-001500,0.09927678639660982
ACH-001523,-0.026207245140963252
ACH-001532,-0.2649644373067723
ACH-001550,0.048571325241327165
ACH-001552,-0.11581053388305675
ACH-001554,-0.12384032745625155
ACH-001654,-0.1811852869181265
ACH-001735,-0.12055915540203868
ACH-001736,-0.06143251215974601
ACH-001737,-0.025910437879931403
ACH-001740,0.0033310819878828203
ACH-001745,0.03837020379192857
ACH-001765,-0.15387587050042614
