,AADAT (51166)
ACH-000004,0.1842491075605923
ACH-000005,0.2047138912080136
ACH-000007,-0.010513664193497745
ACH-000009,0.11455137866202605
ACH-000011,0.02533149416961635
ACH-000012,-0.02474966011524053
ACH-000013,0.1274050628752708
ACH-000014,0.034759458563698435
ACH-000015,0.1629069873427007
ACH-000017,0.07509560473741066
ACH-000018,0.04033087546433501
ACH-000019,0.02330352564632013
ACH-000021,0.1222696343692654
ACH-000022,0.14923760386555632
ACH-000025,0.20054207323510287
ACH-000028,0.09978579303789256
ACH-000030,0.09625714261063527
ACH-000035,0.061743381333488126
ACH-000036,0.027302111543105842
ACH-000037,0.02612209214317553
ACH-000039,0.040274812599445584
ACH-000040,0.0660192258825577
ACH-000041,-0.0938698489004802
ACH-000042,-0.0067401512853060026
ACH-000045,0.09108058387817032
ACH-000047,0.013845867684485464
ACH-000052,0.06264107021679041
ACH-000053,-0.006554645056281435
ACH-000054,0.04804964315526683
ACH-000055,0.15350545321444184
ACH-000060,-0.08045269862731566
ACH-000067,0.003475222485637254
ACH-000070,0.006316282535602381
ACH-000075,0.05376695102115793
ACH-000078,-0.09961586429018088
ACH-000082,0.02441701713169564
ACH-000085,0.11776818209722865
ACH-000086,0.020336569438013867
ACH-000087,-0.004122109704535716
ACH-000092,0.021850799563674483
ACH-000095,-0.022048205057526603
ACH-000097,0.0858578328789069
ACH-000098,0.03458554923096281
ACH-000099,0.059609385693835414
ACH-000108,0.08022875349715243
ACH-000113,0.07991687866547632
ACH-000116,0.028554242525809275
ACH-000118,0.12925022305220527
ACH-000120,0.0177686932716727
ACH-000123,0.012325072616317887
ACH-000127,0.13450447878505326
ACH-000128,0.16604525983571394
ACH-000132,0.030724023936119737
ACH-000133,0.0777488907135537
ACH-000137,0.1945488594609735
ACH-000138,0.09885854630722693
ACH-000142,0.08979882027683916
ACH-000143,-0.11344578323671002
ACH-000146,0.11283505791616633
ACH-000148,0.08236850283497793
ACH-000150,-0.008380639266935556
ACH-000152,0.13114697919927099
ACH-000153,0.02591155809355502
ACH-000159,0.05604294503165769
ACH-000160,0.3689920027883075
ACH-000163,-0.07795969395451938
ACH-000167,0.6260285888951445
ACH-000168,-0.02171710239969159
ACH-000169,0.15272071312309213
ACH-000178,0.02871679853405138
ACH-000183,0.004656552053127076
ACH-000188,0.00017869924391517968
ACH-000189,0.10262720007347297
ACH-000190,0.3735926340537725
ACH-000198,0.029518681067848974
ACH-000203,-0.01090631234676995
ACH-000204,-0.096346615606695
ACH-000206,-0.00956638188669664
ACH-000207,0.07532297658732126
ACH-000208,0.19824402577396846
ACH-000210,0.12812503924153276
ACH-000211,-0.0076274546463941705
ACH-000215,0.04993540912196224
ACH-000221,0.12216938366390627
ACH-000222,-0.027909904750428944
ACH-000223,0.009443357103011292
ACH-000226,0.1463890821867976
ACH-000227,0.047495650468007834
ACH-000228,0.11194633950249433
ACH-000231,0.13304336829494542
ACH-000232,0.015691513871953573
ACH-000233,0.0555374554622392
ACH-000234,-0.02743944102501743
ACH-000235,0.05787310150046365
ACH-000237,0.09166307440665658
ACH-000238,0.02677729088384457
ACH-000242,-0.11316273242888115
ACH-000243,0.03390773663114526
ACH-000244,-0.03207036514784255
ACH-000246,-0.007691351087534774
ACH-000248,0.15826221693639958
ACH-000250,0.011238328761007523
ACH-000251,-0.0495642240542954
ACH-000252,0.1254595600337879
ACH-000253,0.05916391349148405
ACH-000255,0.012236085625764729
ACH-000256,0.20167092978911333
ACH-000257,0.19559782865081005
ACH-000258,0.07189852486915056
ACH-000259,0.051137889265166124
ACH-000260,-0.023631842432672995
ACH-000261,0.07281177035478233
ACH-000262,0.0864498797946969
ACH-000263,0.07126050239073743
ACH-000264,0.017640363581470617
ACH-000265,0.08965028344089132
ACH-000266,0.09029224999838004
ACH-000272,0.08512767109191978
ACH-000274,0.02441717980097742
ACH-000277,-0.0221058561021467
ACH-000278,0.05571017450875824
ACH-000279,0.050346538284569815
ACH-000280,0.025741335924275167
ACH-000281,0.06754914798306069
ACH-000288,0.0820066261638149
ACH-000291,0.07073461110171768
ACH-000293,0.13695301261734352
ACH-000294,0.05573534035675271
ACH-000295,0.08108522858200691
ACH-000296,0.24943947016047294
ACH-000302,0.17666172468342103
ACH-000304,0.00016612366677582358
ACH-000307,0.03628215482042859
ACH-000308,0.046495617669527804
ACH-000310,0.03233897699799432
ACH-000311,0.07256753820605871
ACH-000312,0.023555537994353386
ACH-000315,0.2139482606444882
ACH-000316,-0.04423122817344912
ACH-000317,0.043664681334636635
ACH-000318,-0.07326933498622375
ACH-000319,0.07861944067721773
ACH-000320,0.07332764120691612
ACH-000322,-0.1434009306165378
ACH-000323,0.1864455924552928
ACH-000324,0.017284456805045652
ACH-000329,0.03425644752210397
ACH-000330,0.03551731402678332
ACH-000331,0.1510376408675627
ACH-000332,0.12955872282718786
ACH-000334,0.035282802692692815
ACH-000335,-0.0984438636499893
ACH-000336,-0.03203374371675512
ACH-000337,-0.11035695895366288
ACH-000338,0.09059393760710399
ACH-000339,0.09293426812421364
ACH-000341,0.14243722430690772
ACH-000348,0.09634904803774906
ACH-000350,0.07933699861308458
ACH-000352,-0.018518964104526858
ACH-000356,0.1679847736755908
ACH-000361,0.003400857228748241
ACH-000362,0.1233727168764056
ACH-000363,0.024461337358328658
ACH-000364,-0.05480424851221041
ACH-000365,0.02198647399670256
ACH-000366,0.033023890644530235
ACH-000368,0.20244236236938226
ACH-000374,0.06884178760078699
ACH-000375,0.01527390150005559
ACH-000376,0.1063413366872206
ACH-000381,0.19315503097322667
