,PRMT8 (56341)
ACH-000004,0.14035702712379472
ACH-000005,0.20238443773407053
ACH-000007,0.15216439886105385
ACH-000009,0.037958265547142434
ACH-000011,0.07674076549928742
ACH-000012,0.221189420206478
ACH-000013,0.2072652147595018
ACH-000014,0.07838975133384654
ACH-000015,0.026571273953533755
ACH-000017,0.2296481534015732
ACH-000018,0.1692498426531319
ACH-000019,0.0167618505887708
ACH-000021,0.12124878451519353
ACH-000022,0.15680744274739386
ACH-000025,0.08055146093179674
ACH-000028,0.10728432940437717
ACH-000030,0.0381553589576582
ACH-000035,0.1479979037854279
ACH-000036,0.0771742642787761
ACH-000037,0.10841155189836904
ACH-000039,0.02151133368707207
ACH-000040,0.14364764837096694
ACH-000041,-0.05733614605486941
ACH-000042,0.12609651224169427
ACH-000045,0.07792618402168514
ACH-000047,0.15462633173796864
ACH-000052,-0.05533462914365909
ACH-000053,0.1253993839782688
ACH-000054,0.08128143214729716
ACH-000055,0.1837463590697932
ACH-000060,0.12973835140464274
ACH-000067,0.5220262262474282
ACH-000070,0.055126866442366924
ACH-000075,0.1434252445475179
ACH-000078,-0.009526801385575878
ACH-000082,0.16041826720403024
ACH-000085,0.21645191386566048
ACH-000086,0.18352814240665366
ACH-000087,0.10249041565871388
ACH-000092,0.2515542625508939
ACH-000095,0.06582879358239341
ACH-000097,0.1310725125145857
ACH-000098,0.1846036159608428
ACH-000099,0.04361943062486855
ACH-000108,0.24704949383214944
ACH-000113,0.030420268535003174
ACH-000116,0.02612704558747655
ACH-000118,0.1430226379375804
ACH-000120,0.12293324148680415
ACH-000123,0.1456638520875631
ACH-000127,0.08074323050447785
ACH-000128,0.018624348016543637
ACH-000132,0.15193305090759998
ACH-000133,0.2303713816528405
ACH-000137,0.18077149652103336
ACH-000138,0.0734490594026433
ACH-000142,0.1937180577868974
ACH-000143,0.0965900692393484
ACH-000146,0.14468047382437854
ACH-000148,0.17664619917067226
ACH-000150,0.12179045139300823
ACH-000152,0.04248560601535484
