,TICAM1 (148022)
ACH-000004,0.006852535633805799
ACH-000005,-0.2745704961586594
ACH-000007,-0.18990947917070106
ACH-000009,0.03637219783907303
ACH-000011,-0.04483443716345019
ACH-000012,-0.028803781816157576
ACH-000013,-0.07754464511650626
ACH-000014,-0.2061277015140168
ACH-000015,-0.08802417636873225
ACH-000017,-0.08593083008338988
ACH-000018,-0.06813563505648683
ACH-000019,-0.1951408606301049
ACH-000021,-0.11956612355139745
ACH-000022,0.044079752115698825
ACH-000025,-0.025020938028439525
ACH-000028,0.06441001055823965
ACH-000030,-0.0673209317688206
ACH-000035,-0.06415584849003911
ACH-000036,-0.1714781269560695
ACH-000037,-0.003793262572598752
ACH-000039,0.025758100439198902
ACH-000040,-0.07197932883574387
ACH-000041,-0.04395195516435047
ACH-000042,-0.0696855769616804
ACH-000045,-0.19676559917850395
ACH-000047,-0.009826791345971754
ACH-000052,-0.07278583492659069
ACH-000053,-0.030144844884845468
ACH-000054,-0.150306687106388
ACH-000055,-0.12304755639011924
ACH-000060,-0.19492688009286527
ACH-000067,-0.2003793617855528
ACH-000070,0.12293070706994252
ACH-000075,-0.18658738027967728
ACH-000078,-0.13306705973933478
ACH-000082,-0.039313212317555975
ACH-000085,-0.13036547213852653
ACH-000086,-0.04768015364743533
ACH-000087,-0.3014746115902368
ACH-000092,-0.0483252009483259
ACH-000095,-0.15044339180716634
ACH-000097,-0.0618848530752193
ACH-000098,-0.14172695749391148
ACH-000099,-0.07446786766379475
ACH-000108,-0.12521947895092386
ACH-000113,-0.06035790077540831
ACH-000116,-0.07929783874532052
ACH-000118,-0.1221461893751266
ACH-000120,-0.20038293498026932
ACH-000123,-0.014928259538739332
ACH-000127,-0.04039066342160258
ACH-000128,-0.15398514530948687
ACH-000132,-0.21770306299755687
ACH-000133,-0.02480395767373628
ACH-000137,-0.12201642875712082
ACH-000138,-0.10917368173737983
ACH-000142,-0.168965619467876
ACH-000143,-0.1607987734541671
ACH-000146,-0.13673942071556894
ACH-000148,0.0023787373497649103
ACH-000150,0.08073542221383767
ACH-000152,-0.10481862670015872
ACH-000153,0.0983234087880422
ACH-000159,-0.08509221370331388
ACH-000160,-0.04603868641607014
ACH-000163,-0.15130525891970634
ACH-000167,0.09648210919613656
ACH-000168,-0.0057951883876222405
ACH-000169,-0.01800477610102785
ACH-000178,-0.07617589615054636
ACH-000183,-0.0705563349779052
ACH-000188,-0.14986456941868714
ACH-000189,-0.0408387809954302
ACH-000190,0.052688009801118166
ACH-000198,0.015714522778363806
ACH-000203,-0.3128648197130461
ACH-000204,0.2806390600451504
ACH-000206,-0.058783518354000475
ACH-000207,-0.011536964339557976
ACH-000208,-0.06662674330717469
ACH-000210,0.10725144596828937
ACH-000211,0.011903358227590295
ACH-000215,-0.08757992326649587
ACH-000221,-0.1637593399195864
ACH-000222,0.04959409487786577
ACH-000223,-0.16761806405090868
ACH-000226,-0.26342841505668635
ACH-000227,-0.18044810411841056
ACH-000228,-0.15105486492693498
ACH-000231,-0.06678698184625226
ACH-000232,-0.06575159561867353
ACH-000233,0.011768686518886405
ACH-000234,-0.1118350808547768
ACH-000235,-0.07471519051964128
ACH-000237,-0.1333630303777849
ACH-000238,-0.0701939933683886
ACH-000242,-0.4101949793750617
ACH-000243,-0.16480594011609456
ACH-000244,-0.14920996931625952
ACH-000246,0.008948935987388358
ACH-000248,-0.17854038499479366
ACH-000250,-0.0146194194473919
ACH-000251,0.12074042719895142
ACH-000252,0.222110382663272
ACH-000253,-0.042979076465933214
ACH-000255,-0.0407503294260304
ACH-000256,0.014582163372542912
ACH-000257,-0.005149077830441952
ACH-000258,0.04081441672506954
ACH-000259,-0.13579907757745718
ACH-000260,-0.15032030463596452
ACH-000261,-0.11788011199574346
ACH-000262,-0.026627807147977103
ACH-000263,-0.12390745124904835
ACH-000264,-0.06357095367099673
ACH-000265,-0.24605899874064704
ACH-000266,-0.06930760255431474
ACH-000272,-0.11962689899917996
ACH-000274,-0.18550462029085607
ACH-000277,-0.011750123377533938
ACH-000278,-0.015830800474025162
ACH-000279,-0.06250929064848644
ACH-000280,-0.15169697103804838
ACH-000281,-0.1913847002661799
ACH-000288,0.04692949791836518
ACH-000291,-0.26644009633413
ACH-000293,-0.3219215235834273
ACH-000294,-0.03980352529924933
ACH-000295,-0.00439439609413691
ACH-000296,-0.3040722902041885
ACH-000302,-0.1820587668470691
ACH-000304,-0.01931338741604691
ACH-000307,-0.17492704896393024
ACH-000308,-0.10467544020459008
ACH-000310,-0.06369982730154017
ACH-000311,-0.05272563200640077
ACH-000312,-0.13406939922048328
