,SGIP1 (84251)
ACH-000004,0.021583482706675292
ACH-000005,-0.1739986444798982
ACH-000007,-0.06315066084453279
ACH-000009,-0.06365726052466304
ACH-000011,-0.018616890024257187
ACH-000012,-0.07900963805805923
ACH-000013,-0.0325591618637792
ACH-000014,-0.056293156138829466
ACH-000015,-0.022659706458472824
ACH-000017,0.17673718080351988
ACH-000018,0.19108715257095893
ACH-000019,0.060299855918435126
ACH-000021,-0.19900679356577292
ACH-000022,0.04844450920055092
ACH-000025,-0.10106901494190736
ACH-000028,-0.10984504209792552
ACH-000030,0.010105769701855914
ACH-000035,-0.06053019902248628
ACH-000036,0.012700717389274278
ACH-000037,0.09037708772318333
ACH-000039,-0.08678791712924122
ACH-000040,-0.08735692725893564
ACH-000041,-0.1824078642632566
ACH-000042,0.08133466715944103
ACH-000045,0.16016662738982151
ACH-000047,-0.030589418365586808
ACH-000052,-0.16642284335432908
ACH-000053,-0.09020346811613933
ACH-000054,-0.06970959095765251
ACH-000055,-0.22843309626567698
ACH-000060,0.060091847449589925
ACH-000067,-0.03789682633612798
ACH-000070,0.013906036266751336
ACH-000075,0.07718135190253718
ACH-000078,-0.1376872334025408
ACH-000082,-0.0008882341134025847
ACH-000085,-0.11971994928308174
ACH-000086,-0.0489448304897368
ACH-000087,0.008877330173873006
ACH-000092,-0.21610515154012508
ACH-000095,-0.02434131237479404
ACH-000097,-0.02050092701530195
ACH-000098,0.1089769182562504
ACH-000099,0.026303606116100414
ACH-000108,0.0268842326010389
ACH-000113,-0.01700446059391706
ACH-000116,0.023218613651647072
ACH-000118,-0.0719656189469042
ACH-000120,-0.04022186261202165
ACH-000123,-0.06238881586001591
ACH-000127,-0.0015205752954216133
ACH-000128,-0.031805626168547096
ACH-000132,-0.07506253633193567
ACH-000133,-0.08586689479481946
ACH-000137,-0.19318248765959492
ACH-000138,0.018074287616102816
ACH-000142,-0.24201655683776574
ACH-000143,0.0015008048917538586
ACH-000146,-0.031151063678933257
ACH-000148,-0.06544433329338471
ACH-000150,-0.20490984057421133
ACH-000152,-0.05349187636103208
ACH-000153,-0.03628368215097877
ACH-000159,0.06521950792198312
ACH-000160,-0.0050778991533716854
ACH-000163,0.020304593163143182
ACH-000167,0.005582124285643675
ACH-000168,-0.0037758142451499092
ACH-000169,-0.07736454897014493
ACH-000178,-0.010406478963833031
ACH-000183,-0.0161348101817483
ACH-000188,-0.05675212912087281
ACH-000189,-0.2154039731439091
ACH-000190,0.08255651147507785
ACH-000198,0.04624508144506154
ACH-000203,-0.12680482724861694
ACH-000204,-0.032220918040093215
ACH-000206,0.05585004352756365
ACH-000207,0.0528781162366148
ACH-000208,-0.16097572697308135
ACH-000210,0.17098472889094393
ACH-000211,-0.02946137024311008
ACH-000215,-0.0850242227574982
ACH-000221,0.12619048082948858
ACH-000222,0.06550696063604672
ACH-000223,-0.068278626560815
ACH-000226,-0.12664311205720274
ACH-000227,-0.08322204954522625
ACH-000228,-0.1581432479650222
ACH-000231,-0.052171069507683736
ACH-000232,-0.008562704022847275
ACH-000233,0.0533330790413574
ACH-000234,0.12950653726748726
ACH-000235,0.010501218706693459
