,LIMD1 (8994)
ACH-000004,-0.20687244964527907
ACH-000005,0.1582402174229644
ACH-000007,-0.16083294704912773
ACH-000009,-0.14478403008786242
ACH-000011,-0.3319935025428943
ACH-000012,-0.2414877369558612
ACH-000013,-0.16379459983089487
ACH-000014,-0.3933997272239218
ACH-000015,-0.20255122749895496
ACH-000017,-0.08948009550340781
ACH-000018,-0.2179485503677175
ACH-000019,-0.19625579932607395
ACH-000021,-0.20543736452759154
ACH-000022,-0.24485452524422002
ACH-000025,-0.13153144921162546
ACH-000028,-0.09498368960548956
ACH-000030,-0.2354439881607421
ACH-000035,-0.2581179952545954
ACH-000036,-0.281038378871986
ACH-000037,-0.2105398337535328
ACH-000039,-0.27251135396154696
ACH-000040,-0.286374255025507
ACH-000041,-0.2284453351571097
ACH-000042,-0.33620821781063925
ACH-000045,-0.21026161456530426
ACH-000047,-0.11347988417589736
ACH-000052,-0.07857593161318181
ACH-000053,-0.19766830821225265
ACH-000054,-0.14153915622419658
ACH-000055,-0.1440084627080725
ACH-000060,-0.42061631603700944
ACH-000067,-0.29839817223014303
ACH-000070,-0.2927241129145722
ACH-000075,-0.2491366514330269
ACH-000078,-0.19683596406519746
ACH-000082,-0.14883469851712092
ACH-000085,-0.2232024272937192
ACH-000086,-0.10378837535778347
ACH-000087,-0.26711350266305833
ACH-000092,-0.2101278622044097
ACH-000095,-0.254065895800815
ACH-000097,-0.1395730091085447
ACH-000098,-0.19387165037523627
ACH-000099,-0.1294762281685515
ACH-000108,-0.2723872527927701
ACH-000113,-0.19053612252294616
ACH-000116,-0.2561012060659522
ACH-000118,-0.201734631847159
ACH-000120,-0.2758719167250704
ACH-000123,-0.1846604088284299
ACH-000127,-0.2527622885885037
ACH-000128,-0.3260580412071121
ACH-000132,-0.16836560111561888
ACH-000133,-0.2261513430435544
ACH-000137,-0.2999066208574198
ACH-000138,-0.12589257620115005
ACH-000142,-0.22717259835053216
ACH-000143,-0.2410249493167948
ACH-000146,-0.2529023279331812
ACH-000148,-0.06699673538465754
ACH-000150,-0.2645062053461701
ACH-000152,-0.1327399249439385
ACH-000153,-0.2320033748971967
ACH-000159,-0.17734001722540224
ACH-000160,0.08182388354506523
ACH-000163,-0.3634496356799456
ACH-000167,0.09433378369012788
ACH-000168,-0.10584792172348534
ACH-000169,-0.27903250264562873
ACH-000178,-0.11672668527645565
ACH-000183,-0.2715259201641434
ACH-000188,-0.267276534153123
ACH-000189,-0.21721345164921824
ACH-000190,0.09131952232671296
ACH-000198,-0.16477842159121214
ACH-000203,0.09726863398950614
ACH-000204,-0.2668047175925457
ACH-000206,-0.3487033989823191
ACH-000207,-0.2852801083125416
ACH-000208,0.1355541478779353
ACH-000210,-0.3100304631472889
ACH-000211,-0.12745640828921767
ACH-000215,-0.2314066484703033
ACH-000221,-0.26530064253192953
ACH-000222,-0.2529139733181767
ACH-000223,-0.2798627530788098
ACH-000226,-0.21182289088856368
ACH-000227,-0.328490298726656
ACH-000228,-0.2669831936630743
ACH-000231,-0.24935996802385485
ACH-000232,-0.2519480379867052
ACH-000233,-0.19454268523280854
ACH-000234,-0.3270438465924231
ACH-000235,-0.25852690747693224
ACH-000237,-0.17123933929658242
ACH-000238,-0.4506867247254185
ACH-000242,-0.029953055207307056
ACH-000243,-0.17050626125116358
ACH-000244,-0.0925505643095436
ACH-000246,-0.12312207179191907
ACH-000248,-0.032581565158276295
ACH-000250,-0.2976566484506164
ACH-000251,-0.3780410401617704
ACH-000252,-0.25741013890462106
ACH-000253,-0.20257294101116105
ACH-000255,-0.17502432456650358
ACH-000256,-0.29708344785221263
ACH-000257,-0.29206719573311474
ACH-000258,-0.41094524498578416
ACH-000259,-0.19458550339248212
ACH-000260,-0.2572949109132643
ACH-000261,-0.16788012982653902
ACH-000262,-0.19651261864005007
ACH-000263,-0.2949331158281424
ACH-000264,-0.2292208673156536
ACH-000265,-0.13818308395041454
ACH-000266,-0.24870772061291602
ACH-000272,-0.17793997250694374
ACH-000274,-0.212494584191959
ACH-000277,-0.1892306001740673
ACH-000278,-0.18826917042645272
ACH-000279,-0.2358579311992669
ACH-000280,-0.3622777374142108
ACH-000281,-0.272574396229079
ACH-000288,-0.1487245501602281
ACH-000291,-0.15953621797878628
ACH-000293,-0.3725979090711503
ACH-000294,-0.2054204376279382
ACH-000295,-0.474664768671671
ACH-000296,-0.13268363742762154
ACH-000302,-0.3147599238945946
ACH-000304,-0.17634485957850785
ACH-000307,-0.29640493448313365
ACH-000308,-0.14372387835726888
ACH-000310,-0.3066142233239585
ACH-000311,-0.10925364941505117
ACH-000312,-0.2377103308559681
ACH-000315,-0.1277644645010344
ACH-000316,-0.254801655851445
ACH-000317,-0.3499181129183158
ACH-000318,-0.1038113655887382
ACH-000319,-0.19533335452733336
ACH-000320,-0.3328097164961791
ACH-000322,0.0017864695392663798
ACH-000323,-0.17920850152986073
ACH-000324,-0.26336794374262984
ACH-000329,-0.16931422618491118
ACH-000330,-0.18008074854452938
ACH-000331,-0.20574781480562146
ACH-000332,-0.3109973514260269
ACH-000334,-0.385087276295415
ACH-000335,-0.4623270963578094
ACH-000336,-0.13555010031965636
ACH-000337,-0.33490959928287245
ACH-000338,-0.271685313765015
ACH-000339,-0.1428029745964534
ACH-000341,-0.33199752732576177
ACH-000348,-0.05514236597292372
ACH-000350,-0.30006339057051645
ACH-000352,-0.18535337732209128
ACH-000356,-0.3246449987317835
ACH-000361,-0.1624003231773345
ACH-000362,-0.28219406477530706
ACH-000363,-0.23186424612417214
ACH-000364,-0.0693988047294455
ACH-000365,-0.2595229948170548
ACH-000366,-0.2732833562458896
ACH-000368,0.012078191850366694
ACH-000374,-0.1485729151995268
ACH-000375,-0.2533893351748923
ACH-000376,-0.33853288738833803
ACH-000381,-0.2031105080770292
ACH-000383,-0.2637012990184859
ACH-000387,-0.2169609569863898
ACH-000389,-0.29432985278346485
ACH-000390,-0.2030567688776791
ACH-000393,-0.3655678029488527
ACH-000395,-0.3527773179206425
ACH-000396,-0.15748241427193124
ACH-000397,-0.3537780424128689
ACH-000401,0.08764417774783909
ACH-000402,-0.499243549762656
ACH-000403,-0.2478675712258208
ACH-000404,-0.2298972080752604
ACH-000406,-0.2639847672266704
ACH-000407,-0.3353779705280238
ACH-000408,-0.2153297757612864
ACH-000410,-0.254693072510048
ACH-000411,-0.3159491203953265
ACH-000414,-0.21143819473187908
ACH-000415,-0.3076055942582635
ACH-000416,-0.20077362934723836
ACH-000420,-0.3882683067052631
ACH-000421,-0.17457596657994906
ACH-000424,-0.26064943075298425
ACH-000425,-0.380979432082064
ACH-000426,-0.33938583757479085
ACH-000427,-0.4207529174412086
ACH-000433,-0.23462667759258385
ACH-000435,-0.3249382006506236
ACH-000436,-0.30353431844059503
ACH-000444,-0.11231198442633963
ACH-000445,-0.2667807062512937
ACH-000448,-0.2775882719021293
