,TAF6 (6878)
ACH-000004,-1.2474967564182136
ACH-000005,-1.2171643660803133
ACH-000007,-1.0514618891321352
ACH-000009,-1.0102679152646237
ACH-000011,-1.2013649526869628
ACH-000012,-1.0545753179634043
ACH-000013,-1.2463385192516918
ACH-000014,-1.1143215398427309
ACH-000015,-1.1734012081576717
ACH-000017,-0.9595414042523116
ACH-000018,-1.042715663776698
ACH-000019,-0.5999479611099453
ACH-000021,-1.2574124263170023
ACH-000022,-1.0112984007447745
ACH-000025,-1.0351819962818585
ACH-000028,-1.0610122170472698
ACH-000030,-1.1147927647854965
ACH-000035,-1.2007347208428671
ACH-000036,-0.7469470159355708
ACH-000037,-1.0495972645829807
ACH-000039,-1.2760425707182486
ACH-000040,-1.2334265234417112
ACH-000041,-1.2381043533420035
ACH-000042,-1.1768053530524152
ACH-000045,-1.1890318838313851
ACH-000047,-0.8597511064938855
ACH-000052,-1.0285803492832772
ACH-000053,-1.2315752807905922
ACH-000054,-1.0536790500820483
ACH-000055,-1.2080171077787802
ACH-000060,-1.2582319064849077
ACH-000067,-1.033342036475497
ACH-000070,-0.9324449524776788
ACH-000075,-1.2261773802958902
ACH-000078,-1.046687595491437
ACH-000082,-1.1658150584069884
ACH-000085,-1.3483574886020595
ACH-000086,-0.9627782678695136
ACH-000087,-1.2833384141227953
ACH-000092,-0.9285997818028692
ACH-000095,-1.0658019402613041
ACH-000097,-1.042937184638838
ACH-000098,-1.0356873517303553
ACH-000099,-1.1598257694030454
ACH-000108,-1.3348650640131725
ACH-000113,-1.1278596318161436
ACH-000116,-1.0870683689375504
ACH-000118,-1.2137357747886797
ACH-000120,-1.092535485216949
ACH-000123,-1.1532083265217965
ACH-000127,-1.0618243320699752
ACH-000128,-1.2493259925524116
ACH-000132,-1.1345065365567253
ACH-000133,-1.2322306290682463
ACH-000137,-1.1489367716009349
ACH-000138,-1.2312582867970083
ACH-000142,-1.1219040167408565
ACH-000143,-1.2731411460897095
ACH-000146,-1.099354209682755
ACH-000148,-1.1463404889632882
ACH-000150,-1.2175661549768413
ACH-000152,-1.1685724378106541
ACH-000153,-1.1244699859564178
ACH-000159,-1.1737936192815477
ACH-000160,-0.8275614992950645
ACH-000163,-1.0747869397695258
ACH-000167,-1.2417457263080718
ACH-000168,-0.975480827458692
ACH-000169,-1.1872177603382967
ACH-000178,-1.1528190113037258
ACH-000183,-0.9991581217456406
ACH-000188,-1.1022404290178338
ACH-000189,-0.870660071706585
ACH-000190,-0.6964353864620103
ACH-000198,-1.2181579123424984
ACH-000203,-0.8605092695361687
ACH-000204,-0.8161781805598167
ACH-000206,-1.2867571352672706
ACH-000207,-0.797268968574097
ACH-000208,-1.1539165979439898
ACH-000210,-1.1899975476232465
ACH-000211,-0.8727575215692143
ACH-000215,-0.9373864738864264
ACH-000221,-1.2304810848646002
ACH-000222,-1.2081212942225552
ACH-000223,-1.0823643832934806
ACH-000226,-1.0294957464456838
ACH-000227,-0.8761205644063221
ACH-000228,-1.1047206540584509
ACH-000231,-1.068336058920371
ACH-000232,-1.0970626700174362
ACH-000233,-0.937894476332202
ACH-000234,-0.989979918984892
ACH-000235,-1.1475166510030896
ACH-000237,-1.115083475970519
ACH-000238,-0.9017969612508644
ACH-000242,-1.5113700900599485
ACH-000243,-1.1786836763702395
ACH-000244,-1.1032615670482795
ACH-000246,-1.1200770543441088
ACH-000248,-0.9401779017566222
ACH-000250,-0.9339662813458957
ACH-000251,-0.8860644847510064
ACH-000252,-1.1512382346488932
ACH-000253,-1.1306153833794264
ACH-000255,-1.1030321389837887
ACH-000256,-1.0484254293732158
ACH-000257,-1.2382443166639936
ACH-000258,-1.2933949288611244
ACH-000259,-1.2955552377380215
ACH-000260,-1.004230019541844
ACH-000261,-1.2574917588068757
ACH-000262,-1.225531277066969
ACH-000263,-1.313761162038153
ACH-000264,-0.9811369070835833
ACH-000265,-1.1761074224805357
ACH-000266,-0.7181898637537862
ACH-000272,-1.0383961742716985
ACH-000274,-1.0759179040130105
ACH-000277,-0.7843121936965258
ACH-000278,-1.0376343687454086
ACH-000279,-1.0304761405050291
