,MGLL (11343)
ACH-000004,-0.15356412388784382
ACH-000005,-0.3627860779402995
ACH-000007,-0.06605358023926047
ACH-000009,-0.05986480927874813
ACH-000011,-0.2433469521597577
ACH-000012,-0.2505986210436319
ACH-000013,-0.0778783930595796
ACH-000014,-0.08305585835675472
ACH-000015,0.12404685232519333
ACH-000017,-0.038361281900418764
ACH-000018,-0.1742193496341745
ACH-000019,0.092470921088319
ACH-000021,0.015687779059004422
ACH-000022,-0.03529258732256864
ACH-000025,-0.19232532174550607
ACH-000028,-0.031551380097205026
ACH-000030,-0.214093335844042
ACH-000035,-0.2366271793780005
ACH-000036,-0.10456131401007067
ACH-000037,-0.1623692004499171
ACH-000039,-0.006959032657708127
ACH-000040,-0.15099457017513054
ACH-000041,-0.08215206789516173
ACH-000042,-0.11985920167950948
ACH-000045,-0.14601510979063698
ACH-000047,0.03479743170798112
ACH-000052,-0.06292725954090392
ACH-000053,-0.03504941679108315
ACH-000054,-0.15660135725499716
ACH-000055,-0.2163848064733962
ACH-000060,-0.222950122193105
ACH-000067,0.15353514644627506
ACH-000070,-0.04500214980589892
ACH-000075,-0.14051229630218462
ACH-000078,-0.011505442464760929
ACH-000082,-0.012970949373090549
ACH-000085,-0.15703188453429584
ACH-000086,0.029684442187972
ACH-000087,-0.2766227386689135
ACH-000092,-0.11342770087798755
ACH-000095,0.0015440865504741874
ACH-000097,0.056882522502224336
ACH-000098,-0.05223375936109667
ACH-000099,0.019024115527631447
ACH-000108,-0.1364101557069535
ACH-000113,0.06793127279526269
ACH-000116,0.026736402272687587
ACH-000118,-0.2854502423121288
ACH-000120,0.13863159639904424
ACH-000123,-0.0620670668994565
ACH-000127,-0.13280876955477666
ACH-000128,-0.048172990442665424
ACH-000132,-0.14691517046422356
ACH-000133,-0.2182575887320463
ACH-000137,-0.20630314787873202
ACH-000138,-0.10940533230434696
ACH-000142,-0.040874730933268856
ACH-000143,-0.12519662607122622
ACH-000146,-0.07161456152221495
ACH-000148,-0.09124096338837367
ACH-000150,0.12589727305336906
ACH-000152,-0.14170821134418682
ACH-000153,-0.4021046997912919
ACH-000159,0.003167385939134092
ACH-000160,0.05161751366971885
ACH-000163,-0.09153040965734087
ACH-000167,-0.03628137151113898
ACH-000168,0.07376105330943478
ACH-000169,-0.05131052112152179
ACH-000178,-0.17972941550710242
ACH-000183,-0.16486082572024166
ACH-000188,-0.3255643671980593
ACH-000189,-0.35560903839593216
ACH-000190,-0.2371571225707438
ACH-000198,-0.08684946545979902
ACH-000203,-0.7752914554438156
ACH-000204,-0.02895105750701424
ACH-000206,-0.2409162162229617
ACH-000207,-0.05132266613397324
ACH-000208,-0.15677256649073565
ACH-000210,0.02982083074774296
ACH-000211,0.0050735607960605686
ACH-000215,-0.09172165759458488
ACH-000221,-0.06839334028853916
ACH-000222,-0.3740744840218716
ACH-000223,-0.16148525113845916
ACH-000226,-0.0991620027923296
ACH-000227,-0.0538848838628725
ACH-000228,0.1101297259500265
ACH-000231,-0.04841867813073917
ACH-000232,-0.05268840692728383
ACH-000233,0.043421158777777136
ACH-000234,-0.0600880973249697
ACH-000235,-0.04682494588977567
ACH-000237,-0.14215393334585813
ACH-000238,-0.029347665129574405
ACH-000242,0.1440886412072924
ACH-000243,-0.002867217935945743
ACH-000244,-0.04088041018198029
ACH-000246,-0.03194055359014358
ACH-000248,0.017478645729107227
ACH-000250,-0.1459868625517262
ACH-000251,-0.055139410497480286
ACH-000252,-0.14554274259688155
ACH-000253,-0.06371049727420812
ACH-000255,-0.11848611856146338
ACH-000256,-0.017376608170293902
ACH-000257,-0.15198517977287124
ACH-000258,-0.10424548627538212
ACH-000259,-0.060839060075315525
ACH-000260,-0.033708642153330824
ACH-000261,-0.1413822847295081
ACH-000262,-0.010069838853765136
ACH-000263,-0.10208764268086536
ACH-000264,-0.02633492312682042
ACH-000265,-0.09745603946064424
ACH-000266,0.015223993692461229
ACH-000272,-0.07914676004548041
ACH-000274,-0.05671888044692885
ACH-000277,-0.1173769498195228
ACH-000278,-0.07732889975685299
ACH-000279,-0.004440889815187512
ACH-000280,0.02255282828179586
ACH-000281,-0.1382514623747705
ACH-000288,0.02252522514465551
ACH-000291,-0.0063863692398564865
ACH-000293,-0.09008771439748868
ACH-000294,-0.38075262404339055
ACH-000295,-0.0997493805872744
ACH-000296,-0.1358444799523919
ACH-000302,-0.04675459189389694
ACH-000304,0.1221693245918418
ACH-000307,-0.10652505690136002
ACH-000308,-0.026351077976826117
ACH-000310,0.043813657321401134
ACH-000311,-0.054459755837318144
ACH-000312,0.030305939142200308
ACH-000315,-0.10661285338441147
ACH-000316,0.050933685698796735
ACH-000317,-0.15340330221319104
ACH-000318,0.03954647589428829
ACH-000319,-0.05431689655687461
ACH-000320,-0.09072489588828613
ACH-000322,-0.014617933596517666
ACH-000323,-0.2325773557534309
ACH-000324,-0.024939215458432917
ACH-000329,-0.07124858025441058
ACH-000330,-0.04889667875739594
ACH-000331,-0.2127115527793708
ACH-000332,-0.033050474886791005
ACH-000334,0.17549985342382218
ACH-000335,-0.2862312724384904
ACH-000336,0.13600717895737932
ACH-000337,0.01995291557345321
ACH-000338,0.010528681835418413
ACH-000339,-0.10326820334621824
ACH-000341,-0.05017746902727748
ACH-000348,-0.04714392791644603
ACH-000350,-0.031245436946430043
ACH-000352,-0.022541891400244308
ACH-000356,0.09140519616373956
ACH-000361,0.00949510836325353
ACH-000362,-0.16065435629249614
ACH-000363,-0.17281878880082846
ACH-000364,-0.10582233921580772
ACH-000365,0.02155175077786584
ACH-000366,-0.06845334666792789
ACH-000368,0.06560259865064699
ACH-000374,-0.19925735067030476
ACH-000375,-0.08486404912715219
ACH-000376,-0.20133784379097416
ACH-000381,-0.015837931251020045
ACH-000383,-0.021948264248151075
ACH-000387,-0.07427978325040473
ACH-000389,-0.07959480759791779
ACH-000390,0.024643440284505498
ACH-000393,0.013102770216352993
ACH-000395,0.041928885884372366
ACH-000396,-0.021171009465346162
ACH-000397,-0.03647239652301682
ACH-000401,-0.07088705572088275
ACH-000402,-0.0838196615203963
ACH-000403,-0.024232915886498483
ACH-000404,0.05861068054120582
ACH-000406,0.029627160856368545
ACH-000407,0.019310649614049533
ACH-000408,-0.04889426641047388
ACH-000410,-0.0989585831031743
ACH-000411,-0.08063903981191904
ACH-000414,-0.020160473521482668
ACH-000415,-0.05326607779388253
ACH-000416,-0.07644588910950995
ACH-000420,-0.06621229745065207
ACH-000421,-0.01971925816198931
ACH-000424,0.0985921469964596
ACH-000425,-0.0569985922766432
ACH-000426,-0.08117401828229583
ACH-000427,-0.0003032765948013629
ACH-000433,-0.2365608124477253
ACH-000435,-0.03762204617590443
ACH-000436,0.06999250640709957
ACH-000444,0.050070339714438514
ACH-000445,-0.148335487434643
ACH-000448,-0.11406956389477055
ACH-000450,-0.16409879634291394
ACH-000452,-0.12935914571818707
ACH-000454,-0.14607896363619327
ACH-000458,-0.10897951368808376
ACH-000459,0.042061664003939125
ACH-000460,0.020184831122334056
ACH-000461,-0.06772587315817931
ACH-000463,-0.09051396015540474
ACH-000464,0.0162943366077984
ACH-000466,-0.09985855800706334
ACH-000467,0.05122731420613592
ACH-000468,0.08747376670232819
ACH-000469,-0.06563481011319558
ACH-000470,-0.11741820733205224
ACH-000471,-0.03133934128524242
ACH-000472,-0.08739517438409572
ACH-000473,-0.013074227414196645
ACH-000475,-0.06593082637576878
ACH-000476,-0.08895286355407843
ACH-000477,-0.02778892155606145
ACH-000479,-0.016127810380185188
ACH-000480,-0.11695943323822748
ACH-000481,-0.11148174961683498
ACH-000483,-0.052951364889564985
ACH-000484,-0.15666754196510288
ACH-000485,-0.06072037067069345
ACH-000486,0.013660224921617291
ACH-000487,0.040223456677934255
ACH-000488,0.004439929024656804
ACH-000490,-0.0798599871296242
ACH-000491,-0.11427769437047168
ACH-000495,-0.07552789415172265
ACH-000496,-0.025777842263408568
ACH-000499,-0.1347201677918619
ACH-000500,-0.09271807988791783
ACH-000502,-0.08337126226812909
ACH-000503,0.08767010981711669
ACH-000505,-0.0071484104327262715
ACH-000507,-0.2131385189082721
ACH-000510,0.04605659651733955
ACH-000511,-0.08140815159121276
ACH-000512,0.034072971431715324
ACH-000516,-0.015102674708222531
ACH-000517,-0.17518225301890467
ACH-000518,-0.02217491026058281
ACH-000520,-0.12611268415554902
ACH-000521,-0.09145749608787457
ACH-000522,-0.1060350327461102
ACH-000524,-0.08676123466790195
ACH-000527,-0.0577628919512094
ACH-000528,-0.09126902911453028
ACH-000537,-0.03474919257083479
ACH-000541,0.07058757671044641
ACH-000542,-0.2443944412498694
ACH-000544,-0.11315520725585683
ACH-000545,-0.05080849422737406
ACH-000547,-0.12940577332753855
ACH-000548,-0.20315963618778005
ACH-000549,-0.18370452244077787
ACH-000550,-0.08601514975107005
ACH-000552,-0.030807683227473206
ACH-000556,-0.054602184544215886
ACH-000557,0.14949912813107696
ACH-000569,-0.11466487091074665
ACH-000570,0.0356399754978589
ACH-000571,-0.018003996589187506
ACH-000573,-0.09005214414994707
ACH-000576,-0.07690245416689394
ACH-000579,0.17121533819483886
ACH-000580,0.16626446923556942
ACH-000584,-0.07658656286941347
ACH-000585,-0.08404305647680903
ACH-000588,0.0829871868926005
ACH-000589,-0.01075591395470895
ACH-000591,-0.18233534466493811
ACH-000593,-0.10288778739489213
ACH-000600,0.08064639109650477
ACH-000601,-0.1074933766841968
ACH-000605,-0.048087582605467416
ACH-000606,0.0313419943217014
ACH-000608,0.007769875019024536
ACH-000614,-0.202340882510138
ACH-000616,-0.028283598323252376
ACH-000618,-0.02579609123386959
ACH-000619,-0.02554180369843563
ACH-000620,0.0204549687168716
ACH-000621,-0.010496007424442469
ACH-000622,-0.05258018659366656
ACH-000623,0.006607960925992803
ACH-000624,-0.030043484173996132
ACH-000627,-0.10458352344763522
ACH-000630,-0.12741215272580442
ACH-000631,0.21928197063570454
ACH-000632,-0.0960639706453907
ACH-000633,0.022892761980357064
ACH-000637,0.041517622986227895
ACH-000638,-0.06982211686769357
ACH-000646,-0.11966649829845842
ACH-000647,-0.10965371767701958
ACH-000648,0.042773601159349334
ACH-000649,0.0059587824780125065
ACH-000651,-0.0812415713586299
ACH-000652,0.018254785338787983
ACH-000653,-0.01971501931635311
ACH-000657,-0.09721101820343543
ACH-000658,0.09429776974638657
ACH-000661,-0.1453262267476271
ACH-000662,-0.0907244265064067
ACH-000663,0.08570478933976605
ACH-000665,-0.01060590174540412
ACH-000671,-0.0977240662817452
ACH-000672,0.21401716137129964
ACH-000673,-0.07004947773393329
ACH-000676,-0.017205624886230782
ACH-000677,0.059369054834191935
ACH-000681,0.004328768862552385
ACH-000683,-0.09564942285533236
ACH-000684,-0.0928288382273539
ACH-000688,-0.15868906047868642
ACH-000693,0.07038221495859277
