,CIB4 (130106)
ACH-000004,-0.035708093879774014
ACH-000005,0.12786813135883934
ACH-000007,-0.07757384776242608
ACH-000009,-0.3340614802071165
ACH-000011,-0.29561563904734645
ACH-000012,-0.15008956119630545
ACH-000013,-0.18792177664046988
ACH-000014,-0.14346666831683688
ACH-000015,-0.0672527953489803
ACH-000017,-0.2596180140158883
ACH-000018,0.05583083633995613
ACH-000019,-0.03360886498894705
ACH-000021,-0.1481749045949864
ACH-000022,-0.2813954383677487
ACH-000025,-0.16289587340214998
ACH-000028,-0.16458473348232786
ACH-000030,-0.18629614297538968
ACH-000035,-0.2398970805613207
ACH-000036,-0.25382383472308545
ACH-000037,-0.15867698984012646
ACH-000039,-0.33927358836254223
ACH-000040,-0.2402722455008064
ACH-000041,-0.327801554204953
ACH-000042,-0.1410024411391592
ACH-000045,-0.1387962557790728
ACH-000047,-0.18790450597521532
ACH-000052,-0.3931282780639859
ACH-000053,-0.14815870575824408
ACH-000054,-0.06184376234843579
ACH-000055,-0.006697231731287052
ACH-000060,-0.09938522906335773
ACH-000067,-0.19867653250405126
ACH-000070,-0.1402323737893355
ACH-000075,-0.30911648964355903
ACH-000078,-0.18615288852232773
ACH-000082,-0.03644359478542702
ACH-000085,-0.3059642928095768
ACH-000086,-0.267943963264528
ACH-000087,-0.17299686770322428
ACH-000092,-0.3281347668365287
ACH-000095,-0.3667003063145917
ACH-000097,-0.10324579170504036
ACH-000098,-0.2100342884614436
ACH-000099,-0.1574308685268137
ACH-000108,-0.1276772742465033
ACH-000113,-0.3284306472536327
ACH-000116,-0.15931038783467946
ACH-000118,-0.051145678884813084
ACH-000120,-0.061475950770661016
ACH-000123,-0.21687194043562946
ACH-000127,-0.21573969889895128
ACH-000128,-0.2549407491481204
ACH-000132,-0.018955142814172918
ACH-000133,-0.252361163333832
ACH-000137,-0.24051681372016104
ACH-000138,-0.13036065225232746
ACH-000142,-0.2642832266087999
ACH-000143,-0.18472841544461374
ACH-000146,-0.16007372892019922
ACH-000148,-0.30164469336547417
ACH-000150,0.013333763361643255
ACH-000152,-0.07949139854301042
ACH-000153,-0.192463986677608
ACH-000159,-0.0447488759295276
ACH-000160,-0.20238797056877544
ACH-000163,-0.17285139792974505
ACH-000167,-0.19973119997499514
ACH-000168,-0.30321117286300275
ACH-000169,-0.202306506652898
ACH-000178,-0.2265454394403672
ACH-000183,-0.2756821811453637
ACH-000188,-0.3424786991308962
ACH-000189,-0.13342850210483126
ACH-000190,-0.26748444110244585
ACH-000198,-0.11523822544463767
ACH-000203,-0.5726444604625174
ACH-000204,-0.14217171991406147
ACH-000206,-0.138949858475599
ACH-000207,-0.3977742559261483
ACH-000208,-0.026532659591410275
ACH-000210,-0.2708686834477593
ACH-000211,-0.2398462459991107
ACH-000215,-0.20745948313215715
ACH-000221,0.10883175637524936
ACH-000222,-0.18426557275110989
ACH-000223,-0.19176572504176453
ACH-000226,-0.11881859035220635
ACH-000227,-0.3366692244593448
ACH-000228,-0.12007834543024593
ACH-000231,-0.16612701406200084
ACH-000232,-0.260803128369915
ACH-000233,-0.1887946232893652
ACH-000234,-0.1858586271818865
ACH-000235,-0.09520734753184856
ACH-000237,-0.23952533404025844
ACH-000238,-0.21576489995478632
ACH-000242,-0.05662709438470445
ACH-000243,-0.1747281495620518
ACH-000244,-0.27161108349486834
ACH-000246,-0.1609186085742444
ACH-000248,-0.296244581992168
ACH-000250,-0.16465947147967966
ACH-000251,-0.23502829737112405
ACH-000252,-0.012228318685012894
ACH-000253,-0.23489889790906346
ACH-000255,-0.06820378119291437
ACH-000256,-0.4824024605024971
ACH-000257,-0.15144043064308296
ACH-000258,-0.33654317358341024
ACH-000259,-0.2214193674353524
ACH-000260,-0.15772097546962574
ACH-000261,-0.26982193716089703
ACH-000262,-0.2338764191854973
ACH-000263,-0.2758705439156893
ACH-000264,-0.17100750859597585
ACH-000265,-0.10143356837863866
ACH-000266,-0.15992917253655392
ACH-000272,-0.24497895200918016
ACH-000274,-0.27243476606873185
ACH-000277,-0.2691721614660306
ACH-000278,-0.15996674096533314
ACH-000279,-0.287630915231194
ACH-000280,-0.09087662405915747
ACH-000281,-0.15638341726748894
ACH-000288,-0.2815785464453365
ACH-000291,-0.12436547546241696
ACH-000293,-0.3174375620959454
ACH-000294,-0.3021801753052695
ACH-000295,-0.3929562810745848
ACH-000296,-0.2689123222697714
ACH-000302,-0.2287114503926253
ACH-000304,-0.10678206625485373
ACH-000307,-0.1879741643165604
ACH-000308,-0.1635810715430484
ACH-000310,-0.1922104117315492
ACH-000311,-0.17730298958539872
ACH-000312,-0.07686286598189683
ACH-000315,0.06447779281998875
ACH-000316,-0.02588384601042146
ACH-000317,-0.3670512112950517
ACH-000318,-0.21404793515671228
ACH-000319,-0.02274265670060664
ACH-000320,0.049464187202902965
ACH-000322,-0.10277124787731903
ACH-000323,-0.2850976978040768
ACH-000324,-0.3172334736115612
ACH-000329,-0.1975078469918959
ACH-000330,-0.2759252951367582
ACH-000331,-0.22998790308539416
ACH-000332,-0.16574754935814415
ACH-000334,-0.06306381509385975
ACH-000335,-0.03605011523046304
ACH-000336,-0.2232278588592834
ACH-000337,-0.23049020950577576
ACH-000338,-0.2260921516546705
ACH-000339,-0.130380593385247
ACH-000341,-0.13350792116571453
ACH-000348,-0.20565672619548647
ACH-000350,0.0476587767050323
ACH-000352,-0.32575955909131066
ACH-000356,-0.14837572321138526
ACH-000361,-0.4421665436026936
ACH-000362,-0.11539301433848505
ACH-000363,-0.15642798771403074
ACH-000364,-0.18569287986903896
ACH-000365,-0.14671684793448367
ACH-000366,-0.1229281476071402
ACH-000368,-0.2587585187979361
ACH-000374,-0.1642736743793984
ACH-000375,-0.17431142810930564
ACH-000376,-0.3043258453521768
ACH-000381,-0.18634627397486309
ACH-000383,-0.21875897858127552
ACH-000387,-0.2817643882863497
ACH-000389,-0.2751078883925964
ACH-000390,-0.1415802618149828
ACH-000393,-0.21162688220279866
ACH-000395,-0.14321957062895765
ACH-000396,-0.35094212729159474
ACH-000397,-0.42221112193777294
ACH-000401,-0.09920868660944962
ACH-000402,-0.19681543697198967
ACH-000403,-0.3822596278683181
ACH-000404,-0.023375875326829727
ACH-000406,-0.1741335204147758
ACH-000407,-0.18912091975059786
ACH-000408,-0.19016987276293104
ACH-000410,-0.17671402381520473
ACH-000411,-0.12794948921307087
ACH-000414,-0.21122473135575576
ACH-000415,-0.2125751166194239
ACH-000416,-0.17780826524087862
ACH-000420,-0.2486781178278219
ACH-000421,-0.010437916319807823
ACH-000424,-0.20172913797391132
ACH-000425,-0.2304163024896809
ACH-000426,-0.1626042889311836
ACH-000427,-0.2702504915028205
ACH-000433,-0.28528522684047464
ACH-000435,-0.25348195668536105
ACH-000436,-0.1497564423617412
ACH-000444,-0.13173205683948852
ACH-000445,-0.06228173690161185
ACH-000448,-0.2475743090227011
ACH-000450,-0.06132006353336795
ACH-000452,-0.09251610424990664
ACH-000454,-0.31699361464562165
ACH-000458,-0.16276261797237915
ACH-000459,-0.13663672487450573
ACH-000460,-0.2389243298019501
ACH-000461,-0.16862884051212326
ACH-000463,-0.10442779244959027
ACH-000464,-0.22187817799665008
ACH-000466,-0.0954061858724415
ACH-000467,-0.15249533649002914
ACH-000468,-0.13343913959555548
ACH-000469,-0.22924775085394486
ACH-000470,-0.24768968589924556
ACH-000471,-0.1415848088061996
ACH-000472,-0.1922532410532549
ACH-000473,-0.06583054368722678
ACH-000475,-0.3349774791915905
ACH-000476,-0.26218039905985685
ACH-000477,-0.3018599481863303
ACH-000479,-0.2061584060399914
ACH-000480,-0.17310734076559114
ACH-000481,-0.3618719611657633
ACH-000483,-0.344959542909798
ACH-000484,-0.2384174784666237
ACH-000485,-0.18069545424920846
ACH-000486,-0.17959484590665006
ACH-000487,-0.2327123378930851
ACH-000488,-0.08452763857294235
ACH-000490,-0.10426083601974938
ACH-000491,-0.3617578339923474
ACH-000495,-0.2174252126750275
ACH-000496,-0.030689358836144126
ACH-000499,-0.16318211172659194
ACH-000500,0.13820691995099574
ACH-000502,-0.1291045534063801
ACH-000503,0.029510115395787337
ACH-000505,-0.2594565894854798
ACH-000507,-0.229696731194886
ACH-000510,-0.1160728192384614
ACH-000511,-0.16298851169850118
ACH-000512,-0.1816928495907662
ACH-000516,-0.2645619115671696
ACH-000517,-0.2802586898696969
ACH-000518,-0.2502492670473386
ACH-000520,-0.0289386521629318
ACH-000521,-0.2249995780206384
ACH-000522,-0.2092353485582724
ACH-000524,-0.2207947816377461
ACH-000527,-0.15485490109296196
ACH-000528,-0.08247091824261148
ACH-000537,-0.14290153890079005
ACH-000541,-0.0797574543136501
ACH-000542,-0.19134379210406927
ACH-000544,-0.1287640277290306
ACH-000545,-0.10139939504245812
ACH-000547,-0.4719917225635778
ACH-000548,-0.15071813454971106
ACH-000549,-0.1590868424853599
ACH-000550,-0.1154209068585598
ACH-000552,-0.27572411927959106
ACH-000556,-0.17728726673947098
ACH-000557,-0.3273448428390793
ACH-000569,-0.1559172781754283
ACH-000570,-0.24833239400376736
ACH-000571,-0.11030355962066482
ACH-000573,-0.14437499350265445
ACH-000576,-0.19040080314080954
ACH-000579,-0.1612538982595116
ACH-000580,-0.2366204865693009
ACH-000584,0.006077662961017593
ACH-000585,-0.18059235566509751
ACH-000588,-0.2003950968004301
ACH-000589,-0.07839499541111887
ACH-000591,-0.1410890525334924
ACH-000593,-0.1994774789900257
ACH-000600,-0.25853383296116844
ACH-000601,-0.15454097172427173
