,PPME1 (51400)
ACH-000424,-0.37108632604626973
ACH-000425,-0.5982012289466756
ACH-000426,-0.2747067657386205
ACH-000427,-0.2753259325899249
ACH-000433,-0.4175810390936727
ACH-000435,-0.2008661262514168
ACH-000436,-0.3538095342718282
ACH-000444,-0.32748578560421643
ACH-000445,-0.2166959989754609
ACH-000448,-0.5466341314150095
ACH-000450,-0.5967244771693963
ACH-000452,-0.5845008712294479
ACH-000454,-0.4097393278631984
ACH-000458,-0.5710404769745098
ACH-000459,-0.1130088653023444
ACH-000460,-0.3850724876980445
ACH-000461,-0.7283743657035014
ACH-000463,-0.37976882288562935
ACH-000464,-0.4522303220625308
ACH-000466,-0.2341125001487606
ACH-000467,-0.3417658742654996
ACH-000468,-0.2249834191575916
ACH-000469,-0.2687068075837434
ACH-000470,-0.5570449018692792
ACH-000471,-0.2641764437259698
ACH-000472,-0.3151443667633158
ACH-000473,-0.3854998451237348
ACH-000475,-0.17849222547311264
ACH-000476,-0.401059756434341
ACH-000477,-0.7778962158518621
ACH-000479,-0.24343604831558696
ACH-000480,-0.3670184812815746
ACH-000481,-0.33504512500303885
ACH-000483,-0.4094753006521401
ACH-000484,-0.3194086479139867
ACH-000485,-0.18615240083703968
ACH-000486,-0.7420136214716927
ACH-000487,-0.31028361620883704
ACH-000488,-0.4678216313466458
ACH-000490,-0.39360139792593934
ACH-000491,-0.7395650649444583
ACH-000495,-0.36729688376740427
ACH-000496,-0.37741301190570503
ACH-000499,-0.43223600190003403
ACH-000500,-0.4829905037544737
ACH-000502,-0.3810310948586301
ACH-000503,-0.5105790988863812
ACH-000505,-0.5410337701481976
ACH-000507,-0.38421695755243984
ACH-000510,-0.29609159853976924
ACH-000511,-0.2669533303256124
ACH-000512,-0.6556815374481971
ACH-000516,-0.3350243898385769
ACH-000517,-0.6622621393242205
ACH-000518,-0.3668592003909109
ACH-000520,-0.5469287847240248
ACH-000521,-0.6319165638138082
ACH-000522,-0.3935809895607296
ACH-000524,-0.2686591714500409
ACH-000527,-0.5082091025447695
ACH-000528,-0.4601169946669945
ACH-000537,-0.4133689593203939
ACH-000541,-0.2275350389417755
ACH-000542,-0.3798996868033016
ACH-000544,-0.4807151040867891
ACH-000545,-0.4942043388249371
ACH-000547,-0.7519844019212589
ACH-000548,-0.7286243038704808
ACH-000549,-0.4352167987485687
ACH-000550,-0.2437114442280733
ACH-000552,-0.4340737873627623
ACH-000556,-0.0976924299382264
ACH-000557,0.19854796839353075
ACH-000569,-0.568189897927678
ACH-000570,-0.5699859814553657
ACH-000571,-0.3209898566175131
ACH-000573,-0.3353976232194712
ACH-000576,-0.20881808091033568
ACH-000579,-0.2537517031752338
ACH-000580,-0.6207895832808428
ACH-000584,-0.2705829401513721
ACH-000585,-0.7780627492452241
ACH-000588,-0.2483098905237173
ACH-000589,-0.459345530156705
ACH-000591,-0.4503443344476629
ACH-000593,-0.17287760731978125
ACH-000600,-0.5708578874445139
ACH-000601,-0.1915934813894312
ACH-000605,-0.17887953235306364
ACH-000606,-0.8610029735382446
ACH-000608,-0.3451118467691284
ACH-000614,-0.5578353054344726
ACH-000616,-0.5126265761911444
ACH-000618,-0.4915234646589672
ACH-000619,-0.4053926845167412
ACH-000620,-0.4109704903461232
ACH-000621,-0.3616881558132932
ACH-000622,-0.3059376958904089
ACH-000623,-0.4171567575387581
ACH-000624,-0.4896219064835948
ACH-000627,-0.23311321773199506
ACH-000630,-0.6311005368194772
ACH-000631,-0.3868166174115915
ACH-000632,-0.4005417452366788
ACH-000633,-0.3844467803628521
ACH-000637,-0.6793175789759219
ACH-000638,-0.4690462816542408
ACH-000646,-0.4905982584328721
ACH-000647,-0.3252175276717011
ACH-000648,-0.3034842977486045
ACH-000649,-0.4932502960068594
ACH-000651,-0.29364026260256204
ACH-000652,-0.26995886518669354
ACH-000653,-0.5327867457465709
ACH-000657,-0.3278902959396748
ACH-000658,-0.2075314116696025
ACH-000661,-0.7020002724958264
ACH-000662,-0.6145007521598983
ACH-000663,-0.5791131770962994
ACH-000665,-0.6172115006713337
ACH-000671,-0.33858444100071466
ACH-000672,-0.4830126147296902
ACH-000673,-0.4175463701062289
ACH-000676,-0.2890953835981343
ACH-000677,-0.3529953912869043
ACH-000681,-0.2735332104895779
ACH-000683,-0.3285044512057926
ACH-000684,-0.4146278819716308
ACH-000688,-0.5331668186587162
ACH-000693,-0.3102375490503955
ACH-000694,-0.9520936748512956
ACH-000695,-0.6175695822984693
ACH-000696,-0.2561021888660371
ACH-000697,-0.5336316129420928
ACH-000699,-0.3652618044035166
ACH-000701,-0.2818449596411226
ACH-000706,-0.3266435428924444
ACH-000711,-0.3913002630405103
ACH-000713,-0.4224305676111166
ACH-000714,-0.12238199596440905
ACH-000718,-0.4887341324036449
ACH-000720,-0.4114768479849978
ACH-000721,-0.27271516813166824
ACH-000724,-0.5125127800262494
ACH-000725,-0.4305925222051013
ACH-000732,-0.5223430401572925
ACH-000734,-0.4687419680791693
ACH-000735,-0.2989505633803757
ACH-000736,-0.7893028841918035
ACH-000738,-0.70382739673996
ACH-000746,-0.188769547977442
ACH-000747,-0.284221607824648
ACH-000748,-0.382500329649234
ACH-000753,-0.4855614778278364
ACH-000756,-0.3137280761890753
ACH-000757,-0.20428605501834746
ACH-000758,-0.5445095346279111
ACH-000760,-0.3391522924326599
ACH-000762,-0.3289808915611892
ACH-000763,-0.10909879826111912
ACH-000764,-0.5306984764304336
ACH-000765,-0.3619990146233395
ACH-000766,-0.28112136956012
ACH-000767,-0.3220224239306549
ACH-000768,-0.3546016333703985
ACH-000769,-0.37228701939699893
ACH-000770,-0.17358764010247654
ACH-000771,-0.22902342605993856
ACH-000773,-0.4781368548155477
ACH-000776,-0.2569684156396585
ACH-000777,-0.4345129751992852
ACH-000778,-0.4148133107370825
ACH-000781,-0.2812229921960596
ACH-000782,-0.3327636111008426
ACH-000783,-0.2825037496969237
ACH-000784,-0.2303837183786342
ACH-000785,-0.4227612109819754
ACH-000787,-0.2188902155353684
ACH-000788,-0.1317163540890674
ACH-000791,-0.3537264213414451
ACH-000792,-0.4564738671585453
ACH-000794,-0.5962182217726334
ACH-000796,-0.4592611647521895
ACH-000798,-0.4976956554146082
ACH-000799,-0.5858352806568268
ACH-000800,-0.23787357789916636
ACH-000802,-0.4485329232772652
ACH-000804,-0.5609546198572624
ACH-000805,-0.4182872567615793
ACH-000809,-0.3575632156311343
ACH-000810,-0.4075216862935408
ACH-000811,-0.2734120015299641
ACH-000817,-0.25322403898464096
ACH-000819,-0.5101501103962771
ACH-000820,-0.4822999630513354
ACH-000821,-0.12674683949774435
ACH-000822,-0.7225924676884427
ACH-000823,-0.3986090949583316
ACH-000824,-0.5437029263931238
ACH-000827,-0.7251194305846089
ACH-000829,-0.2775695812804019
ACH-000831,-0.3955711185238583
ACH-000832,-0.11282669815101032
ACH-000833,-0.294024500795036
ACH-000834,-0.20838903681482696
ACH-000835,-0.16201656322096306
ACH-000836,-0.37705454922101506
ACH-000837,-0.4801281986745752
ACH-000838,-0.6475553500257236
ACH-000839,-0.4342798166000445
ACH-000840,-0.322786985208052
ACH-000841,-0.12700439220386975
ACH-000843,-0.5437960924193403
ACH-000846,-0.8674540231249199
ACH-000847,-0.4836129976018391
ACH-000848,-0.6473639327869236
ACH-000849,-0.12785680405640815
ACH-000851,-0.5267401275353095
ACH-000855,-0.19531561223979024
ACH-000856,-0.5167043703261528
ACH-000858,-0.2823324721507909
ACH-000859,-0.6657185662259437
ACH-000861,-0.3635351592384661
ACH-000862,-0.6256123149129785
ACH-000865,-0.2834618805661044
ACH-000866,-0.2637606072350251
ACH-000867,-0.4099215885527724
ACH-000869,-0.3875359017088149
ACH-000872,-0.39516183987390013
ACH-000873,-0.2725060446717922
ACH-000876,-0.3918525193528217
ACH-000878,-0.25941132904443065
ACH-000880,-0.4802158382779042
ACH-000881,-0.3354152804337948
ACH-000882,-0.1577346350158535
ACH-000884,-0.4289849786947727
ACH-000885,-0.3384160412899981
ACH-000887,-0.4810896928046311
ACH-000889,-0.5023313353098946
ACH-000896,-0.19340140915617585
ACH-000898,-0.33849642199472857
ACH-000900,-0.4651202750957564
ACH-000901,-0.5509795669437264
ACH-000905,-0.3845228541205881
ACH-000906,-0.509032630339548
ACH-000907,-0.4632614511759568
ACH-000910,-0.28406662111457665
ACH-000911,-0.4413737133839482
ACH-000912,-0.4344378413657829
ACH-000913,-0.30439554905531285
ACH-000915,-0.6574057328763927
ACH-000916,-0.15822578022275002
ACH-000917,-0.4712949439326605
ACH-000920,-0.6302468531631247
ACH-000921,-0.5637185245867176
ACH-000924,-0.37661923002181386
ACH-000926,-0.3888657080082194
ACH-000928,-0.18791174439067646
ACH-000929,-0.5967377203934465
ACH-000932,-0.35732423347105274
ACH-000935,-0.7574228062543304
ACH-000936,-0.2777623699119826
ACH-000937,-0.1987957384695392
ACH-000938,-0.14244363905106702
ACH-000939,-0.04973010672943075
ACH-000941,-0.3875688602999763
ACH-000943,-0.5376395448764346
ACH-000946,-0.2741613418552212
ACH-000947,-0.3732627328055844
ACH-000948,-0.252620091644998
ACH-000950,-0.3139687685031292
ACH-000953,-0.5980170185726807
ACH-000954,-0.3117784816235455
ACH-000957,-0.4742178520829309
ACH-000958,-0.3471235283105754
ACH-000960,-0.26561616045596514
ACH-000963,-0.3929793736720367
ACH-000968,-0.355634317718474
ACH-000969,-0.4689296860891681
ACH-000972,-0.4695090364465573
ACH-000973,-0.5584177104654601
ACH-000974,-0.4895846716511562
ACH-000978,-0.3961141431277928
ACH-000984,-0.3608051283841393
ACH-000986,-0.4620260574924155
ACH-000988,-0.2851409885469617
ACH-000993,-0.4493993263080032
ACH-000994,-0.3805095239304058
ACH-000996,-0.4592303166031142
ACH-001001,-0.4252755226125579
ACH-001020,-0.5186860297155046
ACH-001028,-0.3122548407473525
ACH-001031,-0.4708737385455661
ACH-001038,-0.2692703640185685
ACH-001048,-0.2287023690152943
ACH-001050,-0.11538385417706165
ACH-001053,-0.101162286302207
ACH-001054,-0.5145056992004533
ACH-001061,-0.2800826052845206
ACH-001067,-0.6271082241954221
ACH-001075,-0.7060269730111669
ACH-001096,-0.449133490568336
ACH-001111,-0.3323671990260447
ACH-001119,-0.5326057473309594
ACH-001128,-0.4944533625675607
ACH-001134,-0.3245847970527316
ACH-001151,-0.1714143514122824
ACH-001163,-0.3549089399901846
ACH-001164,-0.2279669577969663
ACH-001183,-0.28960369036327954
ACH-001192,-0.3867958254055695
ACH-001193,-0.2854702858477623
ACH-001196,-0.4621172039358383
ACH-001197,-0.15495564097719974
ACH-001205,-0.4618428934013452
ACH-001211,-0.5445652390790567
ACH-001212,-0.4441793328582981
ACH-001228,-0.2823744188973818
ACH-001232,-0.0677668657022759
ACH-001239,-0.7436671313912994
ACH-001270,-0.5196073384996224
ACH-001274,-0.4144979886806056
ACH-001275,-0.4628263934201908
ACH-001277,-0.5485563595118244
ACH-001278,-0.2664583716346757
ACH-001280,-0.2997959214530591
ACH-001283,-0.4710024670402139
ACH-001289,-0.3029274017716782
ACH-001300,-0.5847275334089141
ACH-001301,-0.13665771975509608
ACH-001302,-0.31628041011575125
ACH-001306,-0.36388397734463795
ACH-001318,-0.05744234729939954
ACH-001322,-0.3974743160195689
ACH-001328,-0.9431286460872379
ACH-001332,-0.4623185434661029
ACH-001336,-0.7304370876002008
ACH-001346,-0.3764601635151608
ACH-001353,-0.4639086394893971
ACH-001354,-0.7577073902327509
ACH-001367,-0.2092494243788407
ACH-001368,-0.28436612771433656
ACH-001374,-0.4536145182493962
ACH-001377,-0.4527592006839967
ACH-001380,-0.4317675282287087
ACH-001391,-0.4382476156854687
ACH-001408,-0.4376072073323672
ACH-001430,-0.4412443447971549
ACH-001431,-0.3807112308703499
ACH-001450,-0.4888035748267006
ACH-001496,-0.5807088087054122
ACH-001500,-0.29287295515090234
ACH-001523,-0.35053627724758096
ACH-001532,-0.6520076106047142
ACH-001550,-0.6430152458494132
ACH-001552,-0.3922645478085538
ACH-001554,-0.4293727868399468
ACH-001654,-0.5575511477146291
ACH-001735,-0.2395053904230341
ACH-001736,-0.19453507120363966
ACH-001737,-0.43747296294153787
ACH-001740,-0.4644452704212566
ACH-001745,-0.4099449479884061
ACH-001765,-0.4579854580696773
