,IFNGR2 (3460)
ACH-000004,0.06919508708747077
ACH-000005,0.2932872077543511
ACH-000007,0.003864007843800861
ACH-000009,0.14917411243181042
ACH-000011,0.07095789916695386
ACH-000012,-0.005334217650389376
ACH-000013,0.06640144387327879
ACH-000014,0.038693178202640864
ACH-000015,0.10880337792724894
ACH-000017,0.11471359467911893
ACH-000018,-0.08117189743026784
ACH-000019,0.022930258318619355
ACH-000021,0.11744479028680425
ACH-000022,0.10052793930368174
ACH-000025,0.3465201642152013
ACH-000028,-0.05447674279296688
ACH-000030,0.0173690072327067
ACH-000035,0.13782488465320158
ACH-000036,0.2435973038816757
ACH-000037,0.14220345112107347
ACH-000039,-0.03862130579336027
ACH-000040,0.12483588684062225
ACH-000041,0.17251035088738534
ACH-000042,0.1516961754740111
ACH-000045,0.017047194675094458
ACH-000047,0.13468813865437376
ACH-000052,0.29699479623173497
ACH-000053,0.1254220691624501
ACH-000054,0.14860676339356238
ACH-000055,0.08135199164522665
ACH-000060,-0.021944209436698912
ACH-000067,0.055208695686443085
ACH-000070,0.22421550314475747
ACH-000075,-0.03962643352405906
ACH-000078,0.2316978986103789
ACH-000082,0.04385188427550135
ACH-000085,0.17661823261863094
ACH-000086,0.06285094893515449
ACH-000087,-0.15647147898398994
ACH-000092,0.0315057801508968
ACH-000095,0.08222932733805786
ACH-000097,0.14326174861253746
ACH-000098,0.2355982492268067
ACH-000099,0.15878584747514238
ACH-000108,-0.023782553713976674
ACH-000113,0.11675643061461012
ACH-000116,-0.08260190526545384
ACH-000118,0.11990291283727547
ACH-000120,0.028208364165978918
ACH-000123,0.14104589931337064
ACH-000127,0.09082112016351483
ACH-000128,0.160398885354218
ACH-000132,0.10051058887009258
ACH-000133,0.06741411753007706
ACH-000137,0.06648693239806287
ACH-000138,0.188831756347458
ACH-000142,0.011894234437916344
ACH-000143,0.044660639081342025
ACH-000146,0.0257829401771202
ACH-000148,0.15829736634541075
ACH-000150,0.0708069804642763
ACH-000152,0.1107510217339824
ACH-000153,-0.04149542105709261
ACH-000159,0.06744269683482879
ACH-000160,0.20453575101420185
ACH-000163,0.15379206230906245
ACH-000167,-0.15865008194918118
ACH-000168,0.07262757244939053
ACH-000169,0.028454806401129087
ACH-000178,0.1002970921437049
ACH-000183,-0.007044261842960955
ACH-000188,-0.050406099622282784
ACH-000189,0.055070068481964135
ACH-000190,0.1266247102580438
ACH-000198,0.20262958218269544
ACH-000203,0.4112877664687252
ACH-000204,-0.06599416993670079
ACH-000206,0.19306568652289446
ACH-000207,0.020366671262133016
ACH-000208,0.21845312395897085
ACH-000210,0.018167316550137917
ACH-000211,0.2361804372912749
ACH-000215,0.059684196737787486
ACH-000221,-0.02117285009765684
ACH-000222,0.04545509389026817
ACH-000223,0.13839244177769794
ACH-000226,0.010370813301143054
ACH-000227,0.08950560554853691
ACH-000228,0.1196477230296718
ACH-000231,-0.003916555042617101
ACH-000232,0.12881233530838054
ACH-000233,0.18504922658811274
ACH-000234,0.05467630734802368
ACH-000235,0.054043570622459534
ACH-000237,0.17492816100018993
ACH-000238,0.06600938750429927
ACH-000242,0.4912147456482869
ACH-000243,0.11081304434373317
ACH-000244,0.01632432200088781
ACH-000246,0.20548108661555792
ACH-000248,0.15649735669420392
ACH-000250,0.04693001182223919
ACH-000251,0.10826510675575894
ACH-000252,-0.04521053456302742
ACH-000253,0.10067046460352984
ACH-000255,0.14524380058269248
ACH-000256,0.09479909511116932
ACH-000257,0.09817514518328513
ACH-000258,0.07682635602397175
