,KTI12 (112970)
ACH-000004,-0.8012265328272834
ACH-000005,-0.8545297824589645
ACH-000007,-0.8776799312130702
ACH-000009,-0.7647231121325685
ACH-000011,-0.957343533596508
ACH-000012,-0.7077733179118559
ACH-000013,-0.9808403074550808
ACH-000014,-1.0923206571068538
ACH-000015,-0.8618135031858711
ACH-000017,-1.2560311835132156
ACH-000018,-0.8006458257469726
ACH-000019,-0.6518726729838789
ACH-000021,-0.8430568959174279
ACH-000022,-0.8240223137355682
ACH-000025,-1.0476089250360714
ACH-000028,-0.8785580691619441
ACH-000030,-0.8721720233468625
ACH-000035,-0.9083206223580182
ACH-000036,-1.03647064453925
ACH-000037,-0.8230842969650506
ACH-000039,-0.5652814144273431
ACH-000040,-0.9683936045961706
ACH-000041,-1.1681165973576997
ACH-000042,-0.7921896603523149
ACH-000045,-0.9518572900436172
ACH-000047,-0.7279868222518989
ACH-000052,-0.6580918093161671
ACH-000053,-0.7509747685861694
ACH-000054,-0.8896598154600265
ACH-000055,-0.8829646955406809
ACH-000060,-0.8876854645215848
ACH-000067,-0.8423347443568927
ACH-000070,-0.8034335097381151
ACH-000075,-0.7855694393275404
ACH-000078,-0.5097170167566394
ACH-000082,-0.5298509148014361
ACH-000085,-0.8672406353211269
ACH-000086,-0.969139301020385
ACH-000087,-0.9709612638565752
ACH-000092,-0.9117077940717324
ACH-000095,-0.9537261078680214
ACH-000097,-0.7080777002559268
ACH-000098,-0.9128911497314492
ACH-000099,-0.7199961592232916
ACH-000108,-0.8161612653853907
ACH-000113,-0.8476129549144894
ACH-000116,-0.8025363181842683
ACH-000118,-0.6435992188156889
ACH-000120,-1.215425698076168
ACH-000123,-0.8392641012190427
ACH-000127,-0.9941845169671519
ACH-000128,-0.930291096154232
ACH-000132,-0.9867277429385036
ACH-000133,-0.8926333454591893
ACH-000137,-1.0099683386460507
ACH-000138,-0.8967390732442676
ACH-000142,-0.9360449248328909
ACH-000143,-1.0418960884493442
ACH-000146,-0.4018737581260609
ACH-000148,-0.8505347098413203
ACH-000150,-0.8780680552954162
ACH-000152,-0.6674432195017365
ACH-000153,-1.197355238369754
ACH-000159,-0.7206879755936645
ACH-000160,-0.2390481830370049
ACH-000163,-0.9134299309744454
ACH-000167,-0.5964670430101481
ACH-000168,-0.7159113015155665
ACH-000169,-0.7223353691652972
ACH-000178,-0.877643439061406
ACH-000183,-0.9018278014291852
ACH-000188,-0.9432070444677191
ACH-000189,-1.1473303657912328
ACH-000190,-0.5445151683804267
ACH-000198,-0.8700891792488397
ACH-000203,-1.0046344006579884
ACH-000204,-0.5514177759726466
ACH-000206,-0.9541993464308623
ACH-000207,-0.9031241758467744
ACH-000208,-0.9479502906907448
ACH-000210,-1.0790598054562293
ACH-000211,-0.9192607137191992
ACH-000215,-0.8895919110600068
ACH-000221,-0.7019044108900764
ACH-000222,-1.1991676475084971
ACH-000223,-0.5249521837059695
ACH-000226,-0.8206327538396888
ACH-000227,-0.6164831746341034
ACH-000228,-0.97380081390282
ACH-000231,-0.8186565279042669
ACH-000232,-0.8456370404166118
ACH-000233,-0.8849197504673443
ACH-000234,-0.7897816806719578
ACH-000235,-0.7808638166583777
ACH-000237,-0.8885574911999397
ACH-000238,-0.8699080090212413
ACH-000242,-0.6195119220010681
ACH-000243,-1.1165368529668531
ACH-000244,-0.8973588679442505
ACH-000246,-0.7158017377922876
ACH-000248,-1.148308768188924
ACH-000250,-0.7795600905962263
ACH-000251,-1.1494383636789398
ACH-000252,-0.9775796637030848
ACH-000253,-0.9817251250166232
ACH-000255,-1.0369683312962976
ACH-000256,-0.7420010917040586
ACH-000257,-0.7827087084763503
ACH-000258,-0.550260184909954
ACH-000259,-0.998342915252992
ACH-000260,-0.9894148798726056
ACH-000261,-0.8636384067551028
ACH-000262,-1.0631250512548602
ACH-000263,-0.6174268978473333
ACH-000264,-0.970407378490974
ACH-000265,-0.8985479373678666
ACH-000266,-0.6388298420474905
ACH-000272,-0.8677184949754575
ACH-000274,-0.7993663456134521
ACH-000277,-0.955480412520386
ACH-000278,-0.7934746578850796
ACH-000279,-0.8802236320485167
ACH-000280,-0.8935258664845258
ACH-000281,-0.8208940098556946
ACH-000288,-0.9804437698665976
ACH-000291,-0.7912209042353681
ACH-000293,-1.0026627236988026
ACH-000294,-0.9968701753752364
ACH-000295,-0.8576327374290886
ACH-000296,-0.7627189615397759
ACH-000302,-0.5333922648124151
ACH-000304,-1.0122587185097824
ACH-000307,-1.0985169517269138
ACH-000308,-0.7422342942678789
ACH-000310,-0.3079984438496438
ACH-000311,-0.8845263414072408
ACH-000312,-1.0891220408391693
ACH-000315,-0.7119037567361688
ACH-000316,-0.8210282292456551
ACH-000317,-0.8916675135323096
ACH-000318,-0.904046850142844
ACH-000319,-0.8860813211021943
ACH-000320,-1.1964691834130858
ACH-000322,-1.052827942245967
ACH-000323,-0.829245608337453
ACH-000324,-0.9399532657842206
ACH-000329,-0.5308305849675091
ACH-000330,-0.8886146594228963
ACH-000331,-1.0504291031338149
ACH-000332,-1.0864168511589585
ACH-000334,-0.4671608503468983
ACH-000335,-1.0552858654206136
ACH-000336,-0.7518088495570187
ACH-000337,-0.6162154395648161
ACH-000338,-1.0286837035521086
ACH-000339,-0.6999186768140925
ACH-000341,-0.8080385582953763
ACH-000348,-0.4697403869419087
ACH-000350,-0.7290211128190174
ACH-000352,-1.023644757748544
ACH-000356,-0.7824180519452192
ACH-000361,-1.0658959463377071
ACH-000362,-0.6403362132847794
ACH-000363,-0.6757663472683128
ACH-000364,-0.9119842900832036
ACH-000365,-0.7208541304029906
ACH-000366,-0.8615767366923899
ACH-000368,-0.7962339202840862
ACH-000374,-0.6784044570247202
ACH-000375,-0.5046180626073807
ACH-000376,-0.9353936468337148
ACH-000381,-0.8962683951519561
ACH-000383,-0.5861445859072789
ACH-000387,-0.682456306022646
ACH-000389,-0.9040920207517632
ACH-000390,-0.9837064653409258
ACH-000393,-0.8731231505749838
ACH-000395,-0.9622912137455718
ACH-000396,-0.7150898688451238
ACH-000397,-0.8753394968797387
ACH-000401,-1.0859674205921803
ACH-000402,-0.7664360646573884
ACH-000403,-0.6075354205858183
ACH-000404,-0.7643613934204749
ACH-000406,-0.6242490491629499
ACH-000407,-1.0187395384642697
ACH-000408,-1.0217119156293344
ACH-000410,-0.8801524552586711
ACH-000411,-0.7276622354858788
ACH-000414,-0.794313343674404
ACH-000415,-1.0936480073459685
ACH-000416,-0.7837007118807261
ACH-000420,-1.0761511828599186
ACH-000421,-0.8168401536312108
ACH-000424,-0.8403182235709875
ACH-000425,-0.8978276888920139
ACH-000426,-0.6576990638168726
ACH-000427,-0.4481404991046129
ACH-000433,-0.9197545047786404
ACH-000435,-0.9062210645113624
ACH-000436,-0.7999918330032098
ACH-000444,-1.0138156683315198
ACH-000445,-0.8099126916723454
ACH-000448,-0.9803640113640084
ACH-000450,-0.8885417603847854
ACH-000452,-0.72507057860646
ACH-000454,-1.3185433746603172
ACH-000458,-1.0097766056233168
ACH-000459,-0.7462501407137316
ACH-000460,-0.8550770230184404
ACH-000461,-0.691723348605983
ACH-000463,-0.9522705528292544
ACH-000464,-0.7541444724649338
ACH-000466,-1.1592843088283828
ACH-000467,-0.9724532880632316
ACH-000468,-0.6868490370441379
ACH-000469,-0.8769480541333956
ACH-000470,-0.5788978065649288
ACH-000471,-0.7706483153675378
ACH-000472,-0.7788102698582806
ACH-000473,-1.027933022268271
ACH-000475,-0.838760863532734
ACH-000476,-0.8938942617043452
ACH-000477,-1.29293582744933
ACH-000479,-1.0515572121026344
ACH-000480,-1.0844041043763175
ACH-000481,-0.39187305420674784
ACH-000483,-0.7773764565704967
ACH-000484,-0.7502202956526427
ACH-000485,-0.7838316385261176
ACH-000486,-1.044264325681127
ACH-000487,-0.4547365283054473
ACH-000488,-0.8909688104481811
ACH-000490,-1.142050940205165
ACH-000491,-0.7826427828670501
ACH-000495,-0.8896990143518044
ACH-000496,-1.1226381177740945
ACH-000499,-1.0941248130882186
ACH-000500,-0.8922893534203938
ACH-000502,-0.946328513888845
ACH-000503,-0.8413435151449441
ACH-000505,-0.6481169867576585
ACH-000507,-0.9774859448545724
ACH-000510,-0.8427145533669324
ACH-000511,-0.5364312393306815
ACH-000512,-1.0685450138032857
ACH-000516,-0.7564504918380309
ACH-000517,-0.7780377217707365
ACH-000518,-1.2360048674643034
ACH-000520,-0.8006240653625365
ACH-000521,-1.0692342142590343
ACH-000522,-0.8806854597893813
ACH-000524,-0.6784716346769156
ACH-000527,-0.8847299434008313
ACH-000528,-0.9042100854920736
ACH-000537,-0.7746701102932887
ACH-000541,-0.5736382565436299
ACH-000542,-0.8781414024354184
ACH-000544,-0.9345872894008209
ACH-000545,-1.0781808598069331
ACH-000547,-1.0181579142452308
