,HOXC4 (3221)
ACH-000004,-0.27064244240404894
ACH-000005,-0.3673821502449217
ACH-000007,-0.21634711332261836
ACH-000009,-0.1278713440650028
ACH-000011,-0.3595949841471593
ACH-000012,-0.14863838420247694
ACH-000013,-0.17364622607409025
ACH-000014,-0.15165862165807162
ACH-000015,-0.2990703334543085
ACH-000017,-0.3699598533801364
ACH-000018,-0.09782299609625894
ACH-000019,-0.20021326840951115
ACH-000021,-0.16755585293792358
ACH-000022,-0.15974937693525887
ACH-000025,-0.19481330808773675
ACH-000028,-0.2576853661489914
ACH-000030,-0.3271477451335951
ACH-000035,-0.2824436575814289
ACH-000036,-0.1197097334590812
ACH-000037,-0.4801981722112451
ACH-000039,-0.28825894778185074
ACH-000040,-0.4956048112072434
ACH-000041,-0.109531467578798
ACH-000042,-0.11806537634743942
ACH-000045,-0.1007462058573557
ACH-000047,-0.22803970958075026
ACH-000052,-0.26983027322000497
ACH-000053,-0.1615469133456965
ACH-000054,-0.034887501674080015
ACH-000055,-0.4110430585987452
ACH-000060,-0.012269376528682121
ACH-000067,-0.2459267630170841
ACH-000070,-0.08610773466691833
ACH-000075,-0.2921739946739201
ACH-000078,-0.1698745478118984
ACH-000082,-0.27642086248875664
ACH-000085,-0.2859342765077329
ACH-000086,-0.2846076282204048
ACH-000087,-0.30952431099327754
ACH-000092,-0.10797675723100264
ACH-000095,-0.13229374963381493
ACH-000097,-0.3112228696790333
ACH-000098,-0.15249054121529998
ACH-000099,-0.08655715556121321
ACH-000108,-0.062262154534968285
ACH-000113,-0.13251326495064233
ACH-000116,-0.14842486349615944
ACH-000118,-0.26891267137058844
ACH-000120,-0.1133182757825886
ACH-000123,-0.21264862900547155
ACH-000127,-0.29190576581583444
ACH-000128,-0.33797246602195663
ACH-000132,-0.05196641223189621
ACH-000133,-0.15772503562704546
ACH-000137,-0.2609656031080126
ACH-000138,-0.25879888533752
ACH-000142,-0.2016142076608667
ACH-000143,-0.11083845750306864
ACH-000146,-0.06836092274389048
ACH-000148,-0.2133215030540528
ACH-000150,-0.27365700056819364
ACH-000152,-0.2463464598410206
ACH-000153,-0.1906607003235741
ACH-000159,-0.36852065151778257
ACH-000160,-0.43664021923176777
ACH-000163,-0.21682680186590855
ACH-000167,-0.34347459236370154
ACH-000168,-0.05876733214566157
ACH-000169,-0.3738446467305741
ACH-000178,-0.2863885050407605
ACH-000183,-0.13860305860502142
ACH-000188,-0.2385392613668093
ACH-000189,-0.1714471424477098
ACH-000190,-0.1373919254935395
ACH-000198,-0.2303829067088611
ACH-000203,-0.4592347462861936
ACH-000204,-0.23319461086201995
ACH-000206,-0.26895606324882704
ACH-000207,-0.0701393780551606
ACH-000208,-0.2847305479802472
ACH-000210,-0.2493955363249774
ACH-000211,-0.02758652621757735
ACH-000215,-0.06479138081703327
ACH-000221,-0.1732422147796449
ACH-000222,-0.3290898708179507
ACH-000223,-0.19114612172727904
ACH-000226,-0.3153617619424195
ACH-000227,-0.10413428630303996
ACH-000228,-0.5671913089634321
ACH-000231,-0.09857890980016973
ACH-000232,-0.20373903072875627
ACH-000233,-0.2747745059233587
ACH-000234,-0.30948834511911666
ACH-000235,-0.2529022650840525
ACH-000237,-0.2003931306282668
ACH-000238,-0.2571454353301185
ACH-000242,0.07198878413499439
ACH-000243,-0.21232080813283116
ACH-000244,-0.1212038819820426
ACH-000246,-0.1983478549830228
ACH-000248,-0.3442376884040689
ACH-000250,-0.18187987904122502
ACH-000251,-0.2832998966547552
ACH-000252,-0.2599482008442814
ACH-000253,-0.2350099771248552
ACH-000255,-0.2731167000946716
ACH-000256,-0.10154266719888244
ACH-000257,0.2533930838009381
ACH-000258,-0.24022938679104
ACH-000259,-0.2409755334975207
ACH-000260,-0.1993306536750445
ACH-000261,-0.2586157165754941
ACH-000262,-0.0696231553062036
ACH-000263,-0.1433805958559795
ACH-000264,-0.2807571567159753
ACH-000265,-0.21211352206142772
ACH-000266,-0.2259759753628399
ACH-000272,-0.12202327246335284
