,ACADL (33)
ACH-000004,-0.06822451596099494
ACH-000005,-0.08129877189388006
ACH-000007,-0.05424777939158015
ACH-000009,-0.17803308170814552
ACH-000011,-0.08724703228718872
ACH-000012,-0.04169514318190149
ACH-000013,0.005532839355081437
ACH-000014,-0.2875192755017639
ACH-000015,-0.14465214084044228
ACH-000017,-0.013902837986311228
ACH-000018,0.14853569800918154
ACH-000019,-0.1414086376561853
ACH-000021,-0.05993101240859944
ACH-000022,-0.01906329872045864
ACH-000025,-0.07565423800855732
ACH-000028,-0.07544074150458853
ACH-000030,-0.04184321041424356
ACH-000035,0.1030670469731757
ACH-000036,-0.039129156679944266
ACH-000037,-0.10199375962845847
ACH-000039,-0.17562633869949826
ACH-000040,-0.1384573211914262
ACH-000041,-0.023521976209321758
ACH-000042,-0.12403084920255948
ACH-000045,-0.18826096217218974
ACH-000047,-0.20902415098964613
ACH-000052,-0.13688881121316732
ACH-000053,-0.04918795565543848
ACH-000054,-0.09098491214851216
ACH-000055,0.14290110761561153
ACH-000060,0.02010205903225249
ACH-000067,0.013254701797383913
ACH-000070,-0.20255353887442296
ACH-000075,-0.07397306294346853
ACH-000078,-0.11263304933709055
ACH-000082,-0.040872037170628935
ACH-000085,0.07037865856150259
ACH-000086,-0.0720948075224768
ACH-000087,-0.179659822463378
ACH-000092,-0.19536648710845167
ACH-000095,-0.08054808388504316
ACH-000097,-0.15793047588590564
ACH-000098,-0.19209964096152893
ACH-000099,-0.1199765499838083
ACH-000108,-0.02712214041381867
ACH-000113,-0.0268239923216894
ACH-000116,-0.0885863308075767
ACH-000118,-0.1371989179559485
ACH-000120,-0.2097643890198578
ACH-000123,-0.060974868737524265
ACH-000127,-0.09295850892648183
ACH-000128,0.01881742817022463
ACH-000132,-0.10486865341281776
ACH-000133,-0.12754272547509904
ACH-000137,-0.049268555142272887
ACH-000138,-0.06841797643356883
ACH-000142,-0.042161260243757694
ACH-000143,-0.0908712922231148
ACH-000146,-0.013799468806186451
ACH-000148,-0.07660660890846502
ACH-000150,-0.0010984277355065622
ACH-000152,-0.050492081030704
ACH-000153,0.016023149931709463
ACH-000159,-0.08680112952178619
ACH-000160,-0.022548496307019
ACH-000163,-0.13915885172093526
ACH-000167,-0.030853440194297727
ACH-000168,-0.04746570161149579
ACH-000169,-0.0814873156746134
ACH-000178,-0.057370219500546174
ACH-000183,-0.1391735287606266
ACH-000188,-0.13470650987223284
ACH-000189,0.11324714834255825
ACH-000190,-0.06801845258496428
ACH-000198,-0.2407756198748185
ACH-000203,-0.5137664567181376
ACH-000204,-0.2300104247873692
ACH-000206,0.11281270391551172
ACH-000207,-0.1291633701995903
ACH-000208,-0.13160326262698932
ACH-000210,-0.14306502910906213
ACH-000211,-0.1368001677712322
ACH-000215,-0.049756003065747685
ACH-000221,-0.02699757900826227
ACH-000222,0.17685231840820914
ACH-000223,-0.21846442222443746
ACH-000226,-0.2681802815102862
ACH-000227,-0.11511190289038604
ACH-000228,-0.054118583655370193
ACH-000231,-0.0400886630694348
ACH-000232,-0.0595102993720539
ACH-000233,-0.12025343148530895
ACH-000234,-0.17188417312326207
ACH-000235,-0.1025237465788813
ACH-000237,-0.07903268363265167
ACH-000238,-0.04005279822319942
ACH-000242,0.06374353550108981
ACH-000243,-0.04367739074218333
ACH-000244,-0.22099547070762146
ACH-000246,-0.17673125926459207
ACH-000248,-0.3020610310490509
ACH-000250,-0.19249469136709116
ACH-000251,0.023016128155034832
ACH-000252,-0.14979724847316525
ACH-000253,-0.10504381125791376
ACH-000255,-0.1369004212655998
ACH-000256,-0.036580243032923586
ACH-000257,-0.09286258684789893
ACH-000258,-0.09826756591302856
ACH-000259,0.024741002980235738
ACH-000260,-0.1452632348017774
ACH-000261,-0.12043812354291032
ACH-000262,-0.013402375415698952
ACH-000263,-0.151666713901572
ACH-000264,-0.03750220253545376
ACH-000265,-0.10317951515485388
ACH-000266,-0.06413339332652253
ACH-000272,-0.2452328754687205
ACH-000274,-0.15004902180763222
ACH-000277,-0.15073083550903074
ACH-000278,-0.0720310264866635
ACH-000279,-0.2381847857191101
ACH-000280,0.008091804875779415
ACH-000281,0.035600957442934754
ACH-000288,-0.0946237033908197
ACH-000291,-0.05465047265030998
ACH-000293,-0.20738225578430108
ACH-000294,-0.11586122453991538
ACH-000295,-0.1044326093551122
ACH-000296,-0.08121673758601748
ACH-000302,-0.11425300892420255
ACH-000304,-0.3276080273001609
ACH-000307,-0.16675918568262565
ACH-000308,-0.13879574413088347
ACH-000310,-0.1352609058910403
ACH-000311,-0.06456934307512814
ACH-000312,0.02182113185355887
ACH-000315,-0.059501029519442576
ACH-000316,-0.12883027577384792
ACH-000317,-0.12594998684883474
ACH-000318,-0.08623670360044429
ACH-000319,-0.0737431359155336
ACH-000320,-0.1339798374478319
ACH-000322,-0.2601642974293711
ACH-000323,-0.11975972769773552
ACH-000324,-0.2689819293725479
ACH-000329,-0.05558051529348945
ACH-000330,-0.13740983092219214
ACH-000331,-0.08852500722696027
ACH-000332,-0.15614313951626502
ACH-000334,0.01557678704089717
ACH-000335,0.15679776621102956
ACH-000336,-0.06557192433190755
ACH-000337,-0.08301573590696312
ACH-000338,-0.3947561697538045
ACH-000339,-0.06681846813735293
ACH-000341,-0.06239141151922424
ACH-000348,-0.12539863310095273
ACH-000350,-0.08053254146020114
ACH-000352,-0.14898947624898087
ACH-000356,-0.1015724435553598
ACH-000361,-0.1620814586403702
ACH-000362,-0.030811795283333894
ACH-000363,-0.01968253791953536
ACH-000364,-0.0906776030871043
ACH-000365,-0.1295413243707472
ACH-000366,-0.028747397927471368
ACH-000368,-0.011367256394111557
ACH-000374,-0.16464004824589706
ACH-000375,-0.2755115159178009
ACH-000376,-0.1706656054212134
ACH-000381,-0.011404544752164836
ACH-000383,-0.14913084437354968
ACH-000387,-0.12339948475771532
ACH-000389,0.08316981997713067
ACH-000390,-0.14716533235952858
ACH-000393,-0.11550988838233894
ACH-000395,-0.06780324401584217
ACH-000396,-0.021734224784535548
ACH-000397,-0.006241074013699138
ACH-000401,-0.16015433941181476
ACH-000402,-0.2174548139244323
ACH-000403,-0.10481594826999227
ACH-000404,0.033351631052601416
ACH-000406,-0.08447371787971303
ACH-000407,-0.2804015536897149
ACH-000408,-0.09849876673319996
ACH-000410,-0.1844122493182702
ACH-000411,-0.07766500039092011
