,MGMT (4255)
ACH-000004,0.043280981002453284
ACH-000005,0.3525469874530785
ACH-000007,0.09649496447994214
ACH-000009,0.21762766635524947
ACH-000011,0.10450415601601863
ACH-000012,0.1921758174209439
ACH-000013,0.2025341066743013
ACH-000014,0.17793383592203085
ACH-000015,0.15822657973841453
ACH-000017,0.14057513686092227
ACH-000018,0.19946052637801
ACH-000019,0.10650912891620304
ACH-000021,0.18240788166151767
ACH-000022,0.05458233520724958
ACH-000025,0.12946857907919854
ACH-000028,0.2809168231007149
ACH-000030,0.17094025450928993
ACH-000035,0.30716174447816497
ACH-000036,0.13506048348742256
ACH-000037,0.09303915668920426
ACH-000039,0.2801504790599456
ACH-000040,0.05701247066941732
ACH-000041,0.19238647681762724
ACH-000042,0.09807054230547456
ACH-000045,0.18366363545063444
ACH-000047,0.11896884510337455
ACH-000052,0.12785140647961438
ACH-000053,0.18005132410201602
ACH-000054,0.10871523872741816
ACH-000055,0.18806529723156956
ACH-000060,0.10728730994401584
ACH-000067,0.04463194221257116
ACH-000070,0.2409619289207269
ACH-000075,0.09087663642570554
ACH-000078,0.10256622795196156
ACH-000082,0.18348991458670788
ACH-000085,0.18864714664114812
ACH-000086,0.14556682026699985
ACH-000087,0.23760918290740746
ACH-000092,0.2078959881620111
ACH-000095,0.15345975071312845
ACH-000097,0.0939666873418722
ACH-000098,0.17252194377165786
ACH-000099,0.1953565780687898
ACH-000108,0.2745863042880652
ACH-000113,0.15864648499903128
ACH-000116,0.13707899511892335
ACH-000118,0.14507933469269535
ACH-000120,0.1838193826931456
ACH-000123,0.32359314634053626
ACH-000127,0.17801929639542233
ACH-000128,0.12567044827206142
ACH-000132,0.19448842668472774
ACH-000133,0.0017121699116437411
ACH-000137,0.07706165241737548
ACH-000138,0.18922641773149027
ACH-000142,0.15734710529148827
ACH-000143,-0.02500159010301197
ACH-000146,0.2608861681949274
ACH-000148,0.1444785239942794
ACH-000150,0.05605722026048472
ACH-000152,0.1575912515978153
ACH-000153,0.2866012897601192
ACH-000159,0.22334325155341314
ACH-000160,0.28179973114319723
ACH-000163,0.26826360879528743
ACH-000167,0.4886093235520971
ACH-000168,0.14769131123478102
ACH-000169,-0.08601782413487531
ACH-000178,0.10680046151776837
ACH-000183,0.20349298519479356
ACH-000188,0.19690854601751928
ACH-000189,0.261740950865496
ACH-000190,0.3217950333107524
ACH-000198,0.1846739480682304
ACH-000203,0.4573239881013625
ACH-000204,0.2556710357850601
ACH-000206,-0.1027782969116766
ACH-000207,0.21407876726384856
ACH-000208,0.1985236462595379
ACH-000210,-0.2226123094177461
ACH-000211,0.11796383886560408
ACH-000215,0.16703277818396495
ACH-000221,0.13410728604281427
ACH-000222,0.2297551619162181
ACH-000223,0.12435738786865776
ACH-000226,0.2188451939003914
ACH-000227,0.05601147021423288
ACH-000228,0.0652715909236407
ACH-000231,0.13589239807728185
ACH-000232,0.08156946538305535
ACH-000233,0.14573422856417462
ACH-000234,0.12842193149778652
ACH-000235,0.15089724103408664
ACH-000237,0.1992475815027812
ACH-000238,0.14609205218999646
ACH-000242,0.3858849134814661
ACH-000243,0.20905955499664766
