,STRA8 (346673)
ACH-000004,0.08517956065303632
ACH-000005,-0.1441012871021454
ACH-000007,-0.1607584183934192
ACH-000009,-0.04122528933578881
ACH-000011,-0.12957619365281606
ACH-000012,-0.08734472982445969
ACH-000013,0.025764070655635046
ACH-000014,-0.3529775903578363
ACH-000015,0.027343347031537086
ACH-000017,-0.03690407608790739
ACH-000018,-0.003291981748743633
ACH-000019,0.06140158932901085
ACH-000021,-0.2809728735697243
ACH-000022,-0.08876777010070933
ACH-000025,0.05747208429436865
ACH-000028,0.042318053964438086
ACH-000030,-0.06646477814251639
ACH-000035,-0.07993026063040601
ACH-000036,-0.13017911952273645
ACH-000037,-0.16316875743084422
ACH-000039,-0.07146606823440667
ACH-000040,-0.29483213006635617
ACH-000041,-0.1714798435898097
ACH-000042,-0.06935098065616027
ACH-000045,-0.06759930642543553
ACH-000047,-0.0655100431872545
ACH-000052,-0.17538147282699335
ACH-000053,-0.14662542744044552
ACH-000054,-0.11556568729120201
ACH-000055,-0.2512146305244975
ACH-000060,-0.11976073524437825
ACH-000067,0.0026263808158131464
ACH-000070,0.027437709241381232
ACH-000075,-0.2276605185976261
ACH-000078,-0.12467531825867036
ACH-000082,-0.06732905473953596
ACH-000085,-0.19018498351908386
ACH-000086,0.025234982220285963
ACH-000087,-0.07632798346472673
ACH-000092,-0.08797820054562497
ACH-000095,-0.023358082278899205
ACH-000097,-0.060439818857885165
ACH-000098,-0.0588514465907166
ACH-000099,-0.13177014674680662
ACH-000108,0.09584252966588888
ACH-000113,0.03159792481823222
ACH-000116,-0.09671844482131907
ACH-000118,-0.0019378870111024012
ACH-000120,-0.13630162076319574
ACH-000123,0.02127566755182862
ACH-000127,0.011609652865617178
ACH-000128,-0.17270377166081466
ACH-000132,-0.13455600633750409
ACH-000133,-0.06894450179644691
ACH-000137,0.009669923068117087
ACH-000138,-0.005572012867907588
ACH-000142,-0.12520000364103126
ACH-000143,-0.15906876496754502
ACH-000146,-0.007153991160337587
ACH-000148,-0.03682382104080921
ACH-000150,0.016019595263638917
ACH-000152,-0.12451960525270958
ACH-000153,0.32165809722812816
ACH-000159,-0.1861841258867244
ACH-000160,0.04155304628551682
ACH-000163,0.05979818447401121
ACH-000167,-0.2735849109457937
ACH-000168,0.06791247976614857
ACH-000169,-0.012284989132830191
ACH-000178,-0.15480501193771962
ACH-000183,-0.2510740477005848
ACH-000188,-0.00571170774839141
ACH-000189,0.1418967577432758
ACH-000190,0.0037390192956623758
ACH-000198,0.023888517838325792
ACH-000203,0.18889760446848972
ACH-000204,-0.11635978311014343
ACH-000206,-0.0046990654636420845
ACH-000207,-0.14934294283056246
ACH-000208,-0.08031424413737127
ACH-000210,0.021538755266209058
ACH-000211,-0.08637499409568823
ACH-000215,-0.11678185456491193
ACH-000221,0.15098930987169726
ACH-000222,0.07806565981513179
ACH-000223,-0.061394911079049715
ACH-000226,-0.2934743019141373
ACH-000227,-0.17753691831977494
ACH-000228,0.01022464820728922
ACH-000231,-0.13481346812505302
ACH-000232,-0.2936035265963141
ACH-000233,-0.1376632522801149
ACH-000234,-0.14805533828515385
ACH-000235,-0.06285324998906944
ACH-000237,-0.05659118452335814
ACH-000238,-0.08637209566531645
ACH-000242,0.1071624329069112
ACH-000243,0.05323904810107445
ACH-000244,-0.06376263693444391
ACH-000246,-0.04269454274900302
ACH-000248,-0.016193997577329096
ACH-000250,-0.15633122517261644
ACH-000251,-0.08059828644562766
ACH-000252,0.2401433756918346
ACH-000253,-0.17995941409278382
ACH-000255,-0.09278052156394484
ACH-000256,-0.07560536288598638
ACH-000257,-0.06978295901510817
ACH-000258,-0.046857923387261004
ACH-000259,-0.003869848842440407
ACH-000260,-0.11008016993171144
ACH-000261,-0.12560054437722948
ACH-000262,-0.17163569401458814
ACH-000263,0.003842931334417172
ACH-000264,-0.024256205303869426
ACH-000265,0.03695815816541703
ACH-000266,-0.029297039259973925
