,DIP2A (23181)
ACH-000004,-0.08494362613186186
ACH-000005,-0.03965566967600925
ACH-000007,0.12533516084367788
ACH-000009,-0.010303593417448523
ACH-000011,-0.013819519037712212
ACH-000012,0.003340237750684655
ACH-000013,0.1063990750225712
ACH-000014,0.2472494882519318
ACH-000015,0.10373482540620113
ACH-000017,-0.10116624563753422
ACH-000018,0.0908102859225642
ACH-000019,0.05941069806638667
ACH-000021,0.049924768453658466
ACH-000022,-0.0459729452114586
ACH-000025,-0.010624208407637654
ACH-000028,-0.11258833152942788
ACH-000030,-0.01800422973557312
ACH-000035,0.09924967333762028
ACH-000036,-0.02795287803915433
ACH-000037,-0.14187129311212213
ACH-000039,-0.12548501104591844
ACH-000040,0.11602167643535545
ACH-000041,0.02725325937515664
ACH-000042,0.043587602786503
ACH-000045,0.1329764577096465
ACH-000047,0.02150345244876125
ACH-000052,-0.019682268037926137
ACH-000053,-0.02467719373254008
ACH-000054,0.002355930070477501
ACH-000055,0.19554079670346375
ACH-000060,0.012264072086003068
ACH-000067,0.04329386710429261
ACH-000070,0.08893769449445159
ACH-000075,0.013778562041887894
ACH-000078,-0.13864176346566565
ACH-000082,-0.10689149677347408
ACH-000085,0.011505990999674743
ACH-000086,0.08319295873310176
ACH-000087,-0.028089245829730228
ACH-000092,0.0616899715492734
ACH-000095,0.07885753155897755
ACH-000097,0.01635317730319149
ACH-000098,0.06092902128107855
ACH-000099,-0.047498332166896536
ACH-000108,0.05129271741798927
ACH-000113,0.16406557500888086
ACH-000116,-0.06415447584485567
ACH-000118,0.13178927476186694
ACH-000120,0.023772861847498616
ACH-000123,-0.0927588097870751
ACH-000127,0.002817611760607606
ACH-000128,0.023768795801753083
ACH-000132,0.05210403921731064
ACH-000133,0.1113244446479775
ACH-000137,0.11045529856044443
ACH-000138,0.09767011405077376
ACH-000142,-0.05599088943160049
ACH-000143,0.03060813898726764
ACH-000146,-0.014725326818901747
ACH-000148,-0.054979775955039716
ACH-000150,-0.249643932837268
ACH-000152,0.011708260030882685
ACH-000153,0.15266429005028265
ACH-000159,-0.01996793287670831
ACH-000160,0.05409739454350771
ACH-000163,0.03887893572357825
ACH-000167,-0.32621492391729595
ACH-000168,-0.0541025934489793
ACH-000169,-0.07176041733754776
ACH-000178,0.04045159983592153
ACH-000183,-0.08919889905368583
ACH-000188,0.09674088974390266
ACH-000189,-0.1910685548268949
ACH-000190,0.1023928341318753
ACH-000198,0.009691740367225551
ACH-000203,-0.425807916253359
ACH-000204,-0.1161509148174168
ACH-000206,0.14487832094983225
ACH-000207,-0.10033500102216583
ACH-000208,0.03849188846185569
ACH-000210,0.10763710171331614
ACH-000211,0.028508263947000317
ACH-000215,0.0298098153529137
ACH-000221,0.07510337779492758
ACH-000222,0.062296830762539286
ACH-000223,-0.026598522063034886
ACH-000226,0.1303598776373016
ACH-000227,-0.18386960994409346
ACH-000228,0.09833249792996716
ACH-000231,-0.09426956330424026
ACH-000232,0.11423414254822015
ACH-000233,-0.005691314114977896
ACH-000234,-0.061201090333244924
ACH-000235,0.04548929578829327
ACH-000237,0.04494421981959027
ACH-000238,-0.12489536560869062
ACH-000242,0.2669957384460262
ACH-000243,0.039944340843022966
ACH-000244,-0.18115201037822545
ACH-000246,0.09586644133711268
ACH-000248,0.026133193939373404
ACH-000250,0.013286296837586621
ACH-000251,0.014099025897763854
ACH-000252,0.1514260834213355
ACH-000253,-0.003886879711619982
ACH-000255,0.07351447021308367
ACH-000256,-0.0013006500777291699
ACH-000257,-0.18045406206073336
ACH-000258,-0.01905033100169906
ACH-000259,-0.030041522920247744
ACH-000260,-0.05662153399456039
ACH-000261,-0.0008554109682419136
ACH-000262,0.14441646732914806
ACH-000263,0.06187806517565648
ACH-000264,-0.09804269734571527
ACH-000265,0.1292200539383053
ACH-000266,-0.06126212132181301
ACH-000272,0.003788664942754592
ACH-000274,-0.06405399462233191
ACH-000277,0.13708984385690726
ACH-000278,-0.08257713517847805
ACH-000279,0.07126553092798922
ACH-000280,-0.03007282146038712
ACH-000281,0.04263545627653896
ACH-000288,-0.03892638538610453
ACH-000291,0.11785810241914513
ACH-000293,-0.09916111387098822
ACH-000294,-0.03161783390128886
ACH-000295,0.3132418540498837
ACH-000296,-0.007029886167705324
ACH-000302,0.13950011673542906
ACH-000304,-0.131219437895146
ACH-000307,0.05989635741567584
ACH-000308,0.03012091157101148
ACH-000310,-0.12733583952204724
ACH-000311,-0.04930583732020175
ACH-000312,0.04925814518947301
ACH-000315,0.019030924448553928
ACH-000316,0.08939894964324009
ACH-000317,0.040131219186532174
ACH-000318,0.13579024503857146
ACH-000319,0.19297571875782435
ACH-000320,0.166451083907228
ACH-000322,0.09225853512022222
ACH-000323,0.029343337825491894
ACH-000324,-0.04684678049727112
ACH-000329,-0.060295711185342465
ACH-000330,-0.035824228532665016
ACH-000331,0.1408914536291057
ACH-000332,-0.046676308478419436
ACH-000334,0.0015851897799559385
ACH-000335,0.15325944619525228
ACH-000336,0.05666579349661575
ACH-000337,0.027890072568459167
ACH-000338,-0.2984888558333982
ACH-000339,0.004755170072097243
ACH-000341,-0.07838970113709899
ACH-000348,-0.08040028921739331
ACH-000350,-0.13965360975877694
ACH-000352,0.08950875037019433
ACH-000356,0.008884253679270322
ACH-000361,0.05535708272669964
ACH-000362,-0.105886788400291
ACH-000363,-0.13114182741355182
ACH-000364,0.056284651268661334
ACH-000365,0.006784103766434345
ACH-000366,0.10223316370069233
ACH-000368,-0.07815218335828827
ACH-000374,0.07119883936401163
ACH-000375,-0.23630721675198266
ACH-000376,0.018546694299218156
ACH-000381,0.058253449627266286
ACH-000383,-0.05540822075467649
ACH-000387,-0.04917315651748873
ACH-000389,0.1345773751322828
ACH-000390,-0.04710777188969726
ACH-000393,0.13943343953924509
ACH-000395,0.115862617395277
ACH-000396,0.10634344642643227
ACH-000397,-0.07421090572121264
ACH-000401,0.1680568670912354
ACH-000402,0.030254575467542025
ACH-000403,-0.006982529649750628
ACH-000404,0.22401055864806613
ACH-000406,0.010946408566391343
ACH-000407,-0.016289866384218886
ACH-000408,0.2718256106058888
ACH-000410,0.031820267798989214
ACH-000411,-0.03202608624646836
ACH-000414,-0.03898649922455656
ACH-000415,-0.11240768179896914
ACH-000416,-0.051420001996658284
ACH-000420,0.028865057169722524
ACH-000421,0.0040113875868091325
ACH-000424,0.16263729724458426
ACH-000425,0.12059989162830273
ACH-000426,0.016999942501036758
ACH-000427,-0.021340369320711462
ACH-000433,-0.08658659120288617
ACH-000435,0.3178109760499407
ACH-000436,-0.10192331262499364
ACH-000444,-0.0354809281067764
ACH-000445,0.07531396619091554
ACH-000448,0.045188081343580086
ACH-000450,0.006902421338703062
ACH-000452,0.05840446967740887
ACH-000454,0.02336339964586273
ACH-000458,0.05440593667283174
ACH-000459,0.006310926245901405
ACH-000460,-0.1220034955375455
ACH-000461,0.17878053418062112
ACH-000463,-0.1251326890597218
ACH-000464,-0.008272039188726005
ACH-000466,0.025204825925049086
ACH-000467,0.012886257603687027
ACH-000468,-0.04452551777936965
ACH-000469,0.05314265847887039
ACH-000470,0.06297489242732468
ACH-000471,0.02802886673071846
ACH-000472,-0.045485879093134486
ACH-000473,-0.051264033632648455
ACH-000475,0.0036378436600251344
ACH-000476,-0.00644776489475007
ACH-000477,-0.17887540936156346
ACH-000479,0.04638858391216248
ACH-000480,-0.09959621951785433
ACH-000481,-0.015264364259495653
ACH-000483,-0.08187042365509316
ACH-000484,0.005446969281110571
ACH-000485,-0.12090601489407038
ACH-000486,-0.1010413423716201
ACH-000487,0.08311203878948062
ACH-000488,0.010306702975779023
ACH-000490,0.04035613469836232
ACH-000491,0.03733555666214846
ACH-000495,-0.006804718851589541
ACH-000496,-0.0034918713618866345
ACH-000499,-0.05924949085312973
ACH-000500,-0.0038794731073100185
ACH-000502,-0.06282062832889555
ACH-000503,0.0518176486392092
ACH-000505,0.04841981533526405
ACH-000507,0.04102554081966955
ACH-000510,-0.0168121041082067
ACH-000511,-0.015158279139936169
ACH-000512,0.06561989852979924
ACH-000516,-0.03490085987729046
ACH-000517,-0.018279395281604757
ACH-000518,0.1593679418540822
ACH-000520,0.028227984950790437
ACH-000521,-0.07340497681036076
ACH-000522,0.11607593427665225
ACH-000524,-0.01058025837275342
ACH-000527,0.02476819681657804
ACH-000528,-0.008434569642985907
ACH-000537,0.051434388784673414
ACH-000541,0.03636214931284789
ACH-000542,0.09479343262294332
ACH-000544,0.008726646301431105
ACH-000545,-0.12314593756938093
ACH-000547,-0.02830195300006925
ACH-000548,0.015727737116812513
ACH-000549,-0.05260470979733597
ACH-000550,2.5085896959050492e-05
ACH-000552,0.06495901404689679
ACH-000556,-0.06255864986639859
ACH-000557,-0.04104226833125835
ACH-000569,0.10974361439596776
ACH-000570,0.022551072730042872
ACH-000571,-0.011192146523678332
ACH-000573,-0.028638705144178142
ACH-000576,0.03519265628339793
ACH-000579,0.14575324002402695
ACH-000580,-0.16193082848847798
ACH-000584,0.011684108766902282
ACH-000585,-0.013948668800153259
ACH-000588,0.17786163735016453
ACH-000589,0.015532868982983663
ACH-000591,-0.03361868998980014
ACH-000593,0.0227391789757278
ACH-000600,0.07801399537259061
ACH-000601,-0.1491341747363233
