,RMND5B (64777)
ACH-000004,0.07227255591225443
ACH-000005,-0.09586270755999324
ACH-000007,0.006887381555420139
ACH-000009,-0.0695626950506879
ACH-000011,-0.10584941888275287
ACH-000012,0.015296025026106384
ACH-000013,-0.00024699890834823046
ACH-000014,-0.03211400844921642
ACH-000015,0.10775035744860448
ACH-000017,-0.007253527508836373
ACH-000018,0.11292751276071455
ACH-000019,0.036906394887026836
ACH-000021,0.02717055748049397
ACH-000022,-0.007189041295529359
ACH-000025,-0.08634949689687056
ACH-000028,0.034724621612293706
ACH-000030,0.05116619341305874
ACH-000035,-0.06704665102240892
ACH-000036,-0.20533504132262065
ACH-000037,0.02783357311095609
ACH-000039,-0.1155168768786722
ACH-000040,-0.12716876695804188
ACH-000041,0.002514358352746236
ACH-000042,-0.04749723202967422
ACH-000045,-0.0032451958918691087
ACH-000047,0.03184818924402575
ACH-000052,0.1134678617215138
ACH-000053,0.001955828438958661
ACH-000054,-0.15316011167600324
ACH-000055,-0.017903073274584617
ACH-000060,-0.054565982921756656
ACH-000067,-0.07898548943207823
ACH-000070,-0.07792921770960469
ACH-000075,0.05345476942475401
ACH-000078,0.01675873041389755
ACH-000082,0.00015238004492118106
ACH-000085,-0.2008823458910123
ACH-000086,-0.08083281229615663
ACH-000087,-0.006618817828027819
ACH-000092,-0.09199769073876747
ACH-000095,-0.054158198785903326
ACH-000097,-0.004009993794561737
ACH-000098,-0.21032912552379152
ACH-000099,-0.0816341954192892
ACH-000108,-0.0851110717860869
ACH-000113,0.0652638201692592
ACH-000116,0.0280950236205658
ACH-000118,0.029373451001215706
ACH-000120,0.055725060635582815
ACH-000123,0.0363025217009116
ACH-000127,-0.039553186186472265
ACH-000128,0.054839760321138416
ACH-000132,-0.07576822227769292
ACH-000133,0.12263358210425898
ACH-000137,0.032759561239843527
ACH-000138,-0.08457181782667639
ACH-000142,-0.06263724131819362
ACH-000143,-0.0416233699481335
ACH-000146,-0.01841829716405353
ACH-000148,0.026029331204863563
ACH-000150,-0.1676525468652123
ACH-000152,-0.08663455653569199
ACH-000153,-0.15564150016501874
ACH-000159,-0.02995593251825455
ACH-000160,-0.10686213108766013
ACH-000163,0.044358887890990635
ACH-000167,0.164678576946906
ACH-000168,-0.11329826911897685
ACH-000169,0.007371096814290801
ACH-000178,0.03951810629552192
ACH-000183,-0.045468318745295805
ACH-000188,0.07547719337274429
ACH-000189,0.052461850484333016
ACH-000190,-0.13093146089425586
ACH-000198,-0.007513123711508111
ACH-000203,0.11160828918428314
ACH-000204,-0.05381154825774862
ACH-000206,0.08709246312940776
ACH-000207,-0.023851164206135343
ACH-000208,0.0044348447768200175
ACH-000210,-0.09841560356086564
ACH-000211,0.006938200141361535
ACH-000215,-0.01280093065703033
ACH-000221,-0.036608157244659205
ACH-000222,-0.07311881976692676
ACH-000223,-0.059869563802593666
ACH-000226,-0.015706110585245306
ACH-000227,-0.09550116519590897
ACH-000228,0.04132289148537699
ACH-000231,-0.02325534637312477
ACH-000232,0.000980891838331724
ACH-000233,-0.08797123831415588
ACH-000234,-0.09332662474291613
ACH-000235,0.015288410287446954
ACH-000237,-0.020606167795824384
ACH-000238,-0.09863524858069538
ACH-000242,0.02491297347822475
ACH-000243,0.002594027112771628
ACH-000244,-0.011583603194174804
ACH-000246,-0.03261183561308675
ACH-000248,0.047287022329553466
ACH-000250,-0.017351079920989734
ACH-000251,-0.04396736625532212
ACH-000252,-0.3446110897492386
ACH-000253,0.043272891896763865
ACH-000255,-0.06111441024024199
ACH-000256,0.05206608813861485
ACH-000257,-0.05085265853633784
ACH-000258,-0.018532117346894673
ACH-000259,-0.08084872939643656
ACH-000260,-0.008097587987370689
ACH-000261,-0.03852419833778588
ACH-000262,-0.03076480001122295
ACH-000263,0.23630886483053465
ACH-000264,0.017196896952227654
ACH-000265,-0.10160684331327227
ACH-000266,-0.010185541166338252
ACH-000272,0.0014589793132294092
ACH-000274,0.01909308534924007
ACH-000277,0.10459587345629426
ACH-000278,0.0576952167746017
ACH-000279,-0.12326777169598345
ACH-000280,-0.021356293313456943
ACH-000281,-0.2246368716594606
ACH-000288,-0.06620294420780565
ACH-000291,0.026175932242287443
ACH-000293,-0.2437248221479589
ACH-000294,0.0035473329840976313
ACH-000295,0.11525635487398796
ACH-000296,-0.20771955619615606
ACH-000302,-0.043097162069639434
ACH-000304,-0.1056910021390833
ACH-000307,-0.03534798606079368
ACH-000308,0.007841967382511358
ACH-000310,0.027563117342865654
ACH-000311,0.03825144335424465
ACH-000312,0.02123061921275684
ACH-000315,-0.08514575674723215
ACH-000316,-0.10671314576289888
ACH-000317,-0.012086170211213285
ACH-000318,0.04439514354121694
ACH-000319,0.011936243606683931
ACH-000320,-0.03563560099732066
ACH-000322,0.013152349872161006
ACH-000323,0.0458093919187597
ACH-000324,-0.008770747384087209
ACH-000329,0.009498814932188814
ACH-000330,0.050540852631514574
ACH-000331,0.020694156273191305
ACH-000332,-0.018134461457053757
ACH-000334,0.057476963087378666
ACH-000335,0.06048774971293906
ACH-000336,-0.2617344756408895
ACH-000337,-0.1419213033301097
ACH-000338,0.041164471897387464
ACH-000339,0.019630843170680642
ACH-000341,0.050245782863598015
ACH-000348,0.030744510349165963
ACH-000350,-0.08446814658634533
ACH-000352,-0.06481207412175886
ACH-000356,0.11744837082398825
ACH-000361,0.09415896405717317
ACH-000362,-0.026639302854615583
ACH-000363,0.02245503733511151
ACH-000364,-0.07476938524001757
ACH-000365,0.00034406360247503235
ACH-000366,-0.052013765432983805
ACH-000368,-0.3198882799946984
ACH-000374,0.009198442323276749
ACH-000375,-0.09723352879030532
ACH-000376,-0.1402930131371405
ACH-000381,-0.05120521922284114
ACH-000383,0.02394631570079096
ACH-000387,-0.028930062553104843
ACH-000389,0.08072908253228095
ACH-000390,0.06196354168677538
ACH-000393,-0.015292649702897669
ACH-000395,0.14429411466632516
ACH-000396,0.1625892707085471
ACH-000397,-0.021366124028388174
ACH-000401,-0.013407657622243848
ACH-000402,-0.1735073934314181
ACH-000403,-0.0467577185835399
ACH-000404,0.165378937691952
ACH-000406,0.007189350678750358
ACH-000407,-0.054471931366329884
ACH-000408,-0.05537626081722157
ACH-000410,-0.012716176801717206
ACH-000411,-0.10664633594177868
ACH-000414,-0.03298384728954715
ACH-000415,0.042027097159148666
ACH-000416,-0.027803351577497817
ACH-000420,0.12224927601959862
ACH-000421,-0.026778988039511557
ACH-000424,-0.02552803548872708
ACH-000425,0.05292437853580506
ACH-000426,0.17446476483460058
ACH-000427,-0.11114837114880426
ACH-000433,-0.06494622380359914
ACH-000435,-0.1002935009577685
ACH-000436,0.06563664205670867
ACH-000444,0.0525351696481079
ACH-000445,0.015122954189134015
ACH-000448,-0.16245060468361727
ACH-000450,-0.1969801999104444
ACH-000452,0.01582201524965559
ACH-000454,-0.21101220108721036
ACH-000458,-0.07491486047404312
ACH-000459,-0.013393545025501954
ACH-000460,0.049627360638421714
ACH-000461,0.028294815590683507
ACH-000463,-0.09413347706750327
ACH-000464,0.23984145822135305
ACH-000466,0.061898106632002535
ACH-000467,-0.0993172171604148
ACH-000468,0.016903815042553845
ACH-000469,-0.003770776572726455
ACH-000470,-0.029874183967782183
ACH-000471,-0.015512353864077318
ACH-000472,0.0336202571821327
ACH-000473,-0.007344903442474499
ACH-000475,-0.09087651572323263
ACH-000476,0.018374343878138088
ACH-000477,-0.011162857277188527
ACH-000479,-0.20125487154398627
ACH-000480,0.007265519638586042
ACH-000481,-0.11090773203007134
ACH-000483,0.037551797447587465
ACH-000484,-0.09214008708095353
ACH-000485,-0.08308608772018837
ACH-000486,0.007059937897041396
ACH-000487,-0.12171440505225405
ACH-000488,-0.011478180729511648
ACH-000490,-0.09622358534739364
ACH-000491,0.007377136601177624
ACH-000495,-0.04971180616388479
ACH-000496,-0.008119058370115688
ACH-000499,0.13841232859683006
ACH-000500,0.25504803496502304
ACH-000502,-0.004922786395838818
ACH-000503,-0.05006226801320295
ACH-000505,0.024206996717720454
ACH-000507,-0.04237224733190447
ACH-000510,-0.062398596891730475
ACH-000511,-0.06886065420054853
ACH-000512,0.14311273428642765
ACH-000516,-0.06090891161274184
ACH-000517,-0.008082253963069264
ACH-000518,-0.10182462674620844
ACH-000520,-0.19098642632006904
