,SKA2 (348235)
ACH-000004,-0.20053978974335854
ACH-000005,-0.13645128623639954
ACH-000007,-0.12645158997445996
ACH-000009,-0.1257272201814029
ACH-000011,-0.043192363785570266
ACH-000012,-0.2253717205974817
ACH-000013,-0.08845335382419241
ACH-000014,-0.16869120926992018
ACH-000015,-0.13239080984068116
ACH-000017,-0.006436243308380675
ACH-000018,0.07114273814024451
ACH-000019,-0.5263817188576376
ACH-000021,-0.06103089086840215
ACH-000022,-0.3425576412035757
ACH-000025,0.02596855886444437
ACH-000028,-0.5307183900135409
ACH-000030,-0.035682904316867804
ACH-000035,-0.10883782263380418
ACH-000036,-0.06972729202118533
ACH-000037,-0.3018294067848569
ACH-000039,-0.20871105899561368
ACH-000040,-0.05154938034790794
ACH-000041,-0.0959021793150237
ACH-000042,-0.08151352190036462
ACH-000045,-0.08987095509820073
ACH-000047,-0.2430966862992803
ACH-000052,-0.02350676568737009
ACH-000053,-0.20222445027696376
ACH-000054,-0.37965534608333706
ACH-000055,-0.13331171606375106
ACH-000060,-0.13663756223332638
ACH-000067,-0.24812721495753945
ACH-000070,0.11592331616728872
ACH-000075,-0.3533432716777749
ACH-000078,-0.2138180305774392
ACH-000082,-0.2683230492823598
ACH-000085,-0.2579622111159387
ACH-000086,-0.16108515887794167
ACH-000087,-0.18634802624928853
ACH-000092,-0.13027294839279602
ACH-000095,-0.15408194537524025
ACH-000097,-0.1896926082721595
ACH-000098,-0.14573945976265598
ACH-000099,-0.3398544680752466
ACH-000108,-0.064300122268189
ACH-000113,-0.16873014341319784
ACH-000116,-0.1435371895363208
ACH-000118,0.01980295712306034
ACH-000120,-0.11808741094425387
ACH-000123,-0.18927264712897507
ACH-000127,-0.08732709564962712
ACH-000128,-0.04460116950341556
ACH-000132,-0.2317225875741077
ACH-000133,-0.14919337667441154
ACH-000137,-0.2904706282909196
ACH-000138,-0.23277180653793905
ACH-000142,-0.036847698388693916
ACH-000143,-0.1602173372449949
ACH-000146,0.00029740821102057437
ACH-000148,-0.1810057870167354
ACH-000150,-0.2644860726496818
ACH-000152,-0.10727254517934147
ACH-000153,-0.11288787630347542
ACH-000159,-0.1960886171015769
ACH-000160,-0.14622365087174907
ACH-000163,-0.007199469919634166
ACH-000167,-0.13805266193208862
ACH-000168,-0.056276920941417334
ACH-000169,-0.20083980208388968
ACH-000178,-0.052578754497519836
ACH-000183,-0.1473055590901749
ACH-000188,-0.0888099126066388
ACH-000189,-0.2816434238208349
ACH-000190,0.0908409365629146
ACH-000198,-0.12539923635124062
ACH-000203,-0.6137480343511463
ACH-000204,-0.2631132772778864
ACH-000206,0.17006241308177591
ACH-000207,-0.22290681744588614
ACH-000208,0.14886214377924856
ACH-000210,0.16933908051961805
ACH-000211,-0.1162427239060913
ACH-000215,-0.07164912131431507
ACH-000221,-0.2198432397470032
ACH-000222,0.09484072174241512
ACH-000223,-0.19776027908186852
ACH-000226,-0.18568777554170535
ACH-000227,-0.28429361342224835
ACH-000228,-0.058521622686229235
ACH-000231,-0.1529706660385451
ACH-000232,-0.230129573851042
ACH-000233,-0.07005352930558315
ACH-000234,-0.2004013595438992
ACH-000235,-0.1481437990848012
ACH-000237,-0.15185555147207086
ACH-000238,-0.3456404516236967
ACH-000242,0.4038881838416016
ACH-000243,-0.1558870608321012
ACH-000244,-0.33457920100888
ACH-000246,-0.12837818812948826
ACH-000248,-0.20513544860240385
ACH-000250,-0.17837341581206625
ACH-000251,-0.4281423606569745
ACH-000252,-0.17730641386035634
ACH-000253,-0.06967901758753366
ACH-000255,-0.4002451761677444
ACH-000256,-0.3545232083538215
ACH-000257,-0.3481594945427489
ACH-000258,-0.022331046417364317
ACH-000259,-0.08039435965765628
ACH-000260,-0.18631373788472574
ACH-000261,-0.27709580271556405
ACH-000262,-0.09525507857602636
ACH-000263,-0.09771273586363807
ACH-000264,-0.1892184056011242
ACH-000265,-0.09811298858709268
ACH-000266,-0.1423453400752374
ACH-000272,-0.10803650653905894
ACH-000274,-0.17099214131891652
ACH-000277,-0.2605264476345379
ACH-000278,0.02782608861315091
ACH-000279,-0.08525299165168274
ACH-000280,-0.017975124450620404
ACH-000281,-0.0026563462946443913
ACH-000288,-0.1396952725063081
ACH-000291,-0.2469880881270612
ACH-000293,-0.1992531193819868
ACH-000294,-0.06569857606512737
ACH-000295,-0.09737173725772703
ACH-000296,-0.23437629108029134
ACH-000302,-0.04735672731222107
ACH-000304,0.04988753257906664
ACH-000307,-0.10700575744265646
ACH-000308,-0.1425053480350133
ACH-000310,-0.3108578507322175
ACH-000311,-0.16971062533390202
ACH-000312,-0.026253641165518725
ACH-000315,-0.05510357108351775
ACH-000316,-0.11045362124710914
ACH-000317,-0.2700056701894529
ACH-000318,-0.13569738581970406
ACH-000319,-0.21759376547908493
ACH-000320,0.0377657611976092
ACH-000322,-0.3336138713113974
ACH-000323,-0.0409527488389088
ACH-000324,-0.12804583631352054
ACH-000329,-0.3513870763886772
ACH-000330,-0.15602384869957933
ACH-000331,-0.10764418788482756
ACH-000332,-0.14016841327045504
ACH-000334,-0.11788165121499485
ACH-000335,-0.26092854787527964
ACH-000336,-0.383456211555314
ACH-000337,-0.1853727850657646
ACH-000338,-0.3854074994943806
ACH-000339,-0.12867296922205762
ACH-000341,-0.1704590737018971
ACH-000348,-0.2690175891584061
ACH-000350,-0.08330866657371802
ACH-000352,-0.3766453146114019
ACH-000356,-0.2112166382549384
ACH-000361,-0.1715037815347223
ACH-000362,-0.2954933894416397
ACH-000363,-0.009977889746938636
ACH-000364,-0.3754263081252911
ACH-000365,-0.0354400940461039
ACH-000366,-0.13105768531972986
ACH-000368,0.019015539156454483
ACH-000374,-0.08996267661697951
ACH-000375,-0.2385124877034681
ACH-000376,-0.18443061833223973
ACH-000381,-0.09223940561672632
ACH-000383,-0.15377877451222846
ACH-000387,-0.06158739950022433
ACH-000389,-0.2690622506881425
ACH-000390,-0.11156653074968367
ACH-000393,-0.0829048162387697
ACH-000395,0.1168818042311566
ACH-000396,-0.020005817470485857
ACH-000397,-0.18791074581674397
ACH-000401,-0.1093587093079681
ACH-000402,-0.15034466249589176
ACH-000403,-0.046682851124841516
ACH-000404,-0.07785507699780786
ACH-000406,-0.11495797965890517
ACH-000407,-0.2256578641040129
ACH-000408,-0.18442587931842705
ACH-000410,-0.17245309146697713
ACH-000411,-0.1786206820380145
ACH-000414,-0.08524129973678296
ACH-000415,-0.17828953613825274
ACH-000416,-0.13220194421020187
ACH-000420,-0.2138522787852978
ACH-000421,-0.0424557458142903
ACH-000424,-0.22080286540489316
ACH-000425,-0.2735406773357924
ACH-000426,0.046936862636148664
ACH-000427,-0.22750878579688816
ACH-000433,-0.2746620904047093
ACH-000435,-0.06905652116665892
ACH-000436,-0.07025125859505492
ACH-000444,-0.09489489433801494
ACH-000445,0.001182779469641047
ACH-000448,-0.12059855254488837
ACH-000450,0.06756866922416514
ACH-000452,-0.12244408522883445
ACH-000454,-0.09183593873243223
ACH-000458,-0.1872927712218198
ACH-000459,-0.12444030837427235
ACH-000460,-0.2748687965156299
ACH-000461,-0.08572934315687329
ACH-000463,-0.08670187616931282
ACH-000464,-0.31475954643968657
ACH-000466,-0.17384658551728469
ACH-000467,-0.014724788639113147
ACH-000468,-0.22074523446446268
ACH-000469,-0.26853336228369695
ACH-000470,-0.39647238442478144
ACH-000471,-0.08890253522086418
ACH-000472,-0.2896367990539195
ACH-000473,-0.09891163990665308
ACH-000475,-0.1699998831717707
ACH-000476,-0.2514023199994501
ACH-000477,-0.013366736848699785
ACH-000479,-0.2359136843850517
ACH-000480,-0.12004827069333465
ACH-000481,-0.10194179291579217
ACH-000483,0.1117700810527206
ACH-000484,-0.04827031923925743
ACH-000485,-0.1797943803173657
ACH-000486,-0.142461195051728
ACH-000487,-0.08391149132004898
ACH-000488,0.024559269608760845
ACH-000490,0.00806386190792119
ACH-000491,-0.19518369018602771
ACH-000495,-0.21603010858569235
ACH-000496,-0.09958205310749978
ACH-000499,0.06570540167975875
ACH-000500,-0.14086022559743094
ACH-000502,-0.19209446362686566
ACH-000503,0.13650467769646776
ACH-000505,-0.2710112861137656
ACH-000507,-0.04733070828846773
ACH-000510,-0.19218044835979053
ACH-000511,-0.1521673341920929
ACH-000512,0.11465868958530373
ACH-000516,-0.124379423686263
ACH-000517,-0.1686541187458
ACH-000518,-0.19657422789703
ACH-000520,-0.2114624759297825
ACH-000521,-0.08520044808128914
ACH-000522,-0.10996115952909727
ACH-000524,-0.16426838759888254
ACH-000527,-0.10241906681547153
