,SYNDIG1L (646658)
ACH-000004,0.08101097963147838
ACH-000005,0.013986053802598715
ACH-000007,-0.04897739849910427
ACH-000009,-0.10135134044167103
ACH-000011,-0.18674932878861786
ACH-000012,-0.07804957247112525
ACH-000013,-0.10097856201347044
ACH-000014,-0.12579635279479512
ACH-000015,-0.05314399134643449
ACH-000017,-0.2558047071266453
ACH-000018,0.010096723932146523
ACH-000019,-0.2065280492185184
ACH-000021,0.00974446093836902
ACH-000022,-0.00032742314637007136
ACH-000025,0.0035525397693276545
ACH-000028,-0.2350798689639347
ACH-000030,0.0395333612336869
ACH-000035,0.053749582964121835
ACH-000036,-0.21129762948603573
ACH-000037,-0.13698909927390035
ACH-000039,-0.1400801779474042
ACH-000040,-0.21247914885783128
ACH-000041,-0.05175286304742156
ACH-000042,-0.09698113240823884
ACH-000045,-0.23593222239695744
ACH-000047,-0.16270545553389096
ACH-000052,-0.2141719564628113
ACH-000053,-0.1060769101304218
ACH-000054,-0.15572858491517394
ACH-000055,0.06626744070862634
ACH-000060,-0.2867225016829685
ACH-000067,-0.058384925238578474
ACH-000070,0.0836308218787431
ACH-000075,-0.11272414281961117
ACH-000078,-0.19371716073855308
ACH-000082,-0.21504758759735768
ACH-000085,-0.1632121104630391
ACH-000086,-0.02420936611851152
ACH-000087,-0.18296171409216944
ACH-000092,-0.19788546313376812
ACH-000095,-0.1167769057571491
ACH-000097,-0.1408011906760607
ACH-000098,-0.10252931860472504
ACH-000099,-0.1124452815319727
ACH-000108,-0.07868445512716822
ACH-000113,-0.017003091930290967
ACH-000116,-0.20935941150153148
ACH-000118,-0.09733664107503748
ACH-000120,-0.05319955649380537
ACH-000123,-0.0024473089082681235
ACH-000127,-0.02885549471893292
ACH-000128,-0.2465752176069334
ACH-000132,-0.3426750965038612
ACH-000133,-0.17123936039534346
ACH-000137,-0.2186715106218212
ACH-000138,-0.07132551995169284
ACH-000142,-0.14840205216354652
ACH-000143,-0.12384462966328402
ACH-000146,-0.06284247912022782
ACH-000148,-0.10444337906965248
ACH-000150,-0.06627742554911284
ACH-000152,-0.11318229364464355
ACH-000153,-0.13472618124534647
ACH-000159,-0.15705169687525758
ACH-000160,-0.15598302631361072
ACH-000163,-0.08966412679188343
ACH-000167,-0.3740357892617627
ACH-000168,-0.0177443377714538
ACH-000169,-0.06413517256149491
ACH-000178,-0.04173735885659774
ACH-000183,0.017607549145974545
ACH-000188,-0.06861562689721128
ACH-000189,-0.07389356704857881
ACH-000190,-0.035690924730300735
ACH-000198,-0.0029682749676956358
ACH-000203,0.17217673498594752
ACH-000204,-0.12289094280772672
ACH-000206,-0.14448839997148374
ACH-000207,-0.14395105741698214
ACH-000208,0.014487559090739547
ACH-000210,-0.3214600676279399
ACH-000211,-0.16539724350786494
ACH-000215,-0.1061679189221261
ACH-000221,-0.05916008116736408
ACH-000222,-0.2274909810454709
ACH-000223,-0.12444853878870545
ACH-000226,-0.07751038947842939
ACH-000227,-0.13632433653423462
ACH-000228,-0.08617870362512689
ACH-000231,-0.08308865835864927
ACH-000232,-0.10005780712981344
ACH-000233,-0.008922252982392591
ACH-000234,-0.1113920116509847
ACH-000235,-0.0964881338402092
ACH-000237,0.006370765735828019
ACH-000238,-0.26880111159842435
ACH-000242,-0.18174565507691529
ACH-000243,-0.06356401719259185
ACH-000244,-0.17890385518387913
ACH-000246,-0.10795169591426544
ACH-000248,-0.15300947333696
ACH-000250,-0.05713629148483905
ACH-000251,-0.10406109369733517
ACH-000252,-0.04740519748484268
ACH-000253,-0.04715717446901308
ACH-000255,-0.02141270942495918
ACH-000256,-0.07779876527303244
ACH-000257,-0.435973013634748
ACH-000258,0.036229551463063316
ACH-000259,-0.11805901586092513
ACH-000260,-0.12271264650237285
ACH-000261,-0.11320224533243155
ACH-000262,-0.10534104938418502
ACH-000263,-0.04531236222160535
ACH-000264,-0.08219734012882429
ACH-000265,0.021743643170385026
ACH-000266,-0.13149464161657598
ACH-000272,-0.1133350165379286
ACH-000274,-0.20446899909657595
ACH-000277,-0.1777733973723348
ACH-000278,-0.209523398223612
ACH-000279,-0.1389505345134588
ACH-000280,-0.16584958708575634
ACH-000281,-0.11580298111873034
ACH-000288,-0.1522981960072887
ACH-000291,-0.0393192360977303
ACH-000293,-0.17326281595788395
ACH-000294,-0.0870652301885823
ACH-000295,-0.18617241918853766
ACH-000296,-0.10789895577053583
ACH-000302,0.02624469824250465
ACH-000304,-0.21140409522706055
ACH-000307,-0.1428964227726768
ACH-000308,-0.031927432936716245
ACH-000310,-0.10769058607961683
ACH-000311,-0.2220760385947487
ACH-000312,-0.02758614314888797
ACH-000315,-0.24509280369522274
ACH-000316,-0.05294618747873638
ACH-000317,-0.17651150931945125
ACH-000318,0.011476932290076644
ACH-000319,-0.07353922864668226
ACH-000320,-0.058100830410614326
ACH-000322,-0.2210686908468441
ACH-000323,-0.05763455472061387
ACH-000324,-0.1407726324072716
ACH-000329,-0.1515731225766535
ACH-000330,-0.07360879003993075
ACH-000331,-0.1107807132006966
ACH-000332,-0.14854120587651354
ACH-000334,-0.1826158179300708
ACH-000335,-0.0856041412070264
ACH-000336,-0.08408215830499853
ACH-000337,-0.1120698393326418
ACH-000338,0.12689154293317384
ACH-000339,-0.20473145488348768
ACH-000341,0.013630668296277449
ACH-000348,-0.11477976713680801
ACH-000350,-0.12619951164771195
ACH-000352,0.04952539867923105
ACH-000356,-0.19109151644039646
ACH-000361,-0.019020713338628183
ACH-000362,-0.11481514034041987
ACH-000363,-0.28773765222744924
ACH-000364,0.060377685065730276
ACH-000365,-0.09882487993091654
ACH-000366,-0.0691925763226855
ACH-000368,-0.2084898413083206
ACH-000374,0.043068758437726014
ACH-000375,-0.2774036880889253
ACH-000376,-0.1037780511260014
ACH-000381,-0.2137531737310492
ACH-000383,-0.16481510305165573
ACH-000387,0.0007379867696351782
ACH-000389,-0.192502351201574
ACH-000390,-0.06227623445180724
ACH-000393,-0.14629001564381294
ACH-000395,-0.1709388625144787
ACH-000396,0.019721972009018315
ACH-000397,-0.1231092183681744
ACH-000401,-0.06120038691032958
ACH-000402,0.04646844192491094
ACH-000403,-0.19606905947871567
ACH-000404,-0.03368250115060172
ACH-000406,-0.12171397365666473
ACH-000407,-0.13337911542960604
ACH-000408,-0.1702955813720969
ACH-000410,-0.1338244259285062
ACH-000411,-0.0718414494875698
ACH-000414,-0.0976369669440515
ACH-000415,-0.11587826408946653
ACH-000416,-0.008931224298846772
ACH-000420,-0.09249124290091897
ACH-000421,0.04977163332730542
ACH-000424,0.04539402102936239
ACH-000425,-0.11859962771268855
ACH-000426,0.09493896408145698
ACH-000427,-0.2663470293074713
ACH-000433,-0.15092019363766754
ACH-000435,-0.19409578619646795
ACH-000436,-0.12549211738304314
ACH-000444,-0.21325405288358734
ACH-000445,-0.0638513067316054
ACH-000448,-0.12083470187675498
ACH-000450,-0.14717963889016586
ACH-000452,-0.1691622908154282
ACH-000454,-0.14858398380713686
ACH-000458,-0.16132755844964528
ACH-000459,-0.09675225592379626
ACH-000460,-0.06526358975831976
ACH-000461,0.14502675483719318
ACH-000463,0.01256748200106156
ACH-000464,-0.13199209220886896
ACH-000466,-0.2076723382144025
ACH-000467,-0.22569863427614856
ACH-000468,-0.1621651450455061
ACH-000469,-0.1981175598774105
ACH-000470,0.03780287652809697
ACH-000471,-0.0324239547265858
ACH-000472,-0.14878473062807582
ACH-000473,0.09433215964135976
ACH-000475,-0.10684074109393388
ACH-000476,-0.13511132099171608
ACH-000477,-0.09371231305531716
ACH-000479,0.04266758983704865
ACH-000480,-0.2546665834811028
ACH-000481,-0.15630327640418545
ACH-000483,-0.15387700888920985
ACH-000484,-0.10471771421611856
ACH-000485,-0.17048953274227086
ACH-000486,-0.04720912490593133
ACH-000487,0.02647527299872935
ACH-000488,-0.1702717322889803
ACH-000490,-0.20474323443849804
ACH-000491,-0.23610021095921174
ACH-000495,-0.1709435698574702
ACH-000496,-0.1607802976318397
ACH-000499,-0.17648907233262567
ACH-000500,0.06746066230495926
ACH-000502,-0.09016155029432656
ACH-000503,0.06194678544998975
ACH-000505,-0.17160964853328906
ACH-000507,-0.10589067347174316
ACH-000510,-0.04445764012597875
ACH-000511,-0.13687870853866074
ACH-000512,-0.10661292174686347
ACH-000516,0.06470738015875506
ACH-000517,-0.20780643540376176
ACH-000518,-0.13201190049144573
ACH-000520,-0.03726291396916514
ACH-000521,-0.09334815059430296
ACH-000522,-0.00919831315440155
ACH-000524,-0.14062457236547096
ACH-000527,-0.10486973098413836
ACH-000528,-0.20015877952948016
ACH-000537,0.09023723699557744
ACH-000541,-0.2031429884633116
ACH-000542,-0.09137085847414704
ACH-000544,-0.09681085376170916
ACH-000545,-0.1143949694426712
ACH-000547,0.021215527699810117
ACH-000548,-0.1496436827292035
ACH-000549,-0.006953065982591196
ACH-000550,-0.2705390944543601
ACH-000552,-0.04170446769487618
ACH-000556,-0.07199910685810057
ACH-000557,-0.03168386892211884
ACH-000569,-0.1014540604116278
ACH-000570,-0.1763461762947831
ACH-000571,-0.08033672976179078
ACH-000573,-0.17184107272481391
ACH-000576,-0.07738228132985799
ACH-000579,-0.1848507171451477
ACH-000580,-0.16392489463359367
ACH-000584,-0.11929646921102273
ACH-000585,-0.168411666849108
ACH-000588,0.03148899710162007
ACH-000589,-0.028889448349782867
ACH-000591,-0.24762894959408044
ACH-000593,-0.1109237704106424
ACH-000600,-0.20159497789107395
ACH-000601,-0.04239692702186723
ACH-000605,-0.0743135322544803
ACH-000606,-0.1944420944605883
ACH-000608,-0.14002405688813924
ACH-000614,-0.09972424045469623
ACH-000616,-0.17608854991494152
ACH-000618,-0.08948244120570745
ACH-000619,-0.09537330042320444
ACH-000620,-0.16742079220684195
ACH-000621,-0.15418328045524418
ACH-000622,-0.23476512983774606
ACH-000623,-0.19013040128534192
ACH-000624,-0.058705517867489176
ACH-000627,-0.1301637816477619
ACH-000630,-0.1974055274728921
ACH-000631,-0.4293905302658202
ACH-000632,-0.0638145612975773
ACH-000633,-0.08278256271759375
ACH-000637,-0.13959193357478042
ACH-000638,-0.09395446519060162
ACH-000646,-0.3293698580638102
ACH-000647,-0.059079322522113814
ACH-000648,0.04512663230461576
ACH-000649,-0.12338224871033597
ACH-000651,-0.015490625116369585
ACH-000652,-0.034585006755224704
ACH-000653,0.02475682461683565
ACH-000657,-0.060305833059595776
ACH-000658,0.0278200822925444
ACH-000661,-0.12803419782233774
ACH-000662,0.2678606539624165
ACH-000663,-0.08331270821221498
ACH-000665,-0.05388438286907226
ACH-000671,0.029033313067114676
ACH-000672,-0.2633125557347755
ACH-000673,-0.15209995957230468
ACH-000676,-0.07566811177879132
ACH-000677,-0.00675771443835991
ACH-000681,0.10516982007908747
ACH-000683,-0.006571238454716473
ACH-000684,-0.09496250251712228
ACH-000688,-0.10662402888428113
ACH-000693,0.0046715420316999975
ACH-000694,-0.05742335961426506
ACH-000695,-0.23098983903804354
ACH-000696,-0.12280377985655826
ACH-000697,0.08309061234264338
ACH-000699,-0.1010507820689582
ACH-000701,-0.1227009203252081
ACH-000706,-0.041245491622513134
ACH-000711,-0.11534431596600785
ACH-000713,0.1088063556996788
ACH-000714,-0.2514412630728555
ACH-000718,-0.2582171496485755
ACH-000720,-0.10577081110954656
ACH-000721,-0.15790880282041495
ACH-000724,-0.046115791277370866
ACH-000725,-0.21620934633450764
ACH-000732,-0.18509772565741373
ACH-000734,0.012511379883086184
ACH-000735,-0.2057654343942117
ACH-000736,-0.350226157267524
ACH-000738,-0.06366439587341459
ACH-000746,-0.02955662335852197
ACH-000747,-0.07568891000293887
ACH-000748,-0.07982813928351293
ACH-000753,-0.1367316039820259
ACH-000756,-0.010574948727905598
ACH-000757,0.0328399605553425
ACH-000758,-0.1665588280621312
ACH-000760,-0.19403095192210654
ACH-000762,-0.12136389975184522
ACH-000763,-0.14158404108215747
ACH-000764,-0.2129466694533108
ACH-000765,-0.0830011860513418
ACH-000766,-0.0912026902385212
ACH-000767,-0.045212103875957886
ACH-000768,-0.14388220417659803
ACH-000769,-0.08476483072106057
ACH-000770,-0.14373554846957207
ACH-000771,-0.05611878299324365
ACH-000773,-0.12311842723811492
ACH-000776,-0.1427566899768123
ACH-000777,-0.18814244462080687
ACH-000778,-0.16240710134091288
ACH-000781,-0.10014839365083908
ACH-000782,-0.030906401506774064
ACH-000783,-0.09649868353038206
ACH-000784,-0.030403506014669623
ACH-000785,0.09614124909442323
ACH-000787,-0.16095363065877882
ACH-000788,-0.14311441576075148
ACH-000791,0.022278455153969662
ACH-000792,-0.06458363519230896
ACH-000794,-0.2040309103004232
ACH-000796,-0.16206960110034896
ACH-000798,-0.2817738200541195
ACH-000799,-0.18707159208935065
ACH-000800,-0.021973021730134226
ACH-000802,-0.023153855848767297
ACH-000804,-0.08983827424821968
ACH-000805,-0.156208950677343
ACH-000809,-0.0956485027696481
ACH-000810,-0.2297295178471029
ACH-000811,-0.10526550929861174
ACH-000817,-0.23310108502421195
ACH-000819,-0.0976253599915808
ACH-000820,-0.14991067210131506
ACH-000821,0.08905635113685724
ACH-000822,-0.022281964295654863
ACH-000823,-0.17248808100661794
ACH-000824,-0.11075823021793654
ACH-000827,-0.1808444757192726
ACH-000829,-0.37847435119034495
ACH-000831,-0.008362735998332751
ACH-000832,-0.19334614780610548
ACH-000833,-0.28218190904807866
ACH-000834,0.0019786701260958513
ACH-000835,-0.07749567558829877
ACH-000836,-0.12327981353690623
ACH-000837,-0.06543757722041167
ACH-000838,0.026515920123821687
ACH-000839,-0.15817711605883586
