,NPFFR2 (10886)
ACH-000004,-0.008369088802980072
ACH-000005,-0.05292071152474295
ACH-000007,0.1984514855070444
ACH-000009,0.06524219676875466
ACH-000011,0.02377065934148086
ACH-000012,0.11070552263338332
ACH-000013,0.17482527133108774
ACH-000014,0.04238696381099892
ACH-000015,0.05291587973055982
ACH-000017,0.01676000033148404
ACH-000018,0.12275481878133628
ACH-000019,0.058481153431915726
ACH-000021,0.1099364071968605
ACH-000022,0.036209904632626334
ACH-000025,-0.007388694829018559
ACH-000028,0.06648076532162336
ACH-000030,0.038013743103271526
ACH-000035,0.10902892514408367
ACH-000036,0.08728226162804603
ACH-000037,0.004859617599286133
ACH-000039,0.02961580460496833
ACH-000040,0.034873176476963925
ACH-000041,-0.007246345989444913
ACH-000042,0.14984283491262276
ACH-000045,0.08079593031334256
ACH-000047,0.024230807788561508
ACH-000052,0.14380683674386766
ACH-000053,0.0550305869875978
ACH-000054,0.1049089591105762
ACH-000055,0.14195915698380168
ACH-000060,-0.051449836414128716
ACH-000067,0.013712127668547926
ACH-000070,0.11506843067726058
ACH-000075,0.1217534573747329
ACH-000078,0.19130648369859915
ACH-000082,0.054582990334844456
ACH-000085,0.15829063035292318
ACH-000086,0.018765929779649127
ACH-000087,0.06951595212825043
ACH-000092,0.1496096195054963
ACH-000095,0.0095816214545815
ACH-000097,-0.0068465562657868545
ACH-000098,0.09173971339168807
ACH-000099,0.1181536340119571
ACH-000108,-0.03499040443627844
ACH-000113,0.0617086405853428
ACH-000116,0.047332094607016574
ACH-000118,0.003320025194079849
ACH-000120,0.049712224262718464
ACH-000123,0.12113008654688705
ACH-000127,0.12858039139212366
ACH-000128,0.11618454484388838
ACH-000132,0.1060036157399162
ACH-000133,0.14270563676388434
ACH-000137,0.035379333416380235
ACH-000138,0.1275199552513157
ACH-000142,0.06977111025320827
ACH-000143,0.10013159704248688
ACH-000146,0.1116834263316993
ACH-000148,0.10947456280486616
ACH-000150,0.15009003353852965
ACH-000152,0.14633372445945786
ACH-000153,0.1166956597021377
ACH-000159,0.012273638065549266
ACH-000160,-0.04624839429961547
ACH-000163,0.10526621053000196
ACH-000167,0.04585554855519308
ACH-000168,0.12137327874311
ACH-000169,0.07470539955504336
ACH-000178,0.06367983309298256
ACH-000183,0.028338376643628062
ACH-000188,0.04024039558485321
ACH-000189,0.00028369660702827633
ACH-000190,0.05370744493119956
ACH-000198,0.06749191660776947
ACH-000203,0.09078032090500003
ACH-000204,0.12368146250885133
ACH-000206,-0.01943127665139343
ACH-000207,0.2392786036086372
ACH-000208,0.05640550270891484
ACH-000210,0.29785589064043155
ACH-000211,0.023696087701893614
ACH-000215,0.10260953030227367
ACH-000221,0.007047137872751919
ACH-000222,0.18064943263528235
ACH-000223,0.11784177590071705
ACH-000226,0.12607505863466575
ACH-000227,0.12115356671553623
ACH-000228,-0.007325415235939475
ACH-000231,0.12045214563961125
ACH-000232,0.030380655692405105
ACH-000233,0.15303259345208714
ACH-000234,0.06845001836915257
ACH-000235,0.1295554271128339
ACH-000237,0.08279513738270593
ACH-000238,-0.02652693117033312
ACH-000242,0.18932101859258266
ACH-000243,0.10225465250979514
ACH-000244,0.08423734371078231
ACH-000246,0.05301518287838757
ACH-000248,0.009194402575862756
ACH-000250,0.1142371768356346
ACH-000251,0.17355407417830954
ACH-000252,-0.045605775764878884
ACH-000253,-0.050267346997114735
ACH-000255,0.14647894718612298
ACH-000256,0.16764444459290387
ACH-000257,-0.03181707032875518
ACH-000258,0.11526765227757232
ACH-000259,0.0603278945810504
ACH-000260,0.09777708511309503
ACH-000261,0.058991721195420725
ACH-000262,0.2191931640071736
ACH-000263,-0.28784146602986344
ACH-000264,0.126515918303575
ACH-000265,0.06665100550882462
ACH-000266,0.09406777172430802
ACH-000272,0.1464901724105786
ACH-000274,0.08596416363011036
ACH-000277,-0.016903201480067336
ACH-000278,0.16611556413456005
ACH-000279,0.009102677495287993
ACH-000280,-0.006763684826351249
ACH-000281,0.11806027542155224
ACH-000288,0.14330326744104396
ACH-000291,0.04699045526062897
ACH-000293,0.1603687593773902
ACH-000294,0.2264106458431367
ACH-000295,0.2587303686372243
ACH-000296,-0.038264583933668384
ACH-000302,0.09652521540941
ACH-000304,-0.05434401937899755
ACH-000307,0.10979910150763413
ACH-000308,0.0503814521641764
ACH-000310,0.10883766774571056
ACH-000311,0.07871933852682843
ACH-000312,0.09914557323871104
ACH-000315,0.0007869787456434449
ACH-000316,0.016806683256492733
ACH-000317,-0.022688691889051985
ACH-000318,-0.0962239828712619
ACH-000319,-0.009075929026816988
ACH-000320,0.07644201666350928
ACH-000322,0.08597021180732486
ACH-000323,0.0004210194448361069
ACH-000324,0.01228234633655825
ACH-000329,0.05754641835699425
ACH-000330,0.1072429437802112
ACH-000331,0.10542702306323777
ACH-000332,0.09083520208020436
ACH-000334,0.17499498070201105
ACH-000335,0.24573072678922275
ACH-000336,-0.004499363273930265
ACH-000337,-0.12414650824492693
ACH-000338,0.5982956799587744
ACH-000339,0.053598466317440856
ACH-000341,-0.059921931042334474
ACH-000348,0.11230002554807288
ACH-000350,0.09481706066592913
ACH-000352,0.0728163451235084
ACH-000356,0.1068959718760176
ACH-000361,0.11749728899991888
ACH-000362,0.08280345854023327
ACH-000363,-0.037807889841455895
ACH-000364,0.0727438769828945
ACH-000365,0.044612760191788406
ACH-000366,0.07105001292419706
ACH-000368,0.11190574129027656
ACH-000374,0.1761255371614952
ACH-000375,0.02966011983298153
