,AGXT2 (64902)
ACH-000004,0.15605748667412486
ACH-000005,0.17533673544736206
ACH-000007,-0.06515029159745991
ACH-000009,0.0475579838944982
ACH-000011,-0.14747157555027424
ACH-000012,0.11641518866346187
ACH-000013,-0.0014240856116746875
ACH-000014,-0.22725793625953486
ACH-000015,0.03621972303775641
ACH-000017,0.1195640670505133
ACH-000018,0.08300485696902238
ACH-000019,-0.01892977971664505
ACH-000021,0.042234965857790505
ACH-000022,0.18407917156552228
ACH-000025,-0.02115303135476533
ACH-000028,0.12398730850668455
ACH-000030,0.052051069578734815
ACH-000035,-0.16106610189058615
ACH-000036,-0.09803344677237573
ACH-000037,-0.06325616172610818
ACH-000039,0.178013378428474
ACH-000040,-0.10494953074159699
ACH-000041,-0.15913395090578575
ACH-000042,-0.11901376849667065
ACH-000045,-0.0994327761116424
ACH-000047,-0.016510174111316698
ACH-000052,0.011905438751896886
ACH-000053,0.015041250959561138
ACH-000054,-0.1337450166338704
ACH-000055,-0.00903132861627208
ACH-000060,-0.0010830519721740136
ACH-000067,-0.0653770853224727
ACH-000070,-0.021806053915448168
ACH-000075,0.3148728702381758
ACH-000078,0.1448539899920061
ACH-000082,-0.035447885509094945
ACH-000085,-0.11398044401715443
ACH-000086,-0.07833379284146481
ACH-000087,0.0982686443485701
ACH-000092,0.038419031148929285
ACH-000095,-0.10974371494150828
ACH-000097,-0.03309340032998752
ACH-000098,-0.0926847256176654
ACH-000099,-0.08346148386215307
ACH-000108,0.0035948999343165798
ACH-000113,0.10415119407507006
ACH-000116,0.06063863933560796
ACH-000118,0.014565129766125938
ACH-000120,-0.06998609456080189
ACH-000123,0.03680853044846926
ACH-000127,-0.10452157554852733
ACH-000128,0.024317097667887283
ACH-000132,0.10602489516771016
ACH-000133,-0.002144018319883791
ACH-000137,0.07551529781748896
ACH-000138,0.03645194552593284
ACH-000142,-0.01066268242965042
ACH-000143,-0.04248780516265919
ACH-000146,0.14650750631320628
ACH-000148,0.13536369656256111
ACH-000150,-0.016775650155586772
ACH-000152,-0.06411193790521341
ACH-000153,0.2917076603434345
ACH-000159,0.023046795366727216
ACH-000160,0.30110300437334403
ACH-000163,0.06378988538086218
ACH-000167,0.8298797134033592
ACH-000168,0.013459681120930059
ACH-000169,0.10869314491569176
ACH-000178,0.02997490069813153
ACH-000183,-0.049771219433439866
ACH-000188,-0.1350168598518847
ACH-000189,-0.028173977876452923
ACH-000190,0.13145234172606562
ACH-000198,0.08943329710990264
ACH-000203,0.18026022966514996
ACH-000204,-0.1433417167507466
ACH-000206,-0.08709944323801122
ACH-000207,-0.09291938095359714
ACH-000208,-0.4008228525525801
ACH-000210,-0.31626023922275565
ACH-000211,0.007226722386874849
ACH-000215,-0.03980648464858355
ACH-000221,0.12768126984461184
ACH-000222,-0.0016369748644537545
ACH-000223,0.025231584684974932
ACH-000226,-0.03764971650757802
ACH-000227,-0.02816225359754065
ACH-000228,-0.094507391724342
ACH-000231,0.006550840383788668
ACH-000232,-0.1191581009754258
ACH-000233,0.11232354468908724
ACH-000234,0.12492138660265123
ACH-000235,-0.0025126191539623
ACH-000237,-0.002399035294875657
ACH-000238,-0.01058453727188782
ACH-000242,-0.15809412851490473
ACH-000243,0.003409046815409248
ACH-000244,0.1354735452898765
ACH-000246,0.05803833953701022
ACH-000248,-0.0005463341544166421
ACH-000250,0.09011364354469324
ACH-000251,0.23005183934539356
ACH-000252,0.018463823180947518
ACH-000253,-0.01439737175416856
ACH-000255,0.009172107651862434
ACH-000256,0.10833745573991084
ACH-000257,-0.21383226804866834
ACH-000258,0.15228637324806393
ACH-000259,-0.04488523678736229
ACH-000260,-0.003777716590145942
ACH-000261,-0.02333344853629817
ACH-000262,-0.21856502248579454
ACH-000263,-0.21605194903605346
ACH-000264,-0.0665794398466017
ACH-000265,-0.08676339016570038
ACH-000266,-0.024973903153589792
ACH-000272,-0.04256274051429426
ACH-000274,-0.0607043152813185
ACH-000277,-0.07230115716313143
ACH-000278,-0.0431671565666119
ACH-000279,-0.06824627468533208
ACH-000280,0.06153711818652057
ACH-000281,0.1036395554149489
ACH-000288,-0.1234841424917923
ACH-000291,0.03393220615904692
ACH-000293,0.14208243195064751
ACH-000294,0.02281032878210913
ACH-000295,-0.09162657572480437
ACH-000296,0.02305588183920277
ACH-000302,0.06576117672656706
ACH-000304,-0.2661774550107823
ACH-000307,0.04432621449356579
ACH-000308,0.0734495842441054
ACH-000310,-0.08979272378156193
ACH-000311,0.04111262912176833
ACH-000312,-0.027324439894152647
ACH-000315,0.1460984835203605
ACH-000316,0.021263379179145225
ACH-000317,0.0718400537192083
ACH-000318,0.08463820068712866
ACH-000319,-0.04338095035614356
ACH-000320,-0.11322198390147785
ACH-000322,-0.10046839344181097
ACH-000323,-0.08498785016124717
ACH-000324,-0.020359255087381112
ACH-000329,-0.055198828894141364
ACH-000330,-0.08113195914048273
ACH-000331,-0.14586774880361028
ACH-000332,-0.06397626425052265
ACH-000334,-0.22054166309396986
ACH-000335,0.1913539889092443
ACH-000336,0.02376943616603445
ACH-000337,0.08310865385492648
ACH-000338,0.5803314512332495
ACH-000339,-0.07883161775454453
ACH-000341,0.05314941597014288
ACH-000348,-0.04052203563106506
ACH-000350,-0.08028283746921998
ACH-000352,0.12766766561963802
ACH-000356,-0.1460731620084722
ACH-000361,-0.21726117884663845
ACH-000362,-0.1265633268413773
ACH-000363,0.1039809647461494
ACH-000364,0.2563671062660483
ACH-000365,-0.03881368225287884
ACH-000366,0.05589197884863596
ACH-000368,0.17342458481352724
ACH-000374,0.036028376529985064
ACH-000375,0.18569405973034347
ACH-000376,0.09213009088413897
ACH-000381,-0.2095178249683528
ACH-000383,0.02278206321047447
ACH-000387,0.07832687057620875
ACH-000389,-0.35673726584371984
ACH-000390,-0.10859421578382146
ACH-000393,0.042538718191401786
ACH-000395,-0.2098661713247366
