,NPLOC4 (55666)
ACH-000004,-0.9075881505371504
ACH-000005,-1.101280273312729
ACH-000007,-0.7554134012127948
ACH-000009,-0.8159053042421581
ACH-000011,-0.8493396929652282
ACH-000012,-0.910104824875744
ACH-000013,-0.8363863992243271
ACH-000014,-0.6504355535052616
ACH-000015,-0.9045416027169436
ACH-000017,-0.752238731168649
ACH-000018,-0.6996854260502854
ACH-000019,-1.0088546532473048
ACH-000021,-1.0112962732050692
ACH-000022,-1.02492330741714
ACH-000025,-0.7699663985702492
ACH-000028,-0.9984264081658408
ACH-000030,-0.7602351200637528
ACH-000035,-0.8463602894795141
ACH-000036,-0.8062970010936469
ACH-000037,-1.0863912853411923
ACH-000039,-0.9527262272194582
ACH-000040,-0.9366372509568728
ACH-000041,-0.957589213801471
ACH-000042,-0.8280386933990991
ACH-000045,-1.1644490223658188
ACH-000047,-0.7227904681335015
ACH-000052,-1.1230456627660914
ACH-000053,-1.0861615252389845
ACH-000054,-0.7756601521509322
ACH-000055,-0.9119005238497164
ACH-000060,-0.4919849207668881
ACH-000067,-0.8929006842621066
ACH-000070,-1.0167036626741257
ACH-000075,-0.9744236042279096
ACH-000078,-0.5871014290543214
ACH-000082,-0.9494668998645478
ACH-000085,-0.7477898155569501
ACH-000086,-1.029692808917304
ACH-000087,-0.8111148700783711
ACH-000092,-0.9230751042425231
ACH-000095,-0.8315308348483537
ACH-000097,-0.8392460858700113
ACH-000098,-0.6433394603673823
ACH-000099,-0.6832908894506647
ACH-000108,-0.9695566739678014
ACH-000113,-0.8980797566869031
ACH-000116,-1.0519311310742654
ACH-000118,-0.8885207574285694
ACH-000120,-0.8740575725585319
ACH-000123,-0.8822124450332184
ACH-000127,-0.9363909582627856
ACH-000128,-0.9466530128122392
ACH-000132,-0.6648051073725046
ACH-000133,-0.9637364521410676
ACH-000137,-0.6775808200239906
ACH-000138,-0.8949036222304408
ACH-000142,-1.0620522501057523
ACH-000143,-0.9233988779416171
ACH-000146,-1.0795277104311616
ACH-000148,-0.9967975827339272
ACH-000150,-0.773646413907053
ACH-000152,-1.0828508003349266
ACH-000153,-0.6758909353680003
ACH-000159,-0.9469990506928077
ACH-000160,-0.910055383019271
ACH-000163,-0.8668768005514286
ACH-000167,-1.4570290256289875
ACH-000168,-1.0211251161008323
ACH-000169,-1.017235460824914
ACH-000178,-0.9703428508149466
ACH-000183,-0.9281969465442578
ACH-000188,-0.7473163212393672
ACH-000189,-1.009421646161286
ACH-000190,-1.1753231580933092
ACH-000198,-1.0263498114069252
ACH-000203,-0.8675204871734353
ACH-000204,-0.8112833236216596
ACH-000206,-0.8313086652666832
ACH-000207,-0.8897689000148226
ACH-000208,-0.9858068636889332
ACH-000210,-0.6715612880054462
ACH-000211,-0.8803288403078601
ACH-000215,-0.6572021250410948
ACH-000221,-1.052509058595822
ACH-000222,-0.9770066792299048
ACH-000223,-0.9356354891160048
ACH-000226,-0.7181348544534185
ACH-000227,-0.39437491326299695
ACH-000228,-1.032365684690678
ACH-000231,-0.906861985530836
ACH-000232,-0.8564930684248948
ACH-000233,-1.0126370187262217
ACH-000234,-1.114477563695144
ACH-000235,-0.9068110867290232
ACH-000237,-0.8209091011884693
ACH-000238,-1.0509724412580252
ACH-000242,-0.812337418441021
ACH-000243,-0.8891235950032409
ACH-000244,-0.8086165440223128
ACH-000246,-0.8519306476800879
ACH-000248,-0.9881774694301604
ACH-000250,-0.8984030691052897
ACH-000251,-0.6158070673993482
ACH-000252,-0.9415713181308892
ACH-000253,-0.8692803750233262
ACH-000255,-0.9491247162498762
ACH-000256,-0.8794961128868845
ACH-000257,-0.7875267009531162
ACH-000258,-0.9937978609079158
ACH-000259,-0.8178530048453079
ACH-000260,-0.6913443782830075
ACH-000261,-0.8408108691219963
ACH-000262,-0.7115787302176984
ACH-000263,-0.7963027956327732
ACH-000264,-1.0845165064394444
ACH-000265,-0.8253785861742826
ACH-000266,-0.9536381183338234
ACH-000272,-0.946921631744276
ACH-000274,-0.9815016784550519
ACH-000277,-0.9829909248410672
ACH-000278,-0.8525356958959902
ACH-000279,-0.8374900697675908
ACH-000280,-0.8370453626792309
ACH-000281,-0.8839563770725116
ACH-000288,-0.9323864057807149
ACH-000291,-0.7837899199499592
ACH-000293,-1.0924886424307738
ACH-000294,-1.0236984750970741
ACH-000295,-0.8292158057420472
ACH-000296,-0.8825411863505798
ACH-000302,-0.8924798389007529
ACH-000304,-0.7870624034574427
ACH-000307,-0.6727235279833664
ACH-000308,-1.1516138255289905
ACH-000310,-0.6927439154641796
ACH-000311,-0.8940533668646398
ACH-000312,-0.9674883581565092
ACH-000315,-0.7737691584021149
ACH-000316,-0.4208597963802215
ACH-000317,-0.7002970232530413
ACH-000318,-0.6582603370788915
ACH-000319,-0.9770010583030072
ACH-000320,-0.7514146128933784
ACH-000322,-0.9695762811697324
ACH-000323,-0.9940235330744012
ACH-000324,-0.6738321466178154
ACH-000329,-0.933603725340324
ACH-000330,-1.0478955690090015
ACH-000331,-0.8389344518186448
ACH-000332,-0.7960994353967499
ACH-000334,-0.9504405760249603
ACH-000335,-0.6888355411857882
ACH-000336,-1.031040592451345
ACH-000337,-1.1376394422806984
ACH-000338,-0.5645714110945829
ACH-000339,-0.7583049097729627
ACH-000341,-0.7402072257639207
ACH-000348,-0.8351240421990218
ACH-000350,-0.9460699603657032
ACH-000352,-0.9478140165164772
ACH-000356,-0.961659859107825
ACH-000361,-0.8524979913323978
ACH-000362,-0.9579271458357188
ACH-000363,-1.1071584691785434
ACH-000364,-0.7570135907507538
ACH-000365,-0.8258053086148935
ACH-000366,-0.6736491725000794
ACH-000368,-0.9608568895306496
ACH-000374,-0.899014750478103
ACH-000375,-0.9160374472840784
ACH-000376,-0.8349337721152982
ACH-000381,-0.9717906141027592
ACH-000383,-0.9368883952164512
ACH-000387,-1.1965872655012568
ACH-000389,-0.8972781368720631
ACH-000390,-0.9592784745753524
ACH-000393,-0.7730337168861762
ACH-000395,-0.8871462863543295
ACH-000396,-0.6898606587617183
ACH-000397,-0.7483410459615988
ACH-000401,-0.7003038847611731
ACH-000402,-0.8114703242681854
ACH-000403,-0.9014147906922296
ACH-000404,-1.0252128660935853
ACH-000406,-1.1797955544520489
ACH-000407,-0.8606375518400449
ACH-000408,-0.7827254119606137
ACH-000410,-0.7791097539232837
ACH-000411,-0.928019957701466
ACH-000414,-0.9034965477569972
ACH-000415,-0.7403233506112125
ACH-000416,-0.9857158849120023
ACH-000420,-0.7951621123922323
ACH-000421,-0.9228056189985384
ACH-000424,-1.1448761626760104
ACH-000425,-0.8942457203444661
ACH-000426,-0.8243291594772625
ACH-000427,-0.9980141523526412
ACH-000433,-0.9218099838191812
ACH-000435,-1.2646115242756006
ACH-000436,-0.7950035304498543
ACH-000444,-0.8683911804291514
ACH-000445,-0.7628075667091597
ACH-000448,-0.8659926383364857
ACH-000450,-1.0229249595285448
ACH-000452,-0.8343002448237076
ACH-000454,-0.6364876455923183
ACH-000458,-0.8064915345122166
ACH-000459,-0.6615393638884922
ACH-000460,-0.7357144747285109
ACH-000461,-0.7014780526743806
ACH-000463,-0.8479765970712272
ACH-000464,-0.9311444728369362
ACH-000466,-0.8274080405125168
ACH-000467,-0.8268702510675835
ACH-000468,-0.7687733890900709
ACH-000469,-0.9411406831396384
ACH-000470,-1.1926052786004444
ACH-000471,-0.6779383702223716
ACH-000472,-0.8928410284196329
ACH-000473,-1.077045075936926
ACH-000475,-0.8024682500834872
ACH-000476,-0.7449553650443521
ACH-000477,-0.6067224002512946
ACH-000479,-1.004610914347975
ACH-000480,-1.1028097614879868
ACH-000481,-0.9843960950584868
ACH-000483,-1.0792923446653104
ACH-000484,-1.1122945489202396
ACH-000485,-0.8211734729768341
ACH-000486,-0.7409884461918179
ACH-000487,-0.9614955120663125
ACH-000488,-0.8437595257232552
ACH-000490,-0.7811151082266633
ACH-000491,-0.8441003509903161
ACH-000495,-0.7765521162560969
ACH-000496,-0.5820129337115676
ACH-000499,-0.805914406781915
ACH-000500,-0.801403689150635
ACH-000502,-0.8594041424782881
ACH-000503,-0.7297900535423424
ACH-000505,-0.8610389885858263
ACH-000507,-0.7674890793857033
ACH-000510,-0.8109510044458381
ACH-000511,-0.8338141737427885
ACH-000512,-0.8752926888681927
ACH-000516,-0.9986177430801784
ACH-000517,-0.7641408367589643
ACH-000518,-0.8091023112970195
ACH-000520,-0.8853678436933252
ACH-000521,-0.7797340417075967
ACH-000522,-1.0027281063960882
ACH-000524,-1.2138451499067533
ACH-000527,-1.0697578648629424
ACH-000528,-0.9685632360026925
ACH-000537,-1.139454011229549
ACH-000541,-0.9119169674766386
ACH-000542,-0.8726479709300217
ACH-000544,-0.8242240466430651
ACH-000545,-0.8864270036339784
