,ATP6V1F (9296)
ACH-000350,-1.1816751927726377
ACH-000352,-1.271175029102216
ACH-000356,-1.3910724723433203
ACH-000361,-1.2475826942808297
ACH-000362,-1.328318752340972
ACH-000363,-1.3147576812295758
ACH-000364,-1.309787249221332
ACH-000365,-1.2373127940299578
ACH-000366,-1.3107802120685854
ACH-000368,-1.445598677474648
ACH-000374,-1.495308429195238
ACH-000375,-1.229727794916429
ACH-000376,-1.0842031148546312
ACH-000381,-1.3233633058761791
ACH-000383,-1.438994120436769
ACH-000387,-1.2386096166434766
ACH-000389,-1.5440374001542467
ACH-000390,-1.3889706866613132
ACH-000393,-1.3091906964258533
ACH-000395,-1.4010143402560429
ACH-000396,-1.4863714474094325
ACH-000397,-1.426644038006181
ACH-000401,-1.0947647411498382
ACH-000402,-1.6281010113791603
ACH-000403,-1.4801632427682638
ACH-000404,-0.976238798925444
ACH-000406,-1.5041593526839236
ACH-000407,-1.4224943664737246
ACH-000408,-1.8521070154098127
ACH-000410,-1.1447751067464358
ACH-000411,-1.321141074223687
ACH-000414,-1.2104409421819098
ACH-000415,-1.5892038306861949
ACH-000416,-1.2604023326954972
ACH-000420,-1.2825936625042946
ACH-000421,-1.2835596841405676
ACH-000424,-1.3660382742518409
ACH-000425,-1.3501839157077813
ACH-000426,-1.9394939999604328
ACH-000427,-1.380252303350481
ACH-000433,-1.0254184988659762
ACH-000435,-1.3247196237764884
ACH-000436,-1.2764447035934663
ACH-000444,-1.2600282010381134
ACH-000445,-1.415656989984868
ACH-000448,-1.2869697495202912
ACH-000450,-1.46126556647306
ACH-000452,-1.5660982768692604
ACH-000454,-1.2873922001680969
ACH-000458,-1.2158234585661172
ACH-000459,-1.2529373586689676
ACH-000460,-1.2393509736426234
ACH-000461,-1.2419740404072548
ACH-000463,-0.8547500051160697
ACH-000464,-1.0956787885005257
ACH-000466,-1.397464213910434
ACH-000467,-1.3348290955334148
ACH-000468,-1.436719084989288
ACH-000469,-1.5004905550435812
ACH-000470,-1.5564901918575582
ACH-000471,-1.444644565492999
ACH-000472,-1.5745228839942886
ACH-000473,-1.2262001407630023
ACH-000475,-1.3568302926899611
ACH-000476,-1.5273808153683934
ACH-000477,-1.5315103699461143
ACH-000479,-1.6847863821071638
ACH-000480,-1.2533468051407786
ACH-000481,-1.153801766459713
ACH-000483,-1.3350550567929336
ACH-000484,-1.2963097496653009
ACH-000485,-1.43685161855623
ACH-000486,-1.2020531122704352
ACH-000487,-1.284037686050051
ACH-000488,-1.1934170808679652
ACH-000490,-1.2997499215637924
ACH-000491,-1.223059310358762
ACH-000495,-1.335669435898847
ACH-000496,-1.2416979497548086
ACH-000499,-1.473863057043396
ACH-000500,-1.1385035244284298
ACH-000502,-1.3460178843409174
ACH-000503,-1.4382289674957418
ACH-000505,-1.1367879837861483
ACH-000507,-1.3093208706874295
ACH-000510,-1.2980042893925128
ACH-000511,-1.2685561733568165
ACH-000512,-1.1331688371038162
ACH-000516,-1.3553197649717659
ACH-000517,-1.2576282666937957
ACH-000518,-1.5180327814650465
ACH-000520,-1.2641220995554248
ACH-000521,-1.3779998532865592
ACH-000522,-1.3884271492823177
ACH-000524,-1.2519930008274551
ACH-000527,-1.3165097322619406
ACH-000528,-1.3442588399830666
ACH-000537,-1.5630109814110882
ACH-000541,-0.9971669631202672
ACH-000542,-1.5516146953637209
ACH-000544,-1.360376568952106
ACH-000545,-1.2665926626211594
ACH-000547,-1.3160021051345878
ACH-000548,-1.2005093476516704
ACH-000549,-1.065158985924706
ACH-000550,-1.2342851052969597
ACH-000552,-1.1509744442766157
ACH-000556,-1.3281570212535734
ACH-000557,-1.6256179087967673
ACH-000569,-1.2814920110610166
ACH-000570,-1.3507195626217772
ACH-000571,-1.6809844572153068
ACH-000573,-1.637674398680225
ACH-000576,-1.2665681674079752
ACH-000579,-1.3634690341055142
ACH-000580,-1.012396496958341
ACH-000584,-1.577152199893721
ACH-000585,-1.5898528678789163
ACH-000588,-1.1119175478970234
ACH-000589,-1.2134911519918876
ACH-000591,-1.1641378677265313
ACH-000593,-1.5064683552112073
ACH-000600,-1.256408103725165
ACH-000601,-1.2605446990483926
ACH-000605,-1.4078283319819662
ACH-000606,-1.3306996170145484
ACH-000608,-1.5169509170514552
ACH-000614,-1.4452353785802263
ACH-000616,-1.4412082308462733
ACH-000618,-1.5371882691301697
ACH-000619,-1.3419007986247105
ACH-000620,-1.2040311664822978
ACH-000621,-1.4893152916334986
ACH-000622,-1.3389689785096606
ACH-000623,-1.3269085153602052
ACH-000624,-1.3194057560132508
ACH-000627,-1.2100225407790672
ACH-000630,-1.4527427720712431
ACH-000631,-1.5188342751184902
ACH-000632,-1.3468054335547353
ACH-000633,-1.3037253770045136
ACH-000637,-0.8324945573096282
ACH-000638,-0.9601079221847912
ACH-000646,-1.4078111860732836
ACH-000647,-1.279913783137318
ACH-000648,-1.423913720044374
ACH-000649,-1.3784851832552505
ACH-000651,-1.3199688624013743
ACH-000652,-1.444990567065731
ACH-000653,-1.59229676921702
ACH-000657,-1.3904440611896365
ACH-000658,-1.69551631683993
ACH-000661,-1.3867913477711782
ACH-000662,-0.9487262246792976
ACH-000663,-1.4233075015007095
ACH-000665,-1.3289658999312783
ACH-000671,-1.3633805075111618
ACH-000672,-1.2601466956708272
ACH-000673,-1.3444225531335097
ACH-000676,-1.3136751485329408
ACH-000677,-0.6621792585784865
ACH-000681,-1.2758928515265475
ACH-000683,-1.4158616206486034
ACH-000684,-1.5178668487593618
ACH-000688,-1.6873605417553654
ACH-000693,-1.3255939243145565
ACH-000694,-1.2676278552268372
ACH-000695,-1.0952949197119577
ACH-000696,-1.366712210535858
ACH-000697,-1.1854021006338749
ACH-000699,-1.5351629669108957
ACH-000701,-0.8595210221338087
ACH-000706,-1.4686467639899579
ACH-000711,-1.4233966557396316
ACH-000713,-1.4686188064036645
ACH-000714,-0.997258090958664
ACH-000718,-1.3641284056764322
ACH-000720,-1.3179107556551493
ACH-000721,-1.1943202752143272
ACH-000724,-1.633345150444898
ACH-000725,-0.8947989284518626
ACH-000732,-1.417497286259015
ACH-000734,-1.0470211595803518
ACH-000735,-1.5000545790146746
ACH-000736,-1.2285731705268144
ACH-000738,-0.9703078468457044
ACH-000746,-1.49247758767996
ACH-000747,-1.3613798366586791
ACH-000748,-0.7963759984592775
ACH-000753,-1.4093174621285462
ACH-000756,-0.9077148872358533
ACH-000757,-1.0125104173598365
ACH-000758,-1.2452843577843296
ACH-000760,-1.4590606265604258
ACH-000762,-1.3666083174288346
ACH-000763,-1.2299917029797758
ACH-000764,-1.2678773854050491
ACH-000765,-1.3641847003492316
ACH-000766,-1.4633768715936328
ACH-000767,-0.9777190704797776
ACH-000768,-1.3811341119697331
ACH-000769,-1.3495040766384503
ACH-000770,-1.2121494332888667
ACH-000771,-1.1154473108582474
ACH-000773,-1.2568836379818986
ACH-000776,-1.3354244767751504
ACH-000777,-1.2522668373745305
ACH-000778,-1.2625014848735456
ACH-000781,-1.3897199411595846
ACH-000782,-1.1719812505365448
ACH-000783,-1.226412127053428
ACH-000784,-1.3988724437309241
ACH-000785,-1.389583582750533
ACH-000787,-1.4430124737634757
ACH-000788,-1.3851545263376621
ACH-000791,-1.3230670319946365
ACH-000792,-1.2674573387004144
ACH-000794,-1.2832278489179965
ACH-000796,-1.515667360372974
ACH-000798,-1.1032807639684796
ACH-000799,-1.184768740408269
ACH-000800,-1.363379554376868
ACH-000802,-1.2287028823847528
ACH-000804,-1.3860551799431942
ACH-000805,-1.0862673084796866
ACH-000809,-1.31891727061442
ACH-000810,-1.4900598699298881
ACH-000811,-0.97783254634573
ACH-000817,-1.1665962161469383
ACH-000819,-1.1149756316188872
ACH-000820,-1.3625409026776245
ACH-000821,-1.5715477681534618
ACH-000822,-1.3071537020191717
ACH-000823,-1.2898660747861186
ACH-000824,-1.3826640873048477
ACH-000827,-1.1764286049874315
ACH-000829,-1.4769583949732337
ACH-000831,-1.277920951241102
ACH-000832,-1.2338643254736434
ACH-000833,-1.217389397433552
ACH-000834,-1.2532120604548629
ACH-000835,-1.5678790888458922
ACH-000836,-1.3043911419125256
ACH-000837,-1.4056072518747156
ACH-000838,-1.638300411462149
ACH-000839,-1.2347936706996243
ACH-000840,-1.2403003609767516
ACH-000841,-1.4425023340276342
ACH-000843,-1.4168885878301682
ACH-000846,-1.1620856806254356
ACH-000847,-1.448759144324654
ACH-000848,-1.1865868656093994
ACH-000849,-1.353289580292368
ACH-000851,-1.325721009523788
ACH-000855,-1.1674912469190195
ACH-000856,-1.2817331815834077
ACH-000858,-1.393761538274241
ACH-000859,-1.290526396145895
ACH-000861,-1.2051484985071763
ACH-000862,-0.936470483418978
ACH-000865,-1.1321623816337787
ACH-000866,-1.4245354260263696
ACH-000867,-1.2311585270224925
ACH-000869,-1.3321118416274649
ACH-000872,-1.2365526494327272
ACH-000873,-1.30604277226965
ACH-000876,-0.7738902999853743
ACH-000878,-1.5196917495453564
ACH-000880,-1.1169989380932641
ACH-000881,-1.3695371805700272
ACH-000882,-1.1274777675080216
ACH-000884,-1.2264323929541838
ACH-000885,-1.1686802634498112
ACH-000887,-1.2798258144374866
ACH-000889,-1.5632858556853444
ACH-000896,-1.4558167113556884
ACH-000898,-1.355760435963915
ACH-000900,-1.0947939313082655
ACH-000901,-0.99407077824124
ACH-000905,-1.2661899005945525
ACH-000906,-1.3486644976150122
ACH-000907,-1.373971790387178
ACH-000910,-1.2475853258072398
ACH-000911,-1.3420196926357748
ACH-000912,-1.3343493433418423
ACH-000913,-1.359573092560188
ACH-000915,-1.185783981135082
ACH-000916,-1.3233758775710982
ACH-000917,-1.3479449445274945
ACH-000920,-1.289363299228665
ACH-000921,-1.3996533471743835
ACH-000924,-1.1645332911685558
ACH-000926,-1.2148249595657534
ACH-000928,-1.0235128002421967
ACH-000929,-1.3362904522808698
ACH-000932,-1.2503098965402812
ACH-000935,-1.1887612651922628
ACH-000936,-1.360520344188825
ACH-000937,-1.4145495026987005
ACH-000938,-1.1057361359570368
ACH-000939,-1.2052660892593383
ACH-000941,-1.5906305863562578
ACH-000943,-1.2870875765374254
ACH-000946,-1.3589621408703356
ACH-000947,-1.406538908065072
ACH-000948,-1.3552861763348352
ACH-000950,-1.6601384444484322
ACH-000953,-1.194913209024393
ACH-000954,-1.1186016112260513
ACH-000957,-1.4641820916801598
ACH-000958,-1.2326386674719405
ACH-000960,-1.2809970683133425
ACH-000963,-0.7975368194299431
ACH-000968,-1.262099356298406
ACH-000969,-1.1762805380629135
ACH-000972,-1.331339197780829
ACH-000973,-1.4048889295891278
ACH-000974,-1.4014016566710947
ACH-000978,-1.2227475740562983
ACH-000984,-1.2845279573830652
ACH-000986,-1.2682837303933931
ACH-000988,-1.6248132116693024
ACH-000993,-1.1838604630742642
ACH-000994,-1.5911901338401842
ACH-000996,-1.2703596660023042
ACH-001001,-1.3675792397206188
ACH-001020,-1.2539313243316716
ACH-001028,-1.2257168512333174
ACH-001031,-1.3904671385985508
ACH-001038,-1.2522158334161777
ACH-001048,-1.3832565764395557
ACH-001050,-1.5201363548499722
ACH-001053,-1.3882123001088262
ACH-001054,-1.3986371649507583
ACH-001061,-1.407051281425561
ACH-001067,-1.2754823797674095
ACH-001075,-1.4346629798294943
ACH-001096,-1.353861745621049
ACH-001111,-1.491921529736276
ACH-001119,-1.369246330200092
ACH-001128,-1.131380662777809
ACH-001134,-1.2446507208116608
ACH-001151,-1.432670040386703
ACH-001163,-1.5226308070076118
ACH-001164,-1.2942282744175988
ACH-001183,-1.4331610149531762
ACH-001192,-1.3692777138122334
ACH-001193,-1.4533934657489698
ACH-001196,-1.487723332646446
ACH-001197,-1.4385130147613694
ACH-001205,-1.3100151845065091
ACH-001211,-0.9475222579585216
ACH-001212,-1.0721129757650851
ACH-001228,-0.7343057668176982
ACH-001232,-1.2150844119341917
ACH-001239,-1.1859003399999897
ACH-001270,-1.230933711352071
ACH-001274,-1.2602944258505322
ACH-001275,-1.1163072113371173
ACH-001277,-1.3482254289654374
ACH-001278,-1.1579013272851906
ACH-001280,-0.6960639130480454
ACH-001283,-1.2105795061844118
ACH-001289,-1.2955114124706333
ACH-001300,-1.392010258244949
ACH-001301,-1.1915681490486345
ACH-001302,-1.2548644198002716
ACH-001306,-1.386200065680102
ACH-001318,-1.1617216579210454
ACH-001322,-1.1784845014340977
ACH-001328,-1.016569717831649
ACH-001332,-1.4769971273394809
ACH-001336,-1.3968393581179184
ACH-001346,-1.2403656559104448
ACH-001353,-1.3372772243447366
ACH-001354,-1.1892142825088194
ACH-001367,-1.3696615047055183
ACH-001368,-1.3829198856708604
ACH-001374,-1.2867322402432717
ACH-001377,-1.4074683767403682
ACH-001380,-1.2226535274305057
ACH-001391,-1.327299745626078
ACH-001408,-1.3459562471323705
ACH-001430,-1.4252464724917102
ACH-001431,-1.2624127660807034
ACH-001450,-1.2670123478606332
ACH-001496,-1.2873124530518079
ACH-001500,-1.158049678472176
ACH-001523,-1.5289220885310038
ACH-001532,-1.2747806999524327
ACH-001550,-1.1599844094710687
ACH-001552,-1.1014260864954557
ACH-001554,-1.3085087826260149
ACH-001654,-1.3170601954449137
ACH-001735,-1.3606029487199078
ACH-001736,-1.2748486874727516
ACH-001737,-1.0776396921475877
ACH-001740,-1.7168161812087233
ACH-001745,-1.4024039421103374
ACH-001765,-1.2238545612763063
