,TEPP (374739)
ACH-000004,-0.018545760113453647
ACH-000005,0.005373882014469361
ACH-000007,0.08843062305679085
ACH-000009,0.13736298025847268
ACH-000011,0.02990966593099765
ACH-000012,0.02610135403228894
ACH-000013,0.1543145968904744
ACH-000014,0.019889820935501654
ACH-000015,0.10293296786294898
ACH-000017,0.07918964868544039
ACH-000018,-0.10417266643786972
ACH-000019,0.07602264537038114
ACH-000021,-0.009699933153530342
ACH-000022,0.12457531917528344
ACH-000025,0.03432746849705132
ACH-000028,0.22512474310980396
ACH-000030,0.04561027356324004
ACH-000035,-0.06493269063892501
ACH-000036,-0.005943392091264006
ACH-000037,-0.09776899448490137
ACH-000039,0.1994076929837479
ACH-000040,0.10534035945485673
ACH-000041,0.1629848703332358
ACH-000042,0.09210049105600553
ACH-000045,0.02957255171511753
ACH-000047,0.04753928626687718
ACH-000052,0.16668793585487235
ACH-000053,0.1913300868162601
ACH-000054,0.17740414703435686
ACH-000055,-0.011624318484228095
ACH-000060,0.1256353580106241
ACH-000067,0.2459241048798512
ACH-000070,-0.03680551258830933
ACH-000075,0.06330837712600827
ACH-000078,0.20881777035220592
ACH-000082,0.01546539855033206
ACH-000085,0.09478356548284303
ACH-000086,0.03363433337938652
ACH-000087,0.18259815626438594
ACH-000092,0.1278586868008548
ACH-000095,0.1446636850399571
ACH-000097,0.020320987637538045
ACH-000098,0.066422288130089
ACH-000099,0.09275941177658784
ACH-000108,0.041852350492326135
ACH-000113,0.06276473893249096
ACH-000116,0.10515022066246824
ACH-000118,-0.07400923695545122
ACH-000120,-0.0619812066255612
ACH-000123,-0.004786027215468317
ACH-000127,0.013285835826870145
ACH-000128,0.018930157356874696
ACH-000132,-0.12529572972185668
ACH-000133,0.04453157098055883
ACH-000137,0.13270598897460625
ACH-000138,0.14728232764478266
ACH-000142,-0.0103525436649294
ACH-000143,0.034907055303607715
ACH-000146,0.12661202017798195
ACH-000148,-0.008215603516273222
ACH-000150,0.17918017277706644
ACH-000152,0.08388386857522323
ACH-000153,-0.1127636447534762
ACH-000159,0.12657515673847186
ACH-000160,-0.028638255951887237
ACH-000163,0.14102034039247038
ACH-000167,0.15472117720130332
ACH-000168,-0.015655781953115237
ACH-000169,0.04567742586686673
ACH-000178,-0.06630790330963854
ACH-000183,0.03881298248905564
ACH-000188,0.0930356565521394
ACH-000189,-0.0805014249088897
ACH-000190,0.1926646214707712
ACH-000198,0.05782907192013315
ACH-000203,-0.38599577255387424
ACH-000204,0.026311329690909043
ACH-000206,-0.0574072821537168
ACH-000207,0.17631634884698946
ACH-000208,-0.004091166929341281
ACH-000210,-0.041472735059295766
ACH-000211,-0.035632072314990805
ACH-000215,0.04844107524824992
ACH-000221,0.0110619663848357
ACH-000222,-0.043221021768168666
ACH-000223,0.14556667639193732
ACH-000226,-0.009593232454807652
ACH-000227,-0.13409427052510908
ACH-000228,-0.0031668827081858643
ACH-000231,0.10757771265734667
ACH-000232,0.15877162240862422
ACH-000233,0.07162513467720293
ACH-000234,0.016076087357924727
ACH-000235,0.007038924359967965
ACH-000237,0.06879824446471701
ACH-000238,0.07468169531766877
ACH-000242,0.33991991947934297
ACH-000243,0.01584665536922743
ACH-000244,0.07832859141955552
ACH-000246,0.17298355525164313
ACH-000248,0.08456674623843352
ACH-000250,0.1313041659606643
ACH-000251,0.03320503181240612
ACH-000252,0.10592366693664523
ACH-000253,0.1889916404357585
ACH-000255,0.08426143244014632
ACH-000256,0.10320933493979062
ACH-000257,-0.08008226609577339
ACH-000258,-0.02449377397963664
ACH-000259,0.03484641900057249
ACH-000260,0.051739097560921085
ACH-000261,0.042340906122830486
ACH-000262,-0.08243631918185446
ACH-000263,0.07118942877572282
ACH-000264,0.0681945056176643
ACH-000265,0.11908803797551093
ACH-000266,0.002689724357878384
ACH-000272,0.09582828222771016
ACH-000274,0.1489147616822393
ACH-000277,0.037538753474791145
ACH-000278,0.05617424505569906
ACH-000279,0.08536217235396053
ACH-000280,0.11837015364966087
ACH-000281,-0.17499436572896696
ACH-000288,0.007419149732222675
ACH-000291,0.1037322404846094
ACH-000293,0.041020408449588465
ACH-000294,0.14648432061380692
ACH-000295,0.1582611403038707
ACH-000296,0.1064822486864117
ACH-000302,0.13357139661837664
ACH-000304,0.12899006820935766
ACH-000307,0.1415435459296188
ACH-000308,0.11304159634872947
ACH-000310,0.14414545695327233
ACH-000311,-0.020878969741797947
ACH-000312,0.0015573019391410625
ACH-000315,0.03156803741349805
ACH-000316,-0.006560299433270751
ACH-000317,0.05218006936329751
ACH-000318,0.29327097509357825
ACH-000319,-0.04442595763355788
ACH-000320,-0.1101687536722893
ACH-000322,-0.014278204957938575
ACH-000323,0.07899045763471134
ACH-000324,0.060121571300375175
ACH-000329,0.035023091772694095
ACH-000330,0.21161141846711187
ACH-000331,0.10403337875409012
ACH-000332,0.07686755516066818
ACH-000334,-0.0050239002627992645
ACH-000335,-0.1529030149084163
ACH-000336,0.2382152010019115
ACH-000337,0.0736716410779732
ACH-000338,0.09155150582020932
ACH-000339,0.06813276953100514
ACH-000341,0.08649308512700091
ACH-000348,0.038972794523839435
ACH-000350,0.1665760740880752
