,CRH (1392)
ACH-000211,-0.0920333436157904
ACH-000215,-0.000651185855521569
ACH-000221,-0.023932595372924984
ACH-000222,-0.1083993147353041
ACH-000223,-0.12389154558490738
ACH-000226,-0.16544936519238893
ACH-000227,4.077618227137969e-05
ACH-000228,-0.12214542768702473
ACH-000231,-0.07885227486181066
ACH-000232,-0.20364729580034496
ACH-000233,0.02630827164982754
ACH-000234,-0.1424065823015279
ACH-000235,-0.1551506691874492
ACH-000237,-0.16020889727308674
ACH-000238,0.013666449270593559
ACH-000242,-0.17132997545118378
ACH-000243,-0.2283557476552813
ACH-000244,-0.2532004682815009
ACH-000246,-0.08117588488965527
ACH-000248,-0.03177450202221285
ACH-000250,-0.09925195314484507
ACH-000251,-0.028898805933114637
ACH-000252,-0.31802436279475105
ACH-000253,-0.0967911683855468
ACH-000255,-0.11881402334754987
ACH-000256,-0.12074866820575884
ACH-000257,-0.03117282511945825
ACH-000258,-0.18214828716622952
ACH-000259,-0.07011199588215089
ACH-000260,-0.05953085552147915
ACH-000261,-0.14189040834370378
ACH-000262,0.18042919289427453
ACH-000263,-0.13505124323464593
ACH-000264,-0.20182017038611
ACH-000265,-0.2455834689022517
ACH-000266,-0.1068149362324872
ACH-000272,-0.0563075284352327
ACH-000274,-0.02501089681078754
ACH-000277,-0.19118608225550174
ACH-000278,-0.1819780588734861
ACH-000279,-0.11053850218882616
ACH-000280,-0.20121816810267065
ACH-000281,-0.014691286690174263
ACH-000288,0.07265609268091329
ACH-000291,-0.21182259344080606
ACH-000293,0.08746949782577673
ACH-000294,-0.2338082585654386
ACH-000295,0.059471508895894275
ACH-000296,-0.1133319432782088
ACH-000302,-0.0574258188916074
ACH-000304,-0.21149520301285246
ACH-000307,-0.11879097150741667
ACH-000308,-0.18084741638135934
ACH-000310,-0.13034797046672056
ACH-000311,-0.10179232317962923
ACH-000312,0.10450131639736868
ACH-000315,0.12442746706834636
ACH-000316,-0.060586048051570175
ACH-000317,-0.1108810718802946
ACH-000318,-0.028041722783261613
ACH-000319,-0.20580242060996184
ACH-000320,-0.2469108908369829
ACH-000322,0.006715260157161435
ACH-000323,-0.1568551922876857
ACH-000324,0.02431678655313789
ACH-000329,-0.09889272104264284
ACH-000330,-0.08520817242750442
ACH-000331,-0.05062868937894383
ACH-000332,-0.1768928111952585
ACH-000334,-0.0982840972097909
ACH-000335,-0.0463703721066203
ACH-000336,-0.44655208349327663
ACH-000337,-0.02939668524789535
ACH-000338,-0.4544949373309092
ACH-000339,-0.15292857234081728
ACH-000341,-0.08416373840718253
ACH-000348,-0.1236147402759658
ACH-000350,-0.14321219526975387
ACH-000352,-0.2646911857360207
ACH-000356,0.29185268930112607
ACH-000361,-0.20834809459913872
ACH-000362,-0.2702248372259836
ACH-000363,-0.10251214743039924
ACH-000364,-0.09751824758053244
ACH-000365,-0.06465212502467907
ACH-000366,-0.06461292196836553
ACH-000368,-0.0737714017458515
ACH-000374,0.08174703906805005
ACH-000375,-0.05798937912822383
ACH-000376,-0.18181640947515
ACH-000381,0.011478639059934105
ACH-000383,-0.08625150893918665
ACH-000387,-0.022567089077989586
ACH-000389,-0.2464656828028929
ACH-000390,-0.04049210662929095
ACH-000393,-0.1663956930230935
ACH-000395,0.07919341478478556
ACH-000396,0.0974455405620074
ACH-000397,-0.09071903947190743
ACH-000401,-0.022667060254864792
ACH-000402,-0.2609626598064414
ACH-000403,-0.04525735472936904
ACH-000404,-0.1727560769815393
ACH-000406,-0.10465534451749653
ACH-000407,0.0560061898827724
ACH-000408,-0.2897141276682603
ACH-000410,-0.20081976850883693
ACH-000411,-0.16223310999419738
ACH-000414,-0.15493115173718755
ACH-000415,-0.15718647341569295
ACH-000416,-0.07682191856247082
ACH-000420,0.12310609910408953
ACH-000421,-0.12964752403883312
ACH-000424,0.01684951238848534
ACH-000425,-0.1262929130966933
ACH-000426,-0.2870816125734373
ACH-000427,-0.07171652408873441
ACH-000433,0.018295522391912303
ACH-000435,-0.12223705172532875
ACH-000436,-0.047394231251109316
ACH-000444,-0.19708492826929072
ACH-000445,0.003909461564940153
ACH-000448,-0.13722335273972966
ACH-000450,0.003505261360903221
ACH-000452,-0.12465601150357705
ACH-000454,-0.002601250946312705
ACH-000458,-0.06808590294151583
ACH-000459,0.036705592953724525
ACH-000460,-0.06401799497650024
ACH-000461,-0.01574416827392489
ACH-000463,-0.02535676121989968
ACH-000464,-0.1885838209409674
ACH-000466,-0.18214687933591805
ACH-000467,-0.12320931783709978
ACH-000468,0.0596760705413041
ACH-000469,-0.09831651480144753
ACH-000470,-0.13075565915091025
ACH-000471,-0.08901711263416534
ACH-000472,-0.21128800875602768
ACH-000473,-0.07115197192025058
ACH-000475,-0.1054024714454584
ACH-000476,-0.21022311258993132
ACH-000477,-0.1164045056347516
ACH-000479,0.16728469204437482
ACH-000480,-0.14246827051381875
ACH-000481,-0.09009486702304643
ACH-000483,0.023457010132273044
ACH-000484,-0.1633566061914178
ACH-000485,-0.22228966742567854
ACH-000486,0.02658632159246411
ACH-000487,-0.07764375849512435
ACH-000488,0.03078269769573965
ACH-000490,-0.18471786343613505
ACH-000491,-0.08705701377346635
ACH-000495,-0.10684288477992544
ACH-000496,-0.11896116103527232
ACH-000499,-0.01485183576605216
ACH-000500,-0.22198432980200566
ACH-000502,0.012383752112379786
ACH-000503,0.005164160310403272
ACH-000505,-0.13005477373716026
ACH-000507,-0.24179256393093496
ACH-000510,0.024481114585272332
ACH-000511,-0.17591725731708704
ACH-000512,-0.20930340267900055
ACH-000516,-0.1167409363458392
ACH-000517,0.011082634483393042
ACH-000518,-0.18412657194530724
ACH-000520,0.09493448051231528
ACH-000521,-0.14041216603558873
ACH-000522,-0.10057982710590947
ACH-000524,0.0044167500480956955
ACH-000527,-0.04553937338564086
ACH-000528,-0.01277681655909945
ACH-000537,-0.2001004848767931
ACH-000541,-0.31754244936947723
ACH-000542,-0.28834904799771016
ACH-000544,-0.14167283723001434
ACH-000545,-0.05641372042060624
ACH-000547,-0.12496483059590426
ACH-000548,-0.13468520127137393
ACH-000549,-0.2582479318188861
ACH-000550,-0.06244025401872124
ACH-000552,-0.23467592980673085
ACH-000556,-0.06406380300578843
ACH-000557,-0.19221125102266992
ACH-000569,-0.2573005400630383
ACH-000570,-0.01455075421964265
ACH-000571,-0.022252936096219287
ACH-000573,-0.12748106056558695
ACH-000576,-0.14715512523608915
ACH-000579,-0.14159999624177413
ACH-000580,-0.2533124188553484
ACH-000584,-0.1978858454405593
ACH-000585,-0.031563557001592066
ACH-000588,-0.0829554650249588
ACH-000589,-0.0932071062823138
ACH-000591,-0.08019950423885185
ACH-000593,-0.059059926908376824
ACH-000600,0.0009857756702371476
ACH-000601,-0.1266049457720434
ACH-000605,-0.17103836131708555
ACH-000606,-0.04734109444967679
ACH-000608,-0.056734147335463676
ACH-000614,-0.15339142908654388
ACH-000616,-0.04221610939986863
ACH-000618,-0.047928061953245886
ACH-000619,-0.2816322487493128
ACH-000620,-0.027703818589266058
ACH-000621,-0.16169433539807215
ACH-000622,-0.20072859387899644
ACH-000623,0.06204613710768121
ACH-000624,-0.17114257893273074
ACH-000627,-0.0636622442746756
ACH-000630,-0.030202358430553543
ACH-000631,-0.22330412491162652
ACH-000632,-0.04631254310922578
ACH-000633,0.027978474455623018
ACH-000637,-0.0799760929781067
ACH-000638,-0.12372596599250822
ACH-000646,0.029516196361489562
ACH-000647,-0.1662130874928172
ACH-000648,-0.30020140677791524
ACH-000649,-0.07673150721988324
ACH-000651,-0.11067744352950956
ACH-000652,-0.093147530362817
ACH-000653,-0.21652525718764
ACH-000657,-0.05232361605978711
ACH-000658,-0.17235602359582305
ACH-000661,-0.0120617949038759
ACH-000662,-0.045622852643668985
ACH-000663,-0.2650653619815904
ACH-000665,-0.06456876358542345
ACH-000671,-0.11770657711101724
ACH-000672,0.08885101580789702
ACH-000673,-0.10401547970280736
ACH-000676,-0.055306097831682215
ACH-000677,-0.1943108633150422
ACH-000681,-0.14558835290275465
ACH-000683,0.006704259168969033
ACH-000684,-0.12574575158719106
ACH-000688,-0.02570440318310948
ACH-000693,-0.10112043277357398
ACH-000694,-0.09837088113098608
ACH-000695,-0.1106578441236062
ACH-000696,-0.07372702077735313
ACH-000697,-0.005623178252459576
ACH-000699,-0.10275038583384906
ACH-000701,-0.13968959104920706
ACH-000706,-0.16588267817759347
ACH-000711,-0.10583983502534418
ACH-000713,-0.1460340055156086
ACH-000714,-0.07093609445146004
ACH-000718,-0.12851869927205847
ACH-000720,-0.08851542376573138
ACH-000721,0.016548206652756553
ACH-000724,-0.2782445164567985
ACH-000725,-0.06803177188685429
ACH-000732,-0.06849466805865842
ACH-000734,-0.12599051577056622
ACH-000735,-0.03876759858522913
ACH-000736,-0.12273888948436908
ACH-000738,-0.12696863736229105
ACH-000746,-0.0666293804313647
ACH-000747,0.002398075345836115
ACH-000748,-0.036103781294621023
ACH-000753,-0.08758893780538887
ACH-000756,-0.024503928814383732
ACH-000757,-0.267364897257286
ACH-000758,-0.02653825428546504
ACH-000760,-0.033878670905085825
ACH-000762,-0.13225146449825426
ACH-000763,-0.13804205035941278
ACH-000764,0.013327121845042604
ACH-000765,-0.1858491956914168
ACH-000766,-0.16231534488666766
ACH-000767,-0.0550255512283972
ACH-000768,-0.036513113646335686
ACH-000769,-0.1874661063855555
ACH-000770,-0.10997697864952044
ACH-000771,-0.1872633510508364
ACH-000773,-0.12016026195458453
ACH-000776,-0.1450394996388725
ACH-000777,-0.02375344864153224
ACH-000778,-0.055659772439968405
ACH-000781,-0.16054248406334082
ACH-000782,-0.017017166797887028
ACH-000783,-0.10394899354928497
ACH-000784,-0.11902442592583397
ACH-000785,-0.048897188734257115
ACH-000787,0.028237357133836488
ACH-000788,-0.1329990447597841
ACH-000791,-0.1955642091456861
ACH-000792,-0.08514436447187188
ACH-000794,-0.01854816729901493
ACH-000796,-0.042017491413560384
ACH-000798,-0.25026355427694297
ACH-000799,-0.2669263609672086
ACH-000800,0.08857486199115285
ACH-000802,-0.16263222989809858
ACH-000804,0.002347490017969711
ACH-000805,-0.1425243203646337
ACH-000809,-0.14804792831488314
ACH-000810,-0.03518450014739779
ACH-000811,-0.060281807275620373
ACH-000817,-0.00960623869093798
ACH-000819,-0.13307349091738052
ACH-000820,-0.15780038344173888
ACH-000821,-0.13216995762992734
ACH-000822,-0.1182240611491584
ACH-000823,-0.17819225420470436
ACH-000824,-0.11621264393805585
ACH-000827,-0.12832436776536854
ACH-000829,-0.292069615796125
ACH-000831,-0.14132283170175516
ACH-000832,-0.1268241069365264
ACH-000833,0.0871150518986297
ACH-000834,-0.09751500024415836
ACH-000835,-0.2713724356655043
ACH-000836,-0.02689185089154541
ACH-000837,-0.17712050756588352
ACH-000838,-0.1069382298708455
ACH-000839,-0.26665860069804753
ACH-000840,-0.04304867217325355
ACH-000841,-0.11790122180468116
ACH-000843,0.023824974048882477
ACH-000846,-0.292922318780556
ACH-000847,-0.13742338906367013
ACH-000848,-0.12748518993102753
ACH-000849,-0.21199916476278532
ACH-000851,-0.012599206576920234
ACH-000855,-0.04591259659437756
ACH-000856,0.016425511304935275
ACH-000858,-0.2091774614227412
ACH-000859,-0.03533696319624406
ACH-000861,-0.0869294085582296
ACH-000862,-0.02296373619622237
ACH-000865,-0.1841654993339884
ACH-000866,-0.03946381338556956
ACH-000867,-0.06960541792359395
ACH-000869,-0.16117737267297338
ACH-000872,-0.06679475835993577
ACH-000873,-0.0356021983929233
ACH-000876,-0.08539971513141559
ACH-000878,-0.10099767912223992
ACH-000880,-0.015549481212403566
ACH-000881,-0.04393647131311727
ACH-000882,-0.0874704036677409
ACH-000884,-0.025122664175089928
ACH-000885,0.027208013857173897
ACH-000887,-0.03204270063893645
ACH-000889,0.02216152357319329
ACH-000896,-0.09994890286415836
ACH-000898,-0.022970606394338084
ACH-000900,-0.09560927227997386
ACH-000901,-0.05412777700176953
ACH-000905,-0.2101477638107944
ACH-000906,-0.13415115140843684
ACH-000907,-0.21345734516222611
ACH-000910,-0.02311892568452837
ACH-000911,-0.16969016497193856
ACH-000912,-0.1158332945260982
ACH-000913,-0.168151051436895
ACH-000915,-0.11824654655971108
ACH-000916,-0.045189277437857764
ACH-000917,-0.17600817590403786
ACH-000920,0.245312298176857
ACH-000921,-0.08844044604993889
ACH-000924,-0.10399190626911263
ACH-000926,-0.13025003656246648
ACH-000928,-0.24658071428723116
ACH-000929,-0.009541715949595507
ACH-000932,-0.09798943633873727
ACH-000935,-0.0731752138665538
ACH-000936,-0.15070889927321746
ACH-000937,0.030335274229411888
ACH-000938,-0.10558926891917783
ACH-000939,-0.061856698054340624
ACH-000941,-0.12154134452427873
ACH-000943,-0.02514559303701469
ACH-000946,-0.14822349451978187
ACH-000947,-0.15996988642743998
ACH-000948,-0.04538865341392867
ACH-000950,-0.06735746267406936
ACH-000953,-0.11599278951887693
ACH-000954,0.020080205745492002
ACH-000957,-0.09802574168772306
ACH-000958,0.0956061609115164
ACH-000960,-0.14708964987362438
ACH-000963,0.09275614550487682
ACH-000968,-0.13809625487551033
ACH-000969,-0.09784503218173203
ACH-000972,-0.2646848752863301
ACH-000973,-0.07930641833445143
ACH-000974,-0.19458892601440927
ACH-000978,-0.1578500263513169
ACH-000984,-0.1808787214772063
ACH-000986,-0.09370927145201173
ACH-000988,-0.20929554564261396
ACH-000993,-0.14260749201986486
ACH-000994,-0.03294252692911148
ACH-000996,-0.013113686136355456
ACH-001001,-0.07008451158198646
ACH-001020,-0.2360206010480269
ACH-001028,-0.13289898789963642
ACH-001031,-0.1347149320736144
ACH-001038,-0.12220117994993443
ACH-001048,-0.015691292072192917
ACH-001050,-0.17152424993226215
ACH-001053,-0.01506072907818535
ACH-001054,-0.0668350750408623
ACH-001061,-0.08470960899210604
ACH-001067,-0.08035198599516416
ACH-001075,0.140468235818727
ACH-001096,-0.040915901797192164
ACH-001111,0.09106843155186546
ACH-001119,-0.11798901035643812
ACH-001128,0.06469387907459317
ACH-001134,-0.17347539055988054
ACH-001151,-0.21178968726549205
ACH-001163,-0.08667725176670507
ACH-001164,-0.25821497351829553
ACH-001183,-0.16591741761383635
ACH-001192,-0.02547819349077872
ACH-001193,-0.08742411640631434
ACH-001196,-0.10426298444367924
ACH-001197,-0.11805939472535155
ACH-001205,-0.05451213706873746
ACH-001211,-0.10076075482938422
ACH-001212,-0.11211388021462892
ACH-001228,-0.005670228212893743
ACH-001232,-0.11322231461214748
ACH-001239,-0.18200258109567294
ACH-001270,-0.07186201507082428
ACH-001274,-0.1847665355357409
ACH-001275,-0.33634057543864426
ACH-001277,-0.4368169892497198
ACH-001278,-0.05109360993055642
ACH-001280,-0.10553601544551344
ACH-001283,-0.08851484534544005
ACH-001289,-0.11065112458376083
ACH-001300,-0.03523066455068992
ACH-001301,-0.014624630635308547
ACH-001302,-0.0162093757307834
ACH-001306,-0.15768095628380085
ACH-001318,-0.21774621191277707
ACH-001322,-0.2563642909871814
ACH-001328,0.04985107682695841
ACH-001332,0.07317455362292379
ACH-001336,-0.12384898140672534
ACH-001346,0.011119303135305555
ACH-001353,-0.12412663690504308
ACH-001354,-0.01169758681090918
ACH-001367,-0.0015584422418043445
ACH-001368,-0.07806305061633864
ACH-001374,-0.03883567701465854
ACH-001377,-0.2641736021903169
ACH-001380,-0.07734991404991064
ACH-001391,-0.22692790672130794
ACH-001408,-0.011829120177954773
ACH-001430,0.01945911911416652
ACH-001431,-0.05586844956974181
ACH-001450,-0.10910093464866644
ACH-001496,-0.10406188621977354
ACH-001500,-0.1746314624058391
ACH-001523,-0.024650015813308116
ACH-001532,-0.06699082656474144
ACH-001550,-0.15194516463085364
ACH-001552,-0.23702979171326666
ACH-001554,-0.16638289472450682
ACH-001654,0.05624247063544602
ACH-001735,-0.02416941050670385
ACH-001736,0.006591852369717197
ACH-001737,-0.03824786906426525
ACH-001740,-0.097896197175275
ACH-001745,-0.0901725072117191
ACH-001765,-0.16498242385120662
